50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f77a95e5-f295-4ed1-ad21-9484ee685575,1,,,3890375,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 20950, 'name': 'Yanni Regäsel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 39}, {'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 8578, 'name': 'Per Ciljan Skjelbred'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 8965, 'name': 'Fabian Lustenberger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 30439, 'name': 'Tolga Ciğerci'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",Hertha Berlin,173,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e7eb7e57-3599-4f1f-b2c2-5765eca9bf2a,2,,,3890375,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 40538, 'name': 'Jin-Su Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 6039, 'name': 'Sebastian Rudy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 8404, 'name': 'Eugen Polanski'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 31}, {'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 8311, 'name': 'Jonathan Schmid'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Hoffenheim,175,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3cb54304-4174-43a9-b81f-91b76246eb79,3,,,3890375,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,['ba93a809-19e6-471c-8c06-0f357310f451'],0,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ba93a809-19e6-471c-8c06-0f357310f451,4,,,3890375,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,['3cb54304-4174-43a9-b81f-91b76246eb79'],0,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0ee36b1b-8194-438d-b882-814bcefbc08b,1930,,,3890375,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Hoffenheim,175,['f0ed4b03-8834-42ca-81e3-096b39d4a912'],0,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f0ed4b03-8834-42ca-81e3-096b39d4a912,1931,,,3890375,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Hoffenheim,175,['0ee36b1b-8194-438d-b882-814bcefbc08b'],0,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.371956,,,,,,,,,,,,fe4d1c05-f799-4ea9-bf6a-7fe58025a7d2,5,,"[60.0, 40.0]",3890375,0,,,,-2.158799,,Right Foot,,,"[59.2, 38.8]",Ground Pass,,1.4422206,,,Salomon Armand Magloire Kalou,8575.0,,,,,Kick Off,1,From Kick Off,Vladimír Darida,8579.0,Center Attacking Midfield,2,Hertha Berlin,173,['c10314ac-338e-41c7-857a-7e0d1b9975ab'],0,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.619,Pass,
,,,,,,,,,,,,,,,,2.042694,,,,,,,,,,,,0fb26a17-c879-49b5-839c-723ec24c0680,8,,"[58.2, 38.5]",3890375,0,,,,2.7003164,,Right Foot,,,"[34.7, 49.6]",Ground Pass,,25.989613,,,Sebastian Langkamp,8580.0,,,,,,1,From Kick Off,Salomon Armand Magloire Kalou,8575.0,Center Forward,2,Hertha Berlin,173,['68a9e0b7-fa5d-455b-a5d4-b3de89c451d3'],1,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:01.542,Pass,
,,,,,,,,,,,,,,,,2.196652,,,,,,,,,,,,2e68808e-1a7f-4253-aa97-25f32a08018f,10,,"[34.7, 49.6]",3890375,0,,,,-1.5604161,,Right Foot,,,"[35.0, 20.7]",Ground Pass,,28.901558,,,John Anthony Brooks,12327.0,,,,,,1,From Kick Off,Sebastian Langkamp,8580.0,Right Center Back,2,Hertha Berlin,173,['c20ca868-7b32-4382-a0da-8a5778b9efa9'],3,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:03.585,Pass,
,,,,,,,,,,,,,,,,1.661884,,,,,,,,,,,,851e7ffd-3bbc-49f2-bbfc-6fbc0d53bc2b,13,,"[37.2, 23.0]",3890375,0,,,,1.6276969,,Left Foot,,,"[35.4, 54.6]",Ground Pass,,31.651224,,,Sebastian Langkamp,8580.0,,,,,,1,From Kick Off,John Anthony Brooks,12327.0,Left Center Back,2,Hertha Berlin,173,['3f58de0a-3446-40da-ad28-d0505ec65dc7'],6,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:06.774,Pass,
