50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e1cb891d-0084-4a83-a6d4-8637badad596,1,,,3890509,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,,0,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 25}, {'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 3}, {'player': {'id': 8392, 'name': 'Jeremy Toljan'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 15}, {'player': {'id': 6039, 'name': 'Sebastian Rudy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 31}, {'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Hoffenheim,175,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5372518f-9771-468d-8d68-bbee1c3a2486,2,,,3890509,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,,0,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 8821, 'name': 'Timo Horn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 11286, 'name': 'Dominik Maroh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 8822, 'name': 'Simon Zoller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 8397, 'name': 'Kevin Vogt'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 8231, 'name': 'Yannick Gerhardt'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 31}, {'player': {'id': 23486, 'name': 'Anthony Modeste'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",FC Köln,186,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,7124ed30-cefd-4515-b3ae-36111f93ff26,3,,,3890509,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,['01595e97-c292-4983-af10-60dd4b825834'],0,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,01595e97-c292-4983-af10-60dd4b825834,4,,,3890509,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,['7124ed30-cefd-4515-b3ae-36111f93ff26'],0,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,892dd637-1300-4887-9655-f25250efc269,1875,,,3890509,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,73,Hoffenheim,175,['6cdaf0df-c54d-4764-9274-037c67c4aa42'],0,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,6cdaf0df-c54d-4764-9274-037c67c4aa42,1876,,,3890509,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,73,Hoffenheim,175,['892dd637-1300-4887-9655-f25250efc269'],0,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.399999,,,,,,,,,,,c47543dd-ae29-4fef-bb42-2ba94e519cb9,5,,"[61.0, 40.1]",3890509,0,,,,1.7992929,,Right Foot,,,,"[60.0, 44.4]",,Ground Pass,,4.414748,,,Mark Uth,8387.0,,,,,,Kick Off,1,From Kick Off,Andrej Kramarić,5460.0,Center Forward,2,Hoffenheim,175,['0bae51da-3ff9-4ac8-b705-e1258cd8ad3f'],4,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:04.097,Pass,
,,,,,,,,,,,,,,,,,1.461226,,,,,,,,,,,a1394f8a-f11f-437b-b797-012334134bb7,8,,"[68.9, 25.5]",3890509,0,,,,-1.4066074,,Left Foot,,,,"[71.7, 8.6]",,Ground Pass,,17.130383,,,Jeremy Toljan,8392.0,,,,,,,1,From Kick Off,Mark Uth,8387.0,Right Wing,2,Hoffenheim,175,['865ba363-9fc5-461f-8abd-a0475e8e471a'],6,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:06.865,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,36dc906f-15ff-41cf-8bf8-b51fc13f2cac,11,,"[68.1, 7.2]",3890509,0,,,,2.9777844,,Right Foot,,,,"[43.9, 11.2]",,Ground Pass,,24.52835,,,Ermin Bičakčić,9396.0,,,,,,,1,From Kick Off,Jeremy Toljan,8392.0,Left Wing Back,2,Hoffenheim,175,['e7d9d080-c452-479b-8f1b-9e19dd8bd0a1'],9,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:09.919,Pass,
,,,,,,,,,,,,,,,,,1.999999,,,,,,,,,,,9584673f-6add-488e-98aa-5d4153f05185,14,,"[44.9, 16.3]",3890509,0,,,,1.7834413,,Right Foot,,,,"[37.3, 51.5]",,Ground Pass,,36.01111,,,Niklas Süle,6322.0,,,,,,,1,From Kick Off,Ermin Bičakčić,9396.0,Left Center Back,2,Hoffenheim,175,['7a68151f-1ebd-4d7d-b173-432f1ad35981'],13,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:13.069,Pass,
