50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,05e8220d-9c97-4a01-ba52-42a0a6c033e5,1,,,3890333,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 35}, {'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 22826, 'name': 'Jan-Ingwer Callsen-Bracker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 8574, 'name': 'Alexander Esswein'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 40462, 'name': 'Halil Altıntop'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 400620, 'name': 'Tobias Werner'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 13}, {'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 30}]}",Augsburg,172,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,12226468-a21a-4c88-b911-0f1e17f003fa,2,,,3890333,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8306, 'name': 'Christian Mathenia'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 20522, 'name': 'György Garics'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 9217, 'name': 'Aytac Sulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 9404, 'name': 'Luca Caldirola'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 33}, {'player': {'id': 108336, 'name': 'Júnior Enrique Díaz Campbell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 40467, 'name': 'Peter Niemeyer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 8388, 'name': 'Jérôme Gondorf'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 9401, 'name': 'Marcel Heller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 11134, 'name': 'Konstantin Rausch'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 34}, {'player': {'id': 40477, 'name': 'Jan Rosenthal'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 9723, 'name': 'Sandro Wagner'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Darmstadt 98,872,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,6f1f6ebd-0871-48a1-b74a-540e1da99878,3,,,3890333,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,['2547fbe8-3bbb-4723-9560-f569c994fe42'],0,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2547fbe8-3bbb-4723-9560-f569c994fe42,4,,,3890333,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,['6f1f6ebd-0871-48a1-b74a-540e1da99878'],0,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,593bf8f1-9507-4dd5-9b77-ef27139d2f8b,1466,,,3890333,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,91,Darmstadt 98,872,['8d9f531b-0255-401f-b5e5-e8e75c38d2fc'],0,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8d9f531b-0255-401f-b5e5-e8e75c38d2fc,1467,,,3890333,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,91,Darmstadt 98,872,['593bf8f1-9507-4dd5-9b77-ef27139d2f8b'],0,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.567741,,,,,,,,,,,ff502179-368f-45f7-b0d6-b6d9c20fdc3b,5,,"[61.0, 40.1]",3890333,0,,,,,-1.4640607,,Left Foot,,,"[61.3, 37.3]",,Ground Pass,,2.8160255,,,,Halil Altıntop,40462.0,,,,,Kick Off,1,From Kick Off,Caiuby Francisco da Silva,8303.0,Center Forward,2,Augsburg,172,['629191a6-11c2-4d14-a987-c212835d07ad'],0,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.564,Pass,
,,,,,,,,,,,,,,,,,,1.568196,,,,,,,,,,,aaf170f0-59cf-4116-8957-c898b20ac882,8,,"[60.2, 37.6]",3890333,0,,,,,2.8753407,,Left Foot,,,"[45.9, 41.5]",,Ground Pass,,14.822281,,,,Daniel Baier,8317.0,,,,,,1,From Kick Off,Halil Altıntop,40462.0,Center Attacking Midfield,2,Augsburg,172,['612885d9-26ac-45a7-9e2a-a04ac0b3fc2e'],1,,,,,,,,,,,,,,,,,Augsburg,172,00:00:01.172,Pass,
,,,,,,,,,,,,,,,,,,1.57511,,,,,,,,,,,4a514695-b2fe-4b70-bed8-1d3de470c29c,12,,"[44.7, 42.1]",3890333,0,,,,,1.6539376,,Right Foot,,,"[41.9, 75.7]",,Ground Pass,,33.716465,,,,Paul Verhaegh,8237.0,,,,,,1,From Kick Off,Daniel Baier,8317.0,Left Defensive Midfield,2,Augsburg,172,"['41b0768e-6f18-43e5-a2c5-152a7edd1f13', 'c8b450ef-67a9-475b-9d0f-e917eb85d546']",4,,,,,,,,,,,,,,,,,Augsburg,172,00:00:04.041,Pass,True
,,,,,,,,,,,,,,,,,,1.627946,,,,,,,,,,,883f72b4-af6a-4627-94f7-d6a468ebb8cf,15,,"[43.6, 71.5]",3890333,0,,,,,-2.3352184,,Right Foot,,,"[29.6, 56.9]",,Ground Pass,,20.227703,,,,Jan-Ingwer Callsen-Bracker,22826.0,,,,,,1,From Kick Off,Paul Verhaegh,8237.0,Right Back,2,Augsburg,172,['443c043a-a4d2-4bf5-b846-ca99dc876a83'],7,,,,,,,,,,,,,,,,,Augsburg,172,00:00:07.311,Pass,
,,,,,,,,,,,,,,,,,,1.622875,,,,,,,,,,,69a31cf2-9e6a-46fb-a2ca-373501871712,18,,"[32.7, 50.2]",3890333,0,,,,,-1.6004906,,Right Foot,,,"[32.1, 30.0]",,Ground Pass,,20.208908,,,,Ragnar Klavan,4174.0,,,,,,1,From Kick Off,Jan-Ingwer Callsen-Bracker,22826.0,Right Center Back,2,Augsburg,172,['5038e42c-9fcc-4203-ab51-eec95eff2bd9'],11,,,,,,,,,,,,,,,,,Augsburg,172,00:00:11.103,Pass,
,,,,,,,,,,,,,,,,,,1.114314,,,,,,,,,,,b09aaed1-0599-40c8-9b93-d4cb8d9ff3f6,21,,"[32.4, 28.0]",3890333,0,,,,,-1.1334091,,Left Foot,,,"[42.5, 6.4]",,Ground Pass,,23.844706,,,,Philipp Max,8319.0,,,,,,1,From Kick Off,Ragnar Klavan,4174.0,Left Center Back,2,Augsburg,172,['32e91101-338a-4ba0-bda3-97fc9470f453'],14,,,,,,,,,,,,,,,,,Augsburg,172,00:00:14.036,Pass,
