bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.634413,,,,,,,,,,,,,,,60aaf46f-dfff-4098-be8b-20abe7079ff6,1512,,"[46.9, 65.2]",3890360,45,,,,,-0.46937275,,Right Foot,,,,"[67.8, 54.6]",,Ground Pass,,23.434376,,,,,Jan Rosenthal,40477.0,,,,Recovery,2,Regular Play,Peter Niemeyer,40467.0,Right Defensive Midfield,88,Darmstadt 98,872,"['544d1248-af56-408e-beac-300e0251722d', 'e497a2de-e845-4a3c-89d5-8d12d087fb74']",48,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:48.928,Pass,
,,,,,,,,,,,,,,,1.374875,,,,,,,,,,,,,,,865c5fe4-849e-42a6-b94a-82b9cd782664,1514,,"[67.8, 54.6]",3890360,45,,,,,-2.003204,,Right Foot,,,,"[56.4, 29.9]",,Ground Pass,,27.20386,,,,,Konstantin Rausch,11134.0,,,,,2,Regular Play,Jan Rosenthal,40477.0,Center Attacking Midfield,88,Darmstadt 98,872,['ec29bc26-feed-4169-a4e7-0e582e2d4ae8'],50,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:50.562,Pass,
,,,,,,,,,,,,,,,2.136779,,,,,,,,,,,,,,,92e60e43-51f3-4a20-aaf4-e9c691e74449,1517,,"[57.2, 29.3]",3890360,45,,,,,-0.81419677,,Left Foot,,,,"[69.0, 16.8]",,Ground Pass,,17.189823,,,,,Júnior Enrique Díaz Campbell,108336.0,,,,,2,Regular Play,Konstantin Rausch,11134.0,Left Midfield,88,Darmstadt 98,872,['80e75422-38fc-4556-939e-68fb89fb7fa3'],53,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:53.537,Pass,
,,,,,,,,,,,,,,,1.343629,,,,,,,,,,,,,,,79841bda-79a2-4858-a777-72e06a6a2217,1521,,"[67.6, 18.1]",3890360,45,,,,,-0.024994794,,Left Foot,,,,"[95.6, 17.4]",,High Pass,,28.008749,,,,,Sandro Wagner,9723.0,,,,,2,Regular Play,Júnior Enrique Díaz Campbell,108336.0,Left Back,88,Darmstadt 98,872,"['4ddb5a27-f6fd-40b9-8446-42bde95315be', '720decaa-d3fd-4819-93c1-40cc2c3ee51a']",55,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:55.794,Pass,True
,,,,,,,,,,,,,,,1.610737,,,,,,,,,,,,,,,b0ac1138-dbfc-4e54-b12f-53562fcabe14,1525,,"[99.8, 14.3]",3890360,45,,,,,0.35605082,,Right Foot,,,,"[111.9, 18.8]",,Ground Pass,,12.909686,,,,,Jérôme Gondorf,8388.0,,,,,2,Regular Play,Sandro Wagner,9723.0,Center Forward,88,Darmstadt 98,872,"['284b9147-d087-4011-8d06-a004825c4f01', 'fddfb3f0-519e-481f-8b94-d9a1c8419109']",58,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:58.830,Pass,True
,,,,,,,,,,,,,,,1.687793,,,,,,,,,,,,,,,80b73bfe-be94-47bb-9320-f560c68994a5,1532,,"[111.5, 15.9]",3890360,46,,,,,1.5163049,3fe7129d-bb8b-42b2-a469-33d992adb7b7,Right Foot,True,,,"[113.0, 43.4]",True,High Pass,,27.540878,,,,,Marcel Heller,9401.0,,,,,2,Regular Play,Jérôme Gondorf,8388.0,Left Defensive Midfield,88,Darmstadt 98,872,['70c61c21-10ed-4cbf-8ab3-aa8acd75e369'],2,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:02.191,Pass,
,,,,,,,,,,,,,,,1.711197,,,,,,,,,,,,,,,9f99fd16-5f96-4349-ac69-8403c9136721,1536,,"[60.0, 40.0]",3890360,47,,True,,,3.0447183,,Right Foot,,,,"[28.1, 43.1]",,Ground Pass,,32.050274,,,,,Johan Danon Djourou-Gbadjere,6359.0,,,,Kick Off,2,From Kick Off,Pierre-Michel Lasogga,8895.0,Right Center Forward,89,Hamburger SV,171,['b68d00e2-42f7-4ce6-b467-e4bd3e1d4279'],1,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:01.194,Pass,
,,,,,,,,,,,,,,,1.870609,,,,,,,,,,,,,,,b30393a6-14e0-49eb-91ee-a2bcecc8c44f,1538,,"[28.1, 43.1]",3890360,47,,True,,,-0.13967413,,Right Foot,,,,"[72.2, 36.9]",,High Pass,,44.533695,,,Incomplete,,Pierre-Michel Lasogga,8895.0,,,,,2,From Kick Off,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,89,Hamburger SV,171,"['00409579-6590-4d3b-af40-4b9edaa2ff91', '650423a6-fd75-4db6-a6fc-04eb74b3d795']",2,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:02.905,Pass,
,,,,,,,,,,,,,,,3.742466,,,,,,,,,,,,,,,2b32a6d9-02d1-4bdd-a16d-596a9a4b88e8,1542,,"[70.9, 27.8]",3890360,47,,,,,0.18428315,,Right Foot,,,,"[110.6, 35.2]",,Low Pass,,40.383785,,,Incomplete,,Sven Schipplock,8321.0,,,,Recovery,2,From Kick Off,Michael Gregoritsch,8309.0,Left Midfield,89,Hamburger SV,171,"['03fccb94-afe0-4213-be59-9cc911ff5484', 'dec01079-6aa1-4de2-9444-9ce54ef41dd8']",6,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:06.107,Pass,
,,,,,,,,,,,,,,,3.325192,,,,,,,,,,,,,,,4060b2c0-1180-4b5e-8d4a-01e1c973a155,1546,,"[28.6, 36.5]",3890360,47,,,,,-0.1749447,,Right Foot,,,,"[91.4, 25.4]",,High Pass,,63.773426,,,Unknown,,Sandro Wagner,9723.0,,,,,2,From Counter,Christian Mathenia,8306.0,Goalkeeper,90,Darmstadt 98,872,['2b125356-894c-4e12-bc38-0f7cc85ee499'],25,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:25.328,Pass,
,,,,,,,,,,,,,,,1.802082,,,,,,,,,,,,,,,4346d0f8-5ada-4a07-9aa1-cd1cf852e48c,1550,,"[91.1, 20.2]",3890360,48,,,,,0.71197176,,Left Foot,,,,"[118.1, 43.5]",,High Pass,,35.663567,,,Incomplete,,,,,,,Free Kick,2,From Free Kick,Konstantin Rausch,11134.0,Left Midfield,91,Darmstadt 98,872,['19cf2228-97e3-4f66-8416-e2c751e6ad3e'],5,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:03:05.573,Pass,
,,,,,,,,,,,,,,,1.134874,,,,,,,,,,,,,,,b4927ec2-1427-4306-b69e-1d96de00e3dc,1552,,"[120.0, 80.0]",3890360,48,,,,,-1.6929915,,Left Foot,,,,"[115.8, 45.8]",,Low Pass,True,34.45693,,,,,Aytac Sulu,9217.0,,,Inswinging,Corner,2,From Corner,Konstantin Rausch,11134.0,Left Midfield,92,Darmstadt 98,872,['16aec9f4-1046-4647-add4-1ed46d4e667e'],43,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:03:43.563,Pass,
,,,,,,,,,,,,,,,1.475943,,,,,,,,,,,,,,,09e0e15a-0c5f-4055-8c99-a4f462e3bb35,1556,,"[111.2, 48.2]",3890360,48,,,,,-2.6078844,f82d80cb-41c2-4091-bc2c-c00e7192bc6c,Right Foot,,,,"[98.0, 40.4]",,Low Pass,,15.332319,,,,,Jérôme Gondorf,8388.0,True,,,Recovery,2,From Corner,Aytac Sulu,9217.0,Right Center Back,92,Darmstadt 98,872,['63fdf1d8-24e7-4a23-90a6-caab4fc5d9eb'],46,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:03:46.189,Pass,
,,,,,,,,,,,,,,,3.721249,,,,,,,,,,,,,,,d4e917a3-a444-405e-acb6-fd2dbf9fa389,1560,,"[6.0, 44.0]",3890360,49,,,,,-0.21586503,,Right Foot,,,,"[58.9, 32.4]",,High Pass,,54.156902,,,,,Pierre-Michel Lasogga,8895.0,,,,Goal Kick,2,From Goal Kick,René Adler,8560.0,Goalkeeper,93,Hamburger SV,171,['3c9d37eb-52d9-4ac8-b9fa-20729f25f9f2'],14,,,,,,,,,,,,,,,,,Hamburger SV,171,00:04:14.000,Pass,
,,,,,,,,,,,,,,,0.545126,,,,,,,,,,,,,,,fc1ab40f-f133-4cf7-a2be-828e0bd480dc,1563,,"[58.7, 33.8]",3890360,49,,,,,0.9048271,,Head,,,,"[64.2, 40.8]",,Low Pass,,8.902246,,,,,Nicolai Müller,8302.0,,,,,2,From Goal Kick,Pierre-Michel Lasogga,8895.0,Right Center Forward,93,Hamburger SV,171,['bf56b3d8-d30b-456b-98b4-2fe33c3766c8'],19,,,,,,,,,,,,,,,,,Hamburger SV,171,00:04:19.249,Pass,
,,,,,,,,,,,,,,,4.695146,,,,,,,,,,,,,,,af54aa96-ed93-4216-88f6-39b2dea34db8,1568,,"[52.6, 42.0]",3890360,49,,,,,0.7202996,,Left Foot,,,,"[95.9, 80.0]",,High Pass,,57.60981,,,Out,,Marcel Heller,9401.0,,,,Recovery,2,From Goal Kick,Júnior Enrique Díaz Campbell,108336.0,Left Back,93,Hamburger SV,171,['3d969b42-51a9-4270-be93-32b8da793381'],20,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:04:20.970,Pass,
,,,,,,,,,,,,,,,1.098778,,,,,,,,,,,,,,,de0aa4b0-b6af-49f5-95ea-ffccc9202601,1570,,"[25.0, 0.1]",3890360,49,,,,,0.8944528,,,,,,"[31.1, 7.7]",,Low Pass,,9.745255,,,,,Lewis Harry Holtby,8891.0,,,,Throw-in,2,From Throw In,Matthias Ostrzolek,8547.0,Left Back,94,Hamburger SV,171,['d7efd622-4e87-4afe-be24-d62a3b5fa955'],30,,,,,,,,,,,,,,,,,Hamburger SV,171,00:04:30.086,Pass,
,,,,,,,,,,,,,,,0.67551,,,,,,,,,,,,,,,53efaf73-42da-4a21-90f3-528b06eb9074,1572,,"[31.1, 7.7]",3890360,49,,,,,-0.5597969,,Left Foot,,,,"[38.6, 3.0]",,Low Pass,,8.850988,,,,,Michael Gregoritsch,8309.0,,,,,2,From Throw In,Lewis Harry Holtby,8891.0,Left Defensive Midfield,94,Hamburger SV,171,['4ee9aa7c-d7b7-46e2-8dc2-76a5c3ecd3a7'],31,,,,,,,,,,,,,,,,,Hamburger SV,171,00:04:31.185,Pass,
,,,,,,,,,,,,,,,2.19598,,,,,,,,,,,,,,,7e249494-2ac7-40be-be2f-f72883cc01f2,1576,,"[39.5, 3.3]",3890360,49,,,,,1.5707964,,Right Foot,,,,"[39.5, 10.0]",,Ground Pass,,6.7,,,,,Lewis Harry Holtby,8891.0,,,,,2,From Throw In,Michael Gregoritsch,8309.0,Left Midfield,94,Hamburger SV,171,['2edad005-98b5-4621-ba40-141506a70379'],31,,,,,,,,,,,,,,,,,Hamburger SV,171,00:04:31.927,Pass,
,,,,,,,,,,,,,,,4.199576,,,,,,,,,,,,,,,782c984f-80da-4108-8eda-d1627384461f,1578,,"[44.8, 14.7]",3890360,49,,,,,1.3725092,,Left Foot,,,,"[57.8, 79.4]",,High Pass,,65.9931,,,Out,,Gotoku Sakai,6339.0,,True,,,2,From Throw In,Lewis Harry Holtby,8891.0,Left Defensive Midfield,94,Hamburger SV,171,['fd10a387-5e58-4f21-bd3a-fa3cdd505072'],34,,,,,,,,,,,,,,,,,Hamburger SV,171,00:04:34.123,Pass,
,,,,,,,,,,,,,,,1.504572,,,,,,,,,,,,,,,f33b2d97-1cbf-4423-bf02-70a0dcec1e18,1580,,"[67.6, 0.1]",3890360,49,,,,,0.28059113,,,,,,"[96.4, 8.4]",,Low Pass,,29.972155,,,Incomplete,,Sandro Wagner,9723.0,,,,Throw-in,2,From Throw In,Júnior Enrique Díaz Campbell,108336.0,Left Back,95,Darmstadt 98,872,"['2ddd599b-537f-49f3-a9f0-17ad88873c3e', 'e20e44e4-f1bf-4996-b02b-e37f69134f2a']",42,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:04:42.725,Pass,
,,,,,,,,,,,,,,,1.365687,,,,,,,,,,,,,,,1897d543-c7a1-4e3e-9056-584e151cf1c1,1583,,"[101.2, 0.1]",3890360,50,,,,,1.2739025,,,,,,"[107.9, 22.0]",,Low Pass,,22.901964,,,,,Jérôme Gondorf,8388.0,,,,Throw-in,2,From Throw In,Júnior Enrique Díaz Campbell,108336.0,Left Back,96,Darmstadt 98,872,['2002bad5-ab44-468c-9481-339739468455'],2,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:05:02.954,Pass,
,,,,,,,,,,,,,,,0.266443,,,,,,,,,,,,,,,aaef7c09-c87b-4114-ae35-18a010568e98,1591,,"[120.0, 0.1]",3890360,50,,,,,1.6879051,,Left Foot,,,,"[116.6, 29.0]",,High Pass,,29.099312,,,Unknown,True,,,,,Outswinging,Corner,2,From Corner,Konstantin Rausch,11134.0,Left Midfield,97,Darmstadt 98,872,,35,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:05:35.969,Pass,
,,,,,,,,,,,,,,,3.339684,,,,,,,,,,,,,,,3b5ae99a-0d98-41fa-9550-7fa3a6955ce7,1594,,"[9.2, 44.4]",3890360,51,,,,,0.35789084,,Right Foot,,,,"[71.5, 67.7]",,High Pass,,66.51451,,,Unknown,,Pierre-Michel Lasogga,8895.0,,,,Free Kick,2,From Free Kick,René Adler,8560.0,Goalkeeper,98,Hamburger SV,171,['1debbdda-8010-4af3-a92d-fc72ef796ef6'],5,,,,,,,,,,,,,,,,,Hamburger SV,171,00:06:05.198,Pass,
,,,,,,,,,,,,,,,0.733859,,,,,,,,,,,,,,,b9c8c101-c04b-4704-83ac-db24cedef804,1598,,"[68.6, 70.8]",3890360,52,,,,,-0.748918,,Right Foot,,,,"[75.7, 64.2]",,Ground Pass,,9.693812,,,,,Lewis Harry Holtby,8891.0,,,,Free Kick,2,From Free Kick,Marcelo Alfonso Díaz Rojas,27341.0,Right Defensive Midfield,99,Hamburger SV,171,['dda930ef-daff-4546-b2d2-2a87339833ce'],1,,,,,,,,,,,,,,,,,Hamburger SV,171,00:07:01.476,Pass,
,,,,,,,,,,,,,,,0.853782,,,,,,,,,,,,,,,0265d0e7-c208-44a1-8889-296898b8004b,1602,,"[76.1, 65.2]",3890360,52,,,,,2.4421887,,Left Foot,,,,"[69.8, 70.5]",,Ground Pass,,8.232861,,,,,Marcelo Alfonso Díaz Rojas,27341.0,,,,,2,From Free Kick,Lewis Harry Holtby,8891.0,Left Defensive Midfield,99,Hamburger SV,171,"['4cef565f-8496-4e11-a829-231a912e66e8', '65183f06-3092-4fb9-ac93-50f1d748970c']",2,,,,,,,,,,,,,,,,,Hamburger SV,171,00:07:02.250,Pass,True
,,,,,,,,,,,,,,,2.281548,,,,,,,,,,,,,,,d55e529b-996c-43b9-a0e7-e7795578cb57,1605,,"[69.2, 71.0]",3890360,52,,,,,-2.7380316,,Right Foot,,,,"[32.9, 55.5]",,Ground Pass,,39.47075,,,,,Johan Danon Djourou-Gbadjere,6359.0,,,,,2,From Free Kick,Marcelo Alfonso Díaz Rojas,27341.0,Right Defensive Midfield,99,Hamburger SV,171,['98083d4b-885f-4401-968c-99ebdac42177'],3,,,,,,,,,,,,,,,,,Hamburger SV,171,00:07:03.599,Pass,
,,,,,,,,,,,,,,,2.96431,,,,,,,,,,,,,,,9370c53b-b91f-4d95-88e6-30b712c57a90,1608,,"[30.0, 56.4]",3890360,52,,,,,-2.346486,,Left Foot,,,,"[14.7, 40.8]",,Ground Pass,,21.85063,,,,,René Adler,8560.0,,,,,2,From Free Kick,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,99,Hamburger SV,171,['baeb8132-2d5a-496b-b62d-5226b867bed0'],6,,,,,,,,,,,,,,,,,Hamburger SV,171,00:07:06.860,Pass,
,,,,,,,,,,,,,,,3.094614,,,,,,,,,,,,,,,22c76828-d9f5-4ea5-ad0d-67f862757cce,1611,,"[15.0, 36.4]",3890360,52,,,,,-0.23017924,,Left Foot,,,,"[51.7, 27.8]",,High Pass,,37.694164,,,,,Michael Gregoritsch,8309.0,,,,,2,From Free Kick,René Adler,8560.0,Goalkeeper,99,Hamburger SV,171,"['0bad582f-488a-4b74-aff5-9c3fb42db2ef', '5dcc32b8-f867-4d48-b243-a612f14d3298']",9,,,,,,,,,,,,,,,,,Hamburger SV,171,00:07:09.824,Pass,True
,,,,,,,,,,,,,,,1.649583,,,,,,,,,,,,,,,8f30d76d-71f8-455f-9ae9-a025f993b4f0,1614,,"[51.7, 27.8]",3890360,52,,,,True,-0.40141353,,,,,,"[65.6, 21.9]",,High Pass,,15.100331,,,Incomplete,,Sven Schipplock,8321.0,,,,,2,From Free Kick,Michael Gregoritsch,8309.0,Left Midfield,99,Hamburger SV,171,"['2f37fd6a-f7df-4d31-80ed-53665b8e5369', '3678807a-8b16-463a-874d-c60106b338dc', '7d39d106-8aef-4f08-a45c-f121763fdf54']",12,,,,,,,,,,,,,,,,,Hamburger SV,171,00:07:12.919,Pass,True
,,,,,,,,,,,,,,,2.488315,,,,,,,,,,,,,,,b3ed814f-07d7-4d6e-83bc-5f91a32f9e48,1619,,"[44.4, 58.2]",3890360,52,,,,,-2.8659632,,Right Foot,,,,"[14.7, 49.8]",,Ground Pass,,30.865028,,,,,Christian Mathenia,8306.0,,,,,2,Regular Play,György Garics,20522.0,Right Back,100,Darmstadt 98,872,['a02961ad-570c-4472-a1fb-0e1b3ef610b6'],16,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:07:16.433,Pass,
,,,,,,,,,,,,,,,4.057482,,,,,,,,,,,,,,,ad1cff6a-1ba5-4f5b-b97c-c8243d971194,1622,,"[14.8, 44.6]",3890360,52,,,,,0.29212633,,Right Foot,,,,"[83.3, 65.2]",,High Pass,,71.53048,,,Incomplete,,Jan Rosenthal,40477.0,,,,,2,Regular Play,Christian Mathenia,8306.0,Goalkeeper,100,Darmstadt 98,872,"['545d1a2b-6e97-41fc-ae84-c42ad78451f4', '8b100f18-51b2-48f1-b371-0e85cde99532']",18,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:07:18.961,Pass,
,,,,,,,,,,,,,,,1.300435,,,,,,,,,,,,,,,5fc51945-e191-4ee9-acb6-be95afb36dce,1626,,"[72.9, 80.0]",3890360,52,,,,,-0.14797865,,,,,,"[89.0, 77.6]",,High Pass,,16.277899,,,,,Sandro Wagner,9723.0,,,,Throw-in,2,From Throw In,György Garics,20522.0,Right Back,101,Darmstadt 98,872,['c5963efe-f86d-4435-959a-4eb0d9b2279f'],43,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:07:43.616,Pass,
,,,,,,,,,,,,,,,4.358689,,,,,,,,,,,,,,,e656beef-4e01-45a8-ba52-88b235d8ad1a,1628,,"[90.0, 77.0]",3890360,52,,,,,2.9365168,,Head,,,,"[77.5, 79.6]",,High Pass,,12.767537,,,Incomplete,,György Garics,20522.0,,,,,2,From Throw In,Sandro Wagner,9723.0,Center Forward,101,Darmstadt 98,872,"['297b870c-a9b0-4a98-a37a-7d94899ba737', 'bcbaaa83-a0d2-4250-9da6-a474dbec9b26']",44,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:07:44.956,Pass,
,,,,,,,,,,,,,,,2.664044,,,,,,,,,,,,,,,bcbaaa83-a0d2-4250-9da6-a474dbec9b26,1630,,"[42.6, 0.5]",3890360,52,,,,,0.13839532,,Right Foot,,,,"[70.6, 4.4]",,High Pass,,28.270302,,,Incomplete,,Pierre-Michel Lasogga,8895.0,,,,Recovery,2,From Throw In,Sven Schipplock,8321.0,Left Center Forward,101,Darmstadt 98,872,"['ba13bef7-1eb5-40b4-b9f2-8485cbaf9935', 'e656beef-4e01-45a8-ba52-88b235d8ad1a', 'ff52db74-1975-4593-b841-973afeb8810e']",49,,,,,,,,,,,,,,,,,Hamburger SV,171,00:07:49.315,Pass,
,,,,,,,,,,,,,,,3.415347,,,,,,,,,,,,,,,ba13bef7-1eb5-40b4-b9f2-8485cbaf9935,1632,,"[49.5, 75.7]",3890360,52,,,,,-2.7406201,,Right Foot,,,,"[9.4, 58.7]",,Low Pass,,43.55468,,,,,Christian Mathenia,8306.0,,,,Recovery,2,From Throw In,Aytac Sulu,9217.0,Right Center Back,101,Darmstadt 98,872,"['bcbaaa83-a0d2-4250-9da6-a474dbec9b26', 'c66ea000-0402-4de2-a41d-9e6d8bb125a1']",51,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:07:51.979,Pass,
,,,,,,,,,,,,,,,3.328491,,,,,,,,,,,,,,,ee699b0a-01d6-4890-a00a-3b78ec388844,1635,,"[10.8, 56.6]",3890360,52,,,,,-0.16561197,,Right Foot,,,,"[80.8, 44.9]",,High Pass,,70.971054,,,Incomplete,,Jan Rosenthal,40477.0,,,,,2,From Throw In,Christian Mathenia,8306.0,Goalkeeper,101,Darmstadt 98,872,"['30cb1bee-f44a-4015-8772-864443533559', '8e6df583-5edf-48d0-8753-3e80e8e63e5a']",56,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:07:56.674,Pass,
,,,,,,,,,,,,,,,2.620775,,,,,,,,,,,,,,,8e6df583-5edf-48d0-8753-3e80e8e63e5a,1637,,"[39.3, 35.2]",3890360,53,,,,,-0.058116302,,Head,,,,"[66.8, 33.6]",,High Pass,,27.546507,,,Incomplete,,Nicolai Müller,8302.0,,,,Recovery,2,From Throw In,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,101,Darmstadt 98,872,"['4a306409-6c2f-416f-80f1-f042e2fdc05b', '8db61b39-a030-4b8e-b404-30a158747907', 'ee699b0a-01d6-4890-a00a-3b78ec388844']",0,,,,,,,,,,,,,,,,,Hamburger SV,171,00:08:00.003,Pass,
,,,,,,,,,,,,,,,3.387762,,,,,,,,,,,,,,,6b1ee9ed-d750-465c-82aa-1552185e4a47,1643,,"[77.2, 36.0]",3890360,53,,,,,0.57049465,,Left Foot,,,,"[101.2, 51.4]",,Low Pass,,28.51596,,,Incomplete,,Sven Schipplock,8321.0,,,,,2,Regular Play,Lewis Harry Holtby,8891.0,Left Defensive Midfield,102,Hamburger SV,171,"['4bdf8b2e-7963-4d20-a1d9-26c1babb11b0', '927661fe-8db3-429e-8d2d-c8d3230ea022', 'b52699a1-e0ba-4361-94c8-7883583d99f4']",5,,,,,,,,,,,,,,,,,Hamburger SV,171,00:08:05.127,Pass,True
,,,,,,,,,,,,,,,0.993633,,,,,,,,,,,,,,,7d86a493-00de-415e-8bb9-0f8783ebb93f,1647,,"[105.3, 80.0]",3890360,53,,,,,-2.5854263,,,,,,"[94.2, 73.1]",,Low Pass,,13.069813,,,,,Lewis Harry Holtby,8891.0,,,,Throw-in,2,From Throw In,Gotoku Sakai,6339.0,Right Back,103,Hamburger SV,171,['8e4b84ba-07d2-4508-aa53-829c3971b4ce'],16,,,,,,,,,,,,,,,,,Hamburger SV,171,00:08:16.556,Pass,
,,,,,,,,,,,,,,,1.941454,,,,,,,,,,,,,,,132ad30d-ecd3-428a-8797-b977a70d07a7,1653,,"[94.2, 80.0]",3890360,53,,,,,-1.1204591,,,,,,"[105.9, 55.8]",,Low Pass,,26.87992,,,,,Sven Schipplock,8321.0,,,,Throw-in,2,From Throw In,Gotoku Sakai,6339.0,Right Back,104,Hamburger SV,171,['0b1c0822-d5e8-49b0-ac8b-b0a641f251a1'],28,,,,,,,,,,,,,,,,,Hamburger SV,171,00:08:28.370,Pass,
,,,,,,,,,,,,,,,1.84846,,,,,,,,,,,,,,,559daa90-4fcb-48aa-a778-058de66456e6,1657,,"[104.7, 57.0]",3890360,53,,,,,0.019415036,,Right Foot,,,,"[115.0, 57.2]",,Ground Pass,,10.301942,,,,,Nicolai Müller,8302.0,,,,,2,From Throw In,Sven Schipplock,8321.0,Left Center Forward,104,Hamburger SV,171,['bc341ddc-eb3b-4d8d-a1b8-df1e842212ed'],31,,,,,,,,,,,,,,,,,Hamburger SV,171,00:08:31.196,Pass,
,,,,,,,,,,,,,,,4.190498,,,,,,,,,,,,,,,10762b00-fd16-4b5e-a7c8-845ca949d644,1660,,"[115.0, 57.2]",3890360,53,,,,,-1.5953099,,Right Foot,True,,,"[113.6, 0.1]",,Ground Pass,,57.11716,,,Out,,Pierre-Michel Lasogga,8895.0,,True,,,2,From Throw In,Nicolai Müller,8302.0,Right Midfield,104,Hamburger SV,171,['5d6e2f2e-d2da-40eb-8541-da445aae6476'],33,,,,,,,,,,,,,,,,,Hamburger SV,171,00:08:33.121,Pass,
,,,,,,,,,,,,,,,1.83787,,,,,,,,,,,,,,,fb91569d-d46a-4c06-9b6c-0704d46df3bc,1662,,"[15.4, 80.0]",3890360,54,,,,,-0.096339494,,,,,,"[39.2, 77.7]",,High Pass,,23.910875,,,,,Jan Rosenthal,40477.0,,,,Throw-in,2,From Throw In,György Garics,20522.0,Right Back,105,Darmstadt 98,872,['5b5fcebd-0e8f-43e6-a35b-35e4cbcadaec'],0,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:09:00.863,Pass,
,,,,,,,,,,,,,,,1.118663,,,,,,,,,,,,,,,090c3a8b-a044-495d-ac71-09e71ccbd32e,1664,,"[39.2, 77.6]",3890360,54,,,,True,-0.70712703,,,,,,"[44.7, 72.9]",,High Pass,,7.2346387,,,Incomplete,,Konstantin Rausch,11134.0,,,,,2,From Throw In,Jan Rosenthal,40477.0,Center Attacking Midfield,105,Darmstadt 98,872,"['0eb628d7-eda7-48f9-8e68-7197ba4b9667', '14f7f9c1-90e3-45f5-8289-f828011e10d8', 'f547067c-c0f3-4945-a5e4-32de0150eb86']",2,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:09:02.701,Pass,True
,,,,,,,,,,,,,,,2.729888,,,,,,,,,,,,,,,0eb628d7-eda7-48f9-8e68-7197ba4b9667,1667,,"[75.4, 7.2]",3890360,54,,,,,-0.13679217,,Right Foot,,,,"[100.1, 3.8]",,High Pass,,24.93291,,,Incomplete,,Pierre-Michel Lasogga,8895.0,,,,Recovery,2,From Throw In,Marcelo Alfonso Díaz Rojas,27341.0,Right Defensive Midfield,105,Darmstadt 98,872,"['090c3a8b-a044-495d-ac71-09e71ccbd32e', '1ccff0bb-6e04-4611-a04d-bf41f9256c70', '77677109-2e1f-46e3-90f1-dc5f8c59c5c8']",3,,,,,,,,,,,,,,,,,Hamburger SV,171,00:09:03.819,Pass,
