50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,29ce8189-7b91-4cfc-a9c1-1a4e05a9d4d6,1,,,3890417,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,,0,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8545, 'name': 'Julian Korb'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 8814, 'name': 'Nico Elvedi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 30}, {'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 11285, 'name': 'Ibrahima Traoré'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 16}, {'player': {'id': 11283, 'name': 'Fabian Johnson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 8806, 'name': 'Lars Edi Stindl'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 13}, {'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Borussia Mönchengladbach,185,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b4a193be-eae9-4d6f-a338-c10d8de748dd,2,,,3890417,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,,0,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 38}, {'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 5609, 'name': 'Joo-Ho Park'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Borussia Dortmund,180,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6e39c439-9f34-4b3c-a0f8-7ca548ab9fc9,3,,,3890417,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,['5d9e910a-2bef-433a-a255-2606a2f600e3'],0,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5d9e910a-2bef-433a-a255-2606a2f600e3,4,,,3890417,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,['6e39c439-9f34-4b3c-a0f8-7ca548ab9fc9'],0,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,193b5396-0ad6-402f-866b-62784ba9cf17,2001,,,3890417,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Borussia Mönchengladbach,185,['4414844b-ca84-49fd-b135-0b5dfd39fc52'],0,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4414844b-ca84-49fd-b135-0b5dfd39fc52,2002,,,3890417,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Borussia Mönchengladbach,185,['193b5396-0ad6-402f-866b-62784ba9cf17'],0,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.480953,,,,,,,,,,,,cbc1eb70-e15c-452b-a425-4b3e18f3001a,5,,"[61.0, 40.1]",3890417,0,True,,,2.0344439,,Right Foot,,,,"[59.2, 43.7]",,Ground Pass,,4.0249224,,Pierre-Emerick Aubameyang,3712.0,,,,,Kick Off,1,From Kick Off,Gonzalo Castro Randon,8233.0,Left Center Midfield,2,Borussia Dortmund,180,['915a4f7f-2f23-4a3e-857d-989cd5439fad'],0,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.141,Pass,
,,,,,,,,,,,,,,,,,,1.138728,,,,,,,,,,,,7921f37a-5d79-4603-a30c-87394369ea74,7,,"[59.8, 43.1]",3890417,0,True,,,2.9304993,,Right Foot,,,,"[50.0, 45.2]",,Ground Pass,,10.022474,,İlkay Gündoğan,10287.0,,,,,,1,From Kick Off,Pierre-Emerick Aubameyang,3712.0,Center Forward,2,Borussia Dortmund,180,['e2212bb4-abad-4545-b798-0d87dbf5f5f0'],0,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.622,Pass,
,,,,,,,,,,,,,,,,,,1.571382,,,,,,,,,,,,d9766379-9ece-40bc-ab24-d95aa3cdf176,9,,"[50.0, 45.9]",3890417,0,,,,-2.6183143,,Right Foot,,,,"[37.0, 38.4]",,Ground Pass,,15.008331,,Mats Hummels,5572.0,,,,,,1,From Kick Off,İlkay Gündoğan,10287.0,Right Center Midfield,2,Borussia Dortmund,180,['bfa3704d-822b-4318-92e0-0f133936030c'],2,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:02.489,Pass,
,,,,,,,,,,,,,,,,,,1.53721,,,,,,,,,,,,3495c6d4-9211-4f54-b53a-681b9bdb27b0,13,,"[35.6, 38.4]",3890417,0,,,,1.6521765,,Right Foot,,,,"[33.3, 66.6]",,Ground Pass,,28.293638,,Sokratis Papastathopoulos,8244.0,,,,,,1,From Kick Off,Mats Hummels,5572.0,Left Center Back,2,Borussia Dortmund,180,"['a5d8be1a-80af-4629-80d1-896f17b8186c', 'b54026c9-6768-4ae9-9c2e-e3a3b414a955']",5,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:05.007,Pass,True
