50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,44075d83-f3e1-4c85-9e27-8fae01af6f83,1,,,,3890528,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Dortmund,180,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 38}, {'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 8241, 'name': 'Felix Passlack'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 30}, {'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8232, 'name': 'Nuri Şahin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 8246, 'name': 'Christian Pulisic'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 24324, 'name': 'Gustavo Adrián Ramos Vásquez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Borussia Dortmund,180,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,f8ddae49-a436-499f-9e12-4d265fb92f1a,2,,,,3890528,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Dortmund,180,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8560, 'name': 'René Adler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 15}, {'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 40468, 'name': 'Cleber Janderson Pereira Reis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 26791, 'name': 'Emir Spahić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 5624, 'name': 'Albin Ekdal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 9407, 'name': 'Gojko Kačar'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 40}, {'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 24740, 'name': 'Ivo Iličević'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Hamburger SV,171,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,86fb3c9e-6e34-4a80-95d0-3969e685f0c6,3,,,,3890528,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Dortmund,180,['dab056d5-93e2-4fc0-849b-79221ccfb1e3'],0,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,dab056d5-93e2-4fc0-849b-79221ccfb1e3,4,,,,3890528,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Dortmund,180,['86fb3c9e-6e34-4a80-95d0-3969e685f0c6'],0,,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,dff9d23e-b68f-4cec-bb6e-bb7e07900c6b,2213,,,,3890528,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,93,Borussia Dortmund,180,['eae5dea8-f234-4815-8730-0955f23dbe90'],0,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,eae5dea8-f234-4815-8730-0955f23dbe90,2214,,,,3890528,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,93,Borussia Dortmund,180,['dff9d23e-b68f-4cec-bb6e-bb7e07900c6b'],0,,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.387891,,,,,,,,,,,f26156a1-992d-4772-8aa8-69ece8139c5c,5,,,"[60.0, 40.0]",3890528,0,,,,,-0.124354996,,Right Foot,,,,"[61.6, 39.8]",,Low Pass,,1.6124516,,,Shinji Kagawa,5684.0,,,,,,Kick Off,1,From Kick Off,Gustavo Adrián Ramos Vásquez,24324.0,Center Forward,2,Borussia Dortmund,180,['560d86c1-e4e3-4a89-aef3-b8a953436825'],0,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.995,Pass,
,,,,,,,,,,,,,,,,,2.783157,,,,,,,,,,,6c184ac5-8d39-4d69-a83b-c968020c6b7c,9,,,"[68.1, 35.7]",3890528,0,,,,,-1.782454,,Right Foot,,,,"[62.9, 11.5]",,Ground Pass,,24.752373,,,Felix Passlack,8241.0,,,,,,,1,From Kick Off,Shinji Kagawa,5684.0,Center Attacking Midfield,2,Borussia Dortmund,180,['902ae2bb-6334-4f67-a2ee-c49580c57968'],3,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:03.218,Pass,
,,,,,,,,,,,,,,,,,2.090868,,,,,,,,,,,347555bd-a610-4c90-84fd-fb56cd4ab932,15,,,"[57.3, 0.1]",3890528,0,,,,,1.8797271,,,,,,"[49.8, 23.6]",,High Pass,,24.667793,,,Sven Bender,8216.0,,,,,,Throw-in,1,From Throw In,Felix Passlack,8241.0,Left Back,3,Borussia Dortmund,180,['9ef1989e-51f0-49ff-8e2e-44fc870ba6ce'],13,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:13.277,Pass,
,,,,,,,,,,,,,,,,,0.811531,,,,,,,,,,,cae79cb6-d786-499b-ab4c-2b1d552ef475,19,,,"[51.2, 22.3]",3890528,0,,,,,-1.8138294,,Right Foot,,,,"[48.2, 10.2]",,Ground Pass,,12.466354,,,Nuri Şahin,8232.0,,,,,,,1,From Throw In,Sven Bender,8216.0,Right Center Back,3,Borussia Dortmund,180,"['a6b8af60-9346-4e0c-a9c8-85d49cdfb785', 'fee54b23-8edc-4fb9-bc2f-539ed60d287d']",16,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:16.397,Pass,True
