50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.372135,,,,,,,,,,,,,,,9d8e0e8f-0c67-437c-a1e1-aef0b78f9379,19,,,"[36.1, 80.0]",3890300,0,,,,-0.13835096,,,,,"[59.8, 76.7]",High Pass,,23.928644,Incomplete,,Aron Jóhannsson,8402.0,,,,,Throw-in,1,From Throw In,Theodor Gebre Selassie,8396.0,Right Back,3,Werder Bremen,176,"['1b91ecdb-72d5-4c76-92cf-666b7842c6b0', '5b94619c-31aa-4075-b8e8-db0b5bacf432']",18,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:18.721,Pass,
,,,,,,,,,,,,,,,,,1.424337,,,,,,,,,,,,,,,1b91ecdb-72d5-4c76-92cf-666b7842c6b0,21,,,"[60.3, 3.4]",3890300,0,,,,0.48364493,,Head,,,"[70.2, 8.6]",Low Pass,,11.182576,Incomplete,,Mathew Leckie,5481.0,,,,,Interception,1,From Throw In,Alfredo Morales,12304.0,Left Center Midfield,3,Werder Bremen,176,"['9d8e0e8f-0c67-437c-a1e1-aef0b78f9379', 'a8de1d3f-c5dc-4a2b-a570-789a81d108c7', 'ef284b77-2555-4892-9550-1cf5e56399ed']",20,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:20.093,Pass,
,,,,,,,,,,,,,,,,,5.124753,,,,,,,,,,,,,,,80fcc04a-22b4-4460-8a2c-02be512555f4,25,,,"[56.5, 75.0]",3890300,0,,,,-1.4355721,,Right Foot,,,"[66.5, 1.5]",High Pass,,74.177155,,,Santiago García,26359.0,,True,,,,1,From Throw In,Philipp Bargfrede,8390.0,Center Defensive Midfield,3,Werder Bremen,176,['1254a9f0-3d94-47e1-87ad-50ce620d5eb8'],22,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:22.788,Pass,
,,,,,,,,,,,,,,,,,2.046071,,,,,,,,,,,,,,,367b5f03-a767-41fc-9dbd-482d3875702a,28,,,"[69.1, 1.5]",3890300,0,,,,0.49468338,,Left Foot,,,"[93.2, 14.5]",Low Pass,,27.382658,,,Ulisses Alexandre Garcia Lopes,22043.0,,,,,,1,From Throw In,Santiago García,26359.0,Left Back,3,Werder Bremen,176,['6fc780a9-b7ad-41ab-a889-133bcd320621'],27,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:27.971,Pass,
,,,,,,,,,,,,,,,,,1.324747,,,,,,,,,,,,,,,342dd42a-a6fb-4e2f-97c5-3c002a2d81ff,31,,,"[111.5, 10.0]",3890300,0,,,,1.3352513,,Left Foot,True,,"[117.5, 35.0]",Low Pass,,25.70992,Incomplete,,Anthony Ujah,12624.0,,,,,,1,From Throw In,Ulisses Alexandre Garcia Lopes,22043.0,Left Center Midfield,3,Werder Bremen,176,"['373f96d3-8d1c-4ea9-bb22-ae1a4ec499de', '7dae38fd-02f0-4550-84ba-72ba7a002a30']",31,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:31.927,Pass,
,,,,,,,,,,,,,,,,,3.546191,,,,,,,,,,,,,,,37a9cbe0-5279-42c6-9821-c7fa764ebc79,36,,,"[20.3, 46.6]",3890300,1,,,,-0.13203976,,Left Foot,,,"[84.3, 38.1]",High Pass,,64.56199,,,Mathew Leckie,5481.0,,,,,,1,Regular Play,Ramazan Özcan,12319.0,Goalkeeper,4,Ingolstadt,189,"['479622e0-6471-43e4-b117-5b2452d18137', 'b9763546-1935-4889-80ba-05522ebfd14f']",2,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:02.891,Pass,True
,,,,,,,,,,,,,,,,,0.97702,,,,,,,,,,,,,,,45fd17a4-5520-4e33-98d1-e96120f14dc1,38,,,"[84.3, 38.1]",3890300,1,,,,-1.7048196,,Other,,,"[83.1, 29.2]",Low Pass,,8.980535,,,Alfredo Morales,12304.0,,,,,,1,Regular Play,Mathew Leckie,5481.0,Left Wing,4,Ingolstadt,189,['c7aecc0f-0951-4ad0-be9a-332f8f7e1033'],6,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:06.438,Pass,
,,,,,,,,,,,,,,,,,1.80626,,,,,,,,,,,,,,,81755672-5c69-4881-8902-01014e74a1f5,51,,,"[31.5, 49.4]",3890300,1,,,,-2.227498,,Right Foot,,,"[20.4, 35.0]",Ground Pass,,18.181583,,,Felix Wiedwald,23269.0,,,,,Free Kick,1,From Free Kick,Assani Lukimya-Mulongoti,51388.0,Right Center Back,5,Werder Bremen,176,['d647a94c-b820-4e0c-83ff-cab0363e05dc'],34,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:34.531,Pass,
,,,,,,,,,,,,,,,,,3.073858,,,,,,,,,,,,,,,9b46ac7b-1d64-4117-b870-0c776d8eceda,54,,,"[23.4, 35.4]",3890300,1,,,,-0.26134765,,Right Foot,,,"[73.5, 22.0]",High Pass,,51.861065,Incomplete,,Anthony Ujah,12624.0,,,,,,1,From Free Kick,Felix Wiedwald,23269.0,Goalkeeper,5,Werder Bremen,176,"['88f888ec-1a7b-475c-be92-f55e1cb26497', 'ed17da5f-d497-4560-9559-2bf85f3f3994']",40,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:40.445,Pass,
,,,,,,,,,,,,,,,,,1.671312,,,,,,,,,,,,,,,88f888ec-1a7b-475c-be92-f55e1cb26497,56,,,"[46.6, 58.1]",3890300,1,,,,2.5600278,,Head,,,"[35.8, 65.2]",High Pass,,12.924783,,,Tobias Levels,40460.0,,,,,Recovery,1,Regular Play,Roger de Oliveira Bernardo,40459.0,Center Defensive Midfield,6,Ingolstadt,189,"['0a22da41-8ebe-4c21-b13f-f4540af36cbc', '9b46ac7b-1d64-4117-b870-0c776d8eceda']",43,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:43.519,Pass,
,,,,,,,,,,,,,,,,,3.504509,,,,,,,,,,,,,,,5b1371b2-0a87-4eea-8639-34c38dfb3b3f,60,,,"[36.6, 65.6]",3890300,1,,,,-2.5065658,,Right Foot,,,"[8.1, 44.6]",High Pass,,35.40127,,,Ramazan Özcan,12319.0,,,,,,1,Regular Play,Tobias Levels,40460.0,Right Back,6,Ingolstadt,189,"['808fd476-0357-4358-8af5-0e16fb04b13d', 'b9615b54-67eb-480c-a3da-0290493b0471']",45,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:45.209,Pass,True
,,,,,,,,,,,,,,,,,3.575716,,,,,,,,,,,,,,,2dde2cf8-a5d7-4505-81b4-85798f93c5fa,64,,,"[10.9, 43.8]",3890300,1,,,,0.0653558,,Left Foot,,,"[76.6, 48.1]",High Pass,,65.84057,Incomplete,,Stefan Lex,40463.0,,,,,,1,Regular Play,Ramazan Özcan,12319.0,Goalkeeper,6,Ingolstadt,189,"['05a0d591-c634-43c2-b96c-8d4c5971bf0f', '46fe9340-2c71-44f7-80e3-9db36b62b3eb', '4f5fd2f8-60fa-496d-9fb4-9b25e8f6bf40']",48,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:48.907,Pass,True
,,,,,,,,,,,,,,,,,1.390176,,,,,,,,,,,,,,,05a0d591-c634-43c2-b96c-8d4c5971bf0f,66,,,"[43.5, 32.0]",3890300,1,,,,1.0662359,,Other,,,"[47.2, 38.7]",Low Pass,,7.653757,,,Philipp Bargfrede,8390.0,,,,,Recovery,1,Regular Play,Jannik Vestergaard,8815.0,Left Center Back,7,Werder Bremen,176,"['0fe8acd2-779d-4e12-9df3-ef560bb233ea', '2dde2cf8-a5d7-4505-81b4-85798f93c5fa']",52,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:52.483,Pass,
,,,,,,,,,,,,,,,,,0.55048,,,,,,,,,,,,,,,009364ba-7c56-4529-9b47-264517a04077,70,,,"[46.5, 43.5]",3890300,1,,,,2.2390857,,Right Foot,,,"[36.0, 56.8]",Ground Pass,,16.945206,,,Theodor Gebre Selassie,8396.0,,,,,,1,Regular Play,Philipp Bargfrede,8390.0,Center Defensive Midfield,7,Werder Bremen,176,['e872c4ad-99e5-467b-9e76-1854ba5a6874'],54,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:54.458,Pass,
,,,,,,,,,,,,,,,,,0.521633,,,,,,,,,,,,,,,2c3caa92-9e32-45ba-a716-e1427b1e447d,74,,,"[37.4, 64.2]",3890300,1,,,,-0.119428925,,Right Foot,,,"[47.4, 63.0]",Low Pass,,10.071743,Incomplete,,Aron Jóhannsson,8402.0,,,,,,1,Regular Play,Theodor Gebre Selassie,8396.0,Right Back,7,Werder Bremen,176,"['68c3b1e0-759c-4337-9539-2ce7b92c70a1', '8863049f-0b2d-4fef-9fec-767d8bd7511d', '9e15fc9c-da36-482b-bc9f-aace63d583a6']",56,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:56.925,Pass,True
,,,,,,,,,,,,,,,,,1.818659,,,,,,,,,,,,,,,68c3b1e0-759c-4337-9539-2ce7b92c70a1,76,,,"[72.7, 17.1]",3890300,1,,,,-1.210737,,Head,,,"[79.1, 0.1]",High Pass,,18.1648,Out,,Mathew Leckie,5481.0,,,,,Recovery,1,Regular Play,Alfredo Morales,12304.0,Left Center Midfield,7,Werder Bremen,176,"['2c3caa92-9e32-45ba-a716-e1427b1e447d', 'e40a80d5-f73e-4d89-9198-f644c04782f0']",57,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:57.447,Pass,
,,,,,,,,,,,,,,,,,1.921906,,,,,,,,,,,,,,,dfb6967e-8dce-44be-83af-bbd14102410e,78,,,"[41.6, 80.0]",3890300,2,,,,-2.547843,,,,,"[29.6, 71.9]",Low Pass,,14.477914,,,Assani Lukimya-Mulongoti,51388.0,,,,,Throw-in,1,From Throw In,Theodor Gebre Selassie,8396.0,Right Back,8,Werder Bremen,176,['bc43fe1d-0a12-4d09-b778-e7f278cb0a22'],2,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:02.573,Pass,
,,,,,,,,,,,,,,,,,1.496723,,,,,,,,,,,,,,,687b9adc-f294-46ad-95fa-aafb48dfff35,81,,,"[27.3, 61.4]",3890300,2,,,,-1.6018423,,Right Foot,,,"[26.3, 29.2]",Ground Pass,,32.215523,,,Jannik Vestergaard,8815.0,,,,,,1,From Throw In,Assani Lukimya-Mulongoti,51388.0,Right Center Back,8,Werder Bremen,176,['55899367-0b41-48da-a3cc-01984870cf29'],6,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:06.495,Pass,
,,,,,,,,,,,,,,,,,1.403874,,,,,,,,,,,,,,,64729856-e208-416b-9f2f-310409bc7c5d,85,,,"[38.5, 40.9]",3890300,2,,,,2.536048,,Right Foot,,,"[29.4, 47.2]",Ground Pass,,11.067972,,,Assani Lukimya-Mulongoti,51388.0,,,,,,1,From Throw In,Jannik Vestergaard,8815.0,Left Center Back,8,Werder Bremen,176,['4a9fc5e3-5e1a-41f8-ba8a-7af9bb534796'],10,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:10.898,Pass,
,,,,,,,,,,,,,,,,,2.404947,,,,,,,,,,,,,,,79440158-4250-4560-bd05-48e7b1f7ebcb,88,,,"[26.7, 53.9]",3890300,2,,,,-2.5733058,,Right Foot,,,"[10.1, 43.3]",Ground Pass,,19.695684,,,Felix Wiedwald,23269.0,,,,,,1,From Throw In,Assani Lukimya-Mulongoti,51388.0,Right Center Back,8,Werder Bremen,176,['c72a8f7d-2b6f-4abc-bc3e-bc0302f1261c'],12,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:12.446,Pass,
,,,,,,,,,,,,,,,,,2.264933,,,,,,,,,,,,,,,9cd24ed5-a7c1-4b02-8b50-1096cb7746bf,92,,,"[10.9, 43.3]",3890300,2,,,,-0.6137376,,Right Foot,,,"[57.6, 10.4]",High Pass,,57.1253,Incomplete,,Santiago García,26359.0,,,,,,1,From Throw In,Felix Wiedwald,23269.0,Goalkeeper,8,Werder Bremen,176,"['34a7d75b-e18e-42f2-bb8b-f0ae2bb0bdec', '8290ee45-635b-427c-bb35-2a300ae237f0', 'd7ceb47f-82c3-4707-a07c-3c0965d6963d']",15,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:15.091,Pass,True
,,,,,,,,,,,,,,,,,0.842272,,,,,,,,,,,,,,,34a7d75b-e18e-42f2-bb8b-f0ae2bb0bdec,94,,,"[62.5, 69.7]",3890300,2,,,,-0.15865526,,Right Foot,,,"[70.0, 68.5]",Ground Pass,,7.595393,,,Pascal Groß,3097.0,,,,,Recovery,1,Regular Play,Tobias Levels,40460.0,Right Back,9,Ingolstadt,189,"['9cd24ed5-a7c1-4b02-8b50-1096cb7746bf', 'be24b47a-bc4c-4d95-ab7d-a92c023ab0bd']",17,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:17.356,Pass,
,,,,,,,,,,,,,,,,,0.900937,,,,,,,,,,,,,,,83fc42c1-a066-4fcf-8526-6f6d3956f00d,98,,,"[71.0, 67.7]",3890300,2,,,,1.8766752,,Right Foot,,,"[68.6, 75.3]",Ground Pass,,7.9699435,,,Tobias Levels,40460.0,,,,,,1,Regular Play,Pascal Groß,3097.0,Right Center Midfield,9,Ingolstadt,189,"['50820130-3d31-4d96-a385-3d0e56aae866', '8e8105d1-bf43-4bfb-bafa-7c646c98df18']",18,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:18.284,Pass,True
,,,,,,,,,,,,,,,,,1.967244,,,,,,,,,,,,,,,89ec2d10-6053-4d20-b489-986a8c96c331,100,,,"[68.6, 75.3]",3890300,2,,,,-0.07497656,,Right Foot,,,"[89.9, 73.7]",Ground Pass,,21.36001,,,Lukas Hinterseer,9103.0,,,,,,1,Regular Play,Tobias Levels,40460.0,Right Back,9,Ingolstadt,189,['8b82c092-9a91-470c-8a2c-8eaa5bf9753c'],19,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:19.185,Pass,
,,,,,,,,,,,,,,,,,0.751924,,,,,,,,,,,,,,,15d39170-18ea-444b-a4aa-fd90e7aea541,105,,,"[87.8, 73.7]",3890300,2,,,,-2.910502,,Right Foot,,,"[82.7, 72.5]",Ground Pass,,5.239275,,,Pascal Groß,3097.0,,,,,,1,Regular Play,Lukas Hinterseer,9103.0,Center Forward,9,Ingolstadt,189,"['a92277b6-b13e-4387-b80e-67b32402d1a1', 'acffd11a-74d7-492e-8da1-c1bc3e96b235']",24,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:24.253,Pass,True
,,,,,,,,,,,,,,,,,1.042998,,,,,,,,,,,,,,,eda9dc35-c77f-4b53-a773-976968e85304,107,,,"[82.1, 72.5]",3890300,2,,,,0.62604654,,Right Foot,,,"[88.6, 77.2]",Ground Pass,,8.021222,,,Lukas Hinterseer,9103.0,,,,,,1,Regular Play,Pascal Groß,3097.0,Right Center Midfield,9,Ingolstadt,189,['d74b4af7-e1d7-4a26-9688-213b3767012d'],25,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:25.005,Pass,
,,,,,,,,,,,,,,,,,0.991205,,,,,,,,,,,,,,,eba3c8c3-213d-4c68-a021-ff129408da9f,111,,,"[87.0, 75.8]",3890300,2,,,,-2.310355,,Right Foot,,,"[81.8, 70.1]",Ground Pass,,7.7155685,,,Pascal Groß,3097.0,,,,,,1,Regular Play,Lukas Hinterseer,9103.0,Center Forward,9,Ingolstadt,189,['d473d8f9-80a3-4021-b23f-b650dc33fd2c'],27,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:27.087,Pass,
,,,,,,,,,,,,,,,,,0.953222,,,,,,,,,,,,,,,7bdd193b-3e40-43d2-9f97-3ad06184dd9c,114,,,"[81.8, 69.7]",3890300,2,,,,1.6528038,,Right Foot,,,"[81.2, 77.0]",Ground Pass,,7.324616,,,Lukas Hinterseer,9103.0,,,,,,1,Regular Play,Pascal Groß,3097.0,Right Center Midfield,9,Ingolstadt,189,['d8622b41-f57f-4a2e-b248-5bea18ec756b'],28,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:28.258,Pass,
,,,,,,,,,,,,,,,,,0.447377,,,,,,,,,,,,,,,9dd6a419-60e0-4f2a-b4dd-3bb810f68476,117,,,"[81.6, 77.2]",3890300,2,,,,0.36813077,,Right Foot,,,"[88.6, 79.9]",Ground Pass,,7.502666,Out,,Tobias Levels,40460.0,,,,,,1,Regular Play,Lukas Hinterseer,9103.0,Center Forward,9,Ingolstadt,189,['55174d64-a25e-4acf-ae7d-301d72453874'],30,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:30.152,Pass,
,,,,,,,,,,,,,,,,,1.504154,,,,,,,,,,,,,,,e2a2cf6a-6015-43e9-81d1-54cd38c3b876,119,,,"[45.2, 0.1]",3890300,2,,,,0.15063591,,,,,"[67.6, 3.5]",High Pass,,22.656567,,,Anthony Ujah,12624.0,,,,,Throw-in,1,From Throw In,Santiago García,26359.0,Left Back,10,Werder Bremen,176,['ff93e940-7f64-49f3-b553-5c1be9c68660'],46,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:46.644,Pass,
,,,,,,,,,,,,,,,,,1.296589,,,,,,,,,,,,,,,3f159412-98e6-44b1-a107-c9acdd2583e6,121,,,"[67.6, 3.5]",3890300,2,,,,1.4494443,,Head,,,"[69.6, 19.9]",Low Pass,,16.521502,Incomplete,,Fin Bartels,8389.0,,,,,,1,From Throw In,Anthony Ujah,12624.0,Left Center Forward,10,Werder Bremen,176,"['c8556735-9f83-4c6b-8556-19437b009a6a', 'f06f64a6-a440-492d-a44f-9d869be0eabb']",48,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:48.388,Pass,
