50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,96c2bc6f-f63e-49fc-9cc0-70830ea85fae,1,,,3890471,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,,0,,,,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8814, 'name': 'Nico Elvedi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 30}, {'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 11283, 'name': 'Fabian Johnson'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 19}, {'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 17}, {'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 5632, 'name': 'Thorgan Hazard'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 8806, 'name': 'Lars Edi Stindl'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 13}, {'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Borussia Mönchengladbach,185,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,33c685b6-1f8f-4819-a82a-fdb6ed2c2fd3,2,,,3890471,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 20665, 'name': 'Kevin Großkreutz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 40470, 'name': 'Georg Niedermeier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 8557, 'name': 'Martin Harnik'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",VfB Stuttgart,174,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,4bde3e67-1130-4c03-a1b1-11e72ac1950b,3,,,3890471,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,['4148a71d-96db-4eee-8995-d8c1dc1b85ad'],0,,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,4148a71d-96db-4eee-8995-d8c1dc1b85ad,4,,,3890471,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,['4bde3e67-1130-4c03-a1b1-11e72ac1950b'],0,,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,78c4e622-64f5-4191-a516-b0a485e43429,1919,,,3890471,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Borussia Mönchengladbach,185,['b72112c2-5d7f-4082-963f-f0fc3115f860'],0,,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,b72112c2-5d7f-4082-963f-f0fc3115f860,1920,,,3890471,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Borussia Mönchengladbach,185,['78c4e622-64f5-4191-a516-b0a485e43429'],0,,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.480504,,,,,,,,,,1c8d9448-ce9c-4fb6-9161-e019c3c65da4,5,,"[61.0, 40.1]",3890471,0,,,,,-1.0303768,,Right Foot,,,,"[61.6, 39.1]",,Ground Pass,,1.1661904,,,,Daniel Didavi,8243.0,,,,,Kick Off,1,From Kick Off,Timo Werner,5557.0,Center Forward,2,VfB Stuttgart,174,['6e71b5fc-6f5b-4603-972a-169cc4ce55db'],0,,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.787,Pass,
,,,,,,,,,,,,,,,,,,,,1.382819,,,,,,,,,,c023756b-0948-4661-a359-690d8489eb62,8,,"[61.6, 39.1]",3890471,0,,,,,3.078848,,Left Foot,,,,"[42.5, 40.3]",,Ground Pass,,19.13766,,,,Sereso Geoffroy Gonzaroua Dié,34558.0,,,,,,1,From Kick Off,Daniel Didavi,8243.0,Right Center Midfield,2,VfB Stuttgart,174,['a2bd7532-2c1e-4a63-bffc-e5b78764ed64'],1,,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:01.427,Pass,
,,,,,,,,,,,,,,,,,,,,1.777744,,,,,,,,,,4cbd8f20-1e08-48ad-a511-6a438aa8a389,11,,"[42.5, 40.3]",3890471,0,,,,,-1.625955,,Right Foot,,,,"[40.7, 7.7]",,Ground Pass,,32.649654,,,,Emiliano Adrián Insúa Zapata,12626.0,,,,,,1,From Kick Off,Sereso Geoffroy Gonzaroua Dié,34558.0,Center Defensive Midfield,2,VfB Stuttgart,174,['8e8f6537-0150-4ee6-aaa7-32025eac2a6e'],3,,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:03.685,Pass,
,,,,,,,,,,,,,,,,,,,,1.380222,,,,,,,,,,84ff8ea0-d220-4512-8b30-f79a4ad69ab3,14,,"[43.6, 12.2]",3890471,0,,,,,2.3747797,,Left Foot,,,,"[29.9, 25.4]",,Ground Pass,,19.024458,,,,Georg Niedermeier,40470.0,,,,,,1,From Kick Off,Emiliano Adrián Insúa Zapata,12626.0,Left Back,2,VfB Stuttgart,174,['cd49642a-d8d7-4373-aa93-7ece8dc666c1'],6,,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:06.365,Pass,
