50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d623d1de-5e6c-4a9f-84db-24c91e844751,285,,,"[101.5, 75.0]",3890432,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Sebastian Jung,24919.0,Right Back,14,Wolfsburg,179,['4d228347-b06e-4038-b205-b96f8fab5f74'],2,,,,,,,,,,,,,,,,Wolfsburg,179,00:06:02.062,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4584e4bd-15ec-4662-a2a6-85a9fd8452fc,287,,,"[7.9, 17.0]",3890432,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Roman Neustädter,16534.0,Left Center Back,15,Schalke 04,181,['4aca165c-f505-44e7-9a57-6e4f162ab5d0'],22,,,,,,,,,,,,,,,,Schalke 04,181,00:06:22.641,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,029d966b-ab4b-4e81-88ee-a177a6a20d37,291,,,"[1.9, 25.3]",3890432,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ralf Fährmann,8517.0,Goalkeeper,15,Schalke 04,181,"['2c17c283-3323-4766-9c83-cc5e1c0f4597', 'e87d5238-e8fb-404f-8b5f-477bd60668de']",27,,,,,,,,,,,,,,,,Schalke 04,181,00:06:27.569,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9344efe7-25a4-45b3-899f-3d0d5719709f,293,,,"[48.0, 7.8]",3890432,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,15,Schalke 04,181,['6ede779a-8ddf-4c8a-a81b-c46f33fc423f'],31,,,,,,,,,,,,,,,,Schalke 04,181,00:06:31.149,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5ae98fd-06b3-4314-ac07-b0ab62b4ea6a,296,,,"[41.3, 16.6]",3890432,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Leon Goretzka,6324.0,Left Defensive Midfield,15,Schalke 04,181,['914f6df5-aa59-4c2e-915b-065bea9affee'],31,,,,,,,,,,,,,,,,Schalke 04,181,00:06:31.987,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55bafa18-4793-4d14-beea-8d96671399db,314,,,"[54.6, 33.4]",3890432,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Caligiuri,8521.0,Left Midfield,16,Wolfsburg,179,['eb655c81-ea4d-4ff5-8bd0-8cfe225df617'],44,,,,,,,,,,,,,,,,Wolfsburg,179,00:06:44.487,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a8fab2e-3da7-48e2-834d-621eefd1e485,317,,,"[98.0, 66.8]",3890432,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicklas Bendtner,20200.0,Center Forward,16,Wolfsburg,179,['97df0fed-4677-4e17-ab7d-113428163566'],49,,,,,,,,,,,,,,,,Wolfsburg,179,00:06:49.862,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d393d12-48c3-4aad-8cd9-82be1fcaeb9e,321,,,"[24.1, 39.2]",3890432,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Max Meyer,8508.0,Center Attacking Midfield,17,Schalke 04,181,['013e834a-960f-4cb4-92ad-29202d78b1f3'],55,,,,,,,,,,,,,,,,Schalke 04,181,00:06:55.963,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4213e9b4-8b2d-4e39-af9e-95e4da5b2232,330,,,"[22.1, 21.8]",3890432,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roman Neustädter,16534.0,Left Center Back,19,Schalke 04,181,['20bc3975-a75f-4e07-983a-d184c921f295'],40,,,,,,,,,,,,,,,,Schalke 04,181,00:07:40.955,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749966ea-66df-43e0-bd60-1b22f1c7eda5,333,,,"[30.7, 35.5]",3890432,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Johannes Geis,6717.0,Right Defensive Midfield,19,Schalke 04,181,['fcdaeeda-c897-402f-8b58-1a43cb756148'],43,,,,,,,,,,,,,,,,Schalke 04,181,00:07:43.730,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2991e38-0ded-4f6f-a014-e52451cd52b3,336,,,"[41.1, 12.4]",3890432,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roman Neustädter,16534.0,Left Center Back,19,Schalke 04,181,['e40c1c3f-6fc7-492d-ad02-242555e754c5'],46,,,,,,,,,,,,,,,,Schalke 04,181,00:07:46.656,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6b1f219-efc6-4438-8e96-1590245650bc,340,,,"[65.5, 12.1]",3890432,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,19,Schalke 04,181,"['74a55d73-7c64-4ab6-abf5-a99f709441bd', '775a072d-4d55-402a-bb89-b8960a11cf3c']",49,,,,,,,,,,,,,,,,Schalke 04,181,00:07:49.246,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f732e6b2-6467-4d70-9b8a-76cac0bf1e49,343,,,"[51.1, 7.1]",3890432,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roman Neustädter,16534.0,Left Center Back,19,Schalke 04,181,['8afc74ae-9fc9-4d94-8b99-94443a98f7f8'],52,,,,,,,,,,,,,,,,Schalke 04,181,00:07:52.882,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e8da8a4-2f0c-4f28-939a-eac4305410f8,346,,,"[12.6, 23.6]",3890432,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ralf Fährmann,8517.0,Goalkeeper,19,Schalke 04,181,['aa2b9fed-d9a4-4c89-b18c-9cae14c5d064'],56,,,,,,,,,,,,,,,,Schalke 04,181,00:07:56.574,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594ea59a-c745-4d8f-b052-0206b377bb6c,349,,,"[31.3, 12.1]",3890432,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roman Neustädter,16534.0,Left Center Back,19,Schalke 04,181,['08029a08-dc24-4399-8596-0403eff91939'],0,,,,,,,,,,,,,,,,Schalke 04,181,00:08:00.268,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86169f15-dfa3-4c92-8593-8867216db4dc,352,,,"[36.8, 26.8]",3890432,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leon Goretzka,6324.0,Left Defensive Midfield,19,Schalke 04,181,['bbbd72a6-cb0b-45a0-8e3e-ea8c33d2bf80'],7,,,,,,,,,,,,,,,,Schalke 04,181,00:08:07.166,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e34c850-165d-412f-9007-56bf2bf06d4a,356,,,"[37.0, 74.6]",3890432,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Joël Andre Job Matip,3502.0,Right Center Back,19,Schalke 04,181,"['34a0fb15-ebbc-4227-bf6f-c5f9875b78db', 'a4d100bb-eaed-4651-a09c-e88c4b11f621']",11,,,,,,,,,,,,,,,,Schalke 04,181,00:08:11.137,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0325740e-96e5-4016-873a-7faf55c0a163,358,,,"[50.8, 78.6]",3890432,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Uilson de Souza Paula Júnior,30312.0,Right Back,19,Schalke 04,181,['4f29fc9a-186b-4433-bb89-2ef2b9658cb4'],12,,,,,,,,,,,,,,,,Schalke 04,181,00:08:12.495,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2993ebed-924f-47e0-a596-d7d73ef99641,363,,,"[69.0, 76.0]",3890432,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leroy Sané,3053.0,Right Wing,19,Schalke 04,181,"['28e54389-250e-4a0b-b93c-18e4a319e14e', 'cba8859e-4349-434d-b4a1-04fef90d3c4b']",15,,,,,,,,,,,,,,,,Schalke 04,181,00:08:15.061,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c31b282b-df82-4da3-8428-3239159707cc,365,,,"[63.0, 74.6]",3890432,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Uilson de Souza Paula Júnior,30312.0,Right Back,19,Schalke 04,181,['60f8aa69-d113-4fa7-896a-29240e4f5731'],15,,,,,,,,,,,,,,,,Schalke 04,181,00:08:15.526,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f0a6358-0852-4b85-9d97-a0cabfea965a,367,,,"[67.8, 77.5]",3890432,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leroy Sané,3053.0,Right Wing,19,Schalke 04,181,['001953aa-2f50-4085-9f6d-a4e62c256a82'],15,,,,,,,,,,,,,,,,Schalke 04,181,00:08:15.778,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b8a1491-e318-4d7f-8e18-e900222849f5,370,,,"[55.4, 3.2]",3890432,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Caligiuri,8521.0,Left Midfield,20,Wolfsburg,179,['37ab51f4-5145-4bb7-bcee-dfad5608424f'],17,,,,,,,,,,,,,,,,Wolfsburg,179,00:08:17.790,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c7a5a029-fc04-49b6-8f6b-dd104efabda8,373,,,"[63.8, 32.6]",3890432,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Julian Draxler,3186.0,Left Center Midfield,20,Wolfsburg,179,['67a4c4da-d3de-4f30-9b81-04e010619d53'],20,,,,,,,,,,,,,,,,Wolfsburg,179,00:08:20.632,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d2b2021e-d0a5-4ae5-8c13-1df1c53986f7,376,,,"[70.4, 68.0]",3890432,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sebastian Jung,24919.0,Right Back,20,Wolfsburg,179,['8fa32958-3c09-44d7-840a-b45df1fccc66'],24,,,,,,,,,,,,,,,,Wolfsburg,179,00:08:24.659,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c73fd717-4743-4e7d-a237-0912db9d5525,380,,,"[91.7, 32.9]",3890432,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicklas Bendtner,20200.0,Center Forward,20,Wolfsburg,179,['9a96e7d3-df2d-406b-975f-5e61ee9b8242'],29,,,,,,,,,,,,,,,,Wolfsburg,179,00:08:29.384,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f7779374-e9d5-4d23-9255-03c5de232eff,382,,,"[106.8, 48.5]",3890432,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sebastian Jung,24919.0,Right Back,20,Wolfsburg,179,['eca5313b-566a-4232-ba45-9cf68e38f233'],31,,,,,,,,,,,,,,,,Wolfsburg,179,00:08:31.048,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc74f617-908b-4721-88ce-77c2a1248ff2,390,,,"[64.9, 71.5]",3890432,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,21,Wolfsburg,179,['4fc5afd1-d775-41fa-aaab-0b39e50f650e'],48,,,,,,,,,,,,,,,,Wolfsburg,179,00:08:48.786,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd0d9063-f02a-4836-a8d0-44fa9e7b9375,392,,,"[56.8, 43.0]",3890432,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Robin Knoche,8239.0,Left Center Back,21,Wolfsburg,179,['7f97f985-18ca-4148-b629-7b7f52efe1e3'],50,,,,,,,,,,,,,,,,Wolfsburg,179,00:08:50.513,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79776504-eb2f-4d78-a033-fafd5a37d9b5,394,,,"[64.3, 10.4]",3890432,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ricardo Iván Rodríguez Araya,5544.0,Left Back,21,Wolfsburg,179,['98290af6-adca-4ecf-93eb-ffc5e3d11ca8'],53,,,,,,,,,,,,,,,,Wolfsburg,179,00:08:53.960,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ee72be7-7bd4-4da4-af14-2337b1dd9c01,397,,,"[79.0, 2.4]",3890432,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Daniel Caligiuri,8521.0,Left Midfield,21,Wolfsburg,179,['403ef0a0-4888-4570-a3e2-50c17649af39'],55,,,,,,,,,,,,,,,,Wolfsburg,179,00:08:55.836,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a10d7ea-fcae-4e9c-b730-e8a4b5bd8980,400,,,"[70.4, 1.7]",3890432,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ricardo Iván Rodríguez Araya,5544.0,Left Back,21,Wolfsburg,179,['224d9f2c-12b3-4cf3-8b73-1bbb5c317082'],59,,,,,,,,,,,,,,,,Wolfsburg,179,00:08:59.123,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32176f94-b7ec-4f1a-86fd-2f9650fdc81b,403,,,"[48.8, 12.1]",3890432,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Robin Knoche,8239.0,Left Center Back,21,Wolfsburg,179,['10187821-6983-4937-83fa-0d7de24c524a'],1,,,,,,,,,,,,,,,,Wolfsburg,179,00:09:01.999,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f39549d-4099-4361-82b6-7953fb84a6e2,406,,,"[55.8, 62.8]",3890432,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,21,Wolfsburg,179,['1c77b0fd-b455-460c-adf3-57bf8da6d13f'],5,,,,,,,,,,,,,,,,Wolfsburg,179,00:09:05.338,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ec4360c-f97c-4cf1-a8cb-13dd67d9592f,412,,,"[30.1, 15.3]",3890432,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Roman Neustädter,16534.0,Left Center Back,22,Schalke 04,181,['5b003d14-3314-4e11-a300-75bf7ad23318'],25,,,,,,,,,,,,,,,,Schalke 04,181,00:09:25.816,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d352833-9824-433b-ab8a-12ee83882f52,414,,,"[13.9, 35.5]",3890432,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ralf Fährmann,8517.0,Goalkeeper,22,Schalke 04,181,['a6e420c9-306e-4c3c-a26c-be47330e318b'],39,,,,,,,,,,,,,,,,Schalke 04,181,00:09:39.017,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e8150e59-5ce3-4677-a6a5-f728faac987e,416,,,"[32.1, 71.2]",3890432,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Joël Andre Job Matip,3502.0,Right Center Back,22,Schalke 04,181,['6b8e66c2-e403-4175-bcec-0419c45a1084'],43,,,,,,,,,,,,,,,,Schalke 04,181,00:09:43.135,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf4d5079-203e-42f1-a416-902a322621c2,418,,,"[33.6, 54.2]",3890432,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Johannes Geis,6717.0,Right Defensive Midfield,22,Schalke 04,181,['d3248a6d-73f5-453c-8a30-7b9cfba702ee'],44,,,,,,,,,,,,,,,,Schalke 04,181,00:09:44.999,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a6de87e-67b8-46a8-9221-ed84fcd94e5b,421,,,"[48.0, 11.5]",3890432,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Roman Neustädter,16534.0,Left Center Back,22,Schalke 04,181,['5aa210b2-cd71-40ab-b6e6-2f4eae85e5a5'],48,,,,,,,,,,,,,,,,Schalke 04,181,00:09:48.013,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b67b140b-c246-4b87-abe3-e18a45f4d54f,425,,,"[87.4, 6.1]",3890432,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,22,Schalke 04,181,['1a38049f-22a6-4d7b-a9ea-e025fc5fb1db'],54,,,,,,,,,,,,,,,,Schalke 04,181,00:09:54.977,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b49db8ed-5665-409b-bc26-8861066edb7c,427,,,"[70.7, 57.6]",3890432,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Nicklas Bendtner,20200.0,Center Forward,23,Wolfsburg,179,['04c87cf8-242f-4da4-b5c5-b25be91849ce'],20,,,,,,,,,,,,,,,,Wolfsburg,179,00:10:20.405,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ff6a4e4-c99c-49f9-a9f6-9d5159568a2a,429,,,"[65.3, 21.3]",3890432,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Klaas-Jan Huntelaar,8060.0,Center Forward,23,Wolfsburg,179,['1fb88f53-892f-430d-be9d-1cf38ce933d8'],23,,,,,,,,,,,,,,,,Schalke 04,181,00:10:23.977,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baa657fd-1288-4c49-87ef-5e9140da6ce3,434,,,"[79.3, 60.5]",3890432,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Nicklas Bendtner,20200.0,Center Forward,23,Wolfsburg,179,['dc86ccef-6f5e-4e9c-9fc0-ac3aa932e197'],27,,,,,,,,,,,,,,,,Wolfsburg,179,00:10:27.074,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e71aa6b4-b69b-406e-8ffc-a4c4bcaf9658,436,,,"[57.8, 17.8]",3890432,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Leon Goretzka,6324.0,Left Defensive Midfield,23,Wolfsburg,179,['023ab3d0-0d7a-4438-8291-a1e815635ba3'],28,,,,,,,,,,,,,,,,Schalke 04,181,00:10:28.084,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0b382c4-820d-4876-a31e-f742896a3ff0,440,,,"[72.7, 24.8]",3890432,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Daniel Caligiuri,8521.0,Left Midfield,23,Wolfsburg,179,['dcaf1485-377f-4d0a-8edd-cf14331b9382'],30,,,,,,,,,,,,,,,,Wolfsburg,179,00:10:30.603,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74c4ee1d-e1d6-4c02-b040-b64b371a81ef,443,,,"[84.2, 21.6]",3890432,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Max Kruse,8386.0,Right Center Midfield,23,Wolfsburg,179,['44436c50-0649-4ba6-9229-8524d9483bdd'],35,,,,,,,,,,,,,,,,Wolfsburg,179,00:10:35.379,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e1b3a9c-2c3f-460f-a67a-f3a64fc7b76e,451,,,"[26.4, 25.3]",3890432,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,23,Wolfsburg,179,['42556b39-5278-4503-8087-dadbc00eef65'],40,,,,,,,,,,,,,,,,Schalke 04,181,00:10:40.714,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10483cf9-51a4-4b29-a85e-84fc6c243826,454,,,"[60.1, 65.7]",3890432,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Leroy Sané,3053.0,Right Wing,23,Wolfsburg,179,['06d730ea-6a8b-483a-896b-ac7be06c950d'],46,,,,,,,,,,,,,,,,Schalke 04,181,00:10:46.459,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6e87919-df34-4078-b4be-ad900e099c88,456,,,"[30.6, 4.7]",3890432,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Robin Knoche,8239.0,Left Center Back,24,Wolfsburg,179,['997120de-c6f3-415d-a294-c2811193b56c'],54,,,,,,,,,,,,,,,,Wolfsburg,179,00:10:54.625,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc953600-e183-4ffa-8252-ea4275224b01,459,,,"[34.7, 49.8]",3890432,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,24,Wolfsburg,179,['721727c0-2913-4cac-b019-251f97fb3784'],59,,,,,,,,,,,,,,,,Wolfsburg,179,00:10:59.300,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777dc572-beef-4cca-8ea7-a6b03f254328,462,,,"[36.9, 21.9]",3890432,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Robin Knoche,8239.0,Left Center Back,24,Wolfsburg,179,['81485333-338e-484a-bb12-fca1741e0e8b'],2,,,,,,,,,,,,,,,,Wolfsburg,179,00:11:02.855,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581f15b5-7563-4753-a957-5f560c2f3983,465,,,"[49.9, 15.6]",3890432,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Max Kruse,8386.0,Right Center Midfield,24,Wolfsburg,179,['b27cb2b5-11d0-429f-b9a4-17e428413f9e'],5,,,,,,,,,,,,,,,,Wolfsburg,179,00:11:05.413,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b38dbfc9-dd1b-43a1-a67f-b7cc0c12c3ed,468,,,"[47.9, 52.2]",3890432,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,24,Wolfsburg,179,['1d43b4e4-847c-4e70-b96a-cacfeefedb15'],9,,,,,,,,,,,,,,,,Wolfsburg,179,00:11:09.314,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c981f36-9fbe-4a3c-8d9f-8e9f90ded69a,471,,,"[63.2, 76.1]",3890432,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sebastian Jung,24919.0,Right Back,24,Wolfsburg,179,['a1e8decd-bcd6-482b-b191-510fcb08fdd9'],12,,,,,,,,,,,,,,,,Wolfsburg,179,00:11:12.259,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6dd39a3-0587-4074-8b0c-4c3acb91fc25,474,,,"[82.5, 66.0]",3890432,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Julian Draxler,3186.0,Left Center Midfield,24,Wolfsburg,179,['73620bb6-e6a5-4348-bfca-a12da2bed525'],13,,,,,,,,,,,,,,,,Wolfsburg,179,00:11:13.117,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f9ef6c0d-24c2-41a8-ae0c-f322d769a33d,477,,,"[44.4, 73.2]",3890432,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,25,Wolfsburg,179,['9b210ee9-48a1-46c5-b465-1aa52c6b450e'],21,,,,,,,,,,,,,,,,Wolfsburg,179,00:11:21.374,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577f92de-d760-4dae-873c-3a89ed714780,480,,,"[61.1, 70.3]",3890432,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Adelino André Vieira Freitas,10790.0,Right Midfield,25,Wolfsburg,179,['3ec0d430-31b0-40e0-a0db-eafd84289119'],26,,,,,,,,,,,,,,,,Wolfsburg,179,00:11:26.404,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f99f4aa9-c077-4813-8311-dbe8df4cadba,484,,,"[73.6, 77.5]",3890432,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sebastian Jung,24919.0,Right Back,25,Wolfsburg,179,"['01c874b8-6b52-42fa-87a5-2ad64941fb90', '8e22364d-ab7b-488f-a0ad-31efffc51534']",28,,,,,,,,,,,,,,,,Wolfsburg,179,00:11:28.085,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,092e896d-3a04-469b-b853-a192df2595f1,488,,,"[85.7, 66.3]",3890432,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Max Kruse,8386.0,Right Center Midfield,26,Wolfsburg,179,"['8ddb49e1-6946-4463-b0b6-d08916455a66', 'bf8f1a52-6d8f-4cda-837f-bcf12256e543']",46,,,,,,,,,,,,,,,,Wolfsburg,179,00:11:46.748,Ball Receipt*,True
