50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fb875b41-9de5-4313-b36f-6b5a1705a7a1,1165,,"[44.1, 21.1]",3890449,37,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Santiago García,26359.0,Left Back,88,Werder Bremen,176,['7905a3cd-e1c3-4ba0-ac3d-be6fdeccbb0c'],5,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:37:05.971,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71fcbf15-c253-45df-87d6-b4dea142a23b,1168,,"[73.9, 23.9]",3890449,37,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Claudio Miguel Pizarro Bossio,11132.0,Center Attacking Midfield,88,Werder Bremen,176,['232d4acc-63a3-45bf-b0d1-599d8b81e64d'],10,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:37:10.474,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270bd63c-e54a-4f85-8c67-e8c935a120b8,1173,,"[47.5, 53.2]",3890449,37,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Almog Cohen,20485.0,Left Center Midfield,88,Werder Bremen,176,['5633c602-369b-4a03-bae8-20122ff534f8'],11,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:37:11.890,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a1e0eda-2163-4b5f-a60f-53f6eae28619,1177,,"[84.6, 60.5]",3890449,37,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Levin Mete Öztunali,8554.0,Right Wing,88,Werder Bremen,176,['9752f465-4b88-4b44-af8b-1f4affad1db2'],14,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:37:14.993,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10065153-75f1-4f7a-9fbf-3773c7260c6a,1183,,"[59.3, 6.4]",3890449,37,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dario Lezcano,9113.0,Center Forward,89,Ingolstadt,189,['5bd6134b-d538-4c4e-ae06-11ce56119856'],38,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:37:38.327,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14872116-b391-4d0b-b9fb-937fb7a2989d,1187,,"[56.9, 4.7]",3890449,37,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dario Lezcano,9113.0,Center Forward,90,Ingolstadt,189,['7cb690bc-6c57-40bd-b7fb-5c8c8a3c6f50'],54,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:37:54.903,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8828920f-fb82-4975-b662-7f07394ca25d,1190,,"[69.1, 16.9]",3890449,37,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Moritz Hartmann,40464.0,Right Wing,90,Ingolstadt,189,['50df4c8e-9000-46ac-a4c5-d8e3f9eb36d4'],55,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:37:55.940,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d2fd0393-d5f2-49ec-87ed-3113493ad8fa,1193,,"[57.8, 35.7]",3890449,38,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pascal Groß,3097.0,Right Center Midfield,90,Ingolstadt,189,['1ed89f8e-3a70-4e6a-907e-085400d7f326'],0,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:38:00.726,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0eff6ddb-d4b9-4768-aa6b-be9b09a35e94,1196,,"[55.7, 63.1]",3890449,38,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marvin Matip,9106.0,Right Center Back,90,Ingolstadt,189,['fe96d34e-9377-4c8a-b5ee-56fd78b6c833'],3,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:38:03.744,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b1f2390-f0ff-4f70-8078-53b64b3a13a5,1198,,"[71.9, 74.4]",3890449,38,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Danny Vieira da Costa,8676.0,Right Back,90,Ingolstadt,189,['ea2d0ade-0695-4d5f-a2aa-6a6036c30f93'],5,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:38:05.413,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82b25a71-c3dc-4c36-a5de-ade9e1f43e82,1201,,"[71.9, 68.2]",3890449,38,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pascal Groß,3097.0,Right Center Midfield,90,Ingolstadt,189,['27ff03ca-01f0-487c-a6d0-a5958e51cbb5'],8,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:38:08.285,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187e6662-ff5c-4256-ada7-2ac4f78818d0,1205,,"[73.0, 78.5]",3890449,38,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Danny Vieira da Costa,8676.0,Right Back,90,Ingolstadt,189,"['b5ec5e9e-bea7-4da1-b3e4-58fe4c6909a3', 'f3f4a5b9-692a-42cf-ba33-e51d70d6cdf4']",10,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:38:10.156,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d1059f5d-f7b5-4025-aba5-b70d21880f33,1208,,"[84.5, 67.5]",3890449,38,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Almog Cohen,20485.0,Left Center Midfield,90,Ingolstadt,189,['6617a05a-922c-411f-a961-154582790d28'],11,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:38:11.614,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd68b0d3-a443-4495-b5b3-f265b4131a80,1210,,"[44.1, 8.9]",3890449,38,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jannik Vestergaard,8815.0,Left Defensive Midfield,91,Werder Bremen,176,['edd7a2b0-761b-4eae-a9e3-5776360fe06b'],12,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:38:12.991,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa941cb8-8eb8-41d4-8e38-55a62f978946,1213,,"[46.7, 5.5]",3890449,38,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Florian Grillitsch,11396.0,Left Wing,91,Werder Bremen,176,['419e6183-5a01-4a42-8995-d644bc3b8116'],14,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:38:14.317,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43ee9aa9-aafa-4ce6-85e0-116d4e487aa8,1215,,"[64.4, 17.5]",3890449,38,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anthony Ujah,12624.0,Center Forward,91,Werder Bremen,176,['732f0b15-7b4f-482e-9fd4-bd7b211adfa5'],14,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:38:14.604,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e01e3f30-8875-4143-b7f9-50d9c30d7a50,1218,,"[70.6, 5.5]",3890449,38,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Anthony Ujah,12624.0,Center Forward,92,Werder Bremen,176,['a1fc63e6-19fc-42cf-a0cb-b40f0464b43c'],28,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:38:28.229,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ffaf6529-4cbe-4e7a-9661-c8068c44f181,1220,,"[62.5, 75.2]",3890449,38,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Moritz Hartmann,40464.0,Right Wing,92,Werder Bremen,176,['6dfb1384-f693-4dcc-b0f5-6e0c9d000e3a'],28,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:38:28.783,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b38fcca2-f8c2-4113-a34f-4767b18f9d27,1225,,"[73.9, 5.3]",3890449,38,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Claudio Miguel Pizarro Bossio,11132.0,Center Attacking Midfield,92,Werder Bremen,176,['73cc2983-afb2-4172-b17e-d5ee2709700c'],30,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:38:30.546,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce5e7062-eb31-45c5-8ca9-b7f0690c2026,1234,,"[63.8, 14.3]",3890449,38,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jannik Vestergaard,8815.0,Left Defensive Midfield,92,Werder Bremen,176,['d37f8c23-ca9d-4ad1-8389-c03b63477c00'],35,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:38:35.775,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e6fcd4a-12e2-4a01-af75-7305678857f4,1237,,"[47.8, 28.2]",3890449,38,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alejandro Gálvez Jimena,6924.0,Right Center Back,92,Werder Bremen,176,['c0d78f36-5f1c-4ef7-afd5-7ad4742b8cd9'],38,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:38:38.933,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8ecec53-1127-49d4-b3a9-aaf8936143fe,1240,,"[67.4, 67.7]",3890449,38,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Theodor Gebre Selassie,8396.0,Right Back,92,Werder Bremen,176,['5f4b68b4-2f66-49a5-bfc1-48c9fde782af'],42,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:38:42.466,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3715a95-98ed-4e41-9eb9-368880b0bf3d,1243,,"[84.8, 74.4]",3890449,38,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Levin Mete Öztunali,8554.0,Right Wing,92,Werder Bremen,176,['d0fa240e-0d24-4a38-86b2-5ac07e8ebd6c'],45,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:38:45.185,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e1542acc-8dcb-4c88-a484-1b452f8e063a,1249,,"[112.1, 55.8]",3890449,39,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jannik Vestergaard,8815.0,Left Defensive Midfield,93,Werder Bremen,176,['a505ddea-d2fc-46f4-9403-bb1fffef68d5'],8,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:39:08.512,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55d881fa-10fa-4993-b8c2-3b137c8b3da7,1254,,"[110.6, 67.1]",3890449,39,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Levin Mete Öztunali,8554.0,Right Wing,94,Werder Bremen,176,"['6c8cda64-33e3-43f6-90e2-3d8e594bc03f', '9e93c66a-0c80-4742-8304-fcb28a5d74e9']",19,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:39:19.411,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c7b2549-a1db-4824-b2f6-0f3bcc3c14b7,1257,,"[111.5, 72.2]",3890449,39,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Theodor Gebre Selassie,8396.0,Right Back,94,Werder Bremen,176,['6821de95-8270-4af9-b840-2f02a9a52ae6'],21,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:39:21.187,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c5f0618-f5a5-4196-8fc1-5ddb9565fcb7,1260,,"[106.6, 70.5]",3890449,39,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Levin Mete Öztunali,8554.0,Right Wing,94,Werder Bremen,176,['da5f1b05-12fd-4f3b-9048-d2de32d2e959'],22,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:39:22.575,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88267dd5-f2f2-46d4-8c37-8c52cfd70956,1263,,"[110.2, 46.1]",3890449,39,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Anthony Ujah,12624.0,Center Forward,94,Werder Bremen,176,['01c6fe5a-19d4-49e3-85f5-0c662408a474'],27,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:39:27.730,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c38211a1-f5d6-4e1b-bc20-c60fe9d1548b,1269,,"[66.6, 4.7]",3890449,39,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dario Lezcano,9113.0,Center Forward,94,Werder Bremen,176,['408eb009-d740-42dc-bb66-17d2c45c84da'],35,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:39:35.881,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62d41e91-f2e3-4400-854f-43b57733a171,1273,,"[56.3, 71.8]",3890449,39,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lukas Fröde,9257.0,Right Defensive Midfield,94,Werder Bremen,176,['5fc98215-184e-4c5c-8e96-b88bc9a74cfa'],39,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:39:39.154,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa3c43a6-b71c-46bb-9bec-fa1d9d819d9f,1278,,"[65.9, 76.9]",3890449,39,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Theodor Gebre Selassie,8396.0,Right Back,94,Werder Bremen,176,"['73dc044a-ffd9-4931-ab70-4557d9f3c448', 'e91eedd3-1eb6-4a90-a63c-0a56f03bca97']",41,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:39:41.054,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c823281-b887-472e-a6b2-08d7d0c794e7,1285,,"[56.3, 61.1]",3890449,39,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jannik Vestergaard,8815.0,Left Defensive Midfield,94,Werder Bremen,176,['9e9aad24-4aeb-4d0d-8aae-1a2f5da514d0'],45,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:39:45.472,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc73006d-73a3-4255-8a49-dbda9407a1ed,1288,,"[44.6, 49.8]",3890449,39,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Papiss Mison Djilobodji,3774.0,Left Center Back,94,Werder Bremen,176,['d9d215af-1506-44f9-9b74-d9e33dea2605'],48,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:39:48.389,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6446cd25-d0a8-4159-be3a-0b5d51fcdf75,1291,,"[68.1, 20.3]",3890449,39,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Florian Grillitsch,11396.0,Left Wing,94,Werder Bremen,176,['bd71b0a0-7cd9-4189-9d95-4f9565f25a03'],51,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:39:51.417,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc47671b-af77-4c77-bbb0-8116b78f5498,1295,,"[108.5, 54.5]",3890449,40,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Anthony Ujah,12624.0,Center Forward,94,Werder Bremen,176,['5ee07919-7f87-4b66-b8ba-847d8f23b3bd'],1,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:40:01.781,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9fef1cc-b78a-43c1-8c31-b3da22a72571,1298,,"[45.2, 72.0]",3890449,40,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Moritz Hartmann,40464.0,Right Wing,95,Ingolstadt,189,['c6dfe82e-2cd5-4864-8a95-ea637e8e4088'],5,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:40:05.357,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,af79a681-7004-456c-a06d-521810fcd0ce,1301,,"[83.0, 69.0]",3890449,40,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Danny Vieira da Costa,8676.0,Right Back,95,Ingolstadt,189,['70d2dc5d-d9b2-40a1-821d-bf2acceb6723'],13,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:40:13.549,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa1ffe2b-ee3e-4f56-8033-7721e5857a63,1305,,"[85.2, 61.8]",3890449,40,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pascal Groß,3097.0,Right Center Midfield,95,Ingolstadt,189,['4549c16d-7544-47a5-944d-4ce29e38f47d'],15,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:40:15.291,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94ccdb00-e152-4eee-b4f6-fed3fc59412a,1313,,"[108.9, 31.0]",3890449,41,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Marvin Matip,9106.0,Right Center Back,96,Ingolstadt,189,['dd14f1aa-f143-4190-a496-e21a1472e27b'],20,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:41:20.885,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fcb4c78f-9a93-4674-8bbc-c933cdef2981,1318,,"[95.2, 27.1]",3890449,41,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Robert Bauer,8394.0,Left Back,96,Ingolstadt,189,['4c1853a1-8ce0-4041-87c8-f63a8145d103'],24,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:41:24.388,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae3995e3-dfc4-4d4b-8037-dac1d39267ab,1322,,"[77.3, 18.3]",3890449,41,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Roger de Oliveira Bernardo,40459.0,Center Defensive Midfield,96,Ingolstadt,189,['f477e6a8-f420-40da-9a00-e13c41f86a78'],26,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:41:26.977,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bfa71826-793f-4f86-bdda-d312fbbcae5d,1325,,"[104.2, 48.3]",3890449,41,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Moritz Hartmann,40464.0,Right Wing,96,Ingolstadt,189,['45618fb5-8ad3-43a6-b9cc-12b509b3d28a'],30,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:41:30.380,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d776995-20e3-44b6-87fb-3662b888fcac,1327,,"[113.8, 48.7]",3890449,41,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Almog Cohen,20485.0,Left Center Midfield,96,Ingolstadt,189,['36ecd57d-c966-4500-812a-c0f0be4f8fc6'],31,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:41:31.651,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a6192847-cf70-4723-b8be-7c145146318a,1329,,"[65.3, 57.5]",3890449,41,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jannik Vestergaard,8815.0,Left Defensive Midfield,97,Werder Bremen,176,['2ea842fa-e7ea-4d2f-b01e-af82fb2f4c0e'],55,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:41:55.050,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403f55a0-a919-4fd9-863d-660da1d5a6f7,1332,,"[74.7, 28.6]",3890449,41,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Moritz Hartmann,40464.0,Right Wing,97,Werder Bremen,176,['d02d4a46-6d61-4228-a9ec-25e93009c8b4'],56,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:41:56.537,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98d30711-fc1a-4cff-8a9b-849759f5182d,1334,,"[71.7, 54.1]",3890449,41,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Claudio Miguel Pizarro Bossio,11132.0,Center Attacking Midfield,97,Werder Bremen,176,['3595d694-25ed-4bde-b81c-178e9a903e17'],57,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:41:57.751,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d4b14d3-85d2-4b25-90c4-c04ff7979a18,1338,,"[99.6, 53.6]",3890449,42,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Moritz Hartmann,40464.0,Right Wing,98,Ingolstadt,189,['9c1546ca-9f83-4a45-a091-2b8027afa217'],1,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:42:01.399,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa019eab-1974-4136-a96a-b983ef1337b4,1349,,"[77.7, 16.4]",3890449,42,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anthony Ujah,12624.0,Center Forward,98,Ingolstadt,189,['66d163bb-4cd1-42b1-b1ee-9180a76b4caa'],13,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:42:13.144,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0269937c-000b-4d88-a8ff-8e270d22aac0,1352,,"[37.9, 66.3]",3890449,42,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marvin Matip,9106.0,Right Center Back,98,Ingolstadt,189,['2dc9537c-9f42-44c3-bb29-4bf8b5588ec8'],14,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:42:14.786,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831ea570-e931-4c98-b3df-b46fa27b7531,1354,,"[52.2, 78.0]",3890449,42,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Moritz Hartmann,40464.0,Right Wing,98,Ingolstadt,189,['01b8926f-31b7-41a8-b7e6-06cd174c351a'],17,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:42:17.171,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e253ac2b-afdd-473a-a778-5b0ef1e79287,1356,,"[58.5, 8.3]",3890449,42,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Florian Grillitsch,11396.0,Left Wing,99,Werder Bremen,176,['3dfff628-31fc-4d67-a113-f977de6ab446'],24,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:42:24.578,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43833e9c-f50c-4aae-a15e-880d873b7f1e,1359,,"[81.3, 72.4]",3890449,42,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Levin Mete Öztunali,8554.0,Right Wing,99,Werder Bremen,176,['4b071936-33de-4544-888f-b49fdadfc91a'],29,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:42:29.455,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685d6ca9-2a7f-4b53-b42a-ae40abd1f4ab,1361,,"[77.5, 69.2]",3890449,42,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Theodor Gebre Selassie,8396.0,Right Back,99,Werder Bremen,176,['98e14e74-ae22-4a5c-9aea-31f267519cec'],30,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:42:30.724,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d5661b18-248e-4f96-8527-dcf8d2685a95,1364,,"[106.8, 73.7]",3890449,42,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Levin Mete Öztunali,8554.0,Right Wing,99,Werder Bremen,176,['039d62b2-82d2-42e4-bbc1-abd8f931bf46'],34,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:42:34.539,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07bd9c88-3acd-4d51-97b1-0822680506d2,1366,,"[108.5, 43.6]",3890449,42,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Claudio Miguel Pizarro Bossio,11132.0,Center Attacking Midfield,99,Werder Bremen,176,['c6be624f-8f7d-4f91-a3d6-ef54a5a667e2'],35,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:42:35.863,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5fa821b-5750-45a2-bf06-ab386a42d05a,1373,,"[76.0, 53.2]",3890449,42,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jannik Vestergaard,8815.0,Left Defensive Midfield,99,Werder Bremen,176,"['34732e22-ed1d-4e19-a4db-1576439c77fe', 'e38f3a47-6ae5-4eb6-9d7e-fb7d92be758d']",42,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:42:42.362,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36ca7b49-4b6d-43fb-9e6a-eda9fa8537c3,1376,,"[68.3, 71.4]",3890449,42,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alejandro Gálvez Jimena,6924.0,Right Center Back,99,Werder Bremen,176,['73982844-bd22-4086-8674-7171eec602e0'],44,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:42:44.251,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e70eb3c7-1af6-4f0f-a40c-127496e531fc,1378,,"[63.6, 2.3]",3890449,42,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Santiago García,26359.0,Left Back,99,Werder Bremen,176,['80b84f4e-ce49-45c8-b0b9-d11dc77c2876'],49,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:42:49.295,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59befa3b-6eaa-4049-bc8f-66c215e1280d,1380,,"[56.3, 74.8]",3890449,43,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pascal Groß,3097.0,Right Center Midfield,100,Ingolstadt,189,['e0a8500b-b2cd-4276-a121-c04298efdbe6'],7,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:43:07.564,Ball Receipt*,
