50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6d7c5ee3-37db-4a3e-bccf-1d39944ecffb,1,,,,3890362,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 40538, 'name': 'Jin-Su Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 6039, 'name': 'Sebastian Rudy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 31}, {'player': {'id': 8311, 'name': 'Jonathan Schmid'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 19836, 'name': 'Kevin Kuranyi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 22}, {'player': {'id': 27317, 'name': 'Eduardo Jesús Vargas Rojas'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Hoffenheim,175,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5f1c740f-0212-4a4f-89ac-05a2df59bbcb,2,,,,3890362,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,,0,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8678, 'name': 'David Ángel Abraham'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 8504, 'name': 'Bastian Oczipka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 10896, 'name': 'Marc Stendera'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 400619, 'name': 'Stefan Reinartz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 21156, 'name': 'Stefan Aigner'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 16}, {'player': {'id': 9134, 'name': 'Aleksandar Ignjovski'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 27}, {'player': {'id': 23268, 'name': 'Alexander Meier'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 5543, 'name': 'Haris Seferović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Eintracht Frankfurt,184,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8055531a-4918-4a00-bcbd-c6576701e092,3,,,,3890362,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,['d96dcf1c-f6d8-4f9a-ae82-10a754bcf3a4'],0,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d96dcf1c-f6d8-4f9a-ae82-10a754bcf3a4,4,,,,3890362,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,['8055531a-4918-4a00-bcbd-c6576701e092'],0,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,595983c9-c54d-489a-b1f9-07ed3bf98b09,2185,,,,3890362,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,86,Hoffenheim,175,['5fbf8de8-7166-46ec-a9f8-c6a59ceaed45'],0,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5fbf8de8-7166-46ec-a9f8-c6a59ceaed45,2186,,,,3890362,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,86,Hoffenheim,175,['595983c9-c54d-489a-b1f9-07ed3bf98b09'],0,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.338704,,,,,,,,,,,,217f06e7-7de0-4c46-9fd4-31fc3bdb28e2,5,,,"[61.0, 40.1]",3890362,0,,,,1.012197,,Right Foot,,,"[62.0, 41.7]",Ground Pass,,1.8867962,,,,Kevin Kuranyi,19836.0,,,,,Kick Off,1,From Kick Off,Eduardo Jesús Vargas Rojas,27317.0,Left Center Forward,2,Hoffenheim,175,['a3de83df-a347-4023-b31d-e6edb7ac1ba5'],0,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.294,Pass,
,,,,,,,,,,,,,,,,,1.062522,,,,,,,,,,,,7f0ca929-fc35-4730-aabd-9a048507d1a3,7,,,"[61.5, 42.2]",3890362,0,,,,-2.6042004,,Right Foot,,,"[46.9, 33.5]",Ground Pass,,16.995588,,,,Pirmin Schwegler,8556.0,,,,,,1,From Kick Off,Kevin Kuranyi,19836.0,Right Center Forward,2,Hoffenheim,175,['881a26f1-b61b-4564-ba4d-c2c7c728b488'],0,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.633,Pass,
,,,,,,,,,,,,,,,,,1.937717,,,,,,,,,,,,4738a8b6-80d6-48c6-a95d-7d7f81528df2,11,,,"[45.4, 36.5]",3890362,0,,,,2.0224583,,Right Foot,,,"[34.0, 60.0]",Ground Pass,,26.11915,,,,Niklas Süle,6322.0,,,,,,1,From Kick Off,Pirmin Schwegler,8556.0,Left Defensive Midfield,2,Hoffenheim,175,"['00dd8783-7837-4aa6-be8e-053d5fd3683c', '2b5dc6d8-e492-4138-9cf6-6d4892187b5d']",2,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:02.482,Pass,True
,,,,,,,,,,,,,,,,,1.927433,,,,,,,,,,,,e2a1ae56-6bd5-473f-893e-aa189a46e099,14,,,"[32.9, 59.4]",3890362,0,,,,-1.7549962,,Right Foot,,,"[28.0, 33.1]",Ground Pass,,26.75257,,,,Ermin Bičakčić,9396.0,,,,,,1,From Kick Off,Niklas Süle,6322.0,Right Center Back,2,Hoffenheim,175,['db20f1ba-3046-46fb-a69e-bf63fcdf2a01'],5,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:05.563,Pass,
