50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.725326,,,,,,,,,,,,,,b3fc1acf-9253-4b62-bba9-c81c3b26729b,17,,"[53.6, 29.0]",3890407,0,,,,,1.662538,,Right Foot,,,,"[51.3, 54.0]",Ground Pass,,25.105577,,,Javier Martínez Aginaga,9399.0,,,,,,1,From Kick Off,Jérôme Boateng,5578.0,Center Back,2,Bayern Munich,169,['bac42a09-8947-43ea-9196-c58b1a944d65'],15,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:15.314,Pass,
,,,,,,,,,,,,,,,,1.10097,,,,,,,,,,,,,,b2084fc6-2e01-4112-b39a-01fcc74d5224,20,,"[51.3, 53.3]",3890407,0,,,,,-1.4748353,,Left Foot,,,,"[53.1, 34.6]",Ground Pass,,18.78643,,,Jérôme Boateng,5578.0,,,,,,1,From Kick Off,Javier Martínez Aginaga,9399.0,Right Center Back,2,Bayern Munich,169,['6394a9b1-3375-464b-b958-02121b308f21'],19,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:19.930,Pass,
,,,,,,,,,,,,,,,,1.995383,,,,,,,,,,,,,,b1f47b70-3065-4c5c-90a4-f5b4678c7478,23,,"[58.2, 33.9]",3890407,0,,,,,0.034985717,,Right Foot,,,,"[98.2, 35.3]",High Pass,,40.024494,Incomplete,,Thomas Müller,5562.0,,,,,,1,From Kick Off,Jérôme Boateng,5578.0,Center Back,2,Bayern Munich,169,"['bf03d947-af23-4b9c-b025-8df429e51027', 'f0c906d9-3525-4932-bec4-b694f5e3f8a3']",23,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:23.204,Pass,
,,,,,,,,,,,,,,,,1.701519,,,,,,,,,,,,,,432bfb6a-fb82-4eb5-906e-d4bf832c82b2,27,,"[87.7, 0.1]",3890407,0,,True,,,3.032828,,,,,,"[70.3, 2.0]",Low Pass,,17.503428,,,Holger Badstuber,9406.0,,,,,Throw-in,1,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,3,Bayern Munich,169,['110769f8-465f-493b-aebe-4bcde3631852'],32,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:32.107,Pass,
,,,,,,,,,,,,,,,,0.974481,,,,,,,,,,,,,,32c090b2-ecf8-4f0b-9435-f0a1054fc982,29,,"[71.4, 2.7]",3890407,0,,,,,2.2883377,,Left Foot,,,,"[61.8, 13.7]",Ground Pass,,14.6,,,Jérôme Boateng,5578.0,,,,,,1,From Throw In,Holger Badstuber,9406.0,Left Center Back,3,Bayern Munich,169,['1e398ce8-dc26-41a3-bc0b-6ee9e498050a'],35,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:35.023,Pass,
,,,,,,,,,,,,,,,,2.534886,,,,,,,,,,,,,,ec71b433-e78a-4ec9-bdcf-9ec6680c0b89,32,,"[61.8, 22.5]",3890407,0,,,,,0.3452449,,Right Foot,,,,"[107.4, 38.9]",High Pass,,48.45947,Incomplete,,Thomas Müller,5562.0,,,,,,1,From Throw In,Jérôme Boateng,5578.0,Center Back,3,Bayern Munich,169,"['1886086c-7693-43bb-8001-1445679a2bde', 'a86a6501-575d-4d9a-85f6-3fad70d16b04']",39,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:39.171,Pass,
,,,,,,,,,,,,,,,,1.142379,,,,,,,,,,,,,,cfc151d7-5bd6-4c7b-b94a-f91b63f04324,36,,"[15.4, 48.7]",3890407,0,,,,,1.1764157,,Keeper Arm,,,,"[22.6, 66.0]",Ground Pass,,18.738462,,,Marcelo Antônio Guedes Filho,3164.0,,,,,,1,From Throw In,Ron-Robert Zieler,8947.0,Goalkeeper,3,Bayern Munich,169,['b27e36e4-652c-414c-859b-0d1b93eaeac5'],47,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:47.755,Pass,
,,,,,,,,,,,,,,,,4.905356,,,,,,,,,,,,,,bf705b7a-12db-45c4-a2e3-2cdb4b25dfb3,40,,"[27.3, 73.7]",3890407,0,,,,,0.026164826,,Right Foot,,,,"[99.9, 75.6]",High Pass,,72.624855,Incomplete,,Leon Andreasen,400613.0,,,,,,1,From Throw In,Marcelo Antônio Guedes Filho,3164.0,Right Center Back,3,Bayern Munich,169,"['60d34b0b-a64e-49a8-a84d-e5dd81ae5887', 'b316fe52-43a1-46fd-96f6-50da844575b0', 'e770e950-e265-4c77-b979-d0218c8e7b10']",50,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:50.834,Pass,True
,,,,,,,,,,,,,,,,0.676195,,,,,,,,,,,,,,77593a78-cd92-4146-80ea-8faa1bf2a695,47,,"[39.1, 9.4]",3890407,1,,,,True,1.8778421,,,,,,"[37.8, 13.5]",Low Pass,,4.3011627,,,Xabier Alonso Olano,20133.0,,,,,Recovery,1,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,3,Bayern Munich,169,"['14715e33-3ac0-4c61-864f-69e1061e3f36', 'f95a0f60-0a41-4d28-8eca-b723ed76b5ec']",0,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:00.909,Pass,True
,,,,,,,,,,,,,,,,2.303499,,,,,,,,,,,,,,b9fbaca4-bde5-4c55-936d-5eab689c5dc0,59,,"[41.0, 19.1]",3890407,1,,,,,0.7899367,,Left Foot,,,,"[73.9, 52.3]",High Pass,,46.74024,Incomplete,,Thomas Müller,5562.0,,,,,,1,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,3,Bayern Munich,169,"['0472d93e-0b11-4d70-8b9f-5bb9f068a556', '62039f33-f317-4672-980b-93aba7ca79ac']",8,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:08.055,Pass,
,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,62039f33-f317-4672-980b-93aba7ca79ac,61,,"[46.2, 27.8]",3890407,1,,,,,2.146715,,Head,,,,"[41.2, 35.5]",Low Pass,,9.180959,,,Christian Schulz,400614.0,,,,,Recovery,1,Regular Play,Miiko Martín Albornoz Inola,13126.0,Left Back,4,Hannover 96,178,"['b9fbaca4-bde5-4c55-936d-5eab689c5dc0', 'dbb5c031-bed7-4641-927d-e499aa73ed29']",10,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:10.359,Pass,
,,,,,,,,,,,,,,,,1.114624,,,,,,,,,,,,,,e93ea76e-8056-49cc-a521-b709ac804dce,64,,"[41.2, 35.5]",3890407,1,,,,,0.20039855,,Left Foot,,,,"[47.6, 36.8]",Low Pass,,6.530697,,,Manuel Schmiedebach,8543.0,,,,,,1,Regular Play,Christian Schulz,400614.0,Left Center Back,4,Hannover 96,178,['abaad48b-73bf-43ea-8f14-539041065a55'],12,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:12.176,Pass,
,,,,,,,,,,,,,,,,1.560252,,,,,,,,,,,,,,cc000baf-042d-4556-b374-27147e0edf30,67,,"[47.6, 36.8]",3890407,1,,,,,3.1415927,,Left Foot,,,,"[28.5, 36.8]",Ground Pass,,19.1,,,Christian Schulz,400614.0,,,,,,1,Regular Play,Manuel Schmiedebach,8543.0,Left Defensive Midfield,4,Hannover 96,178,['1bde4039-4f97-413c-9abe-df93289e8015'],13,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:13.863,Pass,
,,,,,,,,,,,,,,,,1.111923,,,,,,,,,,,,,,20bc5698-c6fd-444b-9e61-4b11fe99bd82,70,,"[34.0, 34.3]",3890407,1,,,,,0.99563414,,Left Foot,,,,"[43.4, 48.8]",Ground Pass,,17.280336,,,Salif Sané,5664.0,,,,,,1,Regular Play,Christian Schulz,400614.0,Left Center Back,4,Hannover 96,178,['e7567b6d-e8cb-4917-9bd7-2e785061440d'],16,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:16.540,Pass,
,,,,,,,,,,,,,,,,1.170579,,,,,,,,,,,,,,1a0bb86c-f2cb-440d-b7a5-f74a0e8410be,76,,"[39.5, 44.4]",3890407,1,,,,,-2.3086114,,Right Foot,,,,"[29.5, 33.4]",Ground Pass,,14.866069,,,Christian Schulz,400614.0,,,,,,1,Regular Play,Salif Sané,5664.0,Right Defensive Midfield,4,Hannover 96,178,"['51f10710-d465-4583-a69e-041914ca0838', 'd7dbc84f-39ea-44ca-9a74-6314a215b608']",20,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:20.433,Pass,True
,,,,,,,,,,,,,,,,1.667419,,,,,,,,,,,,,,7581668a-887d-49ec-bc0b-e7b70664066a,79,,"[29.5, 32.0]",3890407,1,,,,,-1.2895641,,Right Foot,,,,"[37.3, 5.0]",Ground Pass,,28.104092,,,Miiko Martín Albornoz Inola,13126.0,,,,,,1,Regular Play,Christian Schulz,400614.0,Left Center Back,4,Hannover 96,178,['f47251c1-168e-4600-be8f-e3f337089d25'],22,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:22.278,Pass,
,,,,,,,,,,,,,,,,0.956299,,,,,,,,,,,,,,b63bcbd9-ab67-4ba0-855b-b48b49b99410,83,,"[35.4, 6.9]",3890407,1,,,,,2.071562,,Left Foot,,,,"[27.3, 21.7]",Ground Pass,,16.871574,,,Christian Schulz,400614.0,,,,,,1,Regular Play,Miiko Martín Albornoz Inola,13126.0,Left Back,4,Hannover 96,178,"['8c83846f-d210-4195-9374-6214cdfb7e57', 'cf159b18-4ef6-4df7-9dc9-f830f7d149d2']",26,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:26.046,Pass,True
,,,,,,,,,,,,,,,,1.879644,,,,,,,,,,,,,,73c5c314-5635-4f22-84d2-5adda5d789a2,85,,"[27.1, 22.2]",3890407,1,,,,,-0.008379692,,Left Foot,,,,"[62.9, 21.9]",High Pass,,35.801258,Incomplete,,Mevlüt Erdinç,20027.0,,,,,,1,Regular Play,Christian Schulz,400614.0,Left Center Back,4,Hannover 96,178,"['3ca386fe-9450-403d-80fb-e49328b9ecbc', '3cb5b959-e1c3-4830-8ffd-c46045ab3850']",27,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:27.003,Pass,
,,,,,,,,,,,,,,,,2.264591,,,,,,,,,,,,,,3ca386fe-9450-403d-80fb-e49328b9ecbc,87,,"[57.2, 58.2]",3890407,1,,,,,0.17681736,,Head,,,,"[89.1, 63.9]",High Pass,,32.405247,,,Thomas Müller,5562.0,,,,,Recovery,1,From Counter,Javier Martínez Aginaga,9399.0,Right Center Back,5,Bayern Munich,169,"['3669fa24-67de-47d7-be04-05a9176fab7e', '73c5c314-5635-4f22-84d2-5adda5d789a2']",28,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:28.882,Pass,
,,,,,,,,,,,,,,,,3.510693,,,,,,,,,,,,,,1479e09f-325a-45ff-b030-edfdf695c467,91,,"[26.9, 0.1]",3890407,1,,,,,0.12109768,,,,,,"[64.7, 4.7]",High Pass,,38.078865,Incomplete,,Leon Andreasen,400613.0,,,,,Throw-in,1,From Throw In,Miiko Martín Albornoz Inola,13126.0,Left Back,6,Hannover 96,178,"['d9b17300-bf27-4c92-b297-81fdede94619', 'eba4cc62-b9ad-469d-989b-4f4d0ff8cf19']",49,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:49.536,Pass,
,,,,,,,,,,,,,,,,0.99184,,,,,,,,,,,,,,d9b17300-bf27-4c92-b297-81fdede94619,94,,"[55.4, 75.4]",3890407,1,,,,True,-0.9938634,,,,,,"[59.5, 69.1]",High Pass,,7.5166483,,,Xabier Alonso Olano,20133.0,,,,,Recovery,1,Regular Play,Javier Martínez Aginaga,9399.0,Right Center Back,7,Bayern Munich,169,"['1479e09f-325a-45ff-b030-edfdf695c467', '70edbad7-0425-4431-b4e2-2282ae0a03b3', 'ade3a64e-e482-44a8-8000-a9aa73e6ffcb']",53,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:53.046,Pass,True
,,,,,,,,,,,,,,,,1.258608,,,,,,,,,,,,,,d911b5a6-7a21-429d-92f4-7e8facb770f5,96,,"[59.5, 69.1]",3890407,1,,,,,-2.8455875,,Head,,,,"[45.4, 64.8]",Low Pass,,14.741099,,,Jérôme Boateng,5578.0,,,,,,1,Regular Play,Xabier Alonso Olano,20133.0,Center Defensive Midfield,7,Bayern Munich,169,['ce5fe808-8bb7-4a51-ba57-eb15a3a90e4b'],54,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:54.058,Pass,
,,,,,,,,,,,,,,,,1.548867,,,,,,,,,,,,,,38b4e796-be1f-4de7-aacc-a022d430e9b5,99,,"[36.6, 47.4]",3890407,2,,,,,-1.2671524,,Right Foot,,,,"[46.0, 17.4]",Ground Pass,,31.438194,,,Holger Badstuber,9406.0,,,,,,1,Regular Play,Jérôme Boateng,5578.0,Center Back,7,Bayern Munich,169,['53256f7c-e85f-4de9-87f9-f221cd4f45e3'],0,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:00.813,Pass,
,,,,,,,,,,,,,,,,1.711947,,,,,,,,,,,,,,41a2f95c-e87b-48fd-8c7f-497dc1475611,102,,"[46.8, 18.0]",3890407,2,,,,,-0.61100906,,Left Foot,,,,"[70.5, 1.4]",Ground Pass,,28.935272,,,Kingsley Coman,8217.0,,,,,,1,Regular Play,Holger Badstuber,9406.0,Left Center Back,7,Bayern Munich,169,['ed1a0174-5bba-4879-8c32-4897f9dfdf11'],3,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:03.837,Pass,
,,,,,,,,,,,,,,,,1.337214,,,,,,,,,,,,,,59ed8198-062a-45e7-aa9e-cd0c9930b7e6,108,,"[44.7, 80.0]",3890407,2,,,,,-0.68052125,,,,,,"[57.3, 69.8]",High Pass,,16.211107,,,Manuel Schmiedebach,8543.0,,,,,Throw-in,1,From Throw In,Hiroki Sakai,3530.0,Right Back,8,Hannover 96,178,['fc352c28-568b-4e9e-8deb-7b76992826cb'],23,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:23.392,Pass,
,,,,,,,,,,,,,,,,1.553369,,,,,,,,,,,,,,72855c27-4559-48d2-a436-57a4e1266a2b,110,,"[57.3, 69.8]",3890407,2,,,,,-0.009433682,,Head,,,,"[67.9, 69.7]",High Pass,,10.6004715,,,Mevlüt Erdinç,20027.0,,,,,,1,From Throw In,Manuel Schmiedebach,8543.0,Left Defensive Midfield,8,Hannover 96,178,['6f2fc002-ed2b-4c65-8c9d-0fedb0f4e32e'],24,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:24.729,Pass,
,,,,,,,,,,,,,,,,0.869257,,,,,,,,,,,,,,3945e0e6-6cec-4f60-9816-14614a269bc5,123,,"[46.4, 14.9]",3890407,2,,,,,2.3747108,,Right Foot,,,,"[40.9, 20.2]",Ground Pass,,7.6380625,,,Javier Martínez Aginaga,9399.0,,,,,,1,Regular Play,Xabier Alonso Olano,20133.0,Center Defensive Midfield,9,Bayern Munich,169,"['7d267147-b872-43be-af0e-d4bed9518e2e', 'e63e4d6a-8718-4f11-ac98-29f544564645']",30,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:30.240,Pass,True
,,,,,,,,,,,,,,,,0.944091,,,,,,,,,,,,,,3e467b05-605e-4d2d-ae53-5110f4501560,126,,"[41.9, 21.5]",3890407,2,,,,,-2.2075973,,Right Foot,,,,"[34.8, 11.9]",Ground Pass,,11.940268,,,Jérôme Boateng,5578.0,,,,,,1,Regular Play,Javier Martínez Aginaga,9399.0,Right Center Back,9,Bayern Munich,169,"['10715d3f-4383-48d4-a7ca-d00c3f3bbc16', '131b1ba0-0e4a-46b5-a4ce-2a05a3284e4e']",31,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:31.109,Pass,True
,,,,,,,,,,,,,,,,1.638752,,,,,,,,,,,,,,f8c8f943-79f6-4f5d-8f50-8702fe7dd51d,129,,"[34.8, 10.4]",3890407,2,,,,,0.07369182,,Left Foot,,,,"[64.6, 12.6]",High Pass,,29.881098,,,Robert Lewandowski,5668.0,,,,,,1,Regular Play,Jérôme Boateng,5578.0,Center Back,9,Bayern Munich,169,['718ea91e-8d8a-4bb6-8b8d-0928b5aa5209'],33,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:33.184,Pass,
,,,,,,,,,,,,,,,,1.081086,,,,,,,,,,,,,,9be51ac1-3e7c-4fb8-b7db-bebc032ea17f,136,,"[48.8, 1.8]",3890407,2,,,,,2.9728425,,Right Foot,,,,"[35.3, 4.1]",Ground Pass,,13.694525,,,Holger Badstuber,9406.0,,,,,,1,Regular Play,Robert Lewandowski,5668.0,Left Center Forward,9,Bayern Munich,169,['a124b47a-4beb-4762-a4d6-3758755c228a'],38,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:38.524,Pass,
,,,,,,,,,,,,,,,,2.462595,,,,,,,,,,,,,,3717d52d-a1ab-43e0-a6a4-d788f0d2c1a9,139,,"[35.3, 4.1]",3890407,2,,,,,1.625364,,Left Foot,,,,"[32.7, 51.7]",Ground Pass,,47.670956,,,Javier Martínez Aginaga,9399.0,,True,,,,1,Regular Play,Holger Badstuber,9406.0,Left Center Back,9,Bayern Munich,169,['5160db43-b9b2-4ce6-a99d-37c0bb927a67'],42,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:42.126,Pass,
,,,,,,,,,,,,,,,,1.520975,,,,,,,,,,,,,,70cab6dc-0c4a-4f2a-8936-928913509949,142,,"[30.0, 57.9]",3890407,2,,,,,-0.91716045,,Right Foot,,,,"[37.2, 48.5]",Ground Pass,,11.840608,,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,Regular Play,Javier Martínez Aginaga,9399.0,Right Center Back,9,Bayern Munich,169,['64846643-77de-4ddd-a8e5-9f74d39eab8e'],45,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:45.445,Pass,
