bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2e386824-facd-4f5e-83af-68a61315932a,1,,,,3890408,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 40470, 'name': 'Georg Niedermeier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 9728, 'name': 'Florian Klein'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",VfB Stuttgart,174,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0222cfa2-2aca-4f0f-bf13-64d0c842678e,2,,,,3890408,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4600, 'name': 'Diego Orlando Benaglio'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 8516, 'name': 'Ronaldo Aparecido Rodrigues'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 9461, 'name': 'Timm Klose'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 40469, 'name': 'Marcel Schäfer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8521, 'name': 'Daniel Caligiuri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 3186, 'name': 'Julian Draxler'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Wolfsburg,179,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,fc4ec63d-9809-457d-99f2-52675e60800e,3,,,,3890408,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,['42d1e876-6a63-4020-b3fe-78464a85ad36'],0,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,42d1e876-6a63-4020-b3fe-78464a85ad36,4,,,,3890408,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,['fc4ec63d-9809-457d-99f2-52675e60800e'],0,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,74893f97-396e-481a-86ba-e2ec50869e3c,1881,,,,3890408,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Wolfsburg,179,['1f1f5a9e-f94a-421e-8ee4-b9e81b104a5d'],0,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1f1f5a9e-f94a-421e-8ee4-b9e81b104a5d,1882,,,,3890408,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Wolfsburg,179,['74893f97-396e-481a-86ba-e2ec50869e3c'],0,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.181009,,,,,,,,,,,4b546b16-7360-4c11-9b37-9eaabc099853,5,,,"[60.0, 40.0]",3890408,0,,,,2.896614,,Left Foot,,,"[50.4, 42.4]",,Ground Pass,,9.895453,,,Lukas Rupp,11395.0,,,,,Kick Off,1,From Kick Off,Daniel Didavi,8243.0,Center Attacking Midfield,2,VfB Stuttgart,174,['c9149a42-9a37-4d35-ae52-8751110b42a5'],0,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.200,Pass,
,,,,,,,,,,,,,,,,1.307335,,,,,,,,,,,9cec60c0-f7e3-456f-b31c-de6c7ec682f7,8,,,"[47.6, 43.9]",3890408,0,,,,2.0831857,,Right Foot,,,"[36.8, 63.1]",,Ground Pass,,22.029072,,,Daniel Schwaab,8270.0,,,,,,1,From Kick Off,Lukas Rupp,11395.0,Right Defensive Midfield,2,VfB Stuttgart,174,['4ceaba92-b3e9-4f8b-b9c6-dd272a45e805'],2,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:02.216,Pass,
,,,,,,,,,,,,,,,,1.89626,,,,,,,,,,,2a0361a5-bec5-4504-81e7-ed09206e2baa,11,,,"[36.8, 63.9]",3890408,0,,,,-1.7279594,,Right Foot,,,"[31.0, 27.3]",,Ground Pass,,37.056713,,,Georg Niedermeier,40470.0,,,,,,1,From Kick Off,Daniel Schwaab,8270.0,Right Back,2,VfB Stuttgart,174,['26262821-3d8a-4959-bdd3-2ad36f8409c7'],4,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:04.672,Pass,
,,,,,,,,,,,,,,,,1.505399,,,,,,,,,,,b6fd5233-7b3c-435e-9a11-7e5fc3c9b4ba,14,,,"[39.4, 12.0]",3890408,0,,,,0.33155417,,Left Foot,,,"[69.9, 22.5]",,High Pass,,32.256783,Incomplete,,Daniel Didavi,8243.0,,,,,,1,From Kick Off,Georg Niedermeier,40470.0,Left Center Back,2,VfB Stuttgart,174,"['0002100e-8574-48c3-8842-61247f021720', '340db51f-a98b-4f99-822a-56c737c10a11']",10,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:10.693,Pass,
,,,,,,,,,,,,,,,,2.145438,,,,,,,,,,,0002100e-8574-48c3-8842-61247f021720,16,,,"[50.2, 57.6]",3890408,0,,,True,0.045082215,,,,,"[76.8, 58.8]",,Low Pass,,26.627054,Incomplete,,Max Kruse,8386.0,,,,,Recovery,1,From Kick Off,Josuha Guilavogui,8230.0,Left Defensive Midfield,2,VfB Stuttgart,174,"['134cf1ad-b0c2-4db0-8c42-a91e9710b39c', '83d9bc0c-74ab-4c23-b912-2a3b0b0c1c31', 'b6fd5233-7b3c-435e-9a11-7e5fc3c9b4ba', 'd3cd1824-77cd-4e25-a5c8-e1ed5a1dc484']",12,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:12.198,Pass,True
,,,,,,,,,,,,,,,,0.879263,,,,,,,,,,,ca56e35e-ee9d-4cd4-9a21-192d4650cf90,20,,,"[80.0, 0.1]",3890408,0,,,,0.54152447,,,,,"[93.3, 8.1]",,High Pass,,15.520632,,,André Schürrle,10281.0,,,,,Throw-in,1,From Throw In,Marcel Schäfer,40469.0,Left Back,3,Wolfsburg,179,['d51c1495-8cdd-4fd9-a0f0-3dce4cad70f2'],38,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:38.958,Pass,
,,,,,,,,,,,,,,,,0.722837,,,,,,,,,,,e882a87a-d9b0-4623-9afd-092261e1d13f,22,,,"[93.2, 8.4]",3890408,0,,,,-2.6590793,,Right Foot,,,"[89.0, 6.2]",,High Pass,,4.7413077,Incomplete,,Marcel Schäfer,40469.0,,,,,,1,From Throw In,André Schürrle,10281.0,Left Wing,3,Wolfsburg,179,"['0e8310aa-e506-4e83-b549-eaad3ce60c9a', 'a40c215e-250e-4730-8327-29b8816e7c9b']",39,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:39.837,Pass,
,,,,,,,,,,,,,,,,1.951971,,,,,,,,,,,c89d6800-a33d-418c-9cce-2a82b412b541,32,,,"[74.5, 4.9]",3890408,0,,,,2.02256,,Left Foot,,,"[63.0, 28.6]",,Ground Pass,,26.342741,,,Josuha Guilavogui,8230.0,,,,,,1,From Throw In,Max Kruse,8386.0,Center Forward,3,Wolfsburg,179,"['be1c0cd8-4c8f-4beb-92d2-42a8ea0afc24', 'bf208e3e-fc5f-4d55-ade3-424ac9674a83']",43,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:43.449,Pass,True
,,,,,,,,,,,,,,,,2.518482,,,,,,,,,,,1caf7e98-b4e7-4f80-8bbd-d2498c5d1019,35,,,"[63.2, 30.0]",3890408,0,,,,1.3012371,,Right Foot,,,"[74.5, 70.9]",,Ground Pass,,42.4323,,,Christian Träsch,23266.0,,True,,,,1,From Throw In,Josuha Guilavogui,8230.0,Left Defensive Midfield,3,Wolfsburg,179,['bc0bc1cb-fb5a-4889-a96e-e0c907b2e4bb'],45,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:45.883,Pass,
,,,,,,,,,,,,,,,,0.851898,,,,,,,,,,,7490048e-7068-4b47-8f2e-e4ca295c24fb,39,,,"[81.6, 73.4]",3890408,0,,,,0.6682894,,Right Foot,,,"[87.3, 77.9]",,Ground Pass,,7.262231,,,Daniel Caligiuri,8521.0,,,,,,1,From Throw In,Christian Träsch,23266.0,Right Back,3,Wolfsburg,179,"['3a216a54-49c3-4024-b8db-141faae82828', '86933f70-e2b0-448e-8a98-e8c6aabd56b9']",50,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:50.117,Pass,True
,,,,,,,,,,,,,,,,0.489725,,,,,,,,,,,92660376-7edd-4226-886c-735e944b6b4f,44,,,"[84.4, 73.3]",3890408,0,,,,1.127348,,Right Foot,,,"[86.3, 77.3]",,Ground Pass,,4.428318,,,Christian Träsch,23266.0,,,,,,1,From Throw In,Daniel Caligiuri,8521.0,Right Wing,3,Wolfsburg,179,"['59675f54-eed3-44a6-b247-f5c54f6bd720', '597bd511-c65d-4033-a97a-69f64f73c530']",55,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:55.206,Pass,True
,,,,,,,,,,,,,,,,1.460399,,,,,,,,,,,dc46d5c6-ca59-44b6-b192-f177bd1f57d8,47,,,"[79.1, 77.3]",3890408,0,,,,-2.0325642,,Left Foot,,,"[68.5, 56.0]",,Ground Pass,,23.791805,,,Josuha Guilavogui,8230.0,,,,,,1,From Throw In,Christian Träsch,23266.0,Right Back,3,Wolfsburg,179,['a8e3a809-8eb9-4bcc-84e1-c29465fa7c94'],57,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:57.548,Pass,
,,,,,,,,,,,,,,,,2.464423,,,,,,,,,,,443e229d-d7c2-4687-974e-1f6af2c35358,50,,,"[69.7, 53.3]",3890408,0,,,,-1.4492126,,Right Foot,,,"[73.5, 22.2]",,Ground Pass,,31.331295,,,Marcel Schäfer,40469.0,,,,,,1,From Throw In,Josuha Guilavogui,8230.0,Left Defensive Midfield,3,Wolfsburg,179,['61d56dcc-a660-40d6-bd7d-39f80c4706dd'],59,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:59.613,Pass,
,,,,,,,,,,,,,,,,0.673626,,,,,,,,,,,f2758160-417e-4212-a705-40ce05d4181c,53,,,"[74.5, 13.5]",3890408,1,,,,-0.8180663,,Left Foot,,,"[81.9, 5.6]",,Ground Pass,,10.82451,,,André Schürrle,10281.0,,,,,,1,From Throw In,Marcel Schäfer,40469.0,Left Back,3,Wolfsburg,179,['2f55f783-5701-4277-b14f-5d2bb26a9448'],3,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:03.823,Pass,
,,,,,,,,,,,,,,,,1.150847,,,,,,,,,,,18168f46-925f-470b-b667-7af51198beb2,56,,,"[81.6, 5.7]",3890408,1,,,,3.028741,,Left Foot,,,"[66.6, 7.4]",,Ground Pass,,15.096026,,,Marcel Schäfer,40469.0,,,,,,1,From Throw In,André Schürrle,10281.0,Left Wing,3,Wolfsburg,179,['9d681386-144e-4dbd-89a6-a5b4f0ea635e'],4,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:04.576,Pass,
,,,,,,,,,,,,,,,,1.496691,,,,,,,,,,,d2a8daf3-55c2-4979-9c93-4ecd029f845f,60,,,"[61.6, 8.4]",3890408,1,,,,2.5074468,,Left Foot,,,"[46.1, 19.8]",,Ground Pass,,19.240843,,,Timm Klose,9461.0,,,,,,1,From Throw In,Marcel Schäfer,40469.0,Left Back,3,Wolfsburg,179,"['c00325e6-1cd9-4ff7-8dd8-90c7e9f6159b', 'f9250fba-d79b-4bc5-8dd2-6783c7a3b931']",7,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:07.205,Pass,True
,,,,,,,,,,,,,,,,1.645002,,,,,,,,,,,2745a02c-550a-4f17-9b58-629e6c1707ec,63,,,"[43.9, 23.2]",3890408,1,,,,1.5707964,,Right Foot,,,"[43.9, 53.3]",,Ground Pass,,30.1,,,Ronaldo Aparecido Rodrigues,8516.0,,,,,,1,From Throw In,Timm Klose,9461.0,Left Center Back,3,Wolfsburg,179,['986b293e-e13d-4027-bd4b-0eb51086e17b'],9,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:09.750,Pass,
