50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,88b0c366-6765-4a46-b413-2dafc90ca364,1,,,,3890541,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5244, 'name': 'Medhi Amine El Mouttaqi Benatia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5578, 'name': 'Jérôme Boateng'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 17}, {'player': {'id': 400984, 'name': 'Serdar Taşçı'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 8209, 'name': 'Márcio Rafael Ferreira de Souza'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 13}, {'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 18}, {'player': {'id': 22824, 'name': 'Sebastian Rode'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 32}, {'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 29}, {'player': {'id': 8227, 'name': 'Mario Götze'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]}",Bayern Munich,169,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,11bee706-f20f-4284-847b-27fadf208731,2,,,,3890541,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,,0,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8814, 'name': 'Nico Elvedi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 30}, {'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 11285, 'name': 'Ibrahima Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 16}, {'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 17}, {'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 5632, 'name': 'Thorgan Hazard'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 8322, 'name': 'André Hahn'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 28}, {'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Borussia Mönchengladbach,185,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1ca4a7e6-fcd9-4778-840a-1d531f04541f,3,,,,3890541,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,['3dc8468f-e8db-4dea-ad79-f21a093a69fc'],0,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,3dc8468f-e8db-4dea-ad79-f21a093a69fc,4,,,,3890541,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,['1ca4a7e6-fcd9-4778-840a-1d531f04541f'],0,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2c835518-539b-4419-9ec9-016aab02b969,2167,,,,3890541,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,107,Borussia Mönchengladbach,185,['8c333f91-ac90-4f2a-ac6e-b128c08d4b7a'],0,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8c333f91-ac90-4f2a-ac6e-b128c08d4b7a,2168,,,,3890541,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,107,Borussia Mönchengladbach,185,['2c835518-539b-4419-9ec9-016aab02b969'],0,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.891628,,,,,,,,,,,7c00d0b3-b87f-4c71-be94-5b3c1017cda8,5,,,"[60.0, 40.0]",3890541,0,,,,-2.57629,,Right Foot,,,,"[37.3, 25.6]",,Ground Pass,,26.88215,,,Håvard Nordtveit,8395.0,,,,,Kick Off,1,From Kick Off,Thorgan Hazard,5632.0,Center Attacking Midfield,2,Borussia Mönchengladbach,185,['2581ed9f-a0f8-4a20-be59-8c56b00e05d0'],1,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:01.209,Pass,
,,,,,,,,,,,,,,,,,3.591433,,,,,,,,,,,92d7711f-b437-4761-9288-ec550bc773c9,8,,,"[37.5, 26.0]",3890541,0,,,,0.5447863,,Right Foot,,,,"[94.6, 60.6]",,High Pass,,66.76504,Incomplete,,André Hahn,8322.0,,,,,,1,From Kick Off,Håvard Nordtveit,8395.0,Left Center Back,2,Borussia Mönchengladbach,185,"['547d22e7-3530-437c-aba6-2bbf372a4631', 'b29f6250-e7ff-4ee9-ae7d-d7b66791f73a']",4,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:04.173,Pass,
,,,,,,,,,,,,,,,,,2.897481,,,,,,,,,,,547d22e7-3530-437c-aba6-2bbf372a4631,11,,,"[25.5, 19.5]",3890541,0,,,True,-0.28393075,,,,,,"[53.6, 11.3]",,High Pass,,29.272,Incomplete,,Mario Götze,8227.0,,,,,Recovery,1,From Kick Off,Jérôme Boateng,5578.0,Center Back,2,Borussia Mönchengladbach,185,"['54a6609e-7fcf-4636-868e-ce404f16b37c', '619ba928-031f-4a74-aa02-74968294e18f', '92d7711f-b437-4761-9288-ec550bc773c9', '9df215af-1595-40ea-918f-4b7d57997475']",7,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:07.764,Pass,True
,,,,,,,,,,,,,,,,,0.881203,,,,,,,,,,,272990a1-dbbf-4c6e-82bf-4907625c6c1a,15,,,"[66.5, 68.4]",3890541,0,,,,0.5020902,,Right Foot,,,,"[76.7, 74.0]",,Ground Pass,,11.63615,,,Ibrahima Traoré,11285.0,,,,,,1,From Kick Off,Nico Elvedi,8814.0,Right Center Back,2,Borussia Mönchengladbach,185,['acda15ad-694f-489d-ae87-a28763ba8138'],11,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:11.161,Pass,
