50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,47cef929-34ca-423f-90c9-6f5ba8982a7c,1,,,,3890326,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40460, 'name': 'Tobias Levels'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 34}, {'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 40459, 'name': 'Roger de Oliveira Bernardo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 12551, 'name': 'Max Christiansen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 9103, 'name': 'Lukas Hinterseer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Ingolstadt,189,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7aada9e7-11ab-470c-949b-0705c5217bfb,2,,,,3890326,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9134, 'name': 'Aleksandar Ignjovski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8812, 'name': 'Marco Russ'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 8504, 'name': 'Bastian Oczipka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 400619, 'name': 'Stefan Reinartz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 10896, 'name': 'Marc Stendera'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 23268, 'name': 'Alexander Meier'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 21156, 'name': 'Stefan Aigner'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 16}, {'player': {'id': 7846, 'name': 'Luc Castaignos'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 30}]}",Eintracht Frankfurt,184,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f8543ba7-a1f1-4abf-bbec-d26084ea54d5,3,,,,3890326,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,['2df85d12-2379-4625-bca7-6929450735ea'],0,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2df85d12-2379-4625-bca7-6929450735ea,4,,,,3890326,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,['f8543ba7-a1f1-4abf-bbec-d26084ea54d5'],0,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d0e1f84b-8cda-4d08-8981-e0125dd89578,1880,,,,3890326,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,101,Ingolstadt,189,['dd2aa8f0-2117-4caa-ab9e-41a70f6924e4'],0,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dd2aa8f0-2117-4caa-ab9e-41a70f6924e4,1881,,,,3890326,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,101,Ingolstadt,189,['d0e1f84b-8cda-4d08-8981-e0125dd89578'],0,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.468902,,,,,,,,,,,,,c093dd2a-a242-41c6-b3f7-251eaf0108f1,5,,,"[60.0, 40.0]",3890326,0,,True,,,1.418147,,Right Foot,,,"[60.2, 41.3]",,Ground Pass,1.3152946,,,,Stefan Aigner,21156.0,,,,,,Kick Off,1,From Kick Off,Luc Castaignos,7846.0,Left Center Forward,2,Eintracht Frankfurt,184,['c3a973fd-58d5-4392-b7bf-4beb51e8a48a'],0,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.148,Pass,
,,,,,,,,,,,,,,,,,,,,0.942813,,,,,,,,,,,,,a14c6dfc-6b77-458d-a650-3712c9229240,7,,,"[61.7, 41.3]",3890326,0,,,,,-2.5790946,,Right Foot,,,"[47.9, 32.6]",,Ground Pass,16.313492,,,,Alexander Meier,23268.0,,,,,,,1,From Kick Off,Stefan Aigner,21156.0,Right Center Forward,2,Eintracht Frankfurt,184,['c4222e9d-3513-4325-b059-b947f7e60f0f'],0,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.620,Pass,
,,,,,,,,,,,,,,,,,,,,1.006387,,,,,,,,,,,,,468e7fca-e560-4125-ba22-fed1063698eb,10,,,"[47.9, 32.6]",3890326,0,,,,,2.1716516,,Right Foot,,,"[41.8, 41.5]",,Ground Pass,10.78981,,,,Stefan Reinartz,400619.0,,,,,,,1,From Kick Off,Alexander Meier,23268.0,Center Attacking Midfield,2,Eintracht Frankfurt,184,['3869ca92-bdf4-4c9e-a04e-1fb723a0356c'],1,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:01.683,Pass,
,,,,,,,,,,,,,,,,,,,,1.501142,,,,,,,,,,,,,a162743f-2e92-42f3-8b57-57e8baac71aa,13,,,"[41.8, 41.5]",3890326,0,,,,,-2.0954096,,Right Foot,,,"[29.3, 19.9]",,Ground Pass,24.956161,,,,Marco Russ,8812.0,,,,,,,1,From Kick Off,Stefan Reinartz,400619.0,Center Defensive Midfield,2,Eintracht Frankfurt,184,['1aab02ef-5e31-4b25-80f5-89de28bf895c'],4,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:04.476,Pass,
,,,,,,,,,,,,,,,,,,,,1.557778,,,,,,,,,,,,,241a038c-1383-4fc9-814d-eae77c8baa5a,16,,,"[28.0, 22.3]",3890326,0,,,,,1.7779273,,Right Foot,,,"[22.2, 49.9]",,Ground Pass,28.202837,,,,Carlos Augusto Zambrano Ochandarte,36359.0,,,,,,,1,From Kick Off,Marco Russ,8812.0,Left Center Back,2,Eintracht Frankfurt,184,['620a5d69-24a7-49d8-947e-696f58875965'],7,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:07.404,Pass,
,,,,,,,,,,,,,,,,,,,,2.628425,,,,,,,,,,,,,e7cd10e8-b0e3-4796-b811-693b13d049bb,20,,,"[26.9, 32.9]",3890326,0,,,,,-0.596262,,Left Foot,,,"[65.8, 6.5]",,High Pass,47.012444,,Incomplete,,Luc Castaignos,7846.0,,,,,,,1,From Kick Off,Carlos Augusto Zambrano Ochandarte,36359.0,Right Center Back,2,Eintracht Frankfurt,184,"['75bc4f11-6a11-4c80-9ff5-024989822670', '8781357d-b4a0-433b-8731-c18c356ecf2a', 'b4e1280f-76cf-46d1-9f0c-2209a6121df2']",12,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:12.355,Pass,True
,,,,,,,,,,,,,,,,,,,,1.822825,,,,,,,,,,,,,75bc4f11-6a11-4c80-9ff5-024989822670,22,,,"[54.3, 73.6]",3890326,0,,,,,-0.14106855,,Head,,,"[71.2, 71.2]",,High Pass,17.069563,,Incomplete,,Max Christiansen,12551.0,,,,,,Recovery,1,From Kick Off,Tobias Levels,40460.0,Right Back,2,Eintracht Frankfurt,184,"['1539bd18-b877-4c6c-a6eb-c66a9ffd9e0a', '57877119-7fac-4a89-ab0f-77f574e49bfd', 'e7cd10e8-b0e3-4796-b811-693b13d049bb']",14,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:14.983,Pass,
,,,,,,,,,,,,,,,,,,,,0.758416,,,,,,,,,,,,,57877119-7fac-4a89-ab0f-77f574e49bfd,25,,,"[48.9, 8.9]",3890326,0,,,,True,0.6235607,,,,,"[54.6, 13.0]",,High Pass,7.0213957,,,,Marc Stendera,10896.0,,,,,,Recovery,1,From Kick Off,Bastian Oczipka,8504.0,Left Back,2,Eintracht Frankfurt,184,"['58c33bb9-21f4-41ac-b5bc-bfa49f2d5324', '75bc4f11-6a11-4c80-9ff5-024989822670', '76877539-6073-493a-af3e-f45001bfd376']",16,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:16.806,Pass,True
,,,,,,,,,,,,,,,,,,,,1.979804,,,,,,,,,,,,,c6fe2a7c-2de9-42c8-9d03-8724601f2ae1,29,,,"[57.1, 13.0]",3890326,0,,,,,0.26005635,,Right Foot,,,"[91.3, 22.1]",,High Pass,35.38997,,Incomplete,,Stefan Aigner,21156.0,,,,,,,1,From Kick Off,Marc Stendera,10896.0,Left Center Midfield,2,Eintracht Frankfurt,184,"['7996de29-5ceb-4c5f-8323-7705f6056495', 'df218317-7e53-4553-ab9c-8bd323a7c3d5', 'e38b5a75-ab84-47d3-8859-1a5a3b031203']",18,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:18.591,Pass,True
,,,,,,,,,,,,,,,,,,,,0.466084,,,,,,,,,,,,,5a5ae305-3a17-4008-8f63-67e4775e9678,33,,,"[83.5, 13.6]",3890326,0,,,,,2.6940727,,Head,,,"[78.5, 16.0]",,Low Pass,5.5461698,,,,Marc Stendera,10896.0,,,,,,Recovery,1,From Kick Off,Luc Castaignos,7846.0,Left Center Forward,2,Eintracht Frankfurt,184,['9cb121e6-cd72-42c2-ac76-7e996f250f51'],24,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:24.543,Pass,
,,,,,,,,,,,,,,,,,,,,1.125841,,,,,,,,,,,,,fe1559bb-767c-440c-bb9b-41bf66ed640a,36,,,"[78.7, 16.0]",3890326,0,,,,,-0.7224185,,Left Foot,,,"[84.6, 10.8]",,Ground Pass,7.864477,,,,Luc Castaignos,7846.0,,,,,,,1,From Kick Off,Marc Stendera,10896.0,Left Center Midfield,2,Eintracht Frankfurt,184,['55fb1474-bb8e-4c65-8135-6420ec1ea6d2'],25,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:25.184,Pass,
