50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f7ea8484-530c-430c-9d9b-4305a69c84c9,1,,,3890545,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8548, 'name': 'Daniel Brosinski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 8549, 'name': 'Giulio Donati'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 8561, 'name': 'Fabian Frei'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 11397, 'name': 'Suat Serdar'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 45}, {'player': {'id': 11278, 'name': 'Karim Onisiwo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 21}, {'player': {'id': 6925, 'name': 'Jairo Samperio Bustara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 8555, 'name': 'Pablo Ezequiel De Blasis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 32}, {'player': {'id': 8817, 'name': 'Jhon Andrés Córdoba Copete'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",FSV Mainz 05,177,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ba49e0f4-0ba6-4f2f-b376-b040f0d4104d,2,,,3890545,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 23499, 'name': 'Jaroslav Drobný'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 6359, 'name': 'Johan Danon Djourou-Gbadjere'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 26791, 'name': 'Emir Spahić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 9407, 'name': 'Gojko Kačar'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 40}, {'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 24205, 'name': 'Nabil Bahoui'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 21}, {'player': {'id': 8308, 'name': 'Aaron Hunt'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 24740, 'name': 'Ivo Iličević'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 8321, 'name': 'Sven Schipplock'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Hamburger SV,171,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d3f21ca8-9aad-4eeb-aa38-a6c2c6000056,3,,,3890545,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['abe08356-2467-4d82-b2e0-73a6c6e3c301'],0,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,abe08356-2467-4d82-b2e0-73a6c6e3c301,4,,,3890545,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['d3f21ca8-9aad-4eeb-aa38-a6c2c6000056'],0,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f1c4504f-1c1f-40a7-a921-716087375ba6,1728,,,3890545,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,107,Hamburger SV,171,['fb4ca0f7-acd6-49b8-bce0-fe0370c29ad8'],0,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fb4ca0f7-acd6-49b8-bce0-fe0370c29ad8,1729,,,3890545,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,107,Hamburger SV,171,['f1c4504f-1c1f-40a7-a921-716087375ba6'],0,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.469334,,,,,,,,,,,,,5bbdb600-6046-489f-b3af-e0c524e80f5b,5,,"[61.0, 40.1]",3890545,0,,,,,1.5385494,,Right Foot,,,,"[61.1, 43.2]",Ground Pass,,3.1016126,,,Jairo Samperio Bustara,6925.0,,,,,Kick Off,1,From Kick Off,Jhon Andrés Córdoba Copete,8817.0,Center Forward,2,FSV Mainz 05,177,['147e1cca-a932-4813-b0f8-2563e1e3f097'],0,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.764,Pass,
,,,,,,,,,,,,,,,,1.880868,,,,,,,,,,,,,6436e2c3-1e9a-44ef-9e8e-ff189ec349e5,8,,"[61.7, 43.2]",3890545,0,,,,,1.943784,,Right Foot,,,,"[49.1, 75.4]",Ground Pass,,34.57745,,,Daniel Brosinski,8548.0,,,,,,1,From Kick Off,Jairo Samperio Bustara,6925.0,Center Attacking Midfield,2,FSV Mainz 05,177,['0598d648-43a9-44c6-a41d-8a650537bcff'],2,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:02.423,Pass,
,,,,,,,,,,,,,,,,1.736002,,,,,,,,,,,,,b01a563c-6a97-4ea7-bccc-53c6ff8b45e1,11,,"[50.2, 75.4]",3890545,0,,,,,-2.475085,,Right Foot,,,,"[33.8, 62.5]",Ground Pass,,20.865522,,,Stefan Bell,8559.0,,,,,,1,From Kick Off,Daniel Brosinski,8548.0,Right Back,2,FSV Mainz 05,177,['d1fee35f-5ee1-45f7-9f62-203d74d89b04'],5,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:05.446,Pass,
,,,,,,,,,,,,,,,,1.97254,,,,,,,,,,,,,3475b875-bb31-4871-bb1c-a39c099eec94,14,,"[34.4, 59.4]",3890545,0,,,,,-1.5168581,,Right Foot,,,,"[36.7, 16.8]",Ground Pass,,42.662045,,,Niko Bungert,13319.0,,True,,,,1,From Kick Off,Stefan Bell,8559.0,Right Center Back,2,FSV Mainz 05,177,['cbee642b-0276-4c31-9211-8d33db853b90'],8,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:08.501,Pass,
