bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.292461,,,,,,,,,,,54b20d50-dfef-4014-8fce-82572e9505a5,14,,"[85.6, 27.3]",3890346,0,,,,,0.1798535,,Head,,,,"[99.9, 29.9]",,High Pass,,14.534442,Incomplete,,,,,,,,,,1,From Kick Off,Lukas Rupp,11395.0,Left Center Midfield,2,VfB Stuttgart,174,['6dd00af4-6834-4531-9099-066d2cf8e2cb'],6,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:06.145,Pass,
,,,,,,,,,,,,,,,,1.872795,,,,,,,,,,,06129cde-bb00-418e-83ff-c2131e6f3d0d,18,,"[21.7, 50.2]",3890346,0,,,,,0.1872949,,Right Foot,,,,"[46.5, 54.9]",,High Pass,,25.241434,Incomplete,,Stefan Kießling,11394.0,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Right Center Back,3,Bayer Leverkusen,904,"['501c6b48-43da-4972-8d4b-d6a793424dae', '9f761bd0-7c1a-4fb1-8806-2ffc5b524631', 'e39687bc-f8be-4c8f-86db-9a0702da3d6e']",8,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:08.101,Pass,True
,,,,,,,,,,,,,,,,2.452265,,,,,,,,,,,42e8a3f1-c7fb-4c40-a3be-7776c9aceed9,24,,"[52.7, 68.8]",3890346,0,,,,,1.8109673,,Right Foot,,,,"[50.3, 78.6]",,Ground Pass,,10.089599,Out,,Julian Brandt,5555.0,,,,,,,1,Regular Play,Stefan Kießling,11394.0,Right Center Forward,3,Bayer Leverkusen,904,['02e0e692-66cf-450a-b4b0-2e2f50f103b6'],12,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:12.320,Pass,
,,,,,,,,,,,,,,,,0.869113,,,,,,,,,,,e0380b68-24a2-4651-aeac-a21958d01849,26,,"[72.6, 0.1]",3890346,0,,,,,0.83663535,,,,,,"[80.0, 8.3]",,Low Pass,,11.045361,,,Martin Harnik,8557.0,,,,,,Throw-in,1,From Throw In,Emiliano Adrián Insúa Zapata,12626.0,Left Back,4,VfB Stuttgart,174,['7d4a36ac-d80b-4781-9b49-66cb0e90e8d7'],27,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:27.476,Pass,
,,,,,,,,,,,,,,,,0.337081,,,,,,,,,,,1a3bc890-f4f9-4413-9d97-36785a7173d3,30,,"[74.9, 10.4]",3890346,0,,,,,-2.0268683,,Right Foot,,,,"[72.3, 5.1]",,Ground Pass,,5.903389,Incomplete,,Emiliano Adrián Insúa Zapata,12626.0,,,,,,,1,From Throw In,Martin Harnik,8557.0,Left Center Forward,4,VfB Stuttgart,174,"['1b232e38-2f2a-4637-bf55-62bfe598c016', '28ed5858-e421-4fa3-a21c-34b6d52c6dab', 'b72b0698-b5ba-4439-8c99-a2335f3478e6']",29,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:29.292,Pass,True
,,,,,,,,,,,,,,,,1.445326,,,,,,,,,,,187a9e91-8b12-4216-bcda-0cac2d626bd3,37,,"[56.3, 72.2]",3890346,0,,,,,-2.7383113,,Right Foot,,,,"[41.3, 65.8]",,Ground Pass,,16.30828,,,Jonathan Tah,8221.0,,,,,,Free Kick,1,From Free Kick,Hakan Çalhanoğlu,7039.0,Right Defensive Midfield,6,Bayer Leverkusen,904,['a13d10b2-cf13-44ac-8fa7-103cb0663448'],42,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:42.847,Pass,
,,,,,,,,,,,,,,,,1.958198,,,,,,,,,,,98840897-2729-465d-991d-af3a1ebdd7d5,40,,"[40.1, 63.2]",3890346,0,,,,,-1.7703518,,Right Foot,,,,"[34.7, 36.5]",,Ground Pass,,27.240595,,,Ömer Toprak,8573.0,,,,,,,1,From Free Kick,Jonathan Tah,8221.0,Right Center Back,6,Bayer Leverkusen,904,['49f22482-c91c-4178-99b9-10642e6b789a'],45,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:45.242,Pass,
,,,,,,,,,,,,,,,,1.465826,,,,,,,,,,,ca1dd9bc-aec0-4ac0-8cd3-4a4b4a34272c,43,,"[35.8, 40.8]",3890346,0,,,,,1.6284248,,Right Foot,,,,"[34.9, 56.4]",,Ground Pass,,15.62594,,,Jonathan Tah,8221.0,,,,,,,1,From Free Kick,Ömer Toprak,8573.0,Left Center Back,6,Bayer Leverkusen,904,['2f0b186e-09b2-4b8b-8a80-065f1c28ee93'],50,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:50.014,Pass,
,,,,,,,,,,,,,,,,2.238507,,,,,,,,,,,7a6f5e17-b2a0-49fa-9f21-15b5974cdd27,46,,"[38.3, 55.8]",3890346,0,,,,,-1.8439493,,Right Foot,,,,"[31.1, 30.1]",,Ground Pass,,26.68951,,,Ömer Toprak,8573.0,,,,,,,1,From Free Kick,Jonathan Tah,8221.0,Right Center Back,6,Bayer Leverkusen,904,['1f3cfefc-b8d7-4340-abd3-993c47ed7726'],53,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:53.421,Pass,
,,,,,,,,,,,,,,,,0.899234,,,,,,,,,,,e325883b-2050-4cb5-b441-8fdedda3a72d,49,,"[31.1, 30.1]",3890346,0,,,,,0.21253063,,Left Foot,,,,"[50.1, 34.2]",,Ground Pass,,19.437336,,,Kevin Kampl,8222.0,,,,,,,1,From Free Kick,Ömer Toprak,8573.0,Left Center Back,6,Bayer Leverkusen,904,['4c5e567a-813f-41eb-bc44-4ae72b724d99'],55,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:55.662,Pass,
,,,,,,,,,,,,,,,,1.372361,,,,,,,,,,,a7e82591-ea45-4a3c-8351-981c89caf467,52,,"[50.5, 36.9]",3890346,0,,,,,1.4561695,,Right Foot,,,,"[54.0, 67.3]",,Ground Pass,,30.600817,,,Hakan Çalhanoğlu,7039.0,,,,,,,1,From Free Kick,Kevin Kampl,8222.0,Left Defensive Midfield,6,Bayer Leverkusen,904,['bd35a8d5-3ecb-4701-899b-0bc27bb15183'],57,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:57.604,Pass,
,,,,,,,,,,,,,,,,1.59519,,,,,,,,,,,c4984263-3b01-4f66-a859-3c6a28a385ce,62,,"[57.4, 10.0]",3890346,1,,,,,1.0764979,,Right Foot,,,,"[66.4, 26.7]",,Ground Pass,,18.970766,Incomplete,,Daniel Didavi,8243.0,,,,,,Recovery,1,From Free Kick,Lukas Rupp,11395.0,Left Center Midfield,6,Bayer Leverkusen,904,"['50a8e2b0-573a-4ae0-958a-5d4ebc15856e', 'ece4737a-de86-45fd-acdb-ac13df3b8b73']",2,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:02.841,Pass,
,,,,,,,,,,,,,,,,2.822593,,,,,,,,,,,7bcb3e53-97f9-46aa-8648-519e6ec4b1a1,66,,"[51.8, 52.6]",3890346,1,,,,,-1.2300607,,Right Foot,,,,"[68.5, 5.5]",,Low Pass,,49.972992,,,Wendell Nascimento Borges,8212.0,,,True,,,,1,From Free Kick,Kevin Kampl,8222.0,Left Defensive Midfield,6,Bayer Leverkusen,904,['5706b846-6df6-445d-af08-de580b65984a'],5,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:05.532,Pass,
,,,,,,,,,,,,,,,,1.101194,,,,,,,,,,,1325c81a-23a7-4eb0-9218-e7f659ceb423,70,,"[76.6, 14.5]",3890346,1,,,,,0.6122613,,Left Foot,,,,"[89.7, 23.7]",,Ground Pass,,16.00781,,,Stefan Kießling,11394.0,,,,,,,1,From Free Kick,Wendell Nascimento Borges,8212.0,Left Back,6,Bayer Leverkusen,904,['4eef5047-7863-4772-b892-110a38008f46'],11,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:11.443,Pass,
,,,,,,,,,,,,,,,,1.430546,,,,,,,,,,,d9b04a34-3ebd-4e29-b64e-4edeaedb675d,73,,"[89.7, 23.7]",3890346,1,,,,,-1.2947885,,Right Foot,,,,"[94.6, 6.4]",,Ground Pass,,17.980545,,,Julian Brandt,5555.0,,,,,,,1,From Free Kick,Stefan Kießling,11394.0,Right Center Forward,6,Bayer Leverkusen,904,['126ffeee-0813-4931-bf19-e54611b3a48f'],12,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:12.745,Pass,
,,,,,,,,,,,,,,,,2.043277,,,,,,,,,,,83d047c9-f1a3-405a-8a21-5cb5d63ed360,76,,"[102.3, 23.7]",3890346,1,,,,,-0.5644286,,Right Foot,,,,"[119.2, 13.0]",,Ground Pass,,20.0025,Out,,Stefan Kießling,11394.0,,,,,,,1,From Free Kick,Julian Brandt,5555.0,Right Midfield,6,Bayer Leverkusen,904,['7832497d-2164-4d58-a453-aeffa37a64ef'],16,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:16.297,Pass,
,,,,,,,,,,,,,,,,2.796731,,,,,,,,,,,511fccaa-2492-4d07-a78f-68925753eafe,78,,"[7.0, 44.1]",3890346,1,,True,,,0.03253824,,Right Foot,,,,"[62.3, 45.9]",,High Pass,,55.32929,,,Lukas Rupp,11395.0,,,,,,Goal Kick,1,From Goal Kick,Przemysław Tytoń,9082.0,Goalkeeper,7,VfB Stuttgart,174,['7b657a77-d330-43f3-b0c8-f0655a774f77'],47,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:47.114,Pass,
,,,,,,,,,,,,,,,,1.666346,,,,,,,,,,,960f4854-a956-4009-b454-fe28dd21151a,80,,"[62.3, 45.9]",3890346,1,,,,,-0.18534794,,Head,,,,"[81.5, 42.3]",,High Pass,,19.534584,Incomplete,,,,,,,,,,1,From Goal Kick,Lukas Rupp,11395.0,Left Center Midfield,7,VfB Stuttgart,174,['55a45831-6101-48ec-9744-ffe7c0c3cbc9'],50,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:50.054,Pass,
,,,,,,,,,,,,,,,,2.812691,,,,,,,,,,,55a45831-6101-48ec-9744-ffe7c0c3cbc9,81,,"[38.6, 37.8]",3890346,1,,,,,0.03983399,,Head,,,,"[66.2, 38.9]",,High Pass,,27.621912,,,Stefan Kießling,11394.0,,,,,,Recovery,1,Regular Play,Sebastian Boenisch,20415.0,Right Back,8,Bayer Leverkusen,904,"['21d4cc3f-31f8-4f0e-8142-449c845c1a1d', '960f4854-a956-4009-b454-fe28dd21151a']",51,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:51.720,Pass,
,,,,,,,,,,,,,,,,0.748604,,,,,,,,,,,7cafe44b-ce3b-495f-8f6c-d350ac9be922,83,,"[66.2, 38.9]",3890346,1,,,,,-1.2442149,,Head,,,,"[70.4, 26.5]",,Low Pass,,13.091982,Incomplete,,Julian Brandt,5555.0,,,,,,,1,Regular Play,Stefan Kießling,11394.0,Right Center Forward,8,Bayer Leverkusen,904,"['7c4994d7-481b-40cf-8388-67d670d1a8ee', '7df24771-d96b-41a0-a43a-ac1a1c7ee9e1']",55,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:55.117,Pass,
,,,,,,,,,,,,,,,,2.548096,,,,,,,,,,,ca475d72-feed-4763-b94b-94741091e87f,88,,"[51.2, 51.3]",3890346,1,,,,True,2.592613,,,,,,"[32.4, 62.8]",,Low Pass,,22.038376,,,Jonathan Tah,8221.0,,,,,,Recovery,1,Regular Play,Sebastian Boenisch,20415.0,Right Back,8,Bayer Leverkusen,904,"['3c0e08be-83c2-4df1-827f-874d2d4c95fd', '98b1cc8c-e135-445b-924c-846e29b31068']",59,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:59.277,Pass,True
,,,,,,,,,,,,,,,,2.864408,,,,,,,,,,,03c49dac-e237-40c6-9fbf-59227e384169,92,,"[28.9, 63.9]",3890346,2,,,,,-2.7639997,,Left Foot,,,,"[5.2, 54.5]",,Ground Pass,,25.496078,,,Bernd Leno,15581.0,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Right Center Back,8,Bayer Leverkusen,904,"['00ed3889-690f-4181-bbd6-c863ebdd8001', 'bc405be7-c190-4102-ba4c-89729a214545']",2,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:02.557,Pass,True
,,,,,,,,,,,,,,,,3.93415,,,,,,,,,,,5cd8f243-2ac7-4134-ab94-85c4677cb759,96,,"[3.3, 55.3]",3890346,2,,,,,0.1886676,,Right Foot,,,,"[65.1, 67.1]",,High Pass,,62.916454,,,Javier Hernández Balcázar,3058.0,,,,,,,1,Regular Play,Bernd Leno,15581.0,Goalkeeper,8,Bayer Leverkusen,904,"['515864c8-12b7-4c7d-9fb2-3bc8cf84b1e0', 'f3566a43-9b04-41f2-8bd3-a56f46894d15']",6,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:06.675,Pass,True
,,,,,,,,,,,,,,,,0.715493,,,,,,,,,,,5cdeebf7-5f68-41c0-ac9c-5601a19575a4,99,,"[65.1, 67.1]",3890346,2,,,,,-0.22892499,,Right Foot,,,,"[75.4, 64.7]",,Low Pass,,10.575916,Incomplete,,Stefan Kießling,11394.0,,,,,,,1,Regular Play,Javier Hernández Balcázar,3058.0,Left Center Forward,8,Bayer Leverkusen,904,"['3233b9dc-d626-495d-bd0a-96813dfc7567', 'eef47071-fbff-479d-888a-c95bbf25734f']",10,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:10.624,Pass,
,,,,,,,,,,,,,,,,3.727432,,,,,,,,,,,94821d54-2e48-483f-89b9-4deed10c162b,103,,"[21.4, 27.3]",3890346,2,,,,,1.9966468,,Right Foot,,,,"[8.2, 56.4]",,Ground Pass,,31.953873,,,Przemysław Tytoń,9082.0,,,,,,Recovery,1,Regular Play,Toni Šunjić,38172.0,Right Center Back,9,VfB Stuttgart,174,"['7e0009fa-17bf-4d4b-9ee1-1365ac2e87f6', 'a290fe37-684b-453f-8530-9c2317b54137']",14,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:14.668,Pass,True
,,,,,,,,,,,,,,,,2.551335,,,,,,,,,,,9042f10b-4e7d-45c5-97f7-923f11aa84a8,106,,"[3.9, 65.8]",3890346,2,,,,,-0.18998829,,Right Foot,,,,"[55.9, 55.8]",,High Pass,,52.95281,Incomplete,,Daniel Didavi,8243.0,,,,,,,1,Regular Play,Przemysław Tytoń,9082.0,Goalkeeper,9,VfB Stuttgart,174,"['273fd640-a243-47e3-938c-22f8a4938eb5', '9d6f3f2b-30c4-4787-b9d8-c8937dfa6a77']",18,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:18.884,Pass,
,,,,,,,,,,,,,,,,2.387595,,,,,,,,,,,9d6f3f2b-30c4-4787-b9d8-c8937dfa6a77,108,,"[64.2, 24.3]",3890346,2,,,,,-0.07199076,,Head,,,,"[85.0, 22.8]",,High Pass,,20.854017,Incomplete,,Stefan Kießling,11394.0,,,,,,Recovery,1,Regular Play,Ömer Toprak,8573.0,Left Center Back,9,VfB Stuttgart,174,"['5c5f8496-8bd4-4930-88b0-a0e517c11cdc', '9042f10b-4e7d-45c5-97f7-923f11aa84a8', 'e70852fb-1fac-4009-ab35-f3ef0cc860b6']",21,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:21.435,Pass,
,,,,,,,,,,,,,,,,0.87138,,,,,,,,,,,5c5f8496-8bd4-4930-88b0-a0e517c11cdc,110,,"[35.1, 57.3]",3890346,2,,,,,0.28872952,,Head,,,,"[45.2, 60.3]",,Low Pass,,10.536128,,,Carlos Armando Gruezo Arboleda,12583.0,,,,,,Recovery,1,Regular Play,Toni Šunjić,38172.0,Right Center Back,9,VfB Stuttgart,174,"['5013f827-d011-4deb-81f1-4ef60f58be74', '9d6f3f2b-30c4-4787-b9d8-c8937dfa6a77']",23,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:23.823,Pass,
,,,,,,,,,,,,,,,,2.569548,,,,,,,,,,,40045ec1-8934-452f-a669-a6581f0d2719,112,,"[45.2, 60.3]",3890346,2,,,,,-1.3650132,,Left Foot,,,,"[49.5, 39.7]",,High Pass,,21.044,,,Lukas Rupp,11395.0,,,,,,,1,Regular Play,Carlos Armando Gruezo Arboleda,12583.0,Right Center Midfield,9,VfB Stuttgart,174,['6c6bd76b-fc69-4e54-ab9d-e09a2c3838b4'],24,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:24.694,Pass,
,,,,,,,,,,,,,,,,1.042235,,,,,,,,,,,b517b8e0-dac6-4649-a567-3c0549f41917,119,,"[79.0, 47.6]",3890346,2,,,,,1.535723,,Right Foot,,,,"[79.4, 59.0]",,Ground Pass,,11.407016,,,Sebastian Boenisch,20415.0,,,,,,,1,Regular Play,Admir Mehmedi,8219.0,Left Midfield,9,VfB Stuttgart,174,['2dafd647-fa74-4d2a-af81-52f9fbaa9861'],29,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:29.798,Pass,
,,,,,,,,,,,,,,,,1.942133,,,,,,,,,,,da91a79a-3f7f-4546-83e7-f2739ddd28ff,123,,"[40.0, 0.1]",3890346,2,,,,,0.18298338,,,,,,"[68.1, 5.3]",,High Pass,,28.57709,,,Daniel Didavi,8243.0,,,,,,Throw-in,1,From Throw In,Emiliano Adrián Insúa Zapata,12626.0,Left Back,10,VfB Stuttgart,174,['1224a71b-69e6-4a7a-a21a-e4472b2b195c'],47,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:47.267,Pass,
