ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.263557,,,,,,,,,,,,9bce6cfe-f71f-4001-a244-43bbeacb0550,17,,,"[96.6, 5.1]",3890559,0,,,,-0.81103355,,Right Foot,,,,"[100.4, 1.1]",,Ground Pass,,5.517246,,,,Miiko Martín Albornoz Inola,13126.0,,,,,,,1,From Throw In,Iver Tobias Rørvik Fossum,13125.0,Center Attacking Midfield,3,Hannover 96,178,"['a78b0343-c198-4cb6-9214-0c29e1801dfe', 'bb5e3bda-e4bc-4628-b9d3-a2af0d40426a']",13,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:13.797,Pass,True
,,,,,,,,,,,,,,,,0.336696,,,,,,,,,,,,c0ab36b9-90a4-4cbf-ac98-79fe0c4b330e,21,,,"[104.1, 2.6]",3890559,0,,,,1.3734008,,Right Foot,,,,"[105.0, 7.1]",,Low Pass,,4.5891175,,,,Felix Klaus,8551.0,,,,,,,1,From Throw In,Miiko Martín Albornoz Inola,13126.0,Left Back,3,Hannover 96,178,['bc73737d-5e95-4e63-b8f9-b668615f8f78'],15,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:15.466,Pass,
,,,,,,,,,,,,,,,,1.995575,,,,,,,,,,,,50617831-f1de-4523-88d0-8da85f984698,26,,,"[22.7, 73.0]",3890559,0,,,,-0.0519014,,Right Foot,,,,"[38.1, 72.2]",,Ground Pass,,15.420765,,Incomplete,,Mario Götze,8227.0,,,,,,Recovery,1,From Throw In,Thiago Alcântara do Nascimento,5208.0,Right Defensive Midfield,3,Hannover 96,178,"['58573a2b-a8ac-48ac-82e7-cf980f7d6655', '6a3414a2-5d6e-4459-aefd-2abed23fbc64']",17,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:17.423,Pass,
,,,,,,,,,,,,,,,,0.141376,,,,,,,,,,,,e1a47ea8-a68b-4052-b425-e653b695c4c1,32,,,"[76.3, 3.1]",3890559,0,,,,0.0,,Right Foot,,,,"[78.7, 3.1]",,Ground Pass,,2.4,,Incomplete,,Miiko Martín Albornoz Inola,13126.0,,,,,,,1,From Throw In,Manuel Schmiedebach,8543.0,Right Defensive Midfield,3,Hannover 96,178,"['29c85d88-a702-4f68-b931-259dbbb0b172', '66bf5f80-3dba-4da4-86fa-f299183295a2']",21,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:21.435,Pass,
,,,,,,,,,,,,,,,,0.886565,,,,,,,,,,,,2f62d5d5-8533-4dfd-9e48-bfebb1cd7158,35,,,"[83.1, 0.1]",3890559,0,,,,0.87605804,,,,,,"[89.1, 7.3]",,Low Pass,,9.372299,,,,Edgar Prib,24914.0,,,,,,Throw-in,1,From Throw In,Miiko Martín Albornoz Inola,13126.0,Left Back,4,Hannover 96,178,['4d43e768-00b9-42dc-beaf-9d9405fa7896'],36,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:36.323,Pass,
,,,,,,,,,,,,,,,,0.887357,,,,,,,,,,,,5d58419d-d821-45fc-8387-d043d2727697,40,,,"[85.4, 4.0]",3890559,0,,,,0.055498507,,Left Foot,,,,"[92.6, 4.4]",,Low Pass,,7.2111025,,,,Felix Klaus,8551.0,,,,,,,1,From Throw In,Edgar Prib,24914.0,Left Defensive Midfield,4,Hannover 96,178,"['8169dafb-f6e9-4e72-b4e4-011053d5034d', 'b994eb83-95b6-4b1e-bca9-32a6d53ee639', 'c4945060-e8f8-4594-b52e-946e6defb240']",38,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:38.250,Pass,True
,,,,,,,,,,,,,,,,1.146328,,,,,,,,,,,,3d31c216-1008-4cac-94ba-b3e76bd597e8,43,,,"[92.0, 11.9]",3890559,0,,,,2.5695632,,Right Foot,,,,"[84.7, 16.6]",,Ground Pass,,8.682166,,,,Edgar Prib,24914.0,,,,,,,1,From Throw In,Felix Klaus,8551.0,Left Wing,4,Hannover 96,178,['5e7c3a73-c3e4-4f62-acd5-89f18d89d9cc'],40,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:40.020,Pass,
,,,,,,,,,,,,,,,,0.725692,,,,,,,,,,,,06663489-32c5-47af-8af4-8d3c22cb7ce5,46,,,"[84.7, 16.6]",3890559,0,,,,0.41040644,,Right Foot,,,,"[97.8, 22.3]",,Ground Pass,,14.286357,,,,Artur Sobiech,11845.0,,,,,,,1,From Throw In,Edgar Prib,24914.0,Left Defensive Midfield,4,Hannover 96,178,['ad28a760-351d-49f5-ab72-e617739195c8'],41,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:41.166,Pass,
,,,,,,,,,,,,,,,,0.714903,,,,,,,,,,,,2772602f-151b-4db5-b369-dbeba3e7cece,49,,,"[97.8, 22.3]",3890559,0,,,,1.8925469,77b22580-82e7-4c9e-b9ac-20f77406b2d3,Left Foot,,,,"[96.1, 27.4]",,Ground Pass,,5.375872,,,,Felix Klaus,8551.0,True,,,,,,1,From Throw In,Artur Sobiech,11845.0,Center Forward,4,Hannover 96,178,['ab42a0a5-a981-469f-8fbf-2b52e80d8f4e'],41,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:41.932,Pass,
,,,,,,,,,,,,,,,,1.369506,,,,,,,,,,,,40ad5981-765c-4d5d-ac3f-5b4696baf573,53,,,"[7.0, 36.1]",3890559,0,,,,1.5469913,,Left Foot,,,,"[7.7, 65.5]",,Ground Pass,,29.408333,,,,Medhi Amine El Mouttaqi Benatia,5244.0,,,,,,Goal Kick,1,From Goal Kick,Manuel Neuer,5570.0,Goalkeeper,5,Bayern Munich,169,['87063f1a-f68e-4c9a-9f9f-ee841b8a3bdf'],52,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:52.081,Pass,
,,,,,,,,,,,,,,,,1.383392,,,,,,,,,,,,d4e29ff9-8b23-4673-a707-49ead00d44e9,56,,,"[7.7, 65.5]",3890559,0,,,,-1.7803192,,Right Foot,,,,"[4.0, 48.1]",,Ground Pass,,17.789042,,,,Manuel Neuer,5570.0,,,,,,,1,From Goal Kick,Medhi Amine El Mouttaqi Benatia,5244.0,Right Center Back,5,Bayern Munich,169,['95e0b60c-4a63-45ad-8f20-07ad6aae2626'],54,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:54.476,Pass,
,,,,,,,,,,,,,,,,2.167932,,,,,,,,,,,,5b18a315-5210-4a50-ba13-1e5a41b749d9,60,,,"[4.7, 46.0]",3890559,0,,,,-1.5401937,,Right Foot,,,,"[5.6, 16.6]",,Ground Pass,,29.413773,,,,Jérôme Boateng,5578.0,,,,,,,1,From Goal Kick,Manuel Neuer,5570.0,Goalkeeper,5,Bayern Munich,169,['709a6c37-ede3-455f-9f7c-4deb7063306b'],57,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:57.004,Pass,
,,,,,,,,,,,,,,,,1.620569,,,,,,,,,,,,cd3ca148-ab9c-4588-bc45-2e0c550cfa71,64,,,"[5.9, 15.9]",3890559,1,,,,-0.49984348,,Left Foot,,,,"[34.1, 0.5]",,High Pass,,32.13098,,Out,,,,,,,,,,1,From Goal Kick,Jérôme Boateng,5578.0,Left Center Back,5,Bayern Munich,169,,0,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:00.358,Pass,
,,,,,,,,,,,,,,,,0.79614,,,,,,,,,,,,e73b3302-64ad-40db-91bd-1614cf99184b,65,,,"[84.7, 80.0]",3890559,1,,,,-0.76071185,,,,,,"[93.0, 72.1]",,Low Pass,,11.458621,,,,Iver Tobias Rørvik Fossum,13125.0,,,,,,Throw-in,1,From Throw In,Fynn Arkenberg,131141.0,Right Back,6,Hannover 96,178,['807f891c-5adf-43e7-9527-797820c8249c'],11,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:11.639,Pass,
,,,,,,,,,,,,,,,,0.919922,,,,,,,,,,,,3c8c3df0-4747-4ba5-b665-8f12536ca724,69,,,"[93.1, 72.1]",3890559,1,,,,2.9382565,,Right Foot,,,,"[83.4, 74.1]",,Low Pass,,9.904039,,,,Fynn Arkenberg,131141.0,,,,,,,1,From Throw In,Iver Tobias Rørvik Fossum,13125.0,Center Attacking Midfield,6,Hannover 96,178,['3c987980-f3fb-4c0e-86ab-fda20b62710c'],12,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:12.512,Pass,
,,,,,,,,,,,,,,,,0.966198,,,,,,,,,,,,8fcf49c8-0efd-4f26-9393-7d4cc98bac5a,72,,,"[83.4, 74.1]",3890559,1,,,,-0.58540523,,Right Foot,,,,"[92.3, 68.2]",,Ground Pass,,10.678015,,,,Manuel Schmiedebach,8543.0,,,,,,,1,From Throw In,Fynn Arkenberg,131141.0,Right Back,6,Hannover 96,178,"['500d6093-5002-4d6e-8074-03b711800d54', 'cfa4dcc2-9090-4d87-a7bc-12dd3cf39022']",13,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:13.432,Pass,True
,,,,,,,,,,,,,,,,0.73362,,,,,,,,,,,,ce0ff5d3-8a1a-4b7d-b06e-55f90c9d30a1,75,,,"[93.0, 72.3]",3890559,1,,,,1.9472866,,Right Foot,,,,"[91.3, 76.6]",,Ground Pass,,4.6238513,,,,Iver Tobias Rørvik Fossum,13125.0,,,,,,,1,From Throw In,Manuel Schmiedebach,8543.0,Right Defensive Midfield,6,Hannover 96,178,['bceea9e2-b8c3-4cc9-80b0-6e78fa42ef5a'],14,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:14.398,Pass,
,,,,,,,,,,,,,,,,0.148967,,,,,,,,,,,,5dc94720-c7e6-45dc-afe9-515a6fcd8f43,79,,,"[91.5, 76.6]",3890559,1,,,,-1.3734008,,Right Foot,,,,"[92.3, 72.6]",,Ground Pass,,4.0792155,,Incomplete,,Manuel Schmiedebach,8543.0,,,,,,,1,From Throw In,Iver Tobias Rørvik Fossum,13125.0,Center Attacking Midfield,6,Hannover 96,178,"['1c9b0c60-dc3e-4f9e-9ebd-0368ad3cce22', '81dc2ea7-08c9-4842-a74e-2511be393658', '84cfd82a-1c37-4f8d-9468-effffee1f4a6']",15,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:15.171,Pass,True
,,,,,,,,,,,,,,,,0.832592,,,,,,,,,,,,f699a2b3-a78b-439f-9ccc-832a16af04ed,91,,,"[86.1, 72.8]",3890559,1,,,,-0.43240777,,Right Foot,,,,"[91.3, 70.4]",,Ground Pass,,5.7271285,,,,Valmir Sulejmani,49010.0,,,,,,,1,From Throw In,Iver Tobias Rørvik Fossum,13125.0,Center Attacking Midfield,6,Hannover 96,178,"['5cfdb50c-2d0d-49e2-95b0-3a0cadb5a5af', '8db9a3d0-cdaa-49ac-81af-54c7205aadf2']",19,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:19.077,Pass,True
,,,,,,,,,,,,,,,,0.167139,,,,,,,,,,,,ca6fc000-fd3f-4921-843b-c9b913802863,95,,,"[93.4, 60.2]",3890559,1,,,,0.0809041,,Left Foot,,,,"[97.1, 60.5]",,Ground Pass,,3.7121422,,Incomplete,,Artur Sobiech,11845.0,,,,,,,1,From Throw In,Valmir Sulejmani,49010.0,Right Wing,6,Hannover 96,178,"['11297d1f-0fbb-47ca-9b0a-b75c58ab7dc2', '170a0cb3-5956-430c-9b67-29387605a895', '6fc1bfad-f452-414c-b197-5de211b619f3']",21,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:21.114,Pass,True
,,,,,,,,,,,,,,,,1.210857,,,,,,,,,,,,75925a81-c61b-46e3-950e-4cbdd7fbe0fd,98,,,"[42.8, 17.8]",3890559,1,,,,2.5737486,,Right Foot,,,,"[37.0, 21.5]",,Ground Pass,,6.87968,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,Recovery,1,Regular Play,Franck Bilal Ribéry,8223.0,Left Wing,7,Bayern Munich,169,['be5cd161-b78e-41c3-8e25-91ee7a38b84f'],23,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:23.254,Pass,
,,,,,,,,,,,,,,,,0.450149,,,,,,,,,,,,dd3dac2f-15c3-4baa-b2c7-36d4beee0945,103,,,"[37.3, 18.6]",3890559,1,,,,-0.7316864,,Right Foot,,,,"[42.2, 14.2]",,Ground Pass,,6.5855904,,,,Mario Götze,8227.0,,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Left Defensive Midfield,7,Bayern Munich,169,"['a90b1d9a-f8f2-4d9f-8dc7-81ac82652757', 'd2462dac-d57f-45df-b884-e2fa90cc94e4']",25,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:25.068,Pass,True
,,,,,,,,,,,,,,,,1.048948,,,,,,,,,,,,2927f30e-3d76-4309-8984-82c1843a2e2a,106,,,"[76.9, 61.9]",3890559,1,,,,2.4280705,,Right Foot,,,,"[70.2, 67.7]",,Ground Pass,,8.861715,,,,Manuel Schmiedebach,8543.0,,,,,,Recovery,1,Regular Play,Waldemar Anton,8538.0,Right Center Back,8,Hannover 96,178,['3edf33b9-f041-404b-93e4-467074ca36e2'],26,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:26.569,Pass,
,,,,,,,,,,,,,,,,0.820002,,,,,,,,,,,,33a9028f-c3a4-4b3f-88f3-ef9b5d82b2d6,108,,,"[71.0, 68.2]",3890559,1,,,,0.6306813,,Right Foot,,,,"[77.3, 72.8]",,Ground Pass,,7.800641,,,,Valmir Sulejmani,49010.0,,,,,,,1,Regular Play,Manuel Schmiedebach,8543.0,Right Defensive Midfield,8,Hannover 96,178,['e7127f52-ca9e-4968-abfd-c0febf9c0352'],27,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:27.618,Pass,
,,,,,,,,,,,,,,,,1.751021,,,,,,,,,,,,d553e590-035d-4943-b1a6-2400621b0740,113,,,"[44.3, 0.1]",3890559,1,True,,,1.9482977,,,,,,"[23.8, 51.8]",,High Pass,,55.616005,,,,Medhi Amine El Mouttaqi Benatia,5244.0,,,True,,,Throw-in,1,From Throw In,David Olatukunbo Alaba,8220.0,Left Back,9,Bayern Munich,169,['15e85c03-dbbd-4d2c-b686-5299ccbed1d5'],38,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:38.766,Pass,
,,,,,,,,,,,,,,,,1.142875,,,,,,,,,,,,33a5c358-4613-42bb-b6fe-b29dc66fd94f,115,,,"[33.3, 51.8]",3890559,1,,,,-1.2839329,,Right Foot,,,,"[39.2, 31.8]",,Ground Pass,,20.852098,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,1,From Throw In,Medhi Amine El Mouttaqi Benatia,5244.0,Right Center Back,9,Bayern Munich,169,['a9d07fc0-6e69-42c0-bc3f-d2e019457a55'],41,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:41.870,Pass,
,,,,,,,,,,,,,,,,1.649322,,,,,,,,,,,,13227e71-b67e-4d65-a8d3-f6f610d38ec9,118,,,"[43.2, 29.1]",3890559,1,,,,-1.2716784,,Right Foot,,,,"[50.2, 6.4]",,Ground Pass,,23.75479,,,,David Olatukunbo Alaba,8220.0,,,,,,,1,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Left Defensive Midfield,9,Bayern Munich,169,['ae9fc1e3-ebfc-4e13-892f-cb826dde83f4'],44,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:44.684,Pass,
,,,,,,,,,,,,,,,,0.997377,,,,,,,,,,,,3ce4751d-cdfe-4209-aa3a-f9af72229635,121,,,"[50.2, 6.4]",3890559,1,,,,1.7326337,,Left Foot,,,,"[48.6, 16.2]",,Ground Pass,,9.929753,,,,Jérôme Boateng,5578.0,,,,,,,1,From Throw In,David Olatukunbo Alaba,8220.0,Left Back,9,Bayern Munich,169,['141b5b46-8589-42f2-afdc-827c4334c74d'],47,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:47.275,Pass,
,,,,,,,,,,,,,,,,3.321565,,,,,,,,,,,,4a027fae-179e-4caf-b9f8-07dd6c556af3,124,,,"[48.8, 21.2]",3890559,1,,,,0.910598,,Right Foot,,,,"[87.0, 70.4]",,High Pass,,62.28868,,Pass Offside,,Philipp Lahm,19295.0,,,True,,,,1,From Throw In,Jérôme Boateng,5578.0,Left Center Back,9,Bayern Munich,169,['8078dfa5-b3c5-4809-82ad-9e048063c01e'],50,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:50.148,Pass,
,,,,,,,,,,,,,,,,2.643407,,,,,,,,,,,,7c52ff12-4dd8-48d1-8c6e-6838add259a3,126,,,"[37.8, 6.0]",3890559,2,,,,0.103708215,,Right Foot,,,,"[86.8, 11.1]",,High Pass,,49.264694,,Incomplete,,Artur Sobiech,11845.0,,,,,,Free Kick,1,From Free Kick,Salif Sané,5664.0,Left Center Back,10,Hannover 96,178,"['98026527-5919-47d3-abc3-44e7df53aea9', 'ca9d3eb8-5c45-4c41-9b32-78689a45bc71']",15,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:15.488,Pass,
,,,,,,,,,,,,,,,,1.392417,,,,,,,,,,,,9b2f211d-c3f4-46aa-9151-2ee2beff9e39,130,,,"[84.7, 0.1]",3890559,2,,,,0.6489956,,,,,,"[93.4, 6.7]",,Low Pass,,10.920165,,,,Artur Sobiech,11845.0,,,,,,Throw-in,1,From Throw In,Miiko Martín Albornoz Inola,13126.0,Left Back,11,Hannover 96,178,['b0b42c32-1f09-4d89-a205-aec521b1e9fb'],23,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:23.047,Pass,
