50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4a15ad0f-a46d-4462-8a8b-33f31e58df6e,1,,,3890403,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25003, 'name': 'Sascha Riether'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 7016, 'name': 'Benedikt Höwedes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 32}, {'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 13}, {'player': {'id': 8512, 'name': 'Franco Matías Di Santo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 25}]}",Schalke 04,181,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b85bf794-99b7-443c-a76b-5d531531689a,2,,,3890403,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 40538, 'name': 'Jin-Su Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 6039, 'name': 'Sebastian Rudy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 26832, 'name': 'Tarik Elyounoussi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 14}, {'player': {'id': 8311, 'name': 'Jonathan Schmid'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 27317, 'name': 'Eduardo Jesús Vargas Rojas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Hoffenheim,175,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6d4553f0-0861-4385-8da9-4f5ee6af0230,3,,,3890403,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,['d0cc5bb4-2684-4cbd-bbbe-a90a9184a410'],0,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d0cc5bb4-2684-4cbd-bbbe-a90a9184a410,4,,,3890403,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,['6d4553f0-0861-4385-8da9-4f5ee6af0230'],0,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d06e342f-535e-4348-9747-351805758453,1928,,,3890403,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,91,Hoffenheim,175,['2e4146cc-b43c-4a16-bc18-9ca7a9398b79'],0,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2e4146cc-b43c-4a16-bc18-9ca7a9398b79,1929,,,3890403,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,91,Hoffenheim,175,['d06e342f-535e-4348-9747-351805758453'],0,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.496462,,,,,,,,,,,,c94ae3a5-8ad0-47f3-a96b-9d9871a88590,5,,"[60.0, 40.0]",3890403,0,,,,,1.2924967,,Right Foot,,,,"[60.2, 40.7]",,Ground Pass,,0.728011,,,,Eduardo Jesús Vargas Rojas,27317.0,,,,,Kick Off,1,From Kick Off,Nadiem Amiri,8403.0,Center Attacking Midfield,2,Hoffenheim,175,['22acd333-83e1-4621-b1e0-4137adbe8ecc'],0,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.698,Pass,
,,,,,,,,,,,,,,,,2.027281,,,,,,,,,,,,117b95f3-11f0-4fc9-b502-85100f3bb321,7,,"[60.0, 41.0]",3890403,0,,,,,-2.5545685,,Right Foot,,,,"[36.4, 25.3]",,Ground Pass,,28.345194,,,,Niklas Süle,6322.0,,,,,,1,From Kick Off,Eduardo Jesús Vargas Rojas,27317.0,Center Forward,2,Hoffenheim,175,['806acd82-bd07-4fca-835a-18e95d1fa1c4'],1,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:01.194,Pass,
,,,,,,,,,,,,,,,,3.034844,,,,,,,,,,,,0218c648-28f9-48c8-8e35-6e5f149af3b7,11,,"[35.2, 27.0]",3890403,0,,,,,0.54540837,,Right Foot,,,,"[88.1, 59.1]",,High Pass,,61.87746,,Incomplete,,Tarik Elyounoussi,26832.0,,,,,,1,From Kick Off,Niklas Süle,6322.0,Left Center Back,2,Hoffenheim,175,"['35d16723-1141-4a05-8552-2e057f7f9cf2', 'bd22f68f-55ef-4f0e-95b4-3a9a9b8cbcca', 'defbb2fe-39ec-4044-9b50-a682720399cb']",4,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:04.712,Pass,True
,,,,,,,,,,,,,,,,0.944865,,,,,,,,,,,,35d16723-1141-4a05-8552-2e057f7f9cf2,13,,"[32.0, 21.0]",3890403,0,,,,,0.30641955,,Head,,,,"[49.7, 26.6]",,High Pass,,18.56475,,Incomplete,,Franco Matías Di Santo,8512.0,,,,,Recovery,1,From Kick Off,Sead Kolašinac,3510.0,Left Back,2,Hoffenheim,175,"['0218c648-28f9-48c8-8e35-6e5f149af3b7', '64795554-2829-4ce5-a940-36bab981f852', '80537b22-2a74-47ae-adaf-9a0903abfff6']",7,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:07.747,Pass,
