50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.9922,,,,,,,,,,,,,f50e9007-45c8-43a4-be4f-1ee66dd90f24,17,,"[23.6, 14.4]",3890309,0,,,,-0.8406923,,Head,,,"[36.4, 0.1]",,High Pass,,19.191925,,,Out,,Timo Werner,5557.0,,,,,Recovery,1,From Kick Off,Timo Baumgartl,8956.0,Left Center Back,2,Hannover 96,178,"['30faf85c-a83e-415a-847f-00bede6b47db', '34f15d2b-2695-411f-b17e-fd40c732ca4e', '629729ab-4b40-4196-b16b-881fa8317900']",7,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:07.635,Pass,True
,,,,,,,,,,,,,,,1.624115,,,,,,,,,,,,,58785cef-32c4-40b4-920f-2f0cfc95cb02,19,,"[84.8, 80.0]",3890309,0,,,,-2.7696412,,,,,"[66.6, 72.9]",,Low Pass,,19.535864,,,,,Salif Sané,5664.0,,,,,Throw-in,1,From Throw In,Hiroki Sakai,3530.0,Right Back,3,Hannover 96,178,['2fae4061-95ef-4fbb-992f-b794984aec69'],12,,,,,,,,,,,,,,,,Hannover 96,178,00:00:12.666,Pass,
,,,,,,,,,,,,,,,0.572067,,,,,,,,,,,,,588dbcd7-d976-4d1a-b886-0448f01991ba,22,,"[72.6, 74.2]",3890309,0,,,,-0.7094027,,Right Foot,,,"[83.2, 65.1]",,Ground Pass,,13.970325,,,,,Oliver Sorg,12316.0,,,,,,1,From Throw In,Salif Sané,5664.0,Center Defensive Midfield,3,Hannover 96,178,['fd7c72cf-2933-418f-a997-0dca88930fad'],14,,,,,,,,,,,,,,,,Hannover 96,178,00:00:14.844,Pass,
,,,,,,,,,,,,,,,0.726035,,,,,,,,,,,,,d00d888a-b9bd-4340-9006-c26373df8394,25,,"[83.2, 65.1]",3890309,0,,,,0.95054686,,Right Foot,,,"[90.2, 74.9]",,Ground Pass,,12.043256,,,,,Kenan Karaman,8541.0,,,,,,1,From Throw In,Oliver Sorg,12316.0,Right Center Midfield,3,Hannover 96,178,['8803fb7e-7526-486a-a53f-fab76aac50ba'],16,,,,,,,,,,,,,,,,Hannover 96,178,00:00:16.815,Pass,
,,,,,,,,,,,,,,,1.233979,,,,,,,,,,,,,66860bc9-e9bd-4089-a206-8b5aa1381233,30,,"[90.2, 74.9]",3890309,0,,,,-1.1175922,,Right Foot,,,"[97.7, 59.5]",,Ground Pass,,17.129215,,,Incomplete,,Artur Sobiech,11845.0,,,,,,1,From Throw In,Kenan Karaman,8541.0,Right Attacking Midfield,3,Hannover 96,178,"['68983c0a-2665-425a-bf39-5a206e741c32', 'b40454b6-c181-4029-99a5-ee229f9287b3', 'd61fc545-1248-45fd-b88a-7dd68b1d4f64']",18,,,,,,,,,,,,,,,,Hannover 96,178,00:00:18.422,Pass,True
,,,,,,,,,,,,,,,0.643652,,,,,,,,,,,,,68983c0a-2665-425a-bf39-5a206e741c32,32,,"[22.4, 20.6]",3890309,0,,,,-2.0238624,,Left Foot,,,"[18.7, 13.0]",,Ground Pass,,8.45281,,,Incomplete,,Sereso Geoffroy Gonzaroua Dié,34558.0,,,,,Interception,1,From Throw In,Christian Gentner,8959.0,Left Defensive Midfield,3,Hannover 96,178,"['3e382cdd-027b-4fdd-94af-bff0899502c4', '66860bc9-e9bd-4089-a206-8b5aa1381233', 'e40ee21e-d0c7-440a-904f-cd449f874dde']",19,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:19.656,Pass,
,,,,,,,,,,,,,,,3.287044,,,,,,,,,,,,,06cf21bb-193c-4c4f-b9a6-89544fd16007,35,,"[21.5, 16.3]",3890309,0,,,,-0.91467315,,Left Foot,,,"[30.2, 5.0]",,High Pass,,14.261136,,,Incomplete,,,,,,,,Recovery,1,From Throw In,Emiliano Adrián Insúa Zapata,12626.0,Left Back,3,Hannover 96,178,['00f16d86-2b92-4525-842d-ff5eae9738bf'],20,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:20.771,Pass,
,,,,,,,,,,,,,,,2.038322,,,,,,,,,,,,,00f16d86-2b92-4525-842d-ff5eae9738bf,36,,"[89.9, 75.1]",3890309,0,,,,-0.12153545,,Right Foot,,,"[103.0, 73.5]",,Ground Pass,,13.197349,,,,,Oliver Sorg,12316.0,,,,,Recovery,1,From Throw In,Hiroki Sakai,3530.0,Right Back,3,Hannover 96,178,"['06cf21bb-193c-4c4f-b9a6-89544fd16007', '714bcf4d-52d4-422a-9c0e-a5b86a293834']",24,,,,,,,,,,,,,,,,Hannover 96,178,00:00:24.058,Pass,
,,,,,,,,,,,,,,,1.563597,,,,,,,,,,,,,bf90ddc9-fde4-4af9-9e23-64652a4821a7,44,,"[8.9, 5.0]",3890309,0,,,,0.0414509,,Left Foot,,,"[30.6, 5.9]",,High Pass,,21.718655,,,,,Filip Kostić,5591.0,,,,,,1,Regular Play,Emiliano Adrián Insúa Zapata,12626.0,Left Back,4,VfB Stuttgart,174,"['0a18f4db-e168-4f32-91b8-30115bdb1df5', '1b1ec334-9f82-4403-807f-c867fc16f801']",28,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:28.769,Pass,True
,,,,,,,,,,,,,,,1.862572,,,,,,,,,,,,,8e16aed6-be8c-411c-abaa-bf87ddbd3b34,47,,"[30.6, 5.9]",3890309,0,,,,2.1056025,,Left Foot,,,"[19.7, 24.3]",,High Pass,,21.386211,,,,,Timo Baumgartl,8956.0,,,,,,1,Regular Play,Filip Kostić,5591.0,Left Midfield,4,VfB Stuttgart,174,['f5bb00de-c87e-49c4-9dd6-79add9231fdb'],30,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:30.413,Pass,
,,,,,,,,,,,,,,,2.504735,,,,,,,,,,,,,06610b98-8c8f-4e63-ae00-112caf76598d,50,,"[19.7, 24.3]",3890309,0,,,,-0.99239033,,Right Foot,,,"[35.5, 0.1]",,High Pass,,28.90121,,,Out,,,,,,,,,1,Regular Play,Timo Baumgartl,8956.0,Left Center Back,4,VfB Stuttgart,174,,32,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:32.355,Pass,
,,,,,,,,,,,,,,,0.663624,,,,,,,,,,,,,4b2c7539-2db1-4ee8-a519-665fd14f6407,51,,"[84.6, 80.0]",3890309,0,,,,-1.6488497,,,,,"[83.2, 62.1]",,Low Pass,,17.954664,,,,,Hiroshi Kiyotake,38524.0,,,,,Throw-in,1,From Throw In,Hiroki Sakai,3530.0,Right Back,5,Hannover 96,178,['87870c01-42a8-4dd5-b8e1-46e4eda886bf'],37,,,,,,,,,,,,,,,,Hannover 96,178,00:00:37.175,Pass,
,,,,,,,,,,,,,,,0.999519,,,,,,,,,,,,,83842fb2-a538-46a5-9e1b-a14f006feeff,53,,"[83.2, 62.1]",3890309,0,,,,0.08057054,,Right Foot,,,"[99.3, 63.4]",,Ground Pass,,16.1524,,,Unknown,,Kenan Karaman,8541.0,,,,,,1,From Throw In,Hiroshi Kiyotake,38524.0,Left Attacking Midfield,5,Hannover 96,178,['9666ec42-f826-4494-8daa-d1e9ab8d9289'],37,,,,,,,,,,,,,,,,Hannover 96,178,00:00:37.839,Pass,
,,,,,,,,,,,,,,,0.924125,,,,,,,,,,,,,bfa2c9ec-c657-4207-90d8-12b6238d032c,58,,"[97.7, 63.1]",3890309,1,,,,-1.0865567,,Right Foot,True,,"[106.8, 45.8]",,High Pass,,19.547379,,,Unknown,,,,,,,,Free Kick,1,From Free Kick,Hiroshi Kiyotake,38524.0,Left Attacking Midfield,6,Hannover 96,178,,19,,,,,,,,,,,,,,,,Hannover 96,178,00:01:19.636,Pass,
,,,,,,,,,,,,,,,4.834978,,,,,,,,,,,,,13075710-259a-42f0-84b5-1583cd57500d,61,,"[13.3, 35.3]",3890309,2,,,,0.30811718,,Right Foot,,,"[77.4, 55.7]",,High Pass,,67.2679,,,,,Timo Werner,5557.0,,,,,Free Kick,1,From Free Kick,Przemysław Tytoń,9082.0,Goalkeeper,7,VfB Stuttgart,174,['c84345e7-b62f-4443-b83d-662ec3148277'],6,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:06.795,Pass,
,,,,,,,,,,,,,,,1.185125,,,,,,,,,,,,,75523ae5-c82a-4be3-85c9-8ca6ec601f10,64,,"[77.4, 55.7]",3890309,2,,,True,2.3955443,,,,,"[70.8, 61.8]",,Low Pass,,8.987213,,,,,Sereso Geoffroy Gonzaroua Dié,34558.0,,,,,,1,From Free Kick,Timo Werner,5557.0,Right Center Forward,7,VfB Stuttgart,174,"['3ad0ce69-dc06-44dd-8dff-bbca96bf1c97', '6d38cce2-71dc-46d0-bff0-c8c0d034b318']",11,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:11.670,Pass,True
,,,,,,,,,,,,,,,1.386267,,,,,,,,,,,,,31967215-ca33-42d1-9e34-fea5745afa84,73,,"[13.5, 40.9]",3890309,2,,,,-1.0871514,,Keeper Arm,,,"[23.9, 21.1]",,Ground Pass,,22.365152,,,,,Christian Schulz,400614.0,,,,,,1,Regular Play,Ron-Robert Zieler,8947.0,Goalkeeper,8,Hannover 96,178,['373c6405-a4f2-4e63-bdd2-982ca63f5675'],27,,,,,,,,,,,,,,,,Hannover 96,178,00:02:27.253,Pass,
,,,,,,,,,,,,,,,1.333962,,,,,,,,,,,,,1ff9d8d0-63bb-4ca3-9809-69653c36b50a,76,,"[23.9, 21.1]",3890309,2,,,,-0.7119111,,Right Foot,,,"[41.4, 6.0]",,Ground Pass,,23.114065,,,,,Miiko Martín Albornoz Inola,13126.0,,,,,,1,Regular Play,Christian Schulz,400614.0,Left Center Back,8,Hannover 96,178,['27fbc48d-717f-41bb-9359-845f7c7f8c41'],30,,,,,,,,,,,,,,,,Hannover 96,178,00:02:30.204,Pass,
,,,,,,,,,,,,,,,1.499106,,,,,,,,,,,,,bb657319-4ee7-4037-a935-d0450481f081,78,,"[41.4, 6.0]",3890309,2,,,,1.743158,,Left Foot,,,"[37.1, 30.7]",,Ground Pass,,25.071497,,,,,Salif Sané,5664.0,,,,,,1,Regular Play,Miiko Martín Albornoz Inola,13126.0,Left Back,8,Hannover 96,178,['cbe25dc6-5255-4660-bd99-2f6009e49a53'],31,,,,,,,,,,,,,,,,Hannover 96,178,00:02:31.538,Pass,
,,,,,,,,,,,,,,,1.550775,,,,,,,,,,,,,7075e5b6-cc3b-449e-8ee4-8a428b17430a,81,,"[38.6, 29.8]",3890309,2,,,,-2.3330772,,Right Foot,,,"[21.7, 12.1]",,Ground Pass,,24.472433,,,,,Christian Schulz,400614.0,,,,,,1,Regular Play,Salif Sané,5664.0,Center Defensive Midfield,8,Hannover 96,178,"['2e10c50a-3d50-4b84-863c-28a8e3510fa5', '3baca574-ea28-433e-a858-150564514c32']",33,,,,,,,,,,,,,,,,Hannover 96,178,00:02:33.037,Pass,True
,,,,,,,,,,,,,,,3.064427,,,,,,,,,,,,,28cf3699-9ca4-4596-a5f9-d2dbde3eab77,83,,"[21.7, 12.1]",3890309,2,,,,2.1951027,,Left Foot,,,"[8.3, 30.7]",,Ground Pass,,22.924223,,,,,Ron-Robert Zieler,8947.0,,,,,,1,Regular Play,Christian Schulz,400614.0,Left Center Back,8,Hannover 96,178,['b5ff1f46-c617-4ebe-bc8e-2411286b7915'],34,,,,,,,,,,,,,,,,Hannover 96,178,00:02:34.588,Pass,
,,,,,,,,,,,,,,,3.308232,,,,,,,,,,,,,2937947a-ba15-46b9-91bc-9c00b4899581,86,,"[8.3, 31.1]",3890309,2,,,,-0.098393686,,Right Foot,,,"[54.9, 26.5]",,High Pass,,46.82649,,,Incomplete,,Leon Andreasen,400613.0,,,,,,1,Regular Play,Ron-Robert Zieler,8947.0,Goalkeeper,8,Hannover 96,178,"['3021e255-006b-4fd6-b354-9b36b4b471f2', '9379bbf5-0d29-4b81-9c5a-549b33d9b820', 'd140d5fc-ea85-4c98-abce-65296b852269']",37,,,,,,,,,,,,,,,,Hannover 96,178,00:02:37.652,Pass,True
,,,,,,,,,,,,,,,1.852452,,,,,,,,,,,,,3021e255-006b-4fd6-b354-9b36b4b471f2,89,,"[65.2, 53.6]",3890309,2,,,True,-0.24497867,,,,,"[88.8, 47.7]",,High Pass,,24.326323,,,Incomplete,,,,,,,,Recovery,1,Regular Play,Sereso Geoffroy Gonzaroua Dié,34558.0,Right Defensive Midfield,8,Hannover 96,178,"['2937947a-ba15-46b9-91bc-9c00b4899581', '32242e4c-b709-47af-a4be-f9a114a81c48', 'f7071a85-27fd-4a40-bec3-50d7c2ebbbb2']",40,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:40.961,Pass,True
,,,,,,,,,,,,,,,1.907204,,,,,,,,,,,,,f7071a85-27fd-4a40-bec3-50d7c2ebbbb2,90,,"[31.3, 32.4]",3890309,2,,,,-0.49555168,,Head,,,"[60.9, 16.4]",,High Pass,,33.647587,,,Incomplete,,,,,,,,Recovery,1,Regular Play,Christian Schulz,400614.0,Left Center Back,8,Hannover 96,178,"['3021e255-006b-4fd6-b354-9b36b4b471f2', '6b2c88fe-5419-465d-9eba-871cd7f0c255']",42,,,,,,,,,,,,,,,,Hannover 96,178,00:02:42.813,Pass,
,,,,,,,,,,,,,,,2.058082,,,,,,,,,,,,,b3d2df86-d176-4944-ba8e-2ff53c9268fe,93,,"[69.5, 74.5]",3890309,2,,,,-0.7560524,,Right Foot,,,"[95.8, 49.7]",,High Pass,,36.14872,,,Incomplete,,Timo Werner,5557.0,,,,,,1,Regular Play,Florian Klein,9728.0,Right Back,8,Hannover 96,178,"['529c917e-73ad-4e5c-a7c9-67487d78b7c9', 'da8bbf7b-239d-4ebb-ab86-168834484da3']",46,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:46.866,Pass,
,,,,,,,,,,,,,,,1.035417,,,,,,,,,,,,,529c917e-73ad-4e5c-a7c9-67487d78b7c9,96,,"[24.3, 30.4]",3890309,2,,,True,-0.6025883,,,,,"[38.4, 20.7]",,High Pass,,17.11432,,,,,Leon Andreasen,400613.0,,,,,Recovery,1,Regular Play,Marcelo Antônio Guedes Filho,3164.0,Right Center Back,8,Hannover 96,178,"['516e4b60-e4a9-4adf-8a7e-c1515d9894fa', '58d18573-8303-4cd0-b7d4-752c9764dd99', 'b3d2df86-d176-4944-ba8e-2ff53c9268fe']",48,,,,,,,,,,,,,,,,Hannover 96,178,00:02:48.924,Pass,True
,,,,,,,,,,,,,,,1.721116,,,,,,,,,,,,,d2661acc-3247-4add-a735-402c3eda05ae,105,,"[68.3, 30.1]",3890309,2,,,,-0.94110423,,Right Foot,,,"[82.8, 10.2]",,Ground Pass,,24.622347,,,,,Filip Kostić,5591.0,,,,,,1,Regular Play,Emiliano Adrián Insúa Zapata,12626.0,Left Back,8,Hannover 96,178,"['592ee15d-99b5-49ae-8190-803c3da0538f', 'afcab681-a284-40b5-b684-4c6cce182aeb']",56,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:56.234,Pass,True
,,,,,,,,,,,,,,,0.693651,,,,,,,,,,,,,b7c7aa23-a659-4cf2-84c7-097b8d474f83,108,,"[82.8, 10.2]",3890309,2,,,,0.0,,Left Foot,,,"[89.3, 10.2]",,Ground Pass,,6.5,,,Incomplete,,Timo Werner,5557.0,,,,,,1,Regular Play,Filip Kostić,5591.0,Left Midfield,8,Hannover 96,178,"['6ebd95b2-981d-428e-935f-13479e2f57aa', '7958dfc2-46b9-4f54-88c4-8226449ee5ad']",59,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:59.549,Pass,
,,,,,,,,,,,,,,,0.212511,,,,,,,,,,,,,4343b08c-f6aa-4f53-9be8-17251aacda49,112,,"[27.4, 76.8]",3890309,3,,,,0.0,,Right Foot,,,"[31.3, 76.8]",,Ground Pass,,3.9,,,Incomplete,,,,,,,,Recovery,1,Regular Play,Hiroki Sakai,3530.0,Right Back,8,Hannover 96,178,"['bd323e95-8841-425a-ac39-3fe0d0398e58', 'ea73e36b-8d41-4a16-bf27-7f0134b1f691']",1,,,,,,,,,,,,,,,,Hannover 96,178,00:03:01.728,Pass,True
,,,,,,,,,,,,,,,1.13136,,,,,,,,,,,,,c0fd2c18-6afc-4966-b0e1-dde3c6adab99,117,,"[25.4, 61.9]",3890309,3,,,,1.2630169,,Right Foot,,,"[30.2, 77.0]",,Ground Pass,,15.844558,,,,,Hiroki Sakai,3530.0,,,,,,1,Regular Play,Salif Sané,5664.0,Center Defensive Midfield,8,Hannover 96,178,"['53829824-5c25-41cf-8912-5ed55f4b36dd', 'bd5da569-c19a-4a5c-a209-900541300345']",4,,,,,,,,,,,,,,,,Hannover 96,178,00:03:04.745,Pass,True
,,,,,,,,,,,,,,,1.216011,,,,,,,,,,,,,834696ad-7eb1-447f-8e86-a39e8cad7e11,120,,"[30.2, 77.0]",3890309,3,,,,-0.1746722,,Right Foot,,,"[42.1, 74.9]",,Ground Pass,,12.083874,,,,,Kenan Karaman,8541.0,,,,,,1,Regular Play,Hiroki Sakai,3530.0,Right Back,8,Hannover 96,178,"['12e85ebf-c938-4921-a388-ae3b7fdd555a', 'addd37af-6344-4dfe-94b7-c4e1f9e15e50']",5,,,,,,,,,,,,,,,,Hannover 96,178,00:03:05.877,Pass,True
,,,,,,,,,,,,,,,0.533861,,,,,,,,,,,,,39bdde3e-c320-4212-9407-0896e3958f7a,125,,"[39.9, 75.1]",3890309,3,,,,2.8802667,,Left Foot,,,"[31.3, 77.4]",,Ground Pass,,8.902246,,,,,Hiroki Sakai,3530.0,,,,,,1,Regular Play,Kenan Karaman,8541.0,Right Attacking Midfield,8,Hannover 96,178,"['8b157568-5ea8-4ed8-a052-5f614712e1c6', 'a522b36a-c5c3-4a4a-8599-0051946f2a20']",8,,,,,,,,,,,,,,,,Hannover 96,178,00:03:08.960,Pass,True
