50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.928353,,,,,,,,,,,,,df857003-14c2-4aef-b68d-9d2b9f6e39f7,1046,,"[60.5, 2.5]",3890276,21,,,,0.90649587,,Right Foot,,,"[68.8, 13.1]",,Ground Pass,,13.462912,,,,Yunus Mallı,8679.0,,,,,,1,Regular Play,Jairo Samperio Bustara,6925.0,Left Wing,46,FSV Mainz 05,177,['7768f36e-ee8e-4e25-89d1-f66cb75ed769'],15,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:21:15.825,Pass,
,,,,,,,,,,,,,,,,,0.928115,,,,,,,,,,,,,de7aaf9e-684a-4845-9cc7-7538e8ab1865,1054,,"[55.7, 70.9]",3890276,21,,,,-1.4257547,,Left Foot,,,"[58.3, 53.1]",,Ground Pass,,17.988886,,,,Thorgan Hazard,5632.0,,,,,,1,Regular Play,Ibrahima Traoré,11285.0,Right Midfield,47,Borussia Mönchengladbach,185,['a5c5a4f3-2f6f-4aac-9af5-7eea3c2c984e'],20,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:21:20.025,Pass,
,,,,,,,,,,,,,,,,,0.539263,,,,,,,,,,,,,ccd16643-0349-48b6-a172-c6ae75b7a11c,1058,,"[84.5, 58.1]",3890276,21,,,,1.8590865,,Right Foot,,,"[80.2, 72.6]",,Ground Pass,,15.124153,,,,Raffael Caetano de Araújo,8810.0,,,,,,1,Regular Play,Thorgan Hazard,5632.0,Right Center Forward,47,Borussia Mönchengladbach,185,"['fc260ccc-8dd1-40ac-80d6-29221781a300', 'ffcc4995-18f6-4e1e-8e8e-cdf0f5430132']",25,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:21:25.366,Pass,True
,,,,,,,,,,,,,,,,,1.172155,,,,,,,,,,,,,73f9b73e-55c7-427e-99f7-4cf2a6d809ad,1065,,"[80.2, 63.7]",3890276,21,,,,-1.4570043,,Right Foot,,,"[83.0, 39.2]",,Low Pass,,24.659481,,,,Lars Edi Stindl,8806.0,,,,,,1,Regular Play,Raffael Caetano de Araújo,8810.0,Left Center Forward,47,Borussia Mönchengladbach,185,['26bf0d9f-9269-4929-ac75-8c2492ce711c'],27,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:21:27.452,Pass,
,,,,,,,,,,,,,,,,,2.064505,,,,,,,,,,,,,36334134-9bb9-494b-a5db-d032ca64aab2,1068,,"[88.6, 35.8]",3890276,21,,,,-1.0710199,,Right Foot,,,"[97.5, 19.5]",,Ground Pass,,18.571484,,,,Oscar Wendt,8809.0,,,,,,1,Regular Play,Lars Edi Stindl,8806.0,Right Defensive Midfield,47,Borussia Mönchengladbach,185,['d8032d56-dec9-4ff5-be4b-ee9efe6d0590'],29,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:21:29.603,Pass,
,,,,,,,,,,,,,,,,,1.140226,,,,,,,,,,,,,3c98e4e2-ad14-456c-81a9-00add1310a64,1071,,"[103.6, 19.1]",3890276,21,,,,1.4858946,7b4f13bb-584f-4851-845c-309bb281ac78,Left Foot,,,"[105.2, 37.9]",,Ground Pass,,18.867962,,,,Raffael Caetano de Araújo,8810.0,True,,,,,1,Regular Play,Oscar Wendt,8809.0,Left Back,47,Borussia Mönchengladbach,185,['6eed05cb-bd68-4fef-9037-667b70e39bd2'],32,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:21:32.253,Pass,
,,,,,,,,,,,,,,,,,3.466938,,,,,,,,,,,,,974cdce7-9932-4921-a089-6f57a2e9263d,1076,,"[11.6, 39.8]",3890276,22,,,,-0.14750913,,Right Foot,,,"[78.9, 29.8]",,High Pass,,68.03889,,Incomplete,,Yunus Mallı,8679.0,,,,,Free Kick,1,From Free Kick,Loris Karius,3630.0,Goalkeeper,48,FSV Mainz 05,177,"['792c48dd-d57c-49af-bf14-237e3fd0bdc7', 'df3f1978-6fc7-48fc-8416-ff121c2bd223']",7,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:22:07.810,Pass,
,,,,,,,,,,,,,,,,,2.144751,,,,,,,,,,,,,792c48dd-d57c-49af-bf14-237e3fd0bdc7,1079,,"[41.2, 50.3]",3890276,22,,,True,-0.46095943,,,,,"[56.1, 42.9]",,High Pass,,16.636406,,Incomplete,,Patrick Herrmann,8813.0,,,,,Recovery,1,From Free Kick,Granit Xhaka,3500.0,Left Defensive Midfield,48,FSV Mainz 05,177,"['5d34efee-e4fb-4d8e-8e0c-35b3623d061b', '80e15a20-8df5-4038-9b02-9c89d7968eae', '974cdce7-9932-4921-a089-6f57a2e9263d', 'a090ab79-2ba7-479d-ada1-c7c9c8481209']",11,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:22:11.277,Pass,True
,,,,,,,,,,,,,,,,,0.038024,,,,,,,,,,,,,80e15a20-8df5-4038-9b02-9c89d7968eae,1081,,"[64.0, 37.2]",3890276,22,,,True,0.32175055,,,,,"[67.9, 38.5]",,High Pass,,4.110961,,Incomplete,,Christian Clemens,9098.0,,,,,Recovery,1,From Free Kick,Julian Baumgartlinger,20037.0,Right Defensive Midfield,48,FSV Mainz 05,177,"['219a8a9f-2c3d-47fb-8a2d-a3acf216aec3', '792c48dd-d57c-49af-bf14-237e3fd0bdc7', '88c4ca71-7773-4d32-8e8d-580b2aad0554', 'b6bb2588-0339-47e2-964b-9f0c2fdde4ef']",13,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:22:13.421,Pass,True
,,,,,,,,,,,,,,,,,1.9536,,,,,,,,,,,,,18105fc6-c7c3-4fd2-9c16-a0af1cf7836a,1098,,"[120.0, 0.1]",3890276,22,,,,1.7112378,1aadd072-6093-4a33-9e2a-97e5cb981adf,Right Foot,,,"[113.2, 48.2]",,High Pass,True,48.57829,,,,Granit Xhaka,3500.0,True,True,Inswinging,,Corner,1,From Corner,Thorgan Hazard,5632.0,Right Center Forward,50,Borussia Mönchengladbach,185,['3d196ddb-d81b-48cf-ad23-3ec4ec1c0638'],45,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:22:45.235,Pass,
,,,,,,,,,,,,,,,,,6.552983,,,,,,,,,,,,,f036ab92-d95f-4a15-bbc9-239c5f372f33,1102,,"[10.7, 44.8]",3890276,22,,,,0.38880622,,Drop Kick,,,"[66.6, 67.7]",,High Pass,,60.408775,,Incomplete,,Jairo Samperio Bustara,6925.0,,,,,,1,From Keeper,Loris Karius,3630.0,Goalkeeper,51,FSV Mainz 05,177,"['7b41ff33-1ae4-4732-89ed-35e6133f7d47', 'fcc86213-eda4-400c-afc8-50d43da089f8']",50,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:22:50.966,Pass,
,,,,,,,,,,,,,,,,,2.216238,,,,,,,,,,,,,fcc86213-eda4-400c-afc8-50d43da089f8,1105,,"[53.5, 12.4]",3890276,22,,,,2.539939,,Head,,,"[33.4, 26.2]",,High Pass,,24.381346,,,,Julian Korb,8545.0,,,,,Recovery,1,Regular Play,Oscar Wendt,8809.0,Left Back,52,Borussia Mönchengladbach,185,"['938e7691-6935-4f12-a713-fa0c9d3def80', 'f036ab92-d95f-4a15-bbc9-239c5f372f33']",57,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:22:57.519,Pass,
,,,,,,,,,,,,,,,,,1.791641,,,,,,,,,,,,,1109b699-564c-4b1a-acc1-11aada6b9ba3,1107,,"[27.1, 26.2]",3890276,22,,,,2.8679333,,Head,,,"[10.0, 31.0]",,Low Pass,,17.760912,,,,Yann Sommer,5550.0,,,,,,1,Regular Play,Julian Korb,8545.0,Right Back,52,Borussia Mönchengladbach,185,['a7d0c7c9-0f0a-4e46-b1e7-afcfa8b3c030'],59,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:22:59.998,Pass,
,,,,,,,,,,,,,,,,,2.611278,,,,,,,,,,,,,20cdd255-f5ee-4897-a99d-ca8cd15d7748,1110,,"[10.0, 31.0]",3890276,23,,,,0.95146286,,Keeper Arm,,,"[32.1, 62.0]",,Low Pass,,38.071117,,,,Patrick Herrmann,8813.0,,,,,,1,Regular Play,Yann Sommer,5550.0,Goalkeeper,52,Borussia Mönchengladbach,185,['a0d79cdb-7a61-4e0d-80a9-53a55f2b7316'],2,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:23:02.269,Pass,
,,,,,,,,,,,,,,,,,1.309801,,,,,,,,,,,,,a5f10cce-28b9-4948-8642-8e4cf30a1a73,1113,,"[42.7, 71.3]",3890276,23,,,,0.33631262,,Right Foot,,,"[55.0, 75.6]",,Ground Pass,,13.029965,,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Patrick Herrmann,8813.0,Left Midfield,52,Borussia Mönchengladbach,185,['d504250d-16f1-4c5c-81e4-87aaef8c87a0'],6,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:23:06.030,Pass,
,,,,,,,,,,,,,,,,,1.212589,,,,,,,,,,,,,05639d69-4ae5-4af1-8a34-681b90c5a61b,1116,,"[56.3, 62.2]",3890276,23,,,,-1.26412,,Left Foot,,,"[63.9, 38.2]",,Ground Pass,,25.174591,,,,Ibrahima Traoré,11285.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,52,Borussia Mönchengladbach,185,['f29bda67-1bd5-4989-aa7b-ed88ca821c0e'],10,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:23:10.579,Pass,
,,,,,,,,,,,,,,,,,1.377908,,,,,,,,,,,,,ec443fdb-27fd-4e05-b41f-8bbb654192b2,1120,,"[64.8, 39.7]",3890276,23,,,,2.9789789,,Left Foot,,,"[52.0, 41.8]",,Ground Pass,,12.971122,,Incomplete,,Marvin Schulz,29245.0,,,,,,1,Regular Play,Ibrahima Traoré,11285.0,Right Midfield,52,Borussia Mönchengladbach,185,"['40c00def-179b-4db5-bfed-5f268fb62413', '930019ec-bd92-4b30-aad5-cc74b9f08727', 'f9321cd4-3092-4619-a357-108947df8b83']",11,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:23:11.991,Pass,True
,,,,,,,,,,,,,,,,,2.409879,,,,,,,,,,,,,e37d8ce8-25a3-49bb-963b-e15f2438a3c0,1128,,"[41.4, 38.8]",3890276,23,,,,-1.3324566,,Left Foot,,,"[48.3, 10.4]",,Ground Pass,,29.226187,,,,Oscar Wendt,8809.0,,,,,,1,Regular Play,Ibrahima Traoré,11285.0,Right Midfield,52,Borussia Mönchengladbach,185,['acaa7b05-63f4-4f95-9f6f-7795f0cd24bd'],17,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:23:17.259,Pass,
,,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,,365e5d8b-d710-452d-8c26-48bfd5d88ba5,1131,,"[64.8, 6.8]",3890276,23,,,,2.1937053,,Left Foot,,,"[54.6, 21.0]",,Ground Pass,,17.483707,,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Oscar Wendt,8809.0,Left Back,52,Borussia Mönchengladbach,185,['93c23b2f-a916-4d9f-b564-d6e2c9163d11'],22,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:23:22.432,Pass,
,,,,,,,,,,,,,,,,,0.608432,,,,,,,,,,,,,3be1ab83-585f-4bbd-b38f-e5cbd2754f15,1134,,"[54.6, 21.0]",3890276,23,,,,-1.2490457,,Right Foot,,,"[57.4, 12.6]",,Ground Pass,,8.854378,,,,Thorgan Hazard,5632.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,52,Borussia Mönchengladbach,185,['eccfb129-d618-46b8-9657-ab9064918fd9'],24,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:23:24.318,Pass,
,,,,,,,,,,,,,,,,,2.065712,,,,,,,,,,,,,9c109ef3-2f8d-4e98-829c-70152bdfae19,1137,,"[57.4, 12.6]",3890276,23,,,,2.4675148,,Right Foot,,,"[39.0, 27.3]",,Ground Pass,,23.551008,,,,Tony Jantschke,12320.0,,,,,,1,Regular Play,Thorgan Hazard,5632.0,Right Center Forward,52,Borussia Mönchengladbach,185,['31df721f-e46d-4f45-97b2-ddf5a79fcaad'],24,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:23:24.967,Pass,
,,,,,,,,,,,,,,,,,1.267133,,,,,,,,,,,,,4ea03d0d-2f8e-4821-a8b1-3585b725db4b,1140,,"[39.0, 27.3]",3890276,23,,,,1.4098626,,Right Foot,,,"[44.0, 58.1]",,Ground Pass,,31.203205,,,,Marvin Schulz,29245.0,,,,,,1,Regular Play,Tony Jantschke,12320.0,Left Center Back,52,Borussia Mönchengladbach,185,['2cd27d28-0af2-47a3-81ea-6a23bc6fa388'],28,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:23:28.306,Pass,
,,,,,,,,,,,,,,,,,1.126428,,,,,,,,,,,,,0735c464-522e-4dd4-9cc9-6993f99da61b,1143,,"[44.0, 58.1]",3890276,23,,,,-1.6937681,,Right Foot,,,"[41.8, 40.3]",,Ground Pass,,17.93544,,,,Tony Jantschke,12320.0,,,,,,1,Regular Play,Marvin Schulz,29245.0,Right Center Back,52,Borussia Mönchengladbach,185,['95fbd1dc-b7c4-4f1a-9b43-55f70027b595'],30,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:23:30.529,Pass,
,,,,,,,,,,,,,,,,,1.198981,,,,,,,,,,,,,09ad6608-5501-4a51-a80a-4f2c3a5cfa71,1146,,"[40.5, 40.1]",3890276,23,,,,-1.1380666,,Right Foot,,,"[49.6, 20.4]",,Ground Pass,,21.70023,,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Tony Jantschke,12320.0,Left Center Back,52,Borussia Mönchengladbach,185,['ce63b5eb-b0ba-4f13-a0fb-5d7d1a6f5280'],32,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:23:32.096,Pass,
,,,,,,,,,,,,,,,,,1.732783,,,,,,,,,,,,,a3ac7408-85ef-49eb-8ecf-685d0cf064a9,1150,,"[53.8, 15.7]",3890276,23,,,,2.0797691,,Left Foot,,,"[43.7, 33.8]",,Ground Pass,,20.727276,,,,Tony Jantschke,12320.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,52,Borussia Mönchengladbach,185,"['09a12d77-466f-4657-a479-ae8a82f640c8', '5947a988-c91a-452e-aed1-f04515bf2ba1']",36,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:23:36.308,Pass,True
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,1ddea053-d6d4-4533-a8c9-d19a61121910,1153,,"[43.7, 33.8]",3890276,23,,,,1.3072857,,Right Foot,,,"[51.2, 61.6]",,Ground Pass,,28.793922,,,,Marvin Schulz,29245.0,,,,,,1,Regular Play,Tony Jantschke,12320.0,Left Center Back,52,Borussia Mönchengladbach,185,['3a958d44-c11d-463d-8bb9-b703570a835f'],39,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:23:39.003,Pass,
,,,,,,,,,,,,,,,,,1.146752,,,,,,,,,,,,,f450ab93-0c07-45c6-a4d3-85e039cc3b98,1156,,"[51.2, 61.6]",3890276,23,,,,-0.8808923,,Right Foot,,,"[63.0, 47.3]",,Ground Pass,,18.539957,,,,Lars Edi Stindl,8806.0,,,,,,1,Regular Play,Marvin Schulz,29245.0,Right Center Back,52,Borussia Mönchengladbach,185,['a955c716-e899-43dd-9edb-80b0e74992fc'],41,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:23:41.463,Pass,
,,,,,,,,,,,,,,,,,1.338067,,,,,,,,,,,,,31b43896-49b1-4c28-bd00-011e594b609f,1159,,"[57.7, 49.0]",3890276,23,,,,2.285888,,Right Foot,,,"[47.8, 60.4]",,Ground Pass,,15.098676,,,,Marvin Schulz,29245.0,,,,,,1,Regular Play,Lars Edi Stindl,8806.0,Right Defensive Midfield,52,Borussia Mönchengladbach,185,['d5309fbe-0347-4b96-ae02-ff4e7a19d956'],44,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:23:44.100,Pass,
,,,,,,,,,,,,,,,,,1.208918,,,,,,,,,,,,,ff4c956c-740a-4b1f-a279-03c3888bd344,1162,,"[50.7, 54.6]",3890276,23,,,,-1.9472866,,Right Foot,,,"[43.9, 37.4]",,Ground Pass,,18.495405,,,,Tony Jantschke,12320.0,,,,,,1,Regular Play,Marvin Schulz,29245.0,Right Center Back,52,Borussia Mönchengladbach,185,['c71d3d07-6ffb-4527-9c79-5ba7b0a2aea1'],46,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:23:46.750,Pass,
,,,,,,,,,,,,,,,,,1.760046,,,,,,,,,,,,,1c92b287-d404-42a4-8769-981844385114,1164,,"[44.2, 35.0]",3890276,23,,,,-1.1092234,,Right Foot,,,"[53.8, 15.7]",,Ground Pass,,21.555742,,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Tony Jantschke,12320.0,Left Center Back,52,Borussia Mönchengladbach,185,['5e8d1103-bc3b-481d-bb4a-822fd7ccb1a7'],47,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:23:47.959,Pass,
,,,,,,,,,,,,,,,,,2.532103,,,,,,,,,,,,,b06f9c6d-059b-45e8-a300-14796d9c6c75,1167,,"[55.0, 15.7]",3890276,23,,,,-0.07510598,,Left Foot,,,"[105.5, 11.9]",,High Pass,,50.64277,,Incomplete,,Ibrahima Traoré,11285.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,52,Borussia Mönchengladbach,185,"['d2d53b91-9dd9-4be3-985b-c5bf0e2b8175', 'f24d4983-8a01-4635-8126-c1e8a5bd2a64']",51,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:23:51.452,Pass,
,,,,,,,,,,,,,,,,,3.08565,,,,,,,,,,,,,d2d53b91-9dd9-4be3-985b-c5bf0e2b8175,1169,,"[14.6, 68.2]",3890276,23,,,,0.52644527,,Head,,,"[33.7, 79.3]",,High Pass,,22.091175,,Out,,Jairo Samperio Bustara,6925.0,,,,,Recovery,1,Regular Play,Daniel Brosinski,8548.0,Right Back,52,Borussia Mönchengladbach,185,"['1cc431f2-e885-4563-9faf-3f8cd9ba13aa', 'b06f9c6d-059b-45e8-a300-14796d9c6c75']",53,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:23:53.985,Pass,
,,,,,,,,,,,,,,,,,1.323177,,,,,,,,,,,,,428d57c6-1343-40fa-9117-53e2f9a29bd2,1171,,"[87.1, 0.1]",3890276,23,,,,1.776479,,,,,"[84.2, 14.0]",,Low Pass,,14.199296,,,,Lars Edi Stindl,8806.0,,,,,Throw-in,1,From Throw In,Oscar Wendt,8809.0,Left Back,53,Borussia Mönchengladbach,185,['3667212b-09d3-4814-931c-12a706feceb4'],58,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:23:58.489,Pass,
,,,,,,,,,,,,,,,,,0.799774,,,,,,,,,,,,,e6ca36c6-5040-4f45-9591-c202847d8f5c,1175,,"[85.0, 20.8]",3890276,24,,,,1.7319872,,Right Foot,,,"[83.0, 33.1]",,Ground Pass,,12.461541,,,,Raffael Caetano de Araújo,8810.0,,,,,,1,From Throw In,Lars Edi Stindl,8806.0,Right Defensive Midfield,53,Borussia Mönchengladbach,185,['c340e773-7ef7-4ade-b199-3eac51b1bebd'],0,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:24:00.745,Pass,
,,,,,,,,,,,,,,,,,1.05594,,,,,,,,,,,,,b1ba40e7-660f-437d-90b7-c23fc5d33459,1181,,"[64.7, 22.2]",3890276,24,,,,0.1923956,,Right Foot,,,"[72.4, 23.7]",,Ground Pass,,7.8447433,,,,Lars Edi Stindl,8806.0,,,,,Recovery,1,From Throw In,Tony Jantschke,12320.0,Left Center Back,53,Borussia Mönchengladbach,185,['787c9b7d-e19b-4213-a358-56fd27afa01b'],4,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:24:04.945,Pass,
,,,,,,,,,,,,,,,,,2.024504,,,,,,,,,,,,,b310124d-ea40-46d4-b2bd-4319513adc09,1184,,"[72.4, 23.9]",3890276,24,,,,1.6162196,,Right Foot,,,"[70.5, 65.7]",,Ground Pass,,41.84316,,,,Julian Korb,8545.0,,True,,,,1,From Throw In,Lars Edi Stindl,8806.0,Right Defensive Midfield,53,Borussia Mönchengladbach,185,['30634b9f-153e-465b-a642-9b4d7cc86ade'],6,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:24:06.081,Pass,
,,,,,,,,,,,,,,,,,0.670833,,,,,,,,,,,,,8dad723b-1eb8-4128-a870-bd3c691dd042,1187,,"[81.3, 69.3]",3890276,24,,,,0.5110573,,Right Foot,,,"[92.0, 75.3]",,Ground Pass,,12.267437,,,,Patrick Herrmann,8813.0,,,,,,1,From Throw In,Julian Korb,8545.0,Right Back,53,Borussia Mönchengladbach,185,['4df39d26-4c8f-48c9-8b0f-21e323cd6c11'],12,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:24:12.038,Pass,
,,,,,,,,,,,,,,,,,0.543201,,,,,,,,,,,,,1ed6c97e-8e2b-4971-b1c0-c97dd4634b6e,1190,,"[84.2, 75.1]",3890276,24,,,,-1.3751339,,Right Foot,,,"[86.4, 64.0]",,Ground Pass,,11.315918,,,,Lars Edi Stindl,8806.0,,,,,,1,From Throw In,Patrick Herrmann,8813.0,Left Midfield,53,Borussia Mönchengladbach,185,['4d90df68-75a9-47ba-a2d8-d6d6fca9da87'],15,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:24:15.374,Pass,
,,,,,,,,,,,,,,,,,0.800733,,,,,,,,,,,,,b9ea387b-de30-4017-8d54-3c1db53fcae7,1194,,"[85.4, 64.0]",3890276,24,,,,1.7577755,,Right Foot,,,"[83.3, 75.1]",,Ground Pass,,11.296903,,,,Patrick Herrmann,8813.0,,,,,,1,From Throw In,Lars Edi Stindl,8806.0,Right Defensive Midfield,53,Borussia Mönchengladbach,185,['9dd701f6-20cf-462d-8796-43b2a42865d0'],17,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:24:17.273,Pass,
,,,,,,,,,,,,,,,,,1.624399,,,,,,,,,,,,,6a2c9016-ab5e-4f3b-b3e0-874604245a54,1197,,"[83.3, 75.1]",3890276,24,,,,-2.166389,,Right Foot,,,"[75.1, 63.0]",,Ground Pass,,14.616771,,,,Granit Xhaka,3500.0,,,,,,1,From Throw In,Patrick Herrmann,8813.0,Left Midfield,53,Borussia Mönchengladbach,185,['8cd2b2eb-d8da-42ca-aaeb-339b8190ddec'],18,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:24:18.229,Pass,
,,,,,,,,,,,,,,,,,2.197289,,,,,,,,,,,,,83f51aa3-c82d-42b0-9322-5040de3690de,1200,,"[71.4, 56.0]",3890276,24,,,,-1.7935565,,Left Foot,,,"[67.3, 37.9]",,Ground Pass,,18.558556,,,,Tony Jantschke,12320.0,,,,,,1,From Throw In,Granit Xhaka,3500.0,Left Defensive Midfield,53,Borussia Mönchengladbach,185,['06d8e14e-487c-4602-991b-3a54f89467c7'],20,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:24:20.668,Pass,
,,,,,,,,,,,,,,,,,0.542386,,,,,,,,,,,,,22dd8e9b-716a-41ad-9cc0-b39cd9dc869b,1203,,"[82.3, 31.4]",3890276,24,,,,0.8960554,,Left Foot,,,"[88.3, 38.9]",,Ground Pass,,9.604687,,,,Thorgan Hazard,5632.0,,,,,,1,From Throw In,Tony Jantschke,12320.0,Left Center Back,53,Borussia Mönchengladbach,185,['a87e7a97-1554-4884-8b10-e9a42ccd9c1a'],25,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:24:25.323,Pass,
,,,,,,,,,,,,,,,,,1.190793,,,,,,,,,,,,,bf978c06-672d-403e-8cde-e91e7c60fbac,1207,,"[89.1, 38.2]",3890276,24,,,,-1.8846315,,Right Foot,,,"[85.4, 26.8]",,Ground Pass,,11.985408,,,,Tony Jantschke,12320.0,,,,,,1,From Throw In,Thorgan Hazard,5632.0,Right Center Forward,53,Borussia Mönchengladbach,185,['32ce21ac-54db-4536-a329-1987471f55b7'],26,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:24:26.437,Pass,
,,,,,,,,,,,,,,,,,1.224027,,,,,,,,,,,,,78953e11-486e-4c6f-b017-821483c4a162,1210,,"[85.0, 26.3]",3890276,24,,,,-1.4089589,,Right Foot,,,"[87.4, 11.6]",,Ground Pass,,14.8946295,,,,Oscar Wendt,8809.0,,,,,,1,From Throw In,Tony Jantschke,12320.0,Left Center Back,53,Borussia Mönchengladbach,185,['d9d17058-2ea4-4193-80c8-b296fbfc990c'],28,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:24:28.148,Pass,
,,,,,,,,,,,,,,,,,0.540984,,,,,,,,,,,,,d08f5eb6-b564-4cad-b5e6-cb0549ac955f,1213,,"[90.3, 11.6]",3890276,24,,,,1.6458431,,Left Foot,,,"[89.3, 24.9]",,Ground Pass,,13.337541,,,,Thorgan Hazard,5632.0,,,,,,1,From Throw In,Oscar Wendt,8809.0,Left Back,53,Borussia Mönchengladbach,185,['b0f22789-ce70-4f28-910f-9a86e617690e'],30,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:24:30.814,Pass,
,,,,,,,,,,,,,,,,,2.087632,,,,,,,,,,,,,5ee0e551-9eb4-49de-b9e2-164e816c34af,1216,,"[87.4, 28.0]",3890276,24,,,,1.1013008,187562d2-9341-4120-bc3d-0be668471f11,Right Foot,,,"[104.7, 62.1]",,High Pass,,38.237415,,,,Patrick Herrmann,8813.0,True,,,,,1,From Throw In,Thorgan Hazard,5632.0,Right Center Forward,53,Borussia Mönchengladbach,185,['a0c227d7-9d6b-4d54-984f-f83fe891f8a5'],33,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:24:33.080,Pass,
