50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ee0b84dc-3a4d-4354-b002-7445465bea99,1,,,3890549,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7016, 'name': 'Benedikt Höwedes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 33}, {'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 13}, {'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]}",Schalke 04,181,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4fb2ea99-1032-4b85-8679-721b03086805,2,,,3890549,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,,0,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 35}, {'player': {'id': 8318, 'name': 'Jeffrey Gouweleeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 20}, {'player': {'id': 24117, 'name': 'Christoph Janker'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 21}, {'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 31}, {'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 30}, {'player': {'id': 40462, 'name': 'Halil Altıntop'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Augsburg,172,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9b0c05f9-cf12-473a-8c2d-71b198c91e41,3,,,3890549,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,['eb1fba4c-378a-41d6-b9be-16e22eb790eb'],0,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,eb1fba4c-378a-41d6-b9be-16e22eb790eb,4,,,3890549,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,['9b0c05f9-cf12-473a-8c2d-71b198c91e41'],0,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,acd8a2b7-df2a-423b-abaa-b03b2ef30488,1718,,,3890549,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,77,Augsburg,172,['47badf5e-b184-436c-84b8-83fc84ee613a'],0,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,47badf5e-b184-436c-84b8-83fc84ee613a,1719,,,3890549,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,77,Augsburg,172,['acd8a2b7-df2a-423b-abaa-b03b2ef30488'],0,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.927191,,,,,,,,,,,,a1cbbcf0-4ac9-4f70-8ca2-a22cd8372ab0,5,,"[60.0, 40.0]",3890549,0,,,,,-1.2021004,,Right Foot,,,"[61.7, 35.6]",,Ground Pass,,4.7169905,,,,Halil Altıntop,40462.0,,,,,Kick Off,1,From Kick Off,Alfreð Finnbogason,5514.0,Right Wing,2,Augsburg,172,['0b239608-06c0-483a-997c-8f89c664d904'],1,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:01.196,Pass,
,,,,,,,,,,,,,,,,,,1.374102,,,,,,,,,,,,60d5f20b-e6ad-4a7a-9b73-eac6017a1847,8,,"[61.9, 35.0]",3890549,0,,,,,2.8653367,,Left Foot,,,"[42.5, 40.5]",,Ground Pass,,20.164574,,,,Daniel Baier,8317.0,,,,,,1,From Kick Off,Halil Altıntop,40462.0,Center Forward,2,Augsburg,172,['06683497-84e7-4330-8d56-ada31751acb9'],2,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:02.291,Pass,
,,,,,,,,,,,,,,,,,,2.100755,,,,,,,,,,,,bd8c938c-bf36-4ef8-8771-e2e5c315eb7a,11,,"[42.5, 40.5]",3890549,0,,,,,2.2603354,,Right Foot,,,"[28.4, 57.6]",,Ground Pass,,22.163483,,,,Jeffrey Gouweleeuw,8318.0,,,,,,1,From Kick Off,Daniel Baier,8317.0,Left Defensive Midfield,2,Augsburg,172,['2dc57a74-7c65-4497-971b-e6dfffa94ce5'],4,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:04.401,Pass,
,,,,,,,,,,,,,,,,,,2.154367,,,,,,,,,,,,8e096ffb-78b9-4943-81e3-c24df19fce5e,13,,"[28.4, 57.6]",3890549,0,,,,,-1.8685515,,Right Foot,,,"[22.6, 38.7]",,Ground Pass,,19.769926,,,,Jeong-Ho Hong,40543.0,,,,,,1,From Kick Off,Jeffrey Gouweleeuw,8318.0,Right Center Back,2,Augsburg,172,['e08f509b-2735-4179-86ec-0401a35a47b4'],6,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:06.502,Pass,
