50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b415e40d-b9f3-462d-9c9f-6f9f649b277f,1,,,3890539,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Darmstadt 98,872,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 8306, 'name': 'Christian Mathenia'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 12383, 'name': 'Florian Jungwirth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 9217, 'name': 'Aytac Sulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 35033, 'name': 'Slobodan Rajković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 35}, {'player': {'id': 9404, 'name': 'Luca Caldirola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 40467, 'name': 'Peter Niemeyer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 8388, 'name': 'Jérôme Gondorf'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 9401, 'name': 'Marcel Heller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 11134, 'name': 'Konstantin Rausch'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 34}, {'player': {'id': 13675, 'name': 'Mario Vrančić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 9723, 'name': 'Sandro Wagner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Darmstadt 98,872,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8255a2df-7870-4418-b083-9f1391fa3ee9,2,,,3890539,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Darmstadt 98,872,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20950, 'name': 'Yanni Regäsel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8678, 'name': 'David Ángel Abraham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 8812, 'name': 'Marco Russ'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 8504, 'name': 'Bastian Oczipka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 18888, 'name': 'Szabolcs Huszti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8669, 'name': 'Mijat Gaćinović'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6317, 'name': 'Marco Jhonfai Fabián De La Mora'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 35240, 'name': 'Änis Ben-Hatira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 32}, {'player': {'id': 5543, 'name': 'Haris Seferović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Eintracht Frankfurt,184,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f14d0d5f-84de-41f3-b491-433e7e2094e2,3,,,3890539,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Darmstadt 98,872,['7e3a41f0-bd60-4b01-aac2-3501d5b1ac01'],0,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7e3a41f0-bd60-4b01-aac2-3501d5b1ac01,4,,,3890539,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Darmstadt 98,872,['f14d0d5f-84de-41f3-b491-433e7e2094e2'],0,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1eefe196-c399-4ba4-8920-e5ad5c630384,1400,,,3890539,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,102,Darmstadt 98,872,['8b9103de-fc77-47a1-b663-53240daff733'],0,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8b9103de-fc77-47a1-b663-53240daff733,1401,,,3890539,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,102,Darmstadt 98,872,['1eefe196-c399-4ba4-8920-e5ad5c630384'],0,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.461449,,,,,,,,,,,,,,,0de28862-6a8f-4f02-9e12-50ead2ae86c2,5,,"[60.0, 40.0]",3890539,0,,,,,0.87090343,,Left Foot,,,,"[61.6, 41.9]",,Ground Pass,,2.4839485,,,,Sandro Wagner,9723.0,,,,,Kick Off,1,From Kick Off,Mario Vrančić,13675.0,Center Attacking Midfield,2,Darmstadt 98,872,['fd863bf0-042a-4ef4-9ba4-6370c31e4d8c'],0,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:00.955,Pass,
,,,,,,,,,,,,,,,,,,3.406638,,,,,,,,,,,,,,,81d9fb7e-fc55-4e58-96b6-83c7adf84503,9,,"[64.1, 59.5]",3890539,0,,,,,0.14390005,,Right Foot,,,,"[120.0, 67.6]",,High Pass,,56.483803,,Out,,Marcel Heller,9401.0,,,,,,1,From Kick Off,Sandro Wagner,9723.0,Center Forward,2,Darmstadt 98,872,['63b0e661-e2fb-4786-9b06-8805a7ece55f'],4,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:04.743,Pass,
,,,,,,,,,,,,,,,,,,3.147004,,,,,,,,,,,,,,,4759ad32-679d-4009-91d9-1120a6ad38f2,11,,"[7.0, 44.1]",3890539,0,,,,,0.32229197,,Right Foot,,,,"[62.4, 62.6]",,High Pass,,58.407276,,,,Haris Seferović,5543.0,,,,,Goal Kick,1,From Goal Kick,Lukáš Hrádecký,8667.0,Goalkeeper,3,Eintracht Frankfurt,184,['c495a703-c21a-48de-9832-2128a2b7ddd5'],22,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:22.320,Pass,
,,,,,,,,,,,,,,,,,,1.860114,,,,,,,,,,,,,,,06282e73-b35f-4606-82ce-fb3cf28ee07e,14,,"[64.9, 61.8]",3890539,0,,,,True,-0.9272952,,,,,,"[70.9, 53.8]",,High Pass,,10.0,,Incomplete,,Marco Jhonfai Fabián De La Mora,6317.0,,,,,,1,From Goal Kick,Haris Seferović,5543.0,Center Forward,3,Eintracht Frankfurt,184,"['20657a8d-f52a-4af9-bccf-e52cc7f861f7', '50465b6d-d0c5-45b3-9bcd-a39baba7922a', 'c840d460-0e09-4242-be03-042d752d7e1b']",25,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:25.547,Pass,True
