50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,47ba23a5-d7ea-4216-b517-d2d13f37dc27,1,,,3890477,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,,0,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 35}, {'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8318, 'name': 'Jeffrey Gouweleeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 8574, 'name': 'Alexander Esswein'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 30}, {'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Augsburg,172,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bd5703c4-4451-4552-8791-cb441e4809e0,2,,,3890477,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20415, 'name': 'Sebastian Boenisch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 6309, 'name': 'Tin Jedvaj'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 9363, 'name': 'André Ramalho Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 5555, 'name': 'Julian Brandt'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 8219, 'name': 'Admir Mehmedi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 38}, {'player': {'id': 5494, 'name': 'Robbie Kruse'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9e43f4c1-63e1-46d9-baed-2760a78f2020,3,,,3890477,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,['2496b092-dc7e-409b-909b-2679c4444520'],0,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2496b092-dc7e-409b-909b-2679c4444520,4,,,3890477,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,['9e43f4c1-63e1-46d9-baed-2760a78f2020'],0,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,221a9fa2-377e-426e-828c-30292a6775a4,1898,,,3890477,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,106,Augsburg,172,['71e2d14d-a8a7-4064-ba71-79ecf8aaee16'],0,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,71e2d14d-a8a7-4064-ba71-79ecf8aaee16,1899,,,3890477,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,106,Augsburg,172,['221a9fa2-377e-426e-828c-30292a6775a4'],0,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.886924,,,,,,,,,,,,,,ea270884-535f-4526-b0db-af887c4a51f8,5,,"[61.0, 40.1]",3890477,0,,,,-1.9379702,,Right Foot,,,"[60.5, 38.8]",,Ground Pass,,1.3928388,,,,,Karim Bellarabi,8213.0,,,,,Kick Off,1,From Kick Off,Robbie Kruse,5494.0,Left Center Forward,2,Bayer Leverkusen,904,['30ee7ada-f673-43af-b36d-27d3effbcad3'],1,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:01.222,Pass,
,,,,,,,,,,,,,,,,,,1.533357,,,,,,,,,,,,,,6c61b1a2-4adc-4ba2-b751-63ce7b93a9f3,9,,"[67.4, 56.2]",3890477,0,,,,1.7003,,Right Foot,,,"[64.6, 77.7]",,Ground Pass,,21.681559,,,,,Sebastian Boenisch,20415.0,,,,,,1,From Kick Off,Karim Bellarabi,8213.0,Right Center Forward,2,Bayer Leverkusen,904,['292303d7-841c-43f4-ad63-226fe1dc9f23'],5,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:05.079,Pass,
,,,,,,,,,,,,,,,,,,2.248489,,,,,,,,,,,,,,c3f9676a-fc80-4795-a4f1-b2d2ebcb6e0f,12,,"[65.1, 77.7]",3890477,0,,,,-0.72600865,,Right Foot,,,"[94.5, 51.6]",,High Pass,,39.31374,,,Incomplete,,Robbie Kruse,5494.0,,,,,,1,From Kick Off,Sebastian Boenisch,20415.0,Right Back,2,Bayer Leverkusen,904,"['0a68d035-d59b-40e3-923c-81231ec307f1', '2dd8397d-6bae-4ee8-9487-63afd3e3d0f0']",7,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:07.791,Pass,
,,,,,,,,,,,,,,,,,,2.427201,,,,,,,,,,,,,,2dd8397d-6bae-4ee8-9487-63afd3e3d0f0,14,,"[25.6, 28.5]",3890477,0,,,True,-0.42537802,,,,,"[43.7, 20.3]",,High Pass,,19.870832,,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Jeffrey Gouweleeuw,8318.0,Right Center Back,2,Bayer Leverkusen,904,"['62ef19ee-8bfe-43f0-b62c-842562b4fa1d', '99131d80-17dc-410a-a09d-dc510e889753', 'c3f9676a-fc80-4795-a4f1-b2d2ebcb6e0f']",10,,,,,,,,,,,,,,,,Augsburg,172,00:00:10.040,Pass,True
,,,,,,,,,,,,,,,,,,0.633361,,,,,,,,,,,,,,62ef19ee-8bfe-43f0-b62c-842562b4fa1d,17,,"[76.4, 59.8]",3890477,0,,,True,2.625667,,,,,"[69.7, 63.6]",,High Pass,,7.702597,,,,,Sebastian Boenisch,20415.0,,,,,Recovery,1,From Kick Off,Christoph Kramer,8805.0,Right Defensive Midfield,2,Bayer Leverkusen,904,"['2d7ee431-b430-48ff-99db-43da584af44c', '2dd8397d-6bae-4ee8-9487-63afd3e3d0f0', '585aa725-dcf3-400a-9627-047f8907a786']",12,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:12.467,Pass,True
,,,,,,,,,,,,,,,,,,1.027626,,,,,,,,,,,,,,9df4f2a0-2ce1-434a-8877-ce741b624d4e,19,,"[69.7, 62.9]",3890477,0,,,,-1.3551546,,Head,,,"[72.0, 52.4]",,High Pass,,10.748954,,,,,Hakan Çalhanoğlu,7039.0,,,,,,1,From Kick Off,Sebastian Boenisch,20415.0,Right Back,2,Bayer Leverkusen,904,['0ffff694-0e55-4dd9-b48c-7181af29bdbc'],13,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:13.100,Pass,
,,,,,,,,,,,,,,,,,,2.608208,,,,,,,,,,,,,,d95af971-6749-4c76-ae63-60e581bbb2b3,23,,"[69.7, 52.4]",3890477,0,,,,-2.5629857,,Right Foot,,,"[52.4, 41.1]",,Ground Pass,,20.663494,,,,,André Ramalho Silva,9363.0,,,,,,1,From Kick Off,Hakan Çalhanoğlu,7039.0,Left Defensive Midfield,2,Bayer Leverkusen,904,"['3098e426-8592-4b99-aa30-8f820f5a57d2', '51453296-4a4a-4a3b-bd27-6852c387c296']",14,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:14.673,Pass,True
,,,,,,,,,,,,,,,,,,1.084568,,,,,,,,,,,,,,8a1aafb0-46be-4c09-ae41-514b6abd9d56,26,,"[50.1, 37.8]",3890477,0,,,,-0.27464738,,Left Foot,,,"[68.2, 32.7]",,High Pass,,18.804787,,,Incomplete,,Admir Mehmedi,8219.0,,,,,,1,From Kick Off,André Ramalho Silva,9363.0,Left Center Back,2,Bayer Leverkusen,904,"['281d9b81-08d0-4d15-b9a5-a6ba5f2b7962', '941bda52-5a01-41b2-b75c-11395cb3c452']",18,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:18.142,Pass,
,,,,,,,,,,,,,,,,,,1.844649,,,,,,,,,,,,,,941bda52-5a01-41b2-b75c-11395cb3c452,28,,"[51.9, 47.4]",3890477,0,,,,2.806856,,Head,,,"[38.1, 52.2]",,High Pass,,14.610955,,,,,Jeffrey Gouweleeuw,8318.0,,,,,Recovery,1,From Kick Off,Dominik Kohr,8207.0,Right Defensive Midfield,2,Bayer Leverkusen,904,"['8a1aafb0-46be-4c09-ae41-514b6abd9d56', 'c52aa7ec-19a4-4948-96d8-69631968aa17']",19,,,,,,,,,,,,,,,,Augsburg,172,00:00:19.226,Pass,
,,,,,,,,,,,,,,,,,,2.122715,,,,,,,,,,,,,,45490410-8390-46a9-9015-d5c131dc15e5,30,,"[38.1, 52.2]",3890477,0,,,,-0.049958397,,Head,,,"[52.1, 51.5]",,High Pass,,14.017489,,,Incomplete,,Ja-Cheol Koo,5627.0,,,,,,1,From Kick Off,Jeffrey Gouweleeuw,8318.0,Right Center Back,2,Bayer Leverkusen,904,"['8528909f-152f-4b8f-bbd5-795aebc9e43d', '98404303-4e7b-4468-a7ae-d5b477c7a506']",21,,,,,,,,,,,,,,,,Augsburg,172,00:00:21.250,Pass,
,,,,,,,,,,,,,,,,,,3.412379,,,,,,,,,,,,,,743c805e-400e-4aea-b04a-4a4d3bab838f,34,,"[69.5, 25.0]",3890477,0,,,,0.08589921,,Right Foot,,,"[105.5, 28.1]",,High Pass,,36.133224,,,Incomplete,,Robbie Kruse,5494.0,,,,,,1,From Kick Off,Hakan Çalhanoğlu,7039.0,Left Defensive Midfield,2,Bayer Leverkusen,904,"['a0c057d7-e7d8-4ca4-9b4d-eedacb4f8a62', 'a570ffe3-a652-46e0-a085-db69c3140d38']",24,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:24.795,Pass,
,,,,,,,,,,,,,,,,,,1.243967,,,,,,,,,,,,,,48826292-50bd-497b-8e45-8163bc589490,45,,"[7.7, 73.5]",3890477,0,,,,0.0,,Right Foot,,,"[13.8, 73.5]",,Ground Pass,,6.1,,,Incomplete,,Paul Verhaegh,8237.0,,,,,,1,From Kick Off,Jeffrey Gouweleeuw,8318.0,Right Center Back,2,Bayer Leverkusen,904,"['3733722f-a810-4a4a-be65-11a38774ab59', '468b5c1d-338b-4cf3-af41-bc7d63d35e89', '64d1022e-baca-4d4e-96dc-c53e5daad606']",32,,,,,,,,,,,,,,,,Augsburg,172,00:00:32.326,Pass,True
,,,,,,,,,,,,,,,,,,0.570541,,,,,,,,,,,,,,64d1022e-baca-4d4e-96dc-c53e5daad606,48,,"[106.3, 6.6]",3890477,0,,,,1.5340482,,Right Foot,,,"[106.8, 20.2]",,Ground Pass,,13.609188,,,,,Karim Bellarabi,8213.0,,,,,Recovery,1,From Kick Off,Admir Mehmedi,8219.0,Left Midfield,2,Bayer Leverkusen,904,"['2bb710ba-6f3a-45c0-9c92-b34aa294faa4', '48826292-50bd-497b-8e45-8163bc589490']",33,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:33.570,Pass,
,,,,,,,,,,,,,,,,,,0.793762,,,,,,,,,,,,,,63055f88-2dcd-4eab-8e79-c69e4baf06ba,53,,"[49.3, 1.5]",3890477,0,,,,0.0,,Head,,,"[61.3, 1.5]",,High Pass,,12.0,,,,,Wendell Nascimento Borges,8212.0,,,,,Recovery,1,From Kick Off,André Ramalho Silva,9363.0,Left Center Back,2,Bayer Leverkusen,904,['b58a77c9-efe2-4f61-a925-9fd866f77361'],39,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:39.302,Pass,
,,,,,,,,,,,,,,,,,,3.346485,,,,,,,,,,,,,,40c9eefb-0446-4d90-9803-00cc0ee285ff,56,,"[60.3, 1.5]",3890477,0,,,,2.7338479,,Left Foot,,,"[26.5, 16.1]",,Low Pass,,36.818474,,,,,Tin Jedvaj,6309.0,,,,,,1,From Kick Off,Wendell Nascimento Borges,8212.0,Left Back,2,Bayer Leverkusen,904,['06188003-de72-420d-8b1f-4afab6d1f1a6'],40,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:40.135,Pass,
,,,,,,,,,,,,,,,,,,2.405175,,,,,,,,,,,,,,e1a2a644-e26d-455e-947d-6d4870e1de19,59,,"[18.6, 31.4]",3890477,0,,,,1.1014911,,Right Foot,,,"[32.9, 59.6]",,Ground Pass,,31.618507,,,,,Sebastian Boenisch,20415.0,,,,,,1,From Kick Off,Tin Jedvaj,6309.0,Right Center Back,2,Bayer Leverkusen,904,['4379a1ca-2ec3-461a-ae89-73fe0d1629cb'],46,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:46.136,Pass,
,,,,,,,,,,,,,,,,,,1.787255,,,,,,,,,,,,,,17dd85a5-41d0-4345-b1cc-dd335ca462f2,62,,"[32.7, 59.3]",3890477,0,,,,-2.6067529,,Right Foot,,,"[8.9, 45.2]",,Ground Pass,,27.663153,,,,,Bernd Leno,15581.0,,,,,,1,From Kick Off,Sebastian Boenisch,20415.0,Right Back,2,Bayer Leverkusen,904,['4282ca1c-cfee-4856-8f87-6a64aafc08bd'],48,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:48.661,Pass,
,,,,,,,,,,,,,,,,,,3.705569,,,,,,,,,,,,,,2024ca12-9d52-447e-a15e-f3ddee7e74ef,65,,"[8.9, 46.8]",3890477,0,,,,0.086951256,,Right Foot,,,"[69.7, 52.1]",,High Pass,,61.030567,,,Incomplete,,Karim Bellarabi,8213.0,,,,,,1,From Kick Off,Bernd Leno,15581.0,Goalkeeper,2,Bayer Leverkusen,904,"['20777851-86db-41f5-adfb-2393f0a96a0d', 'd59cfaf2-2ec6-4c5a-b1a7-c1ff60b0ca25']",51,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:51.845,Pass,
,,,,,,,,,,,,,,,,,,1.584288,,,,,,,,,,,,,,dd0a3538-af67-4aa5-a655-4b4d106455f6,68,,"[52.1, 48.3]",3890477,0,,,,0.3158855,,Head,,,"[72.6, 55.0]",,High Pass,,21.567104,,,Incomplete,,Karim Bellarabi,8213.0,,,,,Recovery,1,From Kick Off,Sebastian Boenisch,20415.0,Right Back,2,Bayer Leverkusen,904,"['88488669-e3c3-4f45-81a9-487260c626fe', '94bbc9e5-f4a7-4bff-93ec-9a8694344122']",57,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:57.857,Pass,
,,,,,,,,,,,,,,,,,,0.937827,,,,,,,,,,,,,,94bbc9e5-f4a7-4bff-93ec-9a8694344122,70,,"[47.5, 25.1]",3890477,0,,,,0.3893167,,Left Foot,,,"[51.4, 26.7]",,Ground Pass,,4.215448,,,Incomplete,,Daniel Baier,8317.0,,,,,Recovery,1,From Kick Off,Jeong-Ho Hong,40543.0,Left Center Back,2,Bayer Leverkusen,904,"['61e3a93a-7c17-48cc-9fe0-cff5f16a0f70', 'd94f660e-c51f-4af3-9286-0a026399d56b', 'dd0a3538-af67-4aa5-a655-4b4d106455f6']",59,,,,,,,,,,,,,,,,Augsburg,172,00:00:59.442,Pass,
,,,,,,,,,,,,,,,,,,0.861109,,,,,,,,,,,,,,61e3a93a-7c17-48cc-9fe0-cff5f16a0f70,73,,"[68.7, 53.4]",3890477,1,,,,-0.7204011,,Right Foot,,,"[77.7, 45.5]",,Ground Pass,,11.975391,,,,,Robbie Kruse,5494.0,,,,,Recovery,1,From Kick Off,Karim Bellarabi,8213.0,Right Center Forward,2,Bayer Leverkusen,904,"['94bbc9e5-f4a7-4bff-93ec-9a8694344122', 'f3935a69-8b6f-42bf-8245-e5e96950ea64']",0,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:00.379,Pass,
,,,,,,,,,,,,,,,,,,1.243671,,,,,,,,,,,,,,d405a859-0ca2-49e4-962c-8bd78d0104e7,77,,"[81.2, 62.1]",3890477,1,,,,0.84038854,,Right Foot,,,"[91.5, 73.6]",,Ground Pass,,15.438264,,,,,Julian Brandt,5555.0,,,,,,1,From Kick Off,Robbie Kruse,5494.0,Left Center Forward,2,Bayer Leverkusen,904,"['47461e93-845e-45df-8b9a-a30e757ab1e9', '6cdc69b4-4fb0-4cda-81db-56c5faae7454']",3,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:03.867,Pass,True
,,,,,,,,,,,,,,,,,,0.971062,,,,,,,,,,,,,,062b9601-8645-4517-95d1-b18daadc11c7,80,,"[87.6, 68.5]",3890477,1,,,,-2.024798,,Right Foot,,,"[81.5, 56.0]",,Ground Pass,,13.90899,,,,,Hakan Çalhanoğlu,7039.0,,,,,,1,From Kick Off,Julian Brandt,5555.0,Right Midfield,2,Bayer Leverkusen,904,['09e8767f-9c43-4d75-80e8-9fa71672ade8'],6,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:06.963,Pass,
,,,,,,,,,,,,,,,,,,0.18279,,,,,,,,,,,,,,8fab2e9e-4643-4769-a512-36a8187950ba,83,,"[80.2, 53.9]",3890477,1,,,,-1.0714496,,Right Foot,,,"[82.0, 50.6]",,Low Pass,,3.7589893,,,Incomplete,,Admir Mehmedi,8219.0,,,,,,1,From Kick Off,Hakan Çalhanoğlu,7039.0,Left Defensive Midfield,2,Bayer Leverkusen,904,"['d306eb14-91dc-4ed1-a387-6ced53437f8b', 'f3b1e8c2-fd24-4e0d-b082-13e90864f116']",8,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:08.812,Pass,
,,,,,,,,,,,,,,,,,,1.01773,,,,,,,,,,,,,,7c53ab38-5bcd-4610-a902-6571578d874a,88,,"[50.4, 30.3]",3890477,1,,,,0.80733824,,Left Foot,,,"[66.0, 46.6]",,High Pass,,22.562136,,,Incomplete,,Alfreð Finnbogason,5514.0,,,,,,1,From Kick Off,Ja-Cheol Koo,5627.0,Center Attacking Midfield,2,Bayer Leverkusen,904,"['6ece7344-81ff-49d8-be10-55b7f50be9e1', '93de7b71-c9da-484f-aac7-e5f6180fb06d']",11,,,,,,,,,,,,,,,,Augsburg,172,00:01:11.610,Pass,
,,,,,,,,,,,,,,,,,,1.919013,,,,,,,,,,,,,,6ece7344-81ff-49d8-be10-55b7f50be9e1,90,,"[54.1, 33.5]",3890477,1,,,,-1.2451036,,Right Foot,,,"[61.8, 10.7]",,Low Pass,,24.06512,,,,,Wendell Nascimento Borges,8212.0,,,,,Recovery,1,From Kick Off,André Ramalho Silva,9363.0,Left Center Back,2,Bayer Leverkusen,904,"['16a1cdb9-2044-45b3-92c1-db65a8a4290c', '7c53ab38-5bcd-4610-a902-6571578d874a']",12,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:12.628,Pass,
,,,,,,,,,,,,,,,,,,0.734732,,,,,,,,,,,,,,e13bec23-1cb7-4cbd-9b72-ae8d114a99fe,96,,"[79.2, 0.1]",3890477,1,,,,2.0226102,,,,,"[75.9, 6.9]",,Low Pass,,7.558439,,,,,Hakan Çalhanoğlu,7039.0,,,,,Throw-in,1,From Throw In,Wendell Nascimento Borges,8212.0,Left Back,3,Bayer Leverkusen,904,['38905830-ca25-4442-a368-9a5e037dbaad'],31,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:31.549,Pass,
,,,,,,,,,,,,,,,,,,0.92506,,,,,,,,,,,,,,10aaa9ee-4737-49f4-8139-bef2587c15ac,99,,"[75.1, 5.6]",3890477,1,,,,-0.7123576,,Right Foot,,,"[79.5, 1.8]",,Ground Pass,,5.813777,,,,,Wendell Nascimento Borges,8212.0,,,,,,1,From Throw In,Hakan Çalhanoğlu,7039.0,Left Defensive Midfield,3,Bayer Leverkusen,904,['e9a5cfe6-eb7e-4667-b444-cfa05c6e69b9'],32,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:32.921,Pass,
