bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6d37167b-695a-4546-b683-43daac517987,1,,,,3890454,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 30287, 'name': 'Ceyhun Gülselam'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 23341, 'name': 'Alexander Milosevic'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 12294, 'name': 'Andre Hoffmann'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 24244, 'name': 'Uffe Manich Bech'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 24914, 'name': 'Edgar Prib'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 8541, 'name': 'Kenan Karaman'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 26}, {'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Hannover 96,178,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d112ffec-a1e2-40dc-b3b8-c96cb8cc42d9,2,,,,3890454,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 35}, {'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8318, 'name': 'Jeffrey Gouweleeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 40480, 'name': 'Markus Feulner'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8574, 'name': 'Alexander Esswein'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 30}, {'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Augsburg,172,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1506dd0d-de4b-4dcd-b986-83759c0ad84f,3,,,,3890454,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,['ce18b9f9-d181-4356-ae6e-ce78729ebf39'],0,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ce18b9f9-d181-4356-ae6e-ce78729ebf39,4,,,,3890454,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,['1506dd0d-de4b-4dcd-b986-83759c0ad84f'],0,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,efea3db7-54f3-4220-96bb-c50aa8531ea5,1906,,,,3890454,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,98,Augsburg,172,['92bba05d-200b-4981-b691-0c0b20afffcd'],0,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,92bba05d-200b-4981-b691-0c0b20afffcd,1907,,,,3890454,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,98,Augsburg,172,['efea3db7-54f3-4220-96bb-c50aa8531ea5'],0,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.339774,,,,,,,,,,,,4d4b43b9-a828-462e-ad4d-6eaaa435865f,5,,,"[61.0, 40.1]",3890454,0,,,,,1.6784862,,Right Foot,,,,"[60.6, 43.8]",Ground Pass,,3.7215588,,,,,Edgar Prib,24914.0,,,,Kick Off,1,From Kick Off,Artur Sobiech,11845.0,Center Forward,2,Hannover 96,178,['66381638-2499-4267-b3eb-9e0718607f53'],0,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.899,Pass,
,,,,,,,,,,,,,,,1.396174,,,,,,,,,,,,7004e895-4d05-4cf9-9322-f3c0d5d24a8e,8,,,"[60.6, 44.7]",3890454,0,,,,,-2.826105,,Left Foot,,,,"[46.2, 40.0]",Ground Pass,,15.147607,,,,,Andre Hoffmann,12294.0,,,,,1,From Kick Off,Edgar Prib,24914.0,Left Center Midfield,2,Hannover 96,178,['6d200ba8-a875-4bdc-9330-e3f19f3b749b'],1,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:01.266,Pass,
,,,,,,,,,,,,,,,2.820499,,,,,,,,,,,,9e8e3fbc-a2d4-4583-a092-83d4cad17548,11,,,"[46.2, 40.0]",3890454,0,,,,,0.6833282,,Right Foot,,,,"[87.1, 73.3]",High Pass,,52.741825,,,Incomplete,,,,,,,,1,From Kick Off,Andre Hoffmann,12294.0,Center Defensive Midfield,2,Hannover 96,178,['766cd45f-55e3-4563-b787-2cefcefd76b9'],2,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:02.681,Pass,
,,,,,,,,,,,,,,,2.234932,,,,,,,,,,,,766cd45f-55e3-4563-b787-2cefcefd76b9,12,,,"[33.0, 6.8]",3890454,0,,,,,0.9003575,,Head,,,,"[53.3, 32.4]",High Pass,,32.671852,,,Incomplete,,Ja-Cheol Koo,5627.0,,,,Recovery,1,From Kick Off,Philipp Max,8319.0,Left Back,2,Hannover 96,178,"['2d2a8cb7-a70d-4659-b3f8-8522eaa64c37', '9e8e3fbc-a2d4-4583-a092-83d4cad17548', 'd3b8208c-37da-4296-86b3-58fd0e9bcebc']",5,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:05.501,Pass,
