50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,db4dce3f-5a88-48e1-903e-5f9192eb121a,1,,,3890495,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,,0,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 8821, 'name': 'Timo Horn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 11286, 'name': 'Dominik Maroh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8900, 'name': 'Mërgim Mavraj'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 19}, {'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 8829, 'name': 'Frederik Hillesborg Sørensen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 4}, {'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 14}, {'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 8231, 'name': 'Yannick Gerhardt'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 23486, 'name': 'Anthony Modeste'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",FC Köln,186,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d3776872-3728-4766-afc7-7a247ce04505,2,,,3890495,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8209, 'name': 'Márcio Rafael Ferreira de Souza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 29}, {'player': {'id': 22824, 'name': 'Sebastian Rode'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bayern Munich,169,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5d1c80aa-ad21-4652-a9de-93571f8944b5,3,,,3890495,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,['d311bb7a-8f2b-4cb3-9e91-ce50e70724a2'],0,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d311bb7a-8f2b-4cb3-9e91-ce50e70724a2,4,,,3890495,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,['5d1c80aa-ad21-4652-a9de-93571f8944b5'],0,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9bb80dd0-7a54-4ea6-a648-868e884b0c4c,2182,,,3890495,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,73,Bayern Munich,169,['7198e921-db88-4f7d-918c-25fbfad0de9e'],0,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7198e921-db88-4f7d-918c-25fbfad0de9e,2183,,,3890495,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,73,Bayern Munich,169,['9bb80dd0-7a54-4ea6-a648-868e884b0c4c'],0,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.917661,,,,,,,,,,,,58ad30fa-b8db-49d1-b1fc-e70924c47d6b,5,,"[60.0, 40.0]",3890495,0,,,,,-2.0458071,,Right Foot,,,,"[58.2, 36.5]",Ground Pass,3.9357338,,,,Robert Lewandowski,5668.0,,,,,Kick Off,1,From Kick Off,Sebastian Rode,22824.0,Right Center Midfield,2,Bayern Munich,169,['454a59ab-5c11-4682-953d-bb80ba4e116a'],0,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.721,Pass,
,,,,,,,,,,,,,,,,,,0.552325,,,,,,,,,,,,79d7afbf-f089-42d7-a93e-4b56b98830f4,8,,"[57.4, 36.3]",3890495,0,,,,,2.5079596,,Right Foot,,,,"[52.5, 39.9]",Ground Pass,6.080296,,,,Xabier Alonso Olano,20133.0,,,,,,1,From Kick Off,Robert Lewandowski,5668.0,Center Forward,2,Bayern Munich,169,['d879bdf2-4906-42c4-9a1d-f778db139968'],1,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:01.845,Pass,
,,,,,,,,,,,,,,,,,,0.865574,,,,,,,,,,,,36a06340-a7f9-4776-a5c9-d02a73e41cbd,11,,"[52.5, 39.3]",3890495,0,,,,,-1.8666161,,Right Foot,,,,"[49.3, 28.8]",Ground Pass,10.976793,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,From Kick Off,Xabier Alonso Olano,20133.0,Center Defensive Midfield,2,Bayern Munich,169,['97ad1ead-c193-406d-aaad-52d33c167da2'],2,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:02.529,Pass,
,,,,,,,,,,,,,,,,,,1.327533,,,,,,,,,,,,fc1856b0-4454-4741-9ccb-0c4794d76b72,14,,"[49.3, 28.6]",3890495,0,,,,,-1.6465133,,Right Foot,,,,"[48.2, 14.1]",Ground Pass,14.541664,,,,Juan Bernat Velasco,15651.0,,,,,,1,From Kick Off,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,2,Bayern Munich,169,['8f86eba2-2ac2-440a-81bb-2c13b01c5a2d'],4,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:04.389,Pass,
