50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,07462df7-d622-44c0-a55a-ec90a5977b1a,1,,,3890482,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8549, 'name': 'Giulio Donati'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5467, 'name': 'Leon Aderemi Balogun'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 15847, 'name': 'Alexander Hack'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 42}, {'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8561, 'name': 'Fabian Frei'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 8555, 'name': 'Pablo Ezequiel De Blasis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 32}, {'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 6925, 'name': 'Jairo Samperio Bustara'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 8817, 'name': 'Jhon Andrés Córdoba Copete'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",FSV Mainz 05,177,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3f8285cc-1d97-4ddb-9ee0-18456eb91d90,2,,,3890482,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 8306, 'name': 'Christian Mathenia'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 12383, 'name': 'Florian Jungwirth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 9217, 'name': 'Aytac Sulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 35033, 'name': 'Slobodan Rajković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 35}, {'player': {'id': 9404, 'name': 'Luca Caldirola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 40467, 'name': 'Peter Niemeyer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 8388, 'name': 'Jérôme Gondorf'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 9219, 'name': 'Tobias Kempe'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 11134, 'name': 'Konstantin Rausch'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 34}, {'player': {'id': 9401, 'name': 'Marcel Heller'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 9723, 'name': 'Sandro Wagner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Darmstadt 98,872,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,847da985-0bf4-45aa-bb29-40344f0eea7b,3,,,3890482,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['a96f74df-9c35-4c1f-958f-bed5f1196379'],0,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a96f74df-9c35-4c1f-958f-bed5f1196379,4,,,3890482,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['847da985-0bf4-45aa-bb29-40344f0eea7b'],0,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a117628c-4f8d-442a-8deb-cd276a2e10e3,1399,,,3890482,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,89,FSV Mainz 05,177,['fd43250b-ad28-413f-8deb-bb8eec49dc8f'],0,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fd43250b-ad28-413f-8deb-bb8eec49dc8f,1400,,,3890482,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,89,FSV Mainz 05,177,['a117628c-4f8d-442a-8deb-cd276a2e10e3'],0,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.46565,,,,,,,,,,,,,053f2cfe-339d-4637-a856-b8bcfe8a76a4,5,,"[60.0, 40.0]",3890482,0,,,,,-1.1479424,,Right Foot,,,,"[60.9, 38.0]",Ground Pass,2.1931713,,,,Sandro Wagner,9723.0,,,,,Kick Off,1,From Kick Off,Tobias Kempe,9219.0,Right Midfield,2,Darmstadt 98,872,['6269f881-e4bc-4b93-a4ae-21ccf13b40de'],0,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:00.338,Pass,
,,,,,,,,,,,,,,,,,2.530639,,,,,,,,,,,,,172e2233-8840-4eb3-aa2b-f89716a2d8ac,9,,"[64.1, 41.5]",3890482,0,,,,,0.67500544,,Right Foot,,,,"[110.2, 78.4]",High Pass,59.0493,,Out,,Marcel Heller,9401.0,,,,,,1,From Kick Off,Sandro Wagner,9723.0,Center Forward,2,Darmstadt 98,872,['8e9af7ce-8c78-4a5a-bca4-67db67c7c921'],2,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:02.085,Pass,
,,,,,,,,,,,,,,,,,1.754867,,,,,,,,,,,,,6e392dd0-f21f-40b1-ab0e-615aaeb405a0,11,,"[14.3, 0.1]",3890482,0,,,,,0.3042085,,,,,,"[31.5, 5.5]",High Pass,18.027756,,,,Jhon Andrés Córdoba Copete,8817.0,,,,,Throw-in,1,From Throw In,Gaëtan Bussmann,18399.0,Left Back,3,FSV Mainz 05,177,['f6090566-2d96-4f54-a2ab-5cc0732bfa33'],19,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:19.213,Pass,
,,,,,,,,,,,,,,,,,0.28666,,,,,,,,,,,,,b8f23408-3a1c-41f7-bb3f-b0621e390da3,15,,"[30.9, 2.4]",3890482,0,,,,,0.0,,Left Foot,,,,"[34.1, 2.4]",Low Pass,3.2,,Incomplete,,Pablo Ezequiel De Blasis,8555.0,,,,,,1,From Throw In,Jhon Andrés Córdoba Copete,8817.0,Center Forward,3,FSV Mainz 05,177,"['3326cd91-75e8-4dac-b021-996f064b51c1', 'd884c744-709a-4b67-8548-bc8ef26a5e2f']",21,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:21.684,Pass,
