50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.214648,,,,,,,,,,,,,fd2cb3bd-a766-4334-b409-979eae202dd7,16,,,"[41.4, 18.3]",3890562,0,,,,,1.3467168,,Left Foot,,,"[46.3, 39.8]",,Ground Pass,22.051304,,,,Julian Weigl,8816.0,,,,,,1,From Kick Off,Mats Hummels,5572.0,Left Center Back,2,Borussia Dortmund,180,['604d8d80-1f8c-4a0f-86b8-3e1c5d097478'],11,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:11.487,Pass,
,,,,,,,,,,,,,,,,,1.347475,,,,,,,,,,,,,9520e680-342e-4ed7-89f1-f81ef017c963,19,,,"[46.3, 39.8]",3890562,0,,,,,1.4545712,,Right Foot,,,"[48.6, 59.5]",,Ground Pass,19.833809,,,,Sven Bender,8216.0,,,,,,1,From Kick Off,Julian Weigl,8816.0,Right Defensive Midfield,2,Borussia Dortmund,180,['81bfeb7a-49de-495b-a13d-3a1aad164a51'],13,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:13.931,Pass,
,,,,,,,,,,,,,,,,,1.527664,,,,,,,,,,,,,cbf1994c-d5d1-4e45-af99-d95a0dcb7634,23,,,"[46.8, 59.2]",3890562,0,,,,,-2.0892193,,Right Foot,,,"[38.3, 44.3]",,Ground Pass,17.154009,,,,Sokratis Papastathopoulos,8244.0,,,,,,1,From Kick Off,Sven Bender,8216.0,Right Back,2,Borussia Dortmund,180,"['55f58665-5ff2-45c2-8f6a-26271428ce6f', '56631b81-5610-48e4-ba96-ca23fd8b2d3b']",16,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:16.822,Pass,True
,,,,,,,,,,,,,,,,,0.590155,,,,,,,,,,,,,89fc5fb8-2462-410a-aa48-5482ef5cd2c5,26,,,"[45.6, 42.4]",3890562,0,,,,,0.5707133,,Right Foot,,,"[53.7, 47.6]",,Ground Pass,9.625487,,,,Julian Weigl,8816.0,,,,,,1,From Kick Off,Sokratis Papastathopoulos,8244.0,Right Center Back,2,Borussia Dortmund,180,['8ba5fe85-3da5-40fe-b2dc-5f57c3cbc38c'],21,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:21.744,Pass,
,,,,,,,,,,,,,,,,,0.6548,,,,,,,,,,,,,50c9b5d3-9d50-44bd-8f65-b12097c5c241,30,,,"[53.0, 47.6]",3890562,0,,,,,-2.6731374,,Right Foot,,,"[44.7, 43.4]",,Ground Pass,9.302151,,,,Sokratis Papastathopoulos,8244.0,,,,,,1,From Kick Off,Julian Weigl,8816.0,Right Defensive Midfield,2,Borussia Dortmund,180,"['5fc9ac8f-5685-4d59-9760-71e6d3d4c202', 'd5695367-21b8-4a73-b7db-7023c2fd3b08']",22,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:22.436,Pass,True
,,,,,,,,,,,,,,,,,0.908034,,,,,,,,,,,,,e5d3eab7-334d-434f-9281-8b60ee574049,33,,,"[44.7, 43.4]",3890562,0,,,,,1.3463804,,Right Foot,,,"[48.9, 61.8]",,Ground Pass,18.873262,,,,Sven Bender,8216.0,,,,,,1,From Kick Off,Sokratis Papastathopoulos,8244.0,Right Center Back,2,Borussia Dortmund,180,['5f8357fe-35c1-4ed0-b19b-71d10f1ec786'],24,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:24.074,Pass,
,,,,,,,,,,,,,,,,,1.770672,,,,,,,,,,,,,bb2a3200-f2bd-481f-b47d-4322a2e0df1c,36,,,"[48.9, 61.8]",3890562,0,,,,,-1.7345346,,Right Foot,,,"[47.0, 50.3]",,Ground Pass,11.6559,,,,Sokratis Papastathopoulos,8244.0,,,,,,1,From Kick Off,Sven Bender,8216.0,Right Back,2,Borussia Dortmund,180,['54271ca5-127f-41b2-99ae-eff48b9b4878'],25,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:25.965,Pass,
,,,,,,,,,,,,,,,,,2.357749,,,,,,,,,,,,,bff5ae87-f139-40e0-9b7c-5e4dc0bfb443,40,,,"[51.0, 44.5]",3890562,0,,,,,1.3936341,,Right Foot,,,"[55.1, 67.4]",,Ground Pass,23.264135,,,,Sven Bender,8216.0,,,,,,1,From Kick Off,Sokratis Papastathopoulos,8244.0,Right Center Back,2,Borussia Dortmund,180,['de84d406-2b6c-4d91-93e8-835ffea553a6'],30,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:30.331,Pass,
,,,,,,,,,,,,,,,,,1.199626,,,,,,,,,,,,,adec28a2-540b-410b-9c9d-12b2a6d4d797,43,,,"[56.5, 73.7]",3890562,0,,,,,-0.38123366,,Right Foot,,,"[80.2, 64.2]",,Ground Pass,25.533115,,,,Shinji Kagawa,5684.0,,,,,,1,From Kick Off,Sven Bender,8216.0,Right Back,2,Borussia Dortmund,180,['a8a1440a-f7fb-4a8d-862f-b5b285937ebb'],33,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:33.348,Pass,
,,,,,,,,,,,,,,,,,0.065437,,,,,,,,,,,,,771ce97e-f0db-412a-a52d-e1efb68a2ffe,46,,,"[77.3, 73.5]",3890562,0,,,,,0.5554937,,Right Foot,,,"[80.2, 75.3]",,Ground Pass,3.4132097,,Incomplete,,Pierre-Emerick Aubameyang,3712.0,,,,,,1,From Kick Off,Shinji Kagawa,5684.0,Center Attacking Midfield,2,Borussia Dortmund,180,"['51ff3512-6bd3-449a-be0e-0ffc6141e39d', 'baaac882-5917-45ac-8b79-6933e91aa42b']",35,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:35.847,Pass,
,,,,,,,,,,,,,,,,,0.174784,,,,,,,,,,,,,c0927e59-b0ea-4b01-b02b-f519650a2467,52,,,"[5.6, 3.6]",3890562,0,,,,,0.0,,Left Foot,,,"[8.2, 3.6]",,Low Pass,2.6,,Incomplete,,,,,,,,,1,Regular Play,Filip Mladenović,7993.0,Left Wing Back,3,FC Köln,186,['7a0fc3b1-7e60-494e-8e45-8341c23ea623'],42,,,,,,,,,,,,,,,,,FC Köln,186,00:00:42.550,Pass,
,,,,,,,,,,,,,,,,,1.347107,,,,,,,,,,,,,502cd7c3-dedf-477e-aaf1-b937876112c9,54,,,"[116.3, 80.0]",3890562,0,,,,,-1.5882618,,,,,"[115.9, 57.1]",,High Pass,22.903494,,Incomplete,,Gustavo Adrián Ramos Vásquez,24324.0,,,,,Throw-in,1,From Throw In,Pierre-Emerick Aubameyang,3712.0,Right Wing,4,Borussia Dortmund,180,"['bf7fdaaf-3549-4794-86d4-b82993a2d2ed', 'eb5786af-0fc7-44f1-b5fa-76af652a78cf']",53,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:53.055,Pass,
,,,,,,,,,,,,,,,,,2.846612,,,,,,,,,,,,,d4975e4c-00bd-4ce8-a50a-715cab3cd64c,58,,,"[5.1, 22.7]",3890562,0,,,,,-0.13424517,,Left Foot,,,"[39.9, 18.0]",,High Pass,35.11595,,,,Anthony Modeste,23486.0,,,,,,1,Regular Play,Mërgim Mavraj,8900.0,Center Back,5,FC Köln,186,['21acc153-82a6-4469-8176-e8a7c2591484'],55,,,,,,,,,,,,,,,,,FC Köln,186,00:00:55.973,Pass,
,,,,,,,,,,,,,,,,,2.079991,,,,,,,,,,,,,6c28f46e-65a5-4631-8934-e9c15263de47,61,,,"[39.9, 18.0]",3890562,0,,,,True,2.6796782,,,,,"[16.8, 29.5]",,High Pass,25.804264,,,,Mërgim Mavraj,8900.0,,,,,,1,Regular Play,Anthony Modeste,23486.0,Center Forward,5,FC Köln,186,"['0239d08a-0ea5-409d-ab35-0274fd831be0', '0dab07ef-a0dd-461c-b2c1-9f46c378d4aa']",58,,,,,,,,,,,,,,,,,FC Köln,186,00:00:58.900,Pass,True
,,,,,,,,,,,,,,,,,1.351272,,,,,,,,,,,,,670dd1b2-0c51-48fe-8b8a-f7701270a878,63,,,"[16.8, 29.0]",3890562,1,,,,,0.37971523,,Head,,,"[38.6, 37.7]",,High Pass,23.471899,,Incomplete,,Miloš Jojić,8825.0,,,,,,1,Regular Play,Mërgim Mavraj,8900.0,Center Back,5,FC Köln,186,"['7ae35fb7-eafd-4b4e-9fc6-6f7435e9d26d', 'dcef2ae1-2c98-4b7a-a3e9-e3e5a260c9c7']",1,,,,,,,,,,,,,,,,,FC Köln,186,00:01:01.066,Pass,
,,,,,,,,,,,,,,,,,1.425457,,,,,,,,,,,,,7ae35fb7-eafd-4b4e-9fc6-6f7435e9d26d,65,,,"[81.5, 42.4]",3890562,1,,,,,-0.88617915,,Right Foot,,,"[89.5, 32.6]",,High Pass,12.650692,,,,Marco Reus,5559.0,,,,,Recovery,1,Regular Play,Gonzalo Castro Randon,8233.0,Left Defensive Midfield,6,Borussia Dortmund,180,"['670dd1b2-0c51-48fe-8b8a-f7701270a878', 'ff89e5b7-bf3b-4d91-b6b9-37cf7f0c8a4b']",2,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:02.418,Pass,
,,,,,,,,,,,,,,,,,1.861119,,,,,,,,,,,,,ceaa187f-0790-4b2a-98ee-33a977da9819,69,,,"[89.5, 28.2]",3890562,1,,,,,-1.0164888,,Right Foot,,,"[101.2, 9.3]",,Ground Pass,22.228361,,,,Marcel Schmelzer,11458.0,,,,,,1,Regular Play,Marco Reus,5559.0,Left Wing,6,Borussia Dortmund,180,['6bf3c944-bae6-4386-9942-be6b48de093e'],4,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:04.853,Pass,
,,,,,,,,,,,,,,,,,1.35926,,,,,,,,,,,,,d017ab9a-5728-4c7d-b66b-2cb77b24ca6d,72,,,"[96.0, 13.5]",3890562,1,,,,,2.9736967,,Left Foot,,,"[78.3, 16.5]",,Ground Pass,17.952436,,,,Mats Hummels,5572.0,,,,,,1,Regular Play,Marcel Schmelzer,11458.0,Left Back,6,Borussia Dortmund,180,['5248c693-3a52-4cd7-a647-74bae7f2bf36'],8,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:08.896,Pass,
,,,,,,,,,,,,,,,,,1.516403,,,,,,,,,,,,,897a652c-cdbd-46f6-8c35-223eb26a2069,76,,,"[78.3, 16.5]",3890562,1,,,,,2.0597303,,Left Foot,,,"[67.5, 36.8]",,Ground Pass,22.99413,,,,Sokratis Papastathopoulos,8244.0,,,,,,1,Regular Play,Mats Hummels,5572.0,Left Center Back,6,Borussia Dortmund,180,['6bf5fdd0-372c-4903-b412-4c13a25366e8'],11,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:11.508,Pass,
,,,,,,,,,,,,,,,,,0.798744,,,,,,,,,,,,,b0db52c3-e411-4844-868d-3bd676994cd3,79,,,"[65.7, 37.7]",3890562,1,,,,,0.7475784,,Right Foot,,,"[75.3, 46.6]",,Ground Pass,13.090837,,,,Julian Weigl,8816.0,,,,,,1,Regular Play,Sokratis Papastathopoulos,8244.0,Right Center Back,6,Borussia Dortmund,180,['7fe7fd12-cca1-472e-b4e3-603f5208690c'],13,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:13.599,Pass,
,,,,,,,,,,,,,,,,,1.303466,,,,,,,,,,,,,6102fd05-40a8-4e33-8f77-eb3f6cf3a9ee,83,,,"[79.2, 46.6]",3890562,1,,,,,1.7490946,,Left Foot,,,"[74.1, 74.9]",,Ground Pass,28.755869,,,,Sven Bender,8216.0,,,,,,1,Regular Play,Julian Weigl,8816.0,Right Defensive Midfield,6,Borussia Dortmund,180,['a1b49fa8-fef2-4393-be0e-3aadc552ee64'],15,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:15.470,Pass,
,,,,,,,,,,,,,,,,,1.911106,,,,,,,,,,,,,7c2e4a43-30e6-4f06-87e4-01dc8f6ba2ce,87,,,"[70.8, 73.5]",3890562,1,,,,,-2.405659,,Right Foot,,,"[49.6, 54.3]",,Ground Pass,28.602098,,,,Sokratis Papastathopoulos,8244.0,,,,,,1,Regular Play,Sven Bender,8216.0,Right Back,6,Borussia Dortmund,180,['6897c575-9da8-4a42-bba7-9d4feda44b7a'],20,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:20.832,Pass,
,,,,,,,,,,,,,,,,,0.870383,,,,,,,,,,,,,4b985100-dc73-4ad7-b1a6-7187904962d7,90,,,"[49.6, 54.5]",3890562,1,,,,,-0.69702137,,Right Foot,,,"[66.8, 40.1]",,Ground Pass,22.43212,,,,Gonzalo Castro Randon,8233.0,,,,,,1,Regular Play,Sokratis Papastathopoulos,8244.0,Right Center Back,6,Borussia Dortmund,180,['e208e457-72e0-4880-beb1-1b06a1134b32'],25,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:25.755,Pass,
,,,,,,,,,,,,,,,,,1.72283,,,,,,,,,,,,,bbc2c5f8-dc8b-46e2-b392-66883b8eeec3,94,,,"[67.5, 31.9]",3890562,1,,,,,-1.565391,,Right Foot,,,"[67.6, 13.4]",,Ground Pass,18.50027,,,,Mats Hummels,5572.0,,,,,,1,Regular Play,Gonzalo Castro Randon,8233.0,Left Defensive Midfield,6,Borussia Dortmund,180,"['784b4f9a-add6-40d9-a05c-1bda9c45d8ce', 'b803b3dc-736c-4556-9f84-3a8d4829c349']",29,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:29.164,Pass,True
,,,,,,,,,,,,,,,,,1.333576,,,,,,,,,,,,,c443a23e-64f7-4414-91a6-0efa1dd23062,97,,,"[67.6, 13.4]",3890562,1,,,,,1.4282295,,Right Foot,,,"[70.6, 34.3]",,Ground Pass,21.114214,,,,Julian Weigl,8816.0,,,,,,1,Regular Play,Mats Hummels,5572.0,Left Center Back,6,Borussia Dortmund,180,['57802942-51b8-4701-831b-5b41913e5a20'],31,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:31.894,Pass,
,,,,,,,,,,,,,,,,,0.796212,,,,,,,,,,,,,2a98cde2-5d62-4b0e-b62c-09df465fd9ba,100,,,"[73.8, 35.0]",3890562,1,,,,,0.84089667,,Right Foot,,,"[85.7, 48.3]",,Ground Pass,17.84657,,,,Shinji Kagawa,5684.0,,,,,,1,Regular Play,Julian Weigl,8816.0,Right Defensive Midfield,6,Borussia Dortmund,180,['71390bba-1356-4288-89df-764c7cd8b942'],34,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:34.185,Pass,
,,,,,,,,,,,,,,,,,4.444054,,,,,,,,,,,,,c9a85553-3230-4af5-b93f-051a3b07329f,108,,,"[24.3, 17.4]",3890562,1,,,,,-0.39600575,,Left Foot,,,"[65.2, 0.3]",,High Pass,44.330803,,Out,,,,,,,,,1,Regular Play,Filip Mladenović,7993.0,Left Wing Back,6,Borussia Dortmund,180,['a503cb41-b5aa-48d8-87c3-4b4a260ad5a6'],37,,,,,,,,,,,,,,,,,FC Köln,186,00:01:37.865,Pass,True
,,,,,,,,,,,,,,,,,1.113866,,,,,,,,,,,,,ff594102-3d6b-4073-82b0-c6bbcbfd1934,109,,,"[51.2, 80.0]",3890562,1,,,,,-1.0255692,,,,,"[54.9, 73.9]",,Low Pass,7.1344237,,,,Julian Weigl,8816.0,,,,,Throw-in,1,From Throw In,Sven Bender,8216.0,Right Back,7,Borussia Dortmund,180,['9c7381d0-8d81-4d5c-98a9-d4d7d99eccee'],43,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:43.360,Pass,
,,,,,,,,,,,,,,,,,0.720124,,,,,,,,,,,,,ca2dbeb7-c179-4658-81d6-1735eef257e0,112,,,"[54.7, 73.7]",3890562,1,,,,,2.9648838,,Right Foot,,,"[49.1, 74.7]",,Ground Pass,5.6885853,,,,Sven Bender,8216.0,,,,,,1,From Throw In,Julian Weigl,8816.0,Right Defensive Midfield,7,Borussia Dortmund,180,['6e977fe2-eae0-4d92-a7e5-07079ac5c2d1'],45,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:45.155,Pass,
,,,,,,,,,,,,,,,,,1.854507,,,,,,,,,,,,,4313c7c3-b336-4012-9665-671f43242491,115,,,"[55.4, 69.0]",3890562,1,,,,,-1.9768944,,Right Foot,,,"[46.8, 49.0]",,Ground Pass,21.770622,,,,Sokratis Papastathopoulos,8244.0,,,,,,1,From Throw In,Sven Bender,8216.0,Right Back,7,Borussia Dortmund,180,['e4f9f6e0-debe-4edd-a5b8-8400aeee11ae'],52,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:52.085,Pass,
,,,,,,,,,,,,,,,,,1.458104,,,,,,,,,,,,,9653198c-e7f2-4035-a58d-2eca49b09faf,117,,,"[47.0, 47.3]",3890562,1,,,,,-1.4170381,,Right Foot,,,"[51.2, 20.2]",,Ground Pass,27.42353,,,,Mats Hummels,5572.0,,,,,,1,From Throw In,Sokratis Papastathopoulos,8244.0,Right Center Back,7,Borussia Dortmund,180,['d869e60e-7cea-4358-b2d7-00c70f4ead71'],53,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:53.939,Pass,
,,,,,,,,,,,,,,,,,1.471822,,,,,,,,,,,,,76620be0-8953-42ed-842c-2e6241f1e9c6,121,,,"[53.0, 24.0]",3890562,1,,,,,1.9525605,,Left Foot,,,"[47.5, 37.7]",,Ground Pass,14.762791,,,,Sokratis Papastathopoulos,8244.0,,,,,,1,From Throw In,Mats Hummels,5572.0,Left Center Back,7,Borussia Dortmund,180,"['55b8025e-87a1-432a-83c4-8dfad622b4f7', '93b5def3-aa0b-429a-a9b0-67a0b06eee83']",57,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:57.766,Pass,True
