50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a2855394-c48a-431a-a73c-efd99a58c0b1,1,,,,3890537,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20950, 'name': 'Yanni Regäsel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8678, 'name': 'David Ángel Abraham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 8812, 'name': 'Marco Russ'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 8504, 'name': 'Bastian Oczipka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 18888, 'name': 'Szabolcs Huszti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 21156, 'name': 'Stefan Aigner'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 8669, 'name': 'Mijat Gaćinović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 35240, 'name': 'Änis Ben-Hatira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 32}, {'player': {'id': 5543, 'name': 'Haris Seferović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Eintracht Frankfurt,184,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,40b745a2-5bcc-43b5-bfaf-38547244d022,2,,,,3890537,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8548, 'name': 'Daniel Brosinski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 5467, 'name': 'Leon Aderemi Balogun'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 8549, 'name': 'Giulio Donati'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 11397, 'name': 'Suat Serdar'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 45}, {'player': {'id': 8555, 'name': 'Pablo Ezequiel De Blasis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 32}, {'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 6925, 'name': 'Jairo Samperio Bustara'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 8817, 'name': 'Jhon Andrés Córdoba Copete'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",FSV Mainz 05,177,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9c11e350-5604-48da-9db4-7dac5f622ce4,3,,,,3890537,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,['940efd9d-3ba8-430f-8a30-c65376880cac'],0,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,940efd9d-3ba8-430f-8a30-c65376880cac,4,,,,3890537,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,['9c11e350-5604-48da-9db4-7dac5f622ce4'],0,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,998551b7-b963-4a53-8213-4d9e8bf560b9,1660,,,,3890537,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,105,Eintracht Frankfurt,184,['892b3047-04a3-4890-95d5-b9a4ed192ce2'],0,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,892b3047-04a3-4890-95d5-b9a4ed192ce2,1661,,,,3890537,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,105,Eintracht Frankfurt,184,['998551b7-b963-4a53-8213-4d9e8bf560b9'],0,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.736506,,,,,,,,,,,,63fa54cc-39d8-48df-a6a5-bddcd83a3fc5,5,,,"[61.0, 40.1]",3890537,0,,,,,0.7853982,,Right Foot,,,"[62.3, 41.4]",,Ground Pass,1.8384776,,,Haris Seferović,5543.0,,,,,Kick Off,1,From Kick Off,Mijat Gaćinović,8669.0,Center Attacking Midfield,2,Eintracht Frankfurt,184,['a630d445-367c-4010-8edb-6c2c10059b18'],1,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:01.242,Pass,
,,,,,,,,,,,,,,,,,,1.08626,,,,,,,,,,,,8bc7f0fc-04ca-4a3e-a299-9a0338d08443,8,,,"[62.7, 41.4]",3890537,0,,,,,-2.9805627,,Right Foot,,,"[43.0, 38.2]",,Ground Pass,19.958206,,,Szabolcs Huszti,18888.0,,,,,,1,From Kick Off,Haris Seferović,5543.0,Center Forward,2,Eintracht Frankfurt,184,['45843cf6-aa40-432e-8a8b-74c09d5e434f'],2,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:02.079,Pass,
,,,,,,,,,,,,,,,,,,1.551419,,,,,,,,,,,,56d728dd-5652-4e6b-a2ee-ebce31dd9af0,11,,,"[42.8, 38.2]",3890537,0,,,,,-1.4391578,,Left Foot,,,"[46.6, 9.5]",,Ground Pass,28.950476,,,Bastian Oczipka,8504.0,,,,,,1,From Kick Off,Szabolcs Huszti,18888.0,Left Defensive Midfield,2,Eintracht Frankfurt,184,['d6f3d548-d7cd-4fea-8689-4fa8d66433f3'],4,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:04.148,Pass,
,,,,,,,,,,,,,,,,,,0.716752,,,,,,,,,,,,1760fdbc-2520-4944-9ac6-ad5863e762e7,14,,,"[42.2, 16.7]",3890537,0,,,,,0.7853982,,Right Foot,,,"[51.2, 25.7]",,Ground Pass,12.727922,,,Szabolcs Huszti,18888.0,,,,,,1,From Kick Off,Bastian Oczipka,8504.0,Left Back,2,Eintracht Frankfurt,184,['7c917830-e0b6-4f10-9c7c-469f8b46c4d9'],6,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:06.792,Pass,
,,,,,,,,,,,,,,,,,,1.424974,,,,,,,,,,,,70da6d49-6932-4b52-bdcb-8bc53d69ead5,16,,,"[51.2, 25.7]",3890537,0,,,,,-0.17858244,,Left Foot,,,"[78.9, 20.7]",,High Pass,28.147646,Incomplete,,Änis Ben-Hatira,35240.0,,,,,,1,From Kick Off,Szabolcs Huszti,18888.0,Left Defensive Midfield,2,Eintracht Frankfurt,184,"['5e635999-52c0-4a8f-b16f-87c03e51f2bf', '7489af23-8c6c-4f83-bf1f-5658e27e25b5']",7,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:07.509,Pass,
,,,,,,,,,,,,,,,,,,3.026226,,,,,,,,,,,,5e635999-52c0-4a8f-b16f-87c03e51f2bf,18,,,"[41.2, 59.4]",3890537,0,,,,,-0.8912679,,Head,,,"[57.6, 39.1]",,High Pass,26.096935,Incomplete,,Jairo Samperio Bustara,6925.0,,,,,Recovery,1,From Kick Off,Daniel Brosinski,8548.0,Right Back,2,Eintracht Frankfurt,184,"['28929b9e-c901-4f36-844e-bdbaa1d7fac8', '70da6d49-6932-4b52-bdcb-8bc53d69ead5', '9dae85a9-4b74-4013-b6f0-784cb122718b']",8,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:08.934,Pass,
