bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f57b5c25-ac6f-4380-8c68-6d3a79f2dcb5,1,,,3890294,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 40538, 'name': 'Jin-Su Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 5548, 'name': 'Steven Zuber'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 8404, 'name': 'Eugen Polanski'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 31}, {'player': {'id': 19836, 'name': 'Kevin Kuranyi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 22}]}",Hoffenheim,175,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4db81d69-4164-4f67-ab57-bf705a94b428,2,,,3890294,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 42}, {'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 51388, 'name': 'Assani Lukimya-Mulongoti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 7}, {'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 9178, 'name': 'Felix Kroos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 20010, 'name': 'Clemens Fritz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 22043, 'name': 'Ulisses Alexandre Garcia Lopes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 8762, 'name': 'Zlatko Junuzović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 8402, 'name': 'Aron Jóhannsson'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 12624, 'name': 'Anthony Ujah'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 21}]}",Werder Bremen,176,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c18fea84-bdf3-4c24-b1da-1bd02aae560f,3,,,3890294,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,['1db1310c-2b08-4cd2-82da-04307745692b'],0,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1db1310c-2b08-4cd2-82da-04307745692b,4,,,3890294,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,['c18fea84-bdf3-4c24-b1da-1bd02aae560f'],0,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9a542835-59f0-47d6-9251-f00adca8f030,1744,,,3890294,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,113,Hoffenheim,175,['b4da448b-974b-4b95-9ec7-0ff1d564c31e'],0,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b4da448b-974b-4b95-9ec7-0ff1d564c31e,1745,,,3890294,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,113,Hoffenheim,175,['9a542835-59f0-47d6-9251-f00adca8f030'],0,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.243925,,,,,,,,,,,,131ca3b0-cc18-4a9e-b068-117e6d355531,5,,"[60.0, 40.0]",3890294,0,True,,,1.6856729,,Right Foot,,,,"[59.7, 42.6]",,Ground Pass,,2.6172504,,,Aron Jóhannsson,8402.0,,,,,Kick Off,1,From Kick Off,Anthony Ujah,12624.0,Left Center Forward,2,Werder Bremen,176,['df6a650b-a4d4-46bf-a95f-2d355b7142e2'],0,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.358,Pass,
,,,,,,,,,,,,,,,1.239742,,,,,,,,,,,,ab005483-0466-43ab-8fb1-e193a335ca66,7,,"[58.9, 42.8]",3890294,0,,,,-2.7199624,,Right Foot,,,,"[45.3, 36.7]",,Ground Pass,,14.905368,,,Felix Kroos,9178.0,,,,,,1,From Kick Off,Aron Jóhannsson,8402.0,Right Center Forward,2,Werder Bremen,176,['26263968-279a-422a-a217-8c93f5dff83e'],0,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.837,Pass,
,,,,,,,,,,,,,,,0.971705,,,,,,,,,,,,9b65c5d9-e9f0-49e5-8dee-118108898169,10,,"[45.3, 41.3]",3890294,0,,,,1.136552,,Right Foot,,,,"[51.7, 55.1]",,Ground Pass,,15.211838,,,Clemens Fritz,20010.0,,,,,,1,From Kick Off,Felix Kroos,9178.0,Center Defensive Midfield,2,Werder Bremen,176,['568643c2-a291-4560-aba6-317fbd620128'],3,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:03.997,Pass,
,,,,,,,,,,,,,,,1.307749,,,,,,,,,,,,a8904a31-41b8-4cb9-a227-b8da8c68f1fe,15,,"[47.2, 62.9]",3890294,0,,,,-2.9132514,,Right Foot,,,,"[33.0, 59.6]",,Ground Pass,,14.578408,,,Assani Lukimya-Mulongoti,51388.0,,,,,Recovery,1,From Kick Off,Theodor Gebre Selassie,8396.0,Right Back,2,Werder Bremen,176,['1c648e39-0f66-4222-b694-48b722059260'],6,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:06.559,Pass,
