50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,45da0f0a-54df-499d-8ada-8929c372ce25,1,,,3890302,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 35}, {'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4279, 'name': 'Konstantinos Stafylidis'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8574, 'name': 'Alexander Esswein'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 40462, 'name': 'Halil Altıntop'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 400620, 'name': 'Tobias Werner'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 13}, {'player': {'id': 7852, 'name': 'Tim Matavž'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Augsburg,172,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8c538749-0d6c-4192-93ea-1c429a99ca56,2,,,3890302,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 12316, 'name': 'Oliver Sorg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 29}, {'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 2}, {'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 24914, 'name': 'Edgar Prib'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Hannover 96,178,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1f799885-6223-4e82-8770-a416a2cd49b6,3,,,3890302,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,['28327981-43b2-4baa-abf5-fedb454d426d'],0,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,28327981-43b2-4baa-abf5-fedb454d426d,4,,,3890302,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,['1f799885-6223-4e82-8770-a416a2cd49b6'],0,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5b726cfc-a6ff-4ab2-8f67-cb36ae1d4f32,1684,,,3890302,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,79,Augsburg,172,['be3f20d0-d300-4233-921d-10a1b1ca6d61'],0,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,be3f20d0-d300-4233-921d-10a1b1ca6d61,1685,,,3890302,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,79,Augsburg,172,['5b726cfc-a6ff-4ab2-8f67-cb36ae1d4f32'],0,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.499343,,,,,,,,,,,,,,,65789bc4-4576-4c89-ad55-38da024bc106,5,,"[60.0, 40.0]",3890302,0,,,,,-1.3876855,,Right Foot,,,"[60.5, 37.3]",,Ground Pass,,2.745906,,,Halil Altıntop,40462.0,,,,Kick Off,1,From Kick Off,Tim Matavž,7852.0,Center Forward,2,Augsburg,172,['099e711a-ddc9-4139-b38a-e120bcabbac4'],0,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.217,Pass,
,,,,,,,,,,,,,,1.002599,,,,,,,,,,,,,,,9044a8de-b920-47a6-9317-a8fb266a63c1,7,,"[60.2, 37.6]",3890302,0,,,,,2.5197685,,Left Foot,,,"[48.2, 46.2]",,Ground Pass,,14.763469,,,Ja-Cheol Koo,5627.0,,,,,1,From Kick Off,Halil Altıntop,40462.0,Center Attacking Midfield,2,Augsburg,172,['6fa7df7e-d6ac-41d9-86df-a40a3320db49'],0,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.717,Pass,
,,,,,,,,,,,,,,1.651604,,,,,,,,,,,,,,,166e4358-64df-41aa-8f90-08a60f8841fd,10,,"[48.2, 46.2]",3890302,0,,,,,1.5465293,,Right Foot,,,"[48.7, 66.8]",,Ground Pass,,20.606068,,,Paul Verhaegh,8237.0,,,,,1,From Kick Off,Ja-Cheol Koo,5627.0,Right Defensive Midfield,2,Augsburg,172,['eb826afb-7a86-4c97-ae93-61ecb6465b19'],2,,,,,,,,,,,,,,,,Augsburg,172,00:00:02.546,Pass,
,,,,,,,,,,,,,,1.772403,,,,,,,,,,,,,,,5b4e8698-c48b-4d26-ae9a-f00fdb7d38f6,13,,"[50.2, 72.9]",3890302,0,,,,,-2.372193,,Right Foot,,,"[37.5, 60.6]",,Ground Pass,,17.679932,,,Jeong-Ho Hong,40543.0,,,,,1,From Kick Off,Paul Verhaegh,8237.0,Right Back,2,Augsburg,172,['717d25a0-8cfb-4288-b2ea-c55d6c90d88c'],6,,,,,,,,,,,,,,,,Augsburg,172,00:00:06.374,Pass,
,,,,,,,,,,,,,,1.370007,,,,,,,,,,,,,,,c9101fc1-0deb-41da-a375-7485c5b66aca,16,,"[37.5, 60.4]",3890302,0,,,,,-1.7635599,,Right Foot,,,"[30.2, 23.0]",,Ground Pass,,38.105774,,,Ragnar Klavan,4174.0,,,,,1,From Kick Off,Jeong-Ho Hong,40543.0,Right Center Back,2,Augsburg,172,['35eb3ed5-ed25-4b08-9ca8-3305d74c8059'],9,,,,,,,,,,,,,,,,Augsburg,172,00:00:09.142,Pass,
,,,,,,,,,,,,,,1.21696,,,,,,,,,,,,,,,6621a9d7-b0a4-456e-9c17-f959d6c9c227,19,,"[30.7, 19.7]",3890302,0,,,,,-0.6710345,,Left Foot,,,"[47.2, 6.6]",,Ground Pass,,21.067986,,,Konstantinos Stafylidis,4279.0,,,,,1,From Kick Off,Ragnar Klavan,4174.0,Left Center Back,2,Augsburg,172,['8042c5c9-b1ea-40f1-85f2-7741ac15cdb9'],11,,,,,,,,,,,,,,,,Augsburg,172,00:00:11.889,Pass,
,,,,,,,,,,,,,,1.37187,,,,,,,,,,,,,,,e126b659-c11f-43ce-8e7f-f84b87cbcac5,22,,"[47.2, 6.6]",3890302,0,,,,,2.8081565,,Left Foot,,,"[29.3, 12.8]",,Ground Pass,,18.943336,,,Ragnar Klavan,4174.0,,,,,1,From Kick Off,Konstantinos Stafylidis,4279.0,Left Back,2,Augsburg,172,['239284e4-6020-4867-ad3a-8b539fa6d4ca'],13,,,,,,,,,,,,,,,,Augsburg,172,00:00:13.400,Pass,
,,,,,,,,,,,,,,1.512525,,,,,,,,,,,,,,,c17a0c0e-c2d4-4b9a-9073-ed1ccc3d101b,25,,"[29.3, 19.7]",3890302,0,,,,,1.54691,,Left Foot,,,"[30.0, 49.0]",,Ground Pass,,29.308361,,,Jeong-Ho Hong,40543.0,,,,,1,From Kick Off,Ragnar Klavan,4174.0,Left Center Back,2,Augsburg,172,['3a628314-8d7f-4f8e-a5b2-a472875f475c'],16,,,,,,,,,,,,,,,,Augsburg,172,00:00:16.079,Pass,
,,,,,,,,,,,,,,1.310093,,,,,,,,,,,,,,,06792dc3-cca0-4b46-b0c2-7044f35adf08,28,,"[29.2, 55.9]",3890302,0,,,,,1.0462221,,Left Foot,,,"[39.5, 73.7]",,Ground Pass,,20.565262,,,Paul Verhaegh,8237.0,,,,,1,From Kick Off,Jeong-Ho Hong,40543.0,Right Center Back,2,Augsburg,172,['2175a521-0aa4-4cc3-8206-6deb4c611e0c'],19,,,,,,,,,,,,,,,,Augsburg,172,00:00:19.253,Pass,
,,,,,,,,,,,,,,1.556523,,,,,,,,,,,,,,,6e77c642-23c7-46f6-bd38-9f0866540afa,31,,"[44.1, 74.5]",3890302,0,,,,,-2.3233426,,Right Foot,,,"[33.8, 63.5]",,Ground Pass,,15.069506,,,Jeong-Ho Hong,40543.0,,,,,1,From Kick Off,Paul Verhaegh,8237.0,Right Back,2,Augsburg,172,['467f2c44-1dd0-4345-a304-eb09d6231699'],22,,,,,,,,,,,,,,,,Augsburg,172,00:00:22.299,Pass,
