ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.398082,,,,,,,,,,,,,,87bc1ab7-f7ce-4694-986f-8b64910a6c3e,23,,"[77.4, 26.5]",3890463,0,,,,True,-1.1877192,,,,,"[80.1, 19.8]",,Low Pass,,7.2235727,Incomplete,,,,,,,,Recovery,1,From Kick Off,Fabian Frei,8561.0,Left Defensive Midfield,2,FSV Mainz 05,177,"['a281d716-acfe-46d0-a458-56efb3f6df8f', 'ca08e6d4-a6c3-4242-a5be-42f004f53976']",9,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:09.955,Pass,True
,,,,,,,,,,,,,,,,1.420109,,,,,,,,,,,,,,db92da32-857f-4569-af59-bdbfcdf26a38,27,,"[80.1, 0.1]",3890463,0,,,,,0.27357635,,,,,"[99.7, 5.6]",,High Pass,,20.357063,Incomplete,,Jhon Andrés Córdoba Copete,8817.0,,,,,Throw-in,1,From Throw In,Gaëtan Bussmann,18399.0,Left Back,3,FSV Mainz 05,177,"['48c95c9a-66b5-4c00-93de-f3f64d2fe1f2', 'ecd7cfb2-124f-4b8d-802c-07cbcf62ab2e']",23,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:23.079,Pass,
,,,,,,,,,,,,,,,,1.111964,,,,,,,,,,,,,,42611391-86ac-4a47-8ac9-3845e20fdcd5,30,,"[104.1, 0.1]",3890463,0,,,,,2.3561945,,,,,"[93.0, 11.2]",,Low Pass,,15.69777,,,Fabian Frei,8561.0,,,,,Throw-in,1,From Throw In,Gaëtan Bussmann,18399.0,Left Back,4,FSV Mainz 05,177,['885b63c3-d1dd-41b6-a7ed-844bbaf48057'],30,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:30.636,Pass,
,,,,,,,,,,,,,,,,0.640725,,,,,,,,,,,,,,addba0d1-6499-4528-88e3-da336e833003,34,,"[95.1, 9.6]",3890463,0,,,,,0.048349388,,Right Foot,,,"[107.5, 10.2]",,Ground Pass,,12.414508,Incomplete,,Yunus Mallı,8679.0,,,,,,1,From Throw In,Fabian Frei,8561.0,Left Defensive Midfield,4,FSV Mainz 05,177,"['13e7c90b-9582-48e4-a067-619c971015d0', '7f1a64df-6764-46e4-8b53-4c36b7b36038']",32,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:32.441,Pass,
,,,,,,,,,,,,,,,,0.632883,,,,,,,,,,,,,,24310d2e-a693-479f-9df4-69e4cfa3d76c,37,,"[67.5, 11.0]",3890463,0,,,,,2.1995926,,Head,,,"[57.9, 24.2]",,Low Pass,,16.321764,,,Leon Aderemi Balogun,5467.0,,,,,Recovery,1,From Throw In,Niko Bungert,13319.0,Left Center Back,4,FSV Mainz 05,177,['df971c6f-ff33-406c-8a39-f59389e15951'],36,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:36.070,Pass,
,,,,,,,,,,,,,,,,2.694623,,,,,,,,,,,,,,491a7f19-e76e-4ca9-ada4-95eb085b93fb,40,,"[53.3, 22.3]",3890463,0,,,,,2.9316192,,Right Foot,,,"[22.8, 28.8]",,Ground Pass,,31.184933,,,Loris Karius,3630.0,,,,,,1,From Throw In,Leon Aderemi Balogun,5467.0,Right Center Back,4,FSV Mainz 05,177,['05cc0add-4b45-4312-9767-36ed05c0e175'],38,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:38.224,Pass,
,,,,,,,,,,,,,,,,2.00365,,,,,,,,,,,,,,70a00760-9dd5-488c-98d2-b6a64bf5048a,44,,"[24.1, 31.9]",3890463,0,,,,,0.4984594,,Right Foot,,,"[63.6, 53.4]",,High Pass,,44.972214,,,Pablo Ezequiel De Blasis,8555.0,,,,,,1,From Throw In,Loris Karius,3630.0,Goalkeeper,4,FSV Mainz 05,177,['5aeaab0a-6a5f-4e1c-bb80-ce9b438ace3e'],42,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:42.590,Pass,
,,,,,,,,,,,,,,,,1.36476,,,,,,,,,,,,,,2715f33b-8b9e-4265-bbf3-085eb8178a8c,50,,"[44.0, 22.3]",3890463,0,,,,,-1.0351342,,Left Foot,,,"[53.2, 6.8]",,Low Pass,,18.024706,,,Wendell Nascimento Borges,8212.0,,,,,,1,Regular Play,André Ramalho Silva,9363.0,Left Center Back,5,Bayer Leverkusen,904,['fec477b4-0a80-4599-96cb-1cd3c5f30419'],46,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:46.526,Pass,
,,,,,,,,,,,,,,,,1.05156,,,,,,,,,,,,,,682ba008-014b-45d1-93f7-3b68335f941c,53,,"[67.6, 4.1]",3890463,0,,,,,0.15037143,,Left Foot,,,"[84.1, 6.6]",,Ground Pass,,16.68832,,,Julian Brandt,5555.0,,,,,,1,Regular Play,Wendell Nascimento Borges,8212.0,Left Back,5,Bayer Leverkusen,904,['43ecd583-3d27-4b23-8e0e-acee9f456ffd'],50,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:50.158,Pass,
,,,,,,,,,,,,,,,,2.7111,,,,,,,,,,,,,,1f764a7a-38eb-4f07-a671-d5a97cb136c0,61,,"[32.4, 75.8]",3890463,0,,,,,-2.5187123,,Left Foot,,,"[0.1, 52.6]",,Low Pass,,39.768456,Out,,,,,,,,,1,Regular Play,Leon Aderemi Balogun,5467.0,Right Center Back,5,Bayer Leverkusen,904,,53,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:53.065,Pass,
,,,,,,,,,,,,,,,,1.642718,,,,,,,,,,,,,,913881fd-8748-4c45-8c23-14560b08d604,62,,"[120.0, 0.1]",3890463,1,,,,,1.5782775,,Right Foot,,,"[119.7, 40.2]",,High Pass,True,40.101124,Out,,,,,True,Inswinging,,Corner,1,From Corner,Hakan Çalhanoğlu,7039.0,Left Defensive Midfield,6,Bayer Leverkusen,904,,21,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:21.501,Pass,
,,,,,,,,,,,,,,,,2.635094,,,,,,,,,,,,,,74ceda92-842c-4037-bfc9-632d710a8d9a,63,,"[7.0, 36.1]",3890463,1,,,,,0.28255495,,Left Foot,,,"[69.0, 54.1]",,Low Pass,,64.56005,Incomplete,,Yunus Mallı,8679.0,,,,,Goal Kick,1,From Goal Kick,Loris Karius,3630.0,Goalkeeper,7,FSV Mainz 05,177,"['c788b144-83c8-4d0e-81be-307161aa2da8', 'cd2af1bc-ea91-474d-aa69-e1403535b178']",45,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:45.431,Pass,
,,,,,,,,,,,,,,,,2.830867,,,,,,,,,,,,,,545f885e-7474-4320-84b3-9449db34842a,66,,"[72.3, 41.3]",3890463,1,,,,,-0.38687572,,Right Foot,,,"[102.0, 29.2]",,High Pass,,32.070236,Incomplete,,Jhon Andrés Córdoba Copete,8817.0,,,,,Recovery,1,From Goal Kick,Jairo Samperio Bustara,6925.0,Left Midfield,7,FSV Mainz 05,177,"['07eccb45-96df-4aae-b585-310a0169577e', '63e88bbf-4194-43de-88bc-2644cc725a8b']",49,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:49.726,Pass,
,,,,,,,,,,,,,,,,3.532057,,,,,,,,,,,,,,8428cb8a-2cd2-4090-a72d-31eeb60ea011,76,,"[6.0, 44.0]",3890463,2,,,,,-0.38073564,,Right Foot,,,"[81.2, 13.9]",,High Pass,,81.000305,Incomplete,,Julian Brandt,5555.0,,,,,Goal Kick,1,From Goal Kick,Bernd Leno,15581.0,Goalkeeper,8,Bayer Leverkusen,904,"['06fd38cf-8b84-42d2-b03c-9cb47103dbeb', '8339e872-59e7-4cea-864d-56551401fd25']",28,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:28.032,Pass,
,,,,,,,,,,,,,,,,2.006201,,,,,,,,,,,,,,8339e872-59e7-4cea-864d-56551401fd25,78,,"[38.9, 66.2]",3890463,2,,,,,0.46625856,,Right Foot,,,"[54.2, 73.9]",,Ground Pass,,17.12834,,,Pablo Ezequiel De Blasis,8555.0,,,,,Recovery,1,From Goal Kick,Giulio Donati,8549.0,Right Back,8,Bayer Leverkusen,904,"['40343945-3740-47d9-9eed-28f381fc3ae2', '8428cb8a-2cd2-4090-a72d-31eeb60ea011']",31,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:31.564,Pass,
,,,,,,,,,,,,,,,,0.294019,,,,,,,,,,,,,,a9378884-4b88-4838-b3c3-1edfe54ec8fb,82,,"[52.3, 74.8]",3890463,2,,,,,2.9889433,,Left Foot,,,"[44.5, 76.0]",,Low Pass,,7.891768,Incomplete,,Giulio Donati,8549.0,,,,,,1,From Goal Kick,Pablo Ezequiel De Blasis,8555.0,Right Midfield,8,Bayer Leverkusen,904,"['32306f92-993e-4eae-92ac-803f0540b7ed', '5aaf2788-7c97-4c04-b3d6-5c79f0b4118f']",34,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:34.258,Pass,
,,,,,,,,,,,,,,,,1.45611,,,,,,,,,,,,,,c6e53c18-8736-4302-af74-dd3212fc8742,85,,"[42.7, 80.0]",3890463,2,,,,,-2.8295505,,,,,"[27.2, 75.0]",,Low Pass,,16.286497,,,Leon Aderemi Balogun,5467.0,,,,,Throw-in,1,From Throw In,Giulio Donati,8549.0,Right Back,9,FSV Mainz 05,177,['d63b6bcc-ac74-47ee-8f90-b283efe7aac3'],42,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:42.365,Pass,
,,,,,,,,,,,,,,,,1.225314,,,,,,,,,,,,,,97ca16a7-d56d-41e4-a223-eed5efc1104d,89,,"[27.0, 74.6]",3890463,2,,,,,-0.028105047,,Right Foot,,,"[51.9, 73.9]",,High Pass,,24.909838,Incomplete,,Pablo Ezequiel De Blasis,8555.0,,,,,,1,From Throw In,Leon Aderemi Balogun,5467.0,Right Center Back,9,FSV Mainz 05,177,"['8223a490-72ee-459d-9dab-f086988fdd93', 'd0928874-66d4-4e00-85b5-dbfa94cdd211']",44,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:44.398,Pass,
,,,,,,,,,,,,,,,,1.118843,,,,,,,,,,,,,,d0928874-66d4-4e00-85b5-dbfa94cdd211,91,,"[68.2, 6.2]",3890463,2,,,,,-0.268703,,Head,,,"[75.1, 4.3]",,Low Pass,,7.156815,,,Karim Bellarabi,8213.0,,,,,Recovery,1,From Throw In,Wendell Nascimento Borges,8212.0,Left Back,9,FSV Mainz 05,177,"['97ca16a7-d56d-41e4-a223-eed5efc1104d', 'd778acac-db16-41bc-8ba0-95da8015ed0f']",45,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:45.623,Pass,
,,,,,,,,,,,,,,,,0.86871,,,,,,,,,,,,,,1d5986ca-f2dd-4639-88b2-eca287fd45d8,94,,"[74.1, 3.2]",3890463,2,,,,,0.3686959,,Right Foot,,,"[82.9, 6.6]",,Low Pass,,9.433981,Incomplete,,Javier Hernández Balcázar,3058.0,,,,,,1,From Throw In,Karim Bellarabi,8213.0,Left Wing,9,FSV Mainz 05,177,"['9ce219e0-5bc4-460b-b890-47d442de5c71', 'bd1c8b87-ab59-48af-9fde-49f782c6ad5d']",47,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:47.452,Pass,
,,,,,,,,,,True,,,,,,0.988808,,,,,,,,,,,,,,9ce219e0-5bc4-460b-b890-47d442de5c71,96,,"[37.2, 73.5]",3890463,2,,,,,-0.299532,,Right Foot,,,"[50.8, 69.3]",,Low Pass,,14.233763,,,Yunus Mallı,8679.0,,,,,Interception,1,From Throw In,Giulio Donati,8549.0,Right Back,9,FSV Mainz 05,177,"['1d5986ca-f2dd-4639-88b2-eca287fd45d8', 'f96a3807-8d36-4d1f-b58f-cec59ed41cde']",48,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:48.321,Pass,
,,,,,,,,,,,,,,,,0.74558,,,,,,,,,,,,,,93190fe8-69d7-4fed-9589-0222e995e9ea,101,,"[56.5, 70.6]",3890463,2,,,,,0.7992862,,Right Foot,,,"[63.6, 77.9]",,Ground Pass,,10.18332,,,Pablo Ezequiel De Blasis,8555.0,,,,,,1,From Throw In,Yunus Mallı,8679.0,Center Attacking Midfield,9,FSV Mainz 05,177,"['be0cc687-814d-417d-a569-52783657c4b0', 'e24e6043-34c7-491e-980d-10fca85e1513']",51,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:51.229,Pass,True
,,,,,,,,,,,,,,,,0.479008,,,,,,,,,,,,,,b55bafbb-0116-4bf3-a804-25a5c9e5e2f8,104,,"[63.6, 77.9]",3890463,2,,,,,-0.6973908,,Right Foot,,,"[67.3, 74.8]",,Low Pass,,4.8270073,Incomplete,,,,,,,,,1,From Throw In,Pablo Ezequiel De Blasis,8555.0,Right Midfield,9,FSV Mainz 05,177,['b7b204d9-0788-438a-909b-ff63470f2598'],51,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:51.991,Pass,
,,,,,,,,,,,,,,,,0.687831,,,,,,,,,,,,,,b1e59397-7cf4-45b3-bdec-dc13a1b2a35a,106,,"[67.3, 80.0]",3890463,3,,,,,-0.6811747,,,,,"[80.5, 69.3]",,Low Pass,,16.992058,,,Pablo Ezequiel De Blasis,8555.0,,,,,Throw-in,1,From Throw In,Giulio Donati,8549.0,Right Back,10,FSV Mainz 05,177,['848c54ce-7cb3-4fc5-a77e-a4eee6f1fadd'],6,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:03:06.070,Pass,
,,,,,,,,,,,,,,,,0.555285,,,,,,,,,,,,,,db890482-86c4-43ea-80cf-de13a6cf160e,109,,"[80.5, 69.3]",3890463,3,,,,,2.1845665,,Right Foot,,,"[77.4, 73.7]",,Low Pass,,5.3823786,Incomplete,,Giulio Donati,8549.0,,,,,,1,From Throw In,Pablo Ezequiel De Blasis,8555.0,Right Midfield,10,FSV Mainz 05,177,"['00d7f97e-e4da-493d-a341-c778cf34fdb0', '5b5da0e2-b329-4f93-9075-b481e0eed650']",6,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:03:06.798,Pass,
,,,,,,,,,,,,,,,,0.812654,,,,,,,,,,,,,,62c1ac54-061e-4f04-b8f2-e103025c3368,117,,"[48.4, 7.4]",3890463,3,,,,,0.8288491,,Right Foot,,,"[52.8, 12.2]",,Ground Pass,,6.511528,,,Julian Brandt,5555.0,,,,,Recovery,1,Regular Play,Hakan Çalhanoğlu,7039.0,Left Defensive Midfield,11,Bayer Leverkusen,904,"['0114b53c-2111-44da-9a26-a0c624d545b4', '4b02c321-a9c3-4f59-a738-42679b366719']",10,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:10.270,Pass,True
,,,,,,,,,,,,,,,,0.836475,,,,,,,,,,,,,,fbb0a42e-8214-4978-9073-8d515ab8af95,120,,"[55.7, 18.9]",3890463,3,,,,,2.0061495,,Right Foot,,,"[51.7, 27.5]",,Ground Pass,,9.484725,,,Admir Mehmedi,8219.0,,,,,,1,Regular Play,Julian Brandt,5555.0,Center Attacking Midfield,11,Bayer Leverkusen,904,['09bc9f17-2dac-466a-9e69-bdcf994c0fb2'],12,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:12.038,Pass,
,,,,,,,,,,,,,,,,2.017732,,,,,,,,,,,,,,8964f340-afe0-4e6a-8eb6-30be0e6f490a,124,,"[53.6, 35.0]",3890463,3,,,,,1.0797583,,Right Foot,,,"[61.3, 49.4]",,Ground Pass,,16.329422,,,Roberto Hilbert,8918.0,,,,,,1,Regular Play,Admir Mehmedi,8219.0,Right Wing,11,Bayer Leverkusen,904,"['2a0738d1-15c4-4571-ac5a-0280c6189e35', 'c1d79fde-7d87-4278-8fad-7c8a13f7abf2']",13,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:13.443,Pass,True
,,,,,,,,,,,,,,,,1.026069,,,,,,,,,,,,,,c8c9d539-7260-435e-88e1-e8b3f62f3c4d,130,,"[82.9, 68.9]",3890463,3,,,,,-1.2490457,,Right Foot,,,"[87.7, 54.5]",,Ground Pass,,15.178933,,,Javier Hernández Balcázar,3058.0,,,,,Free Kick,1,From Free Kick,Hakan Çalhanoğlu,7039.0,Left Defensive Midfield,12,Bayer Leverkusen,904,['1fcbd5e7-3400-460c-b6af-fb2226ae9e0e'],50,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:50.998,Pass,
,,,,,,,,,,,,,,,,1.273939,,,,,,,,,,,,,,76ffca75-eb5b-4035-adf8-5c2cedee22de,132,,"[90.2, 53.8]",3890463,3,,,,,1.2455615,,Right Foot,,,"[96.0, 71.0]",,Ground Pass,,18.151585,,,Roberto Hilbert,8918.0,,,,,,1,From Free Kick,Javier Hernández Balcázar,3058.0,Center Forward,12,Bayer Leverkusen,904,['6e1c3aa8-f951-47cd-9010-a6bcbb13e030'],52,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:52.024,Pass,
,,,,,,,,,,,,,,,,1.311233,,,,,,,,,,,,,,bcf3dc37-c6ea-44c2-b869-84c0ac7168d5,135,,"[98.5, 72.2]",3890463,3,,,,,-3.1021395,,Right Foot,,,"[83.3, 71.6]",,Ground Pass,,15.211838,,,Hakan Çalhanoğlu,7039.0,,,,,,1,From Free Kick,Roberto Hilbert,8918.0,Right Back,12,Bayer Leverkusen,904,['34f39f2c-656f-4266-8507-22bc4f5fffc7'],54,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:54.092,Pass,
