50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.487851,,,,,,,,,,,,,,04f5d7e5-58dd-4398-9043-082e758254ef,18,,"[96.5, 80.0]",3890298,0,,,,,-0.80116975,,,,"[112.1, 63.9]",,High Pass,,22.418074,,,,,Nicklas Bendtner,20200.0,,,,,Throw-in,1,From Throw In,Christian Träsch,23266.0,Right Back,3,Wolfsburg,179,['e7f604e8-dafe-4d93-9284-af9ae21dbc73'],30,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:30.486,Pass,
,,,,,,,,,,,,,,,,,,1.910339,,,,,,,,,,,,,,d104853f-8134-4f69-849d-04350d87fede,25,,"[120.0, 80.0]",3890298,0,,,,,-1.731027,,Right Foot,,"[113.6, 40.4]",,High Pass,,40.11384,,,Incomplete,True,,,,,Outswinging,,Corner,1,From Corner,Julian Draxler,3186.0,Right Center Midfield,4,Wolfsburg,179,['77771113-b19c-4813-be60-fa0264838908'],57,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:57.528,Pass,
,,,,,,,,,,,,,,,,,,2.140411,,,,,,,,,,,,,,b4169cfa-c42b-4f81-a79b-07a3bd7d169a,30,,"[20.8, 34.2]",3890298,1,,True,,,1.1266901,,Left Foot,,"[32.6, 59.0]",,Ground Pass,,27.464159,,,,,Sebastian Langkamp,8580.0,,,,,Free Kick,1,From Free Kick,Fabian Lustenberger,8965.0,Left Center Back,5,Hertha Berlin,173,['a1790e11-3a47-4893-9878-028c42845ea5'],10,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:10.363,Pass,
,,,,,,,,,,,,,,,,,,1.578054,,,,,,,,,,,,,,e94ae374-1bc1-43e8-aa25-5dc6d5900c05,32,,"[32.8, 58.5]",3890298,1,,,,,0.99215674,,Right Foot,,"[40.9, 70.9]",,Ground Pass,,14.811145,,,,,Mitchell Weiser,8576.0,,,,,,1,From Free Kick,Sebastian Langkamp,8580.0,Right Center Back,5,Hertha Berlin,173,['4b82c3f4-39d9-4985-b204-c77afcd7690d'],14,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:14.371,Pass,
,,,,,,,,,,,,,,,,,,2.095826,,,,,,,,,,,,,,338026bf-881f-48bd-a360-0ed9b092f7ab,35,,"[40.5, 71.6]",3890298,1,,,,,-1.1925024,,Right Foot,,"[46.7, 56.0]",,Ground Pass,,16.7869,,,,,Per Ciljan Skjelbred,8578.0,,,,,,1,From Free Kick,Mitchell Weiser,8576.0,Right Back,5,Hertha Berlin,173,['3178e0b3-9808-4544-99b2-9b81262965b8'],16,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:16.136,Pass,
,,,,,,,,,,,,,,,,,,0.889911,,,,,,,,,,,,,,476b1581-d448-4b28-bee3-cb65db9ef0bb,37,,"[55.5, 56.8]",3890298,1,,,,,-0.56137455,,Right Foot,,"[74.9, 44.6]",,Ground Pass,,22.917242,,,,,Vedad Ibišević,8571.0,,,,,,1,From Free Kick,Per Ciljan Skjelbred,8578.0,Right Defensive Midfield,5,Hertha Berlin,173,['4a24db96-f574-4d41-a187-b17da3195db7'],18,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:18.232,Pass,
,,,,,,,,,,,,,,,,,,1.382451,,,,,,,,,,,,,,450ed8a5-a28b-4dd6-bbee-18468ed0c7fd,39,,"[75.4, 43.8]",3890298,1,,,,,0.97658265,,Right Foot,,"[92.9, 69.7]",,Ground Pass,,31.25796,,,,,Vladimír Darida,8579.0,,,,,,1,From Free Kick,Vedad Ibišević,8571.0,Center Forward,5,Hertha Berlin,173,['0b2a9b12-885a-464c-a4fe-d23837819f8b'],19,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:19.122,Pass,
,,,,,,,,,,,,,,,,,,1.747798,,,,,,,,,,,,,,63d42c96-cda5-4ab0-bec3-e6db2254794b,42,,"[102.1, 71.2]",3890298,1,,,,,-1.4161958,,Right Foot,True,"[108.1, 32.7]",,High Pass,,38.96473,,,Incomplete,,Vedad Ibišević,8571.0,,,,,,1,From Free Kick,Vladimír Darida,8579.0,Center Attacking Midfield,5,Hertha Berlin,173,"['2328a73a-2804-41e4-b19b-766b62aed21b', 'a571ada6-f1e3-4d10-85fb-d4128b3ddc00']",22,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:22.903,Pass,
,,,,,,,,,,,,,,,,,,2.54667,,,,,,,,,,,,,,2328a73a-2804-41e4-b19b-766b62aed21b,44,,"[12.0, 47.4]",3890298,1,,,,,-1.637188,,Head,,"[9.5, 9.8]",,High Pass,,37.68302,,,,,Dante Bonfim da Costa Santos,3197.0,,,,,Recovery,1,Regular Play,Christian Träsch,23266.0,Right Back,6,Wolfsburg,179,"['63d42c96-cda5-4ab0-bec3-e6db2254794b', '7006206e-d4e6-4ddc-bdd4-a408e93686a6']",24,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:24.651,Pass,
,,,,,,,,,,,,,,,,,,1.738731,,,,,,,,,,,,,,9d86c928-411f-4cf3-9e8a-cab8e64b5de3,47,,"[11.2, 3.8]",3890298,1,,,,,0.07525444,,Left Foot,,"[36.4, 5.7]",,Low Pass,,25.271526,,,,,André Schürrle,10281.0,,,,,,1,Regular Play,Dante Bonfim da Costa Santos,3197.0,Left Center Back,6,Wolfsburg,179,['85906ea2-15b2-4919-a447-398d952e7d0c'],28,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:28.516,Pass,
,,,,,,,,,,,,,,,,,,1.449671,,,,,,,,,,,,,,c93347f8-e8e0-47cc-a354-6382d7a8bc7e,51,,"[23.8, 6.4]",3890298,1,,,,,2.9785783,,Right Foot,,"[8.6, 8.9]",,Ground Pass,,15.404221,,,,,Dante Bonfim da Costa Santos,3197.0,,,,,,1,Regular Play,André Schürrle,10281.0,Left Midfield,6,Wolfsburg,179,['bdfcebc4-b5b3-436f-8a09-33bd1fcc0a32'],31,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:31.609,Pass,
,,,,,,,,,,,,,,,,,,2.529319,,,,,,,,,,,,,,61d04286-864d-426a-966a-7dcd1f0eb751,53,,"[8.6, 8.9]",3890298,1,,,,,0.4636476,,Left Foot,,"[60.4, 34.8]",,High Pass,,57.91416,,,Incomplete,,Nicklas Bendtner,20200.0,,,,,,1,Regular Play,Dante Bonfim da Costa Santos,3197.0,Left Center Back,6,Wolfsburg,179,"['0d5277c1-c80f-4677-9847-410d8cf68bfc', 'a394bfd5-d9d3-47bd-b4c5-2fc49a6ad7e5']",33,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:33.058,Pass,
,,,,,,,,,,,,,,,,,,1.8654,,,,,,,,,,,,,,a394bfd5-d9d3-47bd-b4c5-2fc49a6ad7e5,55,,"[59.7, 45.3]",3890298,1,,,,,2.320174,,Right Foot,,"[49.0, 56.8]",,Ground Pass,,15.70796,,,,,Sebastian Langkamp,8580.0,,,,,Recovery,1,Regular Play,Fabian Lustenberger,8965.0,Left Center Back,7,Hertha Berlin,173,"['61d04286-864d-426a-966a-7dcd1f0eb751', 'c8330521-c057-4acf-a798-e28ee4476bd8']",35,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:35.588,Pass,
,,,,,,,,,,,,,,,,,,3.116382,,,,,,,,,,,,,,04d01ba4-bcd9-42fc-83bf-8cbe44a5298f,58,,"[45.0, 51.9]",3890298,1,,,,,-2.7233684,,Right Foot,,"[22.5, 41.9]",,Ground Pass,,24.622145,,,,,Thomas Kraft,17313.0,,,,,,1,Regular Play,Sebastian Langkamp,8580.0,Right Center Back,7,Hertha Berlin,173,['0dfc07b1-deb8-46c0-9d81-9938a056707d'],37,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:37.769,Pass,
,,,,,,,,,,,,,,,,,,2.069205,,,,,,,,,,,,,,e54c28ef-27c2-4aa9-b180-81dcba8a2e64,61,,"[22.5, 41.9]",3890298,1,,,,,1.2333403,,Left Foot,,"[28.5, 59.0]",,Ground Pass,,18.122086,,,,,Sebastian Langkamp,8580.0,,,,,,1,Regular Play,Thomas Kraft,17313.0,Goalkeeper,7,Hertha Berlin,173,['379d3fc8-5f69-473c-8e43-811dcf16ff38'],42,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:42.259,Pass,
,,,,,,,,,,,,,,,,,,1.953223,,,,,,,,,,,,,,e37e6425-ba4a-4832-bc60-e6526ec2f1c8,64,,"[28.7, 63.7]",3890298,1,,,,,0.45066133,,Left Foot,,"[47.3, 72.7]",,Ground Pass,,20.66301,,,,,Mitchell Weiser,8576.0,,,,,,1,Regular Play,Sebastian Langkamp,8580.0,Right Center Back,7,Hertha Berlin,173,['c0faf172-65ba-4d37-8b47-07561a8a941b'],46,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:46.068,Pass,
,,,,,,,,,,,,,,,,,,2.242968,,,,,,,,,,,,,,47369fce-816a-43a3-a831-cfa29a45f979,68,,"[38.3, 68.6]",3890298,1,,,,,-2.3276308,,Right Foot,,"[26.4, 56.0]",,Ground Pass,,17.331186,,,,,Sebastian Langkamp,8580.0,,,,,,1,Regular Play,Mitchell Weiser,8576.0,Right Back,7,Hertha Berlin,173,"['6fd096c2-b9e2-4174-acc5-2b9d0db3ec0f', 'bbb91621-b5f1-48f3-95d9-3f3765844388']",48,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:48.477,Pass,True
,,,,,,,,,,,,,,,,,,2.968931,,,,,,,,,,,,,,9b4ef6b2-ea15-4b8c-992b-b82bde7bab55,71,,"[26.4, 56.0]",3890298,1,,,,,-1.5314648,,Right Foot,,"[28.1, 12.8]",,Ground Pass,,43.233437,,,,,Fabian Lustenberger,8965.0,,True,,,,1,Regular Play,Sebastian Langkamp,8580.0,Right Center Back,7,Hertha Berlin,173,['9e647b6e-ee41-4450-89da-e00bcb5f3d3c'],51,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:51.204,Pass,
,,,,,,,,,,,,,,,,,,2.649409,,,,,,,,,,,,,,d7f24018-9c8e-450d-ab9f-1c3fb6fd85d6,74,,"[30.4, 11.9]",3890298,1,,,,,2.2382867,,Left Foot,,"[14.4, 32.2]",,Ground Pass,,25.847437,,,,,Thomas Kraft,17313.0,,,,,,1,Regular Play,Fabian Lustenberger,8965.0,Left Center Back,7,Hertha Berlin,173,['5742c60f-f450-4aed-95b6-3c48dc470b37'],55,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:55.147,Pass,
,,,,,,,,,,,,,,,,,,2.701381,,,,,,,,,,,,,,085106eb-b8a1-4a2a-a7df-18dc74fea1b2,76,,"[14.4, 32.2]",3890298,1,,,,,1.0870172,,Right Foot,,"[26.8, 55.8]",,Ground Pass,,26.659332,,,,,Sebastian Langkamp,8580.0,,,,,,1,Regular Play,Thomas Kraft,17313.0,Goalkeeper,7,Hertha Berlin,173,['4ad5c184-40ab-4c75-9158-78f988fa4ede'],57,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:57.796,Pass,
,,,,,,,,,,,,,,,,,,2.521492,,,,,,,,,,,,,,f536b574-043b-4fae-8ba0-4176051936f4,78,,"[27.7, 55.3]",3890298,2,,,,,-2.1463137,,Right Foot,,"[14.4, 34.8]",,Ground Pass,,24.43645,,,,,Thomas Kraft,17313.0,,,,,,1,Regular Play,Sebastian Langkamp,8580.0,Right Center Back,7,Hertha Berlin,173,['03c35f5a-dbe3-46f9-bc1e-f0f894b5c6ce'],0,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:00.498,Pass,
,,,,,,,,,,,,,,,,,,2.114434,,,,,,,,,,,,,,e751a8eb-6604-48c4-8c95-47a87a6ca9ce,81,,"[14.4, 34.8]",3890298,2,,,,,-0.1372888,,Right Foot,,"[29.6, 32.7]",,Ground Pass,,15.34438,,,,,Tolga Ciğerci,30439.0,,,,,,1,Regular Play,Thomas Kraft,17313.0,Goalkeeper,7,Hertha Berlin,173,['c864a8d4-1126-45e8-b46e-d93addd29401'],3,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:03.126,Pass,
,,,,,,,,,,,,,,,,,,1.780598,,,,,,,,,,,,,,bab70878-a9d6-4a35-b125-dc1a8030b055,84,,"[25.5, 30.1]",3890298,2,,,,,0.54530704,,Right Foot,,"[55.5, 48.3]",,Ground Pass,,35.08903,,,,,Per Ciljan Skjelbred,8578.0,,,,,,1,Regular Play,Tolga Ciğerci,30439.0,Left Defensive Midfield,7,Hertha Berlin,173,['9f20c9da-2baa-4e07-b3cf-deb49bf47cbe'],7,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:07.080,Pass,
,,,,,,,,,,,,,,,,,,1.796324,,,,,,,,,,,,,,b933a99d-d62c-4c39-b925-dbd1e4b61340,88,,"[52.5, 56.4]",3890298,2,,,,,2.1162715,,Right Foot,,"[43.7, 70.9]",,Ground Pass,,16.961428,,,,,Mitchell Weiser,8576.0,,,,,,1,Regular Play,Per Ciljan Skjelbred,8578.0,Right Defensive Midfield,7,Hertha Berlin,173,"['a75215e2-e2e4-4e6e-a503-23b70da88d2c', 'cd89b5d1-9f88-4ee6-b63e-bac4c8d90c7d']",10,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:10.217,Pass,True
,,,,,,,,,,,,,,,,,,0.296663,,,,,,,,,,,,,,e47f7a44-ffbe-48a2-a024-4cfa8815189c,91,,"[45.6, 70.1]",3890298,2,,,,,0.124354996,,Right Foot,,"[54.4, 71.2]",,Ground Pass,,8.868484,,,Incomplete,,Vedad Ibišević,8571.0,,,,,,1,Regular Play,Mitchell Weiser,8576.0,Right Back,7,Hertha Berlin,173,"['0ae9767d-c060-48e3-b1c1-766451c931f0', '3472082b-dd08-4000-a1fc-bb83ec9e796a']",12,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:12.311,Pass,
,,,,,,,,,,,,,,,,,,1.352061,,,,,,,,,,,,,,965b6a50-8ced-44f0-94d9-cfad50305fac,96,,"[66.4, 74.4]",3890298,2,,,,,-0.5939727,,Right Foot,,"[74.1, 69.2]",,Ground Pass,,9.291394,,,,,Genki Haraguchi,5697.0,,,,,Recovery,1,Regular Play,Per Ciljan Skjelbred,8578.0,Right Defensive Midfield,7,Hertha Berlin,173,"['65dd6567-09e4-4fcf-a11d-774e785b1bb3', '824c3905-0d46-453e-a26c-62939a1e5259']",15,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:15.522,Pass,True
,,,,,,,,,,,,,,,,,,0.570279,,,,,,,,,,,,,,57667d5e-7537-4cd9-ae38-9e63a0481840,99,,"[82.4, 60.5]",3890298,2,,,,,0.31309277,,Right Foot,,"[96.3, 65.0]",,Ground Pass,,14.6102705,,,Incomplete,,Vladimír Darida,8579.0,,,,,,1,Regular Play,Genki Haraguchi,5697.0,Right Wing,7,Hertha Berlin,173,"['18ab3d19-0adb-4913-a3cc-082fd06efbba', '6ae79506-3ff3-41fd-8135-f6c481b6af55']",18,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:18.983,Pass,
,,,,,,,,,,,,,,,,,,0.595273,,,,,,,,,,,,,,61ce3318-8f4f-4bb7-b25c-6f56b4dccbaa,104,,"[28.3, 18.3]",3890298,2,,,,,2.7381737,,Left Foot,,"[20.1, 21.8]",,Ground Pass,,8.915716,,,,,Dante Bonfim da Costa Santos,3197.0,,,,,,1,Regular Play,Marcel Schäfer,40469.0,Left Back,7,Hertha Berlin,173,['27568fc5-fad6-4448-bfcd-f23707ad298f'],20,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:20.609,Pass,
,,,,,,,,,,,,,,,,,,1.581682,,,,,,,,,,,,,,939a3319-b156-4f1e-a606-88f9f0dbc63f,106,,"[20.1, 21.8]",3890298,2,,,,,-0.35573512,,Left Foot,,"[45.4, 12.4]",,High Pass,,26.989813,,,Incomplete,,André Schürrle,10281.0,,,,,,1,Regular Play,Dante Bonfim da Costa Santos,3197.0,Left Center Back,7,Hertha Berlin,173,"['403279e4-cf44-4499-8211-eda87989090d', 'd8bc7217-2b72-408f-8437-ae71684356fc']",21,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:21.205,Pass,
,,,,,,,,,,,,True,,,,,,1.735864,,,,,,,,,,,,,,d8bc7217-2b72-408f-8437-ae71684356fc,108,,"[74.7, 67.7]",3890298,2,,,,,-0.24713616,,Head,,"[96.5, 62.2]",,High Pass,,22.483105,,,,,Vladimír Darida,8579.0,,,,,Interception,1,Regular Play,Mitchell Weiser,8576.0,Right Back,7,Hertha Berlin,173,"['939a3319-b156-4f1e-a606-88f9f0dbc63f', 'c911e437-3875-417b-8c5f-991a26abb72c']",22,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:22.786,Pass,
,,,,,,,,,,,,,,,,,,1.970434,,,,,,,,,,,,,,e47cfb5d-d52b-4df6-9f0b-64709cfbf591,111,,"[89.3, 57.9]",3890298,2,,,,,-2.597098,,Left Foot,,"[71.3, 47.0]",,Ground Pass,,21.04305,,,,,Per Ciljan Skjelbred,8578.0,,,,,,1,Regular Play,Vladimír Darida,8579.0,Center Attacking Midfield,7,Hertha Berlin,173,['f1cb4f97-dd59-4da0-aab2-772d1195ae1e'],25,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:25.725,Pass,
