50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4833fdb9-512e-46e1-904c-4592892cf4d4,1,,,3890370,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8678, 'name': 'David Ángel Abraham'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 8504, 'name': 'Bastian Oczipka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 9216, 'name': 'Slobodan Medojević'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 10896, 'name': 'Marc Stendera'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 21156, 'name': 'Stefan Aigner'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 16}, {'player': {'id': 9134, 'name': 'Aleksandar Ignjovski'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 27}, {'player': {'id': 7846, 'name': 'Luc Castaignos'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 30}, {'player': {'id': 23268, 'name': 'Alexander Meier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Eintracht Frankfurt,184,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5871b7d3-706c-4220-a63e-e7874ec79f3d,2,,,3890370,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8549, 'name': 'Giulio Donati'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8573, 'name': 'Ömer Toprak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8222, 'name': 'Kevin Kampl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 44}, {'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 38}, {'player': {'id': 8219, 'name': 'Admir Mehmedi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ae30cfdb-0b9e-43f2-b34b-ac8df4bc073e,3,,,3890370,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,['71757ed4-928a-45e4-b90d-b79246d0061a'],0,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,71757ed4-928a-45e4-b90d-b79246d0061a,4,,,3890370,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,['ae30cfdb-0b9e-43f2-b34b-ac8df4bc073e'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5e9d9e6a-0a85-4d94-ad11-f16fa1f22476,1707,,,3890370,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Eintracht Frankfurt,184,['7bb45328-2a6f-4019-830a-49736a1ea79c'],0,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7bb45328-2a6f-4019-830a-49736a1ea79c,1708,,,3890370,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Eintracht Frankfurt,184,['5e9d9e6a-0a85-4d94-ad11-f16fa1f22476'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.636646,,,,,,,,,,,,,1ba76fb3-4e54-410e-9eb8-38fb3b6780be,5,,"[61.0, 40.1]",3890370,0,,,,,1.640451,,Right Foot,,,,"[60.7, 44.4]",,Ground Pass,,4.3104525,,,,Alexander Meier,23268.0,,,,,Kick Off,1,From Kick Off,Luc Castaignos,7846.0,Right Center Forward,2,Eintracht Frankfurt,184,['85e62ee6-2466-4782-bbd9-b7f44aa73968'],0,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.515,Pass,
,,,,,,,,,,,,,,,,,1.073902,,,,,,,,,,,,,ce40a564-a68a-4d0c-a6f1-83ed30a056c8,7,,"[59.8, 44.4]",3890370,0,,,,,-2.6938167,,Right Foot,,,,"[47.1, 38.3]",,Ground Pass,,14.089003,,,,Marc Stendera,10896.0,,,,,,1,From Kick Off,Alexander Meier,23268.0,Left Center Forward,2,Eintracht Frankfurt,184,['5ea02b3e-acca-4459-af9b-73bcec6431d9'],1,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:01.152,Pass,
,,,,,,,,,,,,,,,,,1.593161,,,,,,,,,,,,,ab592c15-bc11-42b4-a068-f682d633deac,10,,"[45.4, 39.2]",3890370,0,,,,,2.480055,,Right Foot,,,,"[31.4, 50.1]",,Ground Pass,,17.742886,,,,Carlos Augusto Zambrano Ochandarte,36359.0,,,,,,1,From Kick Off,Marc Stendera,10896.0,Left Defensive Midfield,2,Eintracht Frankfurt,184,['5873c56f-e18f-421f-8203-8909a4dc1ddc'],2,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:02.729,Pass,
,,,,,,,,,,,,,,,,,1.549482,,,,,,,,,,,,,d16b7739-6fff-4afc-90fe-d2786a0de08c,14,,"[31.7, 55.0]",3890370,0,,,,,1.4378276,,Left Foot,,,,"[33.8, 70.7]",,Ground Pass,,15.839823,,,,Makoto Hasebe,5681.0,,,,,,1,From Kick Off,Carlos Augusto Zambrano Ochandarte,36359.0,Right Center Back,2,Eintracht Frankfurt,184,"['d2abde8e-e10b-425e-9117-d4048ef8896b', 'f4353e17-8107-436d-8095-a1b92d9be860']",5,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:05.499,Pass,True
