50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2dac5d43-eeac-469f-aa99-ae7c69e23d57,1,,,3890272,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8678, 'name': 'David Ángel Abraham'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 8504, 'name': 'Bastian Oczipka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 8812, 'name': 'Marco Russ'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 400619, 'name': 'Stefan Reinartz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 21156, 'name': 'Stefan Aigner'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 16}, {'player': {'id': 400622, 'name': 'Joel Gerezgiher'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 32}, {'player': {'id': 5543, 'name': 'Haris Seferović'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 7846, 'name': 'Luc Castaignos'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 30}]}",Eintracht Frankfurt,184,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,f2ab0762-21c6-4f92-bfca-5ae6b31f9766,2,,,3890272,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 35}, {'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4279, 'name': 'Konstantinos Stafylidis'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 8574, 'name': 'Alexander Esswein'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 40462, 'name': 'Halil Altıntop'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 400620, 'name': 'Tobias Werner'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 13}, {'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 30}]}",Augsburg,172,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,35e09622-f0b8-4a32-b9b2-383a5a980606,3,,,3890272,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,['45992e2b-e992-427c-aedf-a84a3e84a08d'],0,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,45992e2b-e992-427c-aedf-a84a3e84a08d,4,,,3890272,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,['35e09622-f0b8-4a32-b9b2-383a5a980606'],0,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,18ed29fd-1b19-4f8a-8808-e19004007522,1572,,,3890272,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,105,Eintracht Frankfurt,184,['9bb2f978-65ed-45bf-8e04-6e01510ab0b4'],0,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9bb2f978-65ed-45bf-8e04-6e01510ab0b4,1573,,,3890272,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,105,Eintracht Frankfurt,184,['18ed29fd-1b19-4f8a-8808-e19004007522'],0,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.150095,,,,,,,,,,,093cab1d-cb8b-424c-b845-96268a03d385,5,,"[60.0, 40.0]",3890272,0,,True,,,0.7853982,,Right Foot,,,"[61.5, 41.5]",,Ground Pass,,2.1213202,,,,Haris Seferović,5543.0,,,,,Kick Off,1,From Kick Off,Luc Castaignos,7846.0,Left Center Forward,2,Eintracht Frankfurt,184,['395a3b9a-5895-489b-ba65-3aa822d6f8ba'],0,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.474,Pass,
,,,,,,,,,,,,,,,,,,1.234857,,,,,,,,,,,aa595451-3c4a-4e48-b304-4258c772f166,7,,"[61.7, 41.1]",3890272,0,,,,,-2.7550864,,Right Foot,,,"[44.5, 34.1]",,Ground Pass,,18.569868,,,,Stefan Reinartz,400619.0,,,,,,1,From Kick Off,Haris Seferović,5543.0,Right Center Forward,2,Eintracht Frankfurt,184,['19af20ce-57e8-4ffa-ad13-8b9321d727e0'],0,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.624,Pass,
,,,,,,,,,,,,,,,,,,1.939989,,,,,,,,,,,38433ccf-4c74-45d6-bf74-aa9e546e08df,11,,"[45.4, 35.7]",3890272,0,,,,,0.6794138,,Right Foot,,,"[84.4, 67.2]",,High Pass,,50.132324,,Incomplete,,Stefan Aigner,21156.0,,,,,,1,From Kick Off,Stefan Reinartz,400619.0,Left Defensive Midfield,2,Eintracht Frankfurt,184,"['31f1a02a-f4d3-46bd-8665-dbdeb3b632cb', '9e90422e-8230-49a1-b5f1-debe2b2307bb', 'bede8311-1237-4c79-b80d-65358f009b08']",2,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:02.704,Pass,True
,,,,,,,,,,,,,,,,,,2.589675,,,,,,,,,,,ae3ed06e-5ecb-4b95-b378-99794323b890,14,,"[90.6, 80.0]",3890272,0,,,,,-0.5613186,,,,,"[117.0, 63.4]",,High Pass,,31.185253,,,,Haris Seferović,5543.0,,,,,Throw-in,1,From Throw In,Makoto Hasebe,5681.0,Right Back,3,Eintracht Frankfurt,184,['7002e87f-af5b-4a5b-ba80-32fc67003e0a'],16,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:16.826,Pass,
