bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8221cf6a-062c-49f5-a85e-7e18ff08c476,1,,,,3890503,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8548, 'name': 'Daniel Brosinski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 15847, 'name': 'Alexander Hack'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 42}, {'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 8561, 'name': 'Fabian Frei'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 8539, 'name': 'Danny Latza'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 8555, 'name': 'Pablo Ezequiel De Blasis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 32}, {'player': {'id': 8817, 'name': 'Jhon Andrés Córdoba Copete'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",FSV Mainz 05,177,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,90701f0c-f77b-4fe9-ac76-26238aed6c8a,2,,,,3890503,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 35}, {'player': {'id': 40480, 'name': 'Markus Feulner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 8807, 'name': 'Raúl Marcelo Bobadilla'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 30}, {'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Augsburg,172,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c604a8d7-b716-43e2-9d14-db53571ba1c9,3,,,,3890503,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['366eb9fe-c171-43dc-9d7a-e61a7e0c5193'],0,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,366eb9fe-c171-43dc-9d7a-e61a7e0c5193,4,,,,3890503,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['c604a8d7-b716-43e2-9d14-db53571ba1c9'],0,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,75d3522d-1941-40c5-a2f0-1640587ed08b,1502,,,,3890503,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,87,FSV Mainz 05,177,['55d48305-5eeb-4be2-8d80-4f432b5f638d'],0,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,55d48305-5eeb-4be2-8d80-4f432b5f638d,1503,,,,3890503,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,87,FSV Mainz 05,177,['75d3522d-1941-40c5-a2f0-1640587ed08b'],0,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.585558,,,,,,,,,,,,e380b140-8b10-4255-b6e5-186000140fb1,5,,,"[60.0, 40.0]",3890503,0,,,,,-3.0229473,,Right Foot,,,"[44.9, 38.2]",,Ground Pass,,15.206906,,,,Daniel Baier,8317.0,,,,,,Kick Off,1,From Kick Off,Ja-Cheol Koo,5627.0,Center Attacking Midfield,2,Augsburg,172,['1846b5be-0bdd-4650-9b44-4642bd4ac38c'],0,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.999,Pass,
,,,,,,,,,,,,,,,1.587106,,,,,,,,,,,,f8c14c2e-8e22-4d1b-a87f-498cc44cfa0a,8,,,"[45.4, 39.0]",3890503,0,,,,,1.5609282,,Right Foot,,,"[45.7, 69.4]",,Ground Pass,,30.40148,,,,Markus Feulner,40480.0,,,,,,,1,From Kick Off,Daniel Baier,8317.0,Left Defensive Midfield,2,Augsburg,172,['39e19863-108b-4393-8d40-7e753ce0b73c'],4,,,,,,,,,,,,,,,,,Augsburg,172,00:00:04.541,Pass,
,,,,,,,,,,,,,,,1.513322,,,,,,,,,,,,b9d310c1-026c-4869-bd95-aec88afdcec1,10,,,"[45.7, 69.4]",3890503,0,,,,,-2.7009673,,Right Foot,,,"[33.4, 63.6]",,Ground Pass,,13.598897,,,,Jeong-Ho Hong,40543.0,,,,,,,1,From Kick Off,Markus Feulner,40480.0,Right Back,2,Augsburg,172,['a41e7f4b-cdc3-4583-9af9-f92512a1446b'],6,,,,,,,,,,,,,,,,,Augsburg,172,00:00:06.128,Pass,
,,,,,,,,,,,,,,,1.913386,,,,,,,,,,,,b36c982d-e6c9-4ad1-bb95-39d24594848e,13,,,"[33.4, 63.6]",3890503,0,,,,,-1.5982404,,Right Foot,,,"[32.0, 12.6]",,Ground Pass,,51.01921,,,,Ragnar Klavan,4174.0,,,True,,,,1,From Kick Off,Jeong-Ho Hong,40543.0,Right Center Back,2,Augsburg,172,['b56f13ab-ce48-4ac6-a8c8-c14ce0dde812'],8,,,,,,,,,,,,,,,,,Augsburg,172,00:00:08.346,Pass,
