50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.579809,,,,,,,,,,,,,413c4013-9fb8-4180-b580-54e371508673,23,,,"[61.4, 6.7]",3890492,0,,,,,-1.5083776,,Right Foot,,,,"[61.6, 3.5]",Ground Pass,,3.206244,,,Wendell Nascimento Borges,8212.0,,,,,,,1,From Kick Off,Julian Brandt,5555.0,Left Wing,2,Bayer Leverkusen,904,"['0490981d-65cc-45a5-aabf-27c8b95cdb60', 'e1d93b0a-472d-4c12-b643-92b70859a9e8']",11,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:11.160,Pass,True
,,,,,,,,,,,,,,,,0.189242,,,,,,,,,,,,,e594602f-561d-4a42-87dd-932bb7ed0a20,25,,,"[62.8, 3.5]",3890492,0,,,,,0.5880026,,Right Foot,,,,"[64.0, 4.3]",Low Pass,,1.4422206,Incomplete,,Hakan Çalhanoğlu,7039.0,,,,,,,1,From Kick Off,Wendell Nascimento Borges,8212.0,Left Back,2,Bayer Leverkusen,904,"['287b20ab-9f4e-46c7-b113-e7bbf14a6565', '31aa4347-e81b-4d59-9929-36ccdc5174ad']",11,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:11.740,Pass,
,,,,,,,,,,,,,,,,1.437276,,,,,,,,,,,,,e39b3c8d-644d-48bc-be52-b46a6f585874,28,,,"[56.8, 0.1]",3890492,0,,True,,,0.68848056,,,,,,"[64.7, 6.6]",Low Pass,,10.230347,,,Hakan Çalhanoğlu,7039.0,,,,,,Throw-in,1,From Throw In,Wendell Nascimento Borges,8212.0,Left Back,3,Bayer Leverkusen,904,['7c5693e4-55b0-4941-94ae-ce17a44925df'],18,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:18.171,Pass,
,,,,,,,,,,,,,,,,1.057636,,,,,,,,,,,,,f37e7204-d682-458c-ae4d-b81500b66141,31,,,"[63.8, 7.4]",3890492,0,,,,,-2.7198055,,Left Foot,,,,"[56.0, 3.9]",Low Pass,,8.549269,,,Wendell Nascimento Borges,8212.0,,,,,,,1,From Throw In,Hakan Çalhanoğlu,7039.0,Center Attacking Midfield,3,Bayer Leverkusen,904,"['189de6d1-ca05-4bab-a299-f2706a36fae9', '6d988e80-f38a-4d12-93b8-936dc03ed394']",19,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:19.609,Pass,True
,,,,,,,,,,,,,,,,3.240367,,,,,,,,,,,,,00a86b29-b14e-49b3-8687-5cd1291b3cf9,34,,,"[55.7, 5.8]",3890492,0,,,,,1.2673588,,Left Foot,,,,"[68.6, 47.0]",High Pass,,43.17233,Incomplete,,Javier Hernández Balcázar,3058.0,,,True,,,,1,From Throw In,Wendell Nascimento Borges,8212.0,Left Back,3,Bayer Leverkusen,904,"['931829b3-eeb2-4e09-ba51-bb28bec25f2a', 'd84a7bc1-1993-448e-ae9e-6fa2891d8205']",20,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:20.666,Pass,
,,,,,,,,,,,,,,,,1.603131,,,,,,,,,,,,,d84a7bc1-1993-448e-ae9e-6fa2891d8205,36,,,"[51.5, 33.1]",3890492,0,,,,True,1.0888581,,,,,,"[54.9, 39.6]",High Pass,,7.33553,Incomplete,,Albin Ekdal,5624.0,,,,,,Recovery,1,From Throw In,Matthias Ostrzolek,8547.0,Left Back,3,Bayer Leverkusen,904,"['00a86b29-b14e-49b3-8687-5cd1291b3cf9', '0af7df71-cb00-4874-a2c3-91743b2de753', '6ddfbef5-11a8-465a-bc46-89894b8f0e61', 'a2bf146b-2d33-48d5-bad2-7a2f59191f96']",23,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:23.907,Pass,True
,,,,,,,,,,,,,,,,3.457362,,,,,,,,,,,,,a2bf146b-2d33-48d5-bad2-7a2f59191f96,39,,,"[65.2, 40.5]",3890492,0,,,,,1.1603304,,Left Foot,,,,"[79.3, 72.9]",High Pass,,35.33511,,,Karim Bellarabi,8213.0,,,,,,Recovery,1,From Throw In,Marlon Frey,21168.0,Left Defensive Midfield,3,Bayer Leverkusen,904,"['1089ca34-402d-4497-9a22-821b5d0330bd', 'd84a7bc1-1993-448e-ae9e-6fa2891d8205']",25,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:25.510,Pass,
,,,,,,,,,,,,,,,,2.518956,,,,,,,,,,,,,1023b5c9-e4d1-436a-9ae5-8feabb140d61,45,,,"[81.8, 80.0]",3890492,0,,,,,-0.36127797,,,,,,"[108.0, 70.1]",High Pass,,28.008034,,,Hakan Çalhanoğlu,7039.0,,,,,,Throw-in,1,From Throw In,Karim Bellarabi,8213.0,Right Wing,4,Bayer Leverkusen,904,['14da9c3e-b15c-4da8-98d7-e3c3bfc82d88'],33,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:33.541,Pass,
,,,,,,,,,,,,,,,,0.173179,,,,,,,,,,,,,28bff8c7-b780-4e34-88b0-d287385d8275,49,,,"[111.9, 71.0]",3890492,0,,,,,-1.3961241,,Right Foot,,,,"[112.5, 67.6]",Low Pass,,3.4525354,Incomplete,,Javier Hernández Balcázar,3058.0,,,,,,,1,From Throw In,Hakan Çalhanoğlu,7039.0,Center Attacking Midfield,4,Bayer Leverkusen,904,"['614335b5-0763-46a7-8cb8-8b9b48817658', 'db459a5a-7a65-43df-89ab-980b8ff146b4', 'ec9b1211-a342-4bdc-86e0-f8ed8b226b79']",36,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:36.719,Pass,True
,,,,,,,,,,,,,,,,1.336784,,,,,,,,,,,,,510379d9-49cb-4249-b753-2e2e87636a59,55,,,"[115.2, 66.3]",3890492,0,,,,,-1.6314695,23a716df-6b30-42ad-9101-76dcc70c4c80,Right Foot,True,,,"[113.9, 44.9]",High Pass,,21.43945,,,Javier Hernández Balcázar,3058.0,True,,,,,,1,From Throw In,Hakan Çalhanoğlu,7039.0,Center Attacking Midfield,4,Bayer Leverkusen,904,"['2429828e-68ac-4761-89df-bce4180681ad', '551dc593-78e8-4ee1-aca3-0ff16cb1e1ff']",38,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:38.663,Pass,True
,,,,,,,,,,,,,,,,1.904568,,,,,,,,,,,,,5b928059-ace5-4748-909c-f81583bec41d,59,,,"[6.0, 36.0]",3890492,1,,,,,-0.24612986,,Right Foot,,,,"[67.3, 20.6]",High Pass,,63.204826,Incomplete,,Artoms Rudņevs,40473.0,,,,,,Goal Kick,1,From Goal Kick,René Adler,8560.0,Goalkeeper,5,Hamburger SV,171,"['46beff97-2b37-457e-bda3-f2f3cc4a0f56', '82e5c441-1f41-4894-a677-ee80bcc0405e']",10,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:10.318,Pass,
,,,,,,,,,,,,,,,,2.034197,,,,,,,,,,,,,82e5c441-1f41-4894-a677-ee80bcc0405e,62,,,"[52.8, 59.5]",3890492,1,,,,True,-0.2232678,,,,,,"[73.5, 54.8]",High Pass,,21.22687,Incomplete,,Javier Hernández Balcázar,3058.0,,,,,,Recovery,1,From Goal Kick,Kyriakos Papadopoulos,8313.0,Right Defensive Midfield,5,Hamburger SV,171,"['345cd360-e125-45cc-9cc5-22712b9007de', '5b928059-ace5-4748-909c-f81583bec41d', '9ce88786-02bf-463d-9bfe-d402464771c5', 'ba3224cb-4f76-4efa-a97a-e9d68f203a54']",12,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:12.222,Pass,True
,,,,,,,,,,,,,,,,2.139153,,,,,,,,,,,,,ba3224cb-4f76-4efa-a97a-e9d68f203a54,64,,,"[46.6, 25.3]",3890492,1,,,,True,0.82502496,,,,,,"[57.5, 37.1]",High Pass,,16.063934,Incomplete,,Nicolai Müller,8302.0,,,,,,Recovery,1,From Goal Kick,Cleber Janderson Pereira Reis,40468.0,Left Center Back,5,Hamburger SV,171,"['6d251362-7fda-457b-8abb-207824e0bfe7', '82e5c441-1f41-4894-a677-ee80bcc0405e', '9f4800f0-4a4a-4610-87c3-e5090647726b', 'c5438d9f-facb-402e-a5db-c8fcf70f4659']",14,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:14.256,Pass,True
,,,,,,,,,,,,,,,,0.09414,,,,,,,,,,,,,c5438d9f-facb-402e-a5db-c8fcf70f4659,68,,,"[62.6, 43.0]",3890492,1,,,,True,-1.3339475,,,,,,"[63.3, 40.1]",Low Pass,,2.9832869,Incomplete,,Wendell Nascimento Borges,8212.0,,,,,,Recovery,1,From Goal Kick,Marlon Frey,21168.0,Left Defensive Midfield,5,Hamburger SV,171,"['631ef9d1-8db9-4c7c-8c87-f5a4c4bd61b1', '8ee25669-fe29-4698-a416-9cea9a028b49', 'ba3224cb-4f76-4efa-a97a-e9d68f203a54', 'e6336d4b-1625-46e6-a8b1-8a81d2f42c1b']",16,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:16.396,Pass,True
,,,,,,,,,,,,,,,,1.095033,,,,,,,,,,,,,5ae39826-fa74-48a3-8ba0-2a32b15acc40,73,,,"[56.8, 49.4]",3890492,1,,,,,2.0121152,,Left Foot,,,,"[49.1, 65.7]",Ground Pass,,18.027203,,,Gotoku Sakai,6339.0,,,,,,,1,From Goal Kick,Aaron Hunt,8308.0,Center Attacking Midfield,5,Hamburger SV,171,['7c37bf26-0757-4824-b810-bc8e43fb5ed2'],19,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:19.025,Pass,
,,,,,,,,,,,,,,,,1.386706,,,,,,,,,,,,,7e36840b-47b7-48fe-873f-66b373bcd235,75,,,"[51.6, 66.1]",3890492,1,,,,,0.09570671,,Right Foot,,,,"[76.6, 68.5]",Ground Pass,,25.114935,,,Artoms Rudņevs,40473.0,,,,,,,1,From Goal Kick,Gotoku Sakai,6339.0,Right Back,5,Hamburger SV,171,['05054855-63b5-4469-8b16-1042d240fcbf'],20,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:20.120,Pass,
,,,,,,,,,,,,,,,,1.365041,,,,,,,,,,,,,a8b1f504-e2bb-44dc-8d28-d0151a38f713,79,,,"[105.9, 72.5]",3890492,1,,,,,-1.5154682,,Right Foot,True,,,"[107.7, 40.0]",High Pass,,32.54981,Incomplete,,Ivo Iličević,24740.0,,,,,,,1,From Goal Kick,Artoms Rudņevs,40473.0,Center Forward,5,Hamburger SV,171,"['2cc68b61-dfe7-45af-9e88-76e952de518b', '355f8450-9add-4721-b447-6f6c037b9d21']",26,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:26.053,Pass,
,,,,,,,,,,,,,,,,1.499616,,,,,,,,,,,,,98283d5b-f6c0-41a5-8972-b9578b3c33b0,82,,,"[85.4, 53.6]",3890492,1,,,,,-1.152572,,Right Foot,,,,"[90.6, 41.9]",Ground Pass,,12.803515,,,Ivo Iličević,24740.0,,,,,,Recovery,1,From Goal Kick,Albin Ekdal,5624.0,Right Defensive Midfield,5,Hamburger SV,171,['329449e9-20ab-49ea-ad2b-eec316cf7087'],28,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:28.885,Pass,
,,,,,,,,,,,,,,,,3.726652,,,,,,,,,,,,,66947c21-c72e-4c6c-9804-ce694b8ab138,90,,,"[7.0, 44.1]",3890492,1,,,,,0.15952064,,Right Foot,,,,"[79.1, 55.7]",High Pass,,73.02718,Incomplete,,Javier Hernández Balcázar,3058.0,,,,,,Goal Kick,1,From Goal Kick,Bernd Leno,15581.0,Goalkeeper,6,Bayer Leverkusen,904,"['bf468a4e-c32d-45c5-938f-f44d649c368f', 'de7c7a54-44a2-49a6-a66b-60066cdf5b32']",56,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:56.536,Pass,
,,,,,,,,,,,,,,,,2.396185,,,,,,,,,,,,,a5eaba82-30d9-4cad-962f-edb226f137a2,93,,,"[43.6, 24.7]",3890492,2,,,,,1.313178,,Right Foot,,,,"[48.0, 41.4]",Low Pass,,17.269917,Incomplete,,Albin Ekdal,5624.0,,,,,,Recovery,1,From Goal Kick,Cleber Janderson Pereira Reis,40468.0,Left Center Back,6,Bayer Leverkusen,904,"['d3715b23-aa54-4008-ab19-c05563c19f93', 'da8c9797-ed76-44b3-b49c-450d3fbd61f5']",1,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:01.412,Pass,
,,,,,,,,,,,,,,,,4.145169,,,,,,,,,,,,,d3715b23-aa54-4008-ab19-c05563c19f93,96,,,"[72.1, 38.7]",3890492,2,,,,,-0.74899966,,Left Foot,,,,"[109.1, 4.3]",High Pass,,50.520885,,,Julian Brandt,5555.0,,,,,,Recovery,1,From Goal Kick,Marlon Frey,21168.0,Left Defensive Midfield,6,Bayer Leverkusen,904,"['65daf4ae-9849-4553-b320-fec9f721b7e4', 'a5eaba82-30d9-4cad-962f-edb226f137a2', 'af9743c7-91fc-4b66-bc2b-785c0650eecd']",3,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:03.809,Pass,True
,,,,,,,,,,,,,,,,0.413059,,,,,,,,,,,,,c781a20a-1c71-49e6-885e-5151b0d8fb29,105,,,"[115.2, 13.6]",3890492,2,,,,,1.6233793,,Left Foot,,,,"[114.7, 23.1]",Ground Pass,,9.513149,Incomplete,,Hakan Çalhanoğlu,7039.0,,,,,,,1,From Goal Kick,Julian Brandt,5555.0,Left Wing,6,Bayer Leverkusen,904,"['2644594e-d517-4503-b85f-2f51da0a5159', 'b07ad382-be99-4cc1-bde8-1e67fe2854e7', 'd60184ba-8e3d-4e40-bc3b-ad0c28e58c0b']",12,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:12.531,Pass,True
,,,,,,,,,,,,,,,,3.418589,,,,,,,,,,,,,8bbf11a1-a294-4da4-9614-e3b486b89ec0,112,,,"[6.0, 44.0]",3890492,2,,,,,0.049958397,,Right Foot,,,,"[70.0, 47.2]",High Pass,,64.07995,Incomplete,,Aaron Hunt,8308.0,,,,,,Goal Kick,1,From Goal Kick,René Adler,8560.0,Goalkeeper,7,Hamburger SV,171,"['658b0b2d-8816-454a-8a9a-69637b91d04b', 'c58b728c-496c-4143-8744-e93591315b32']",38,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:38.236,Pass,
,,,,,,,,,,,,,,,,1.351661,,,,,,,,,,,,,c58b728c-496c-4143-8744-e93591315b32,115,,,"[50.1, 32.9]",3890492,2,,,,True,0.5695173,,,,,,"[64.0, 41.8]",High Pass,,16.50515,,,Javier Hernández Balcázar,3058.0,,,,,,Recovery,1,From Goal Kick,Kyriakos Papadopoulos,8313.0,Right Defensive Midfield,7,Hamburger SV,171,"['8a08def0-1763-4a12-b3db-814159ddfa59', '8bbf11a1-a294-4da4-9614-e3b486b89ec0', '953e1c0d-a81d-4914-b643-376046d738f1']",41,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:41.654,Pass,True
,,,,,,,,,,,,,,,,3.727604,,,,,,,,,,,,,b64f4e7f-ea0e-49e5-b79a-a3454d4c066c,124,,,"[56.3, 23.2]",3890492,2,,,,,2.7107875,,Right Foot,,,,"[16.7, 41.4]",Ground Pass,,43.582108,,,René Adler,8560.0,,,,,,,1,From Goal Kick,Cleber Janderson Pereira Reis,40468.0,Left Center Back,7,Hamburger SV,171,['be1ba87e-b6f1-4225-81de-6d761fe4339b'],47,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:47.077,Pass,
,,,,,,,,,,,,,,,,1.760442,,,,,,,,,,,,,ec045bef-9cb1-40df-93a7-33c28894bcd9,127,,,"[13.9, 38.3]",3890492,2,,,,,1.1777383,,Right Foot,,,,"[24.1, 62.9]",Ground Pass,,26.63081,,,Johan Danon Djourou-Gbadjere,6359.0,,,,,,,1,From Goal Kick,René Adler,8560.0,Goalkeeper,7,Hamburger SV,171,['6d61fb28-221f-4996-ae64-65e156b091b6'],51,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:51.955,Pass,
,,,,,,,,,,,,,,,,1.529014,,,,,,,,,,,,,c97235c2-352d-4a4f-baa2-444106782ef2,130,,,"[26.5, 63.8]",3890492,2,,,,,0.39448634,,Right Foot,,,,"[49.8, 73.5]",Ground Pass,,25.238462,,,Gotoku Sakai,6339.0,,,,,,,1,From Goal Kick,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,7,Hamburger SV,171,['d8d32d49-4a1a-48ac-8ecc-08f4d2d4b8f1'],55,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:55.049,Pass,
,,,,,,,,,,,,,,,,4.341687,,,,,,,,,,,,,0b39b3ad-8a95-43f9-b43d-f5ebcf728a04,137,,,"[49.1, 72.7]",3890492,2,,,,,0.11229507,,Left Foot,,,,"[109.4, 79.5]",High Pass,,60.682205,Out,,Artoms Rudņevs,40473.0,,,,,,,1,From Goal Kick,Gotoku Sakai,6339.0,Right Back,7,Hamburger SV,171,['63a458dd-46f0-4efa-a6c8-c44c5a40b324'],58,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:58.601,Pass,
,,,,,,,,,,,,,,,,2.385816,,,,,,,,,,,,,003a5b39-a01d-442f-84a1-3766eb9d79d1,139,,,"[11.1, 0.1]",3890492,3,,True,,,0.40692982,,,,,,"[46.6, 15.4]",High Pass,,38.656693,Unknown,,,,,,,,,Throw-in,1,From Throw In,Wendell Nascimento Borges,8212.0,Left Back,8,Bayer Leverkusen,904,,9,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:09.732,Pass,
