50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.982337,,,,,,,,,,,,,,,22daa256-9914-401e-b4b8-47251cf26bbb,17,,"[34.5, 53.2]",3890487,0,,,,,1.0231364,,Right Foot,,,"[45.6, 71.4]",,Ground Pass,,21.317833,,,Markus Feulner,40480.0,,,,,1,From Kick Off,Jeong-Ho Hong,40543.0,Right Center Back,2,Augsburg,172,['9afda727-4979-46ae-98a8-fd820e48cfa3'],8,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:08.643,Pass,
,,,,,,,,,,,,,,,,,,,,1.490364,,,,,,,,,,,,,,,492de50d-3f5f-43dd-ae6e-061033e4f249,20,,"[39.6, 66.7]",3890487,0,,,,,-2.2999768,,Right Foot,,,"[28.7, 54.5]",,Ground Pass,,16.360012,,,Jeong-Ho Hong,40543.0,,,,,1,From Kick Off,Markus Feulner,40480.0,Right Back,2,Augsburg,172,['e65bc6f4-af11-43c2-9f5d-c244422edfdb'],10,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:10.330,Pass,
,,,,,,,,,,,,,,,,,,,,2.160029,,,,,,,,,,,,,,,038435e1-36d6-4c41-a076-c0bb51cf5042,23,,"[33.4, 52.4]",3890487,0,,,,,-1.4432038,,Right Foot,,,"[37.3, 22.0]",,Ground Pass,,30.649143,,,Ragnar Klavan,4174.0,,,,,1,From Kick Off,Jeong-Ho Hong,40543.0,Right Center Back,2,Augsburg,172,['8c2f49cd-87b0-4b19-84a8-1d42be5533e5'],13,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:13.119,Pass,
,,,,,,,,,,,,,,,,,,,,1.508766,,,,,,,,,,,,,,,765d4e0a-94f1-4bc7-82f5-67cd72f33433,26,,"[37.0, 19.0]",3890487,0,,,,,1.5806482,,Left Foot,,,"[36.8, 39.3]",,Ground Pass,,20.300985,,,Daniel Baier,8317.0,,,,,1,From Kick Off,Ragnar Klavan,4174.0,Left Center Back,2,Augsburg,172,['768e1280-a003-4820-b1e8-abea0d1e287f'],17,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:17.714,Pass,
,,,,,,,,,,,,,,,,,,,,2.214023,,,,,,,,,,,,,,,741d0566-2596-47e3-8bfc-3310c8e4d2ea,29,,"[40.0, 42.3]",3890487,0,,,,,-1.3734008,,Right Foot,,,"[44.5, 19.8]",,Ground Pass,,22.945587,,,Ragnar Klavan,4174.0,,,,,1,From Kick Off,Daniel Baier,8317.0,Left Defensive Midfield,2,Augsburg,172,['63d13e40-0412-424d-81fc-af2240515bb1'],22,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:22.187,Pass,
,,,,,,,,,,,,,,,,,,,,1.399375,,,,,,,,,,,,,,,53165abe-43ec-4fd1-9ece-1c2f09497f37,32,,"[44.5, 19.2]",3890487,0,,,,,1.7691581,,Left Foot,,,"[40.5, 39.1]",,Ground Pass,,20.298029,,,Daniel Baier,8317.0,,,,,1,From Kick Off,Ragnar Klavan,4174.0,Left Center Back,2,Augsburg,172,['39ee4cf1-f6d2-4d1a-99d9-9a454d272152'],25,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:25.022,Pass,
,,,,,,,,,,,,,,,,,,,,1.662386,,,,,,,,,,,,,,,8c10ad43-3f17-456e-8adb-d022495323a6,35,,"[54.2, 43.6]",3890487,0,,,,,-1.5707964,,Right Foot,,,"[54.2, 21.1]",,Ground Pass,,22.5,,,Ragnar Klavan,4174.0,,,,,1,From Kick Off,Daniel Baier,8317.0,Left Defensive Midfield,2,Augsburg,172,['955bcc53-fad9-4fbb-9e1e-f4b253bda03d'],28,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:28.434,Pass,
,,,,,,,,,,,,,,,,,,,,3.245391,,,,,,,,,,,,,,,51e4133e-07eb-48ba-95ca-63ce99eb26b9,38,,"[65.3, 17.3]",3890487,0,,,,,0.18125553,,Left Foot,,,"[115.5, 26.5]",,High Pass,,51.036064,Incomplete,,Alfreð Finnbogason,5514.0,,,,,1,From Kick Off,Ragnar Klavan,4174.0,Left Center Back,2,Augsburg,172,"['13645d8c-e217-47b1-a655-b57953b9e326', 'a290788a-60c7-4d42-b355-69b5ebb60789']",33,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:33.311,Pass,
,,,,,,,,,,,,,,,,,,,,3.60838,,,,,,,,,,,,,,,a71f524b-d631-4575-8790-2bf9d75ecc55,42,,"[12.9, 49.3]",3890487,0,,,,,-0.20727992,,Right Foot,,,"[82.8, 34.6]",,High Pass,,71.428986,Incomplete,,Sandro Wagner,9723.0,,,,,1,From Kick Off,Christian Mathenia,8306.0,Goalkeeper,2,Augsburg,172,"['104bd7a6-f2fc-46a3-b41b-3de6eca41ff3', 'b26fad20-a00b-44ef-858c-760ad384157b']",50,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:50.999,Pass,
,,,,,,,,,,,,,,,,,,,,1.388841,,,,,,,,,,,,,,,b26fad20-a00b-44ef-858c-760ad384157b,44,,"[37.3, 45.5]",3890487,0,,,,True,0.069886,,,,,"[47.3, 46.2]",,High Pass,,10.02447,Incomplete,,,,,,,Recovery,1,From Kick Off,Jeong-Ho Hong,40543.0,Right Center Back,2,Augsburg,172,"['11630d90-53e9-4095-84a5-1f09c087a441', '3d621ff2-e1fe-4e0d-9ab7-609dc27ff373', 'a71f524b-d631-4575-8790-2bf9d75ecc55']",54,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:54.607,Pass,True
,,,,,,,,,,,,,,,,,,,,1.616855,,,,,,,,,,,,,,,3d621ff2-e1fe-4e0d-9ab7-609dc27ff373,46,,"[72.8, 33.9]",3890487,0,,,,,-0.7588557,,Head,,,"[78.6, 28.4]",,High Pass,,7.993122,Unknown,,Jérôme Gondorf,8388.0,,,,Recovery,1,From Kick Off,Peter Niemeyer,40467.0,Right Defensive Midfield,2,Augsburg,172,"['6dc1758b-cdf0-4db0-9c0d-8bb38b3551ca', 'b26fad20-a00b-44ef-858c-760ad384157b']",55,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:55.996,Pass,
,,,,,,,,,,,,,,,,,,,,1.932234,,,,,,,,,,,,,,,d4d445ed-aefa-4eef-b016-112f83194b39,51,,"[80.7, 34.8]",3890487,1,,,,,-0.112377204,,Right Foot,,,"[112.6, 31.2]",,High Pass,,32.102493,Pass Offside,,Peter Niemeyer,40467.0,,,,Free Kick,1,From Free Kick,Slobodan Rajković,35033.0,Left Center Back,3,Darmstadt 98,872,['0403be2e-4e5b-4807-a6db-353e85cdd410'],31,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:31.405,Pass,
,,,,,,,,,,,,,,,,,,,,2.840714,,,,,,,,,,,,,,,9c42af4c-c96f-431f-894e-8441316743f1,54,,"[8.6, 47.2]",3890487,2,,True,,,-0.04157337,,Right Foot,,,"[68.7, 44.7]",,High Pass,,60.151974,,,Alexander Esswein,8574.0,,,,Free Kick,1,From Free Kick,Marwin Hitz,8314.0,Goalkeeper,4,Augsburg,172,['ad2cadc9-243f-468e-87bb-642b02956ab7'],25,,,,,,,,,,,,,,,,,,Augsburg,172,00:02:25.883,Pass,
,,,,,,,,,,,,,,,,,,,,0.851239,,,,,,,,,,,,,,,51458b61-21f6-4cb5-a6b7-e6d3987af927,56,,"[68.7, 44.7]",3890487,2,,,,True,-0.18534794,,,,,"[84.7, 41.7]",,Low Pass,,16.27882,Incomplete,,Alfreð Finnbogason,5514.0,,,,,1,From Free Kick,Alexander Esswein,8574.0,Right Wing,4,Augsburg,172,"['91f57351-3ad4-4f8e-991a-4d73560ca586', '9c54094a-a350-465f-a57f-5baf1cd5e45d', 'f62f15b9-351d-48cf-b62a-94de83acbd4c']",28,,,,,,,,,,,,,,,,,,Augsburg,172,00:02:28.804,Pass,True
,,,,,,,,,,,,,,,,,,,,0.29085,,,,,,,,,,,,,,,7712a5b8-db8b-4952-b185-4fe80214c75e,60,,"[50.5, 47.4]",3890487,2,,,,True,-0.85052335,,,,,"[54.8, 42.5]",,Low Pass,,6.519202,Incomplete,,Ja-Cheol Koo,5627.0,,,,Recovery,1,From Free Kick,Markus Feulner,40480.0,Right Back,4,Augsburg,172,"['39c0a09a-ad0d-4746-8b06-e77588038194', '46d081f0-7bf7-42c5-bcd9-76d0edc4d1ee', '7279938f-3aac-4dc0-8bbc-a3cb407102ee']",32,,,,,,,,,,,,,,,,,,Augsburg,172,00:02:32.043,Pass,True
,,,,,,,,,,,,,,,,,,,,2.687686,,,,,,,,,,,,,,,8ce0984a-b993-4750-8e6f-04fcbaa5dae6,66,,"[75.1, 34.6]",3890487,2,,,,,-1.2647103,,Left Foot,,,"[82.4, 11.5]",,High Pass,,24.226019,,,Marcel Heller,9401.0,,,,,1,From Free Kick,Sandro Wagner,9723.0,Center Forward,4,Augsburg,172,['a0613a9f-6fca-45d8-822c-0acf4a368172'],34,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:34.257,Pass,
,,,,,,,,,,,,,,,,,,,,2.307465,,,,,,,,,,,,,,,25cc1161-d1d8-448a-8651-e854f8c043e2,69,,"[102.7, 11.3]",3890487,2,,,,,1.2167505,,Right Foot,True,,"[117.3, 50.8]",,High Pass,,42.111874,Incomplete,,Jérôme Gondorf,8388.0,,,,,1,From Free Kick,Marcel Heller,9401.0,Left Midfield,4,Augsburg,172,"['2c6b2cec-d526-4b45-ac28-18b7294bd99e', '8d1ac2e4-9c42-401f-8f55-65598b2be83d']",40,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:40.882,Pass,
,,,,,,,,,,,,,,,,,,,,3.682677,,,,,,,,,,,,,,,9c48b320-74a8-41e7-8038-5928fc8919a9,74,,"[7.0, 36.1]",3890487,3,,,,,-0.29762655,,Right Foot,,,"[63.4, 18.8]",,High Pass,,58.993645,,,Caiuby Francisco da Silva,8303.0,,,,Goal Kick,1,From Goal Kick,Marwin Hitz,8314.0,Goalkeeper,5,Augsburg,172,['b657ea19-3d74-41f1-bce6-62e5ab776056'],6,,,,,,,,,,,,,,,,,,Augsburg,172,00:03:06.874,Pass,
,,,,,,,,,,,,,,,,,,,,1.487495,,,,,,,,,,,,,,,0bbbccc2-1fa7-4efa-b97a-0424c5568332,76,,"[63.4, 18.8]",3890487,3,,,,True,0.66170853,,,,,"[73.8, 26.9]",,Low Pass,,13.182185,Incomplete,,Alfreð Finnbogason,5514.0,,,,,1,From Goal Kick,Caiuby Francisco da Silva,8303.0,Left Wing,5,Augsburg,172,"['891141f7-e264-4f55-9d64-c1af1f5351cf', 'b3c52a18-e5c7-4fa0-91fe-39f1925b96ea', 'f3ba14f9-298d-4bee-8886-fd9bd9efdd1a']",10,,,,,,,,,,,,,,,,,,Augsburg,172,00:03:10.637,Pass,True
,,,,,,,,,,,,,,,,,,,,1.214661,,,,,,,,,,,,,,,891141f7-e264-4f55-9d64-c1af1f5351cf,80,,"[46.3, 53.2]",3890487,3,,,,True,0.59300256,,,,,"[55.5, 59.4]",,Low Pass,,11.094143,Incomplete,,Peter Niemeyer,40467.0,,,,Recovery,1,From Goal Kick,Aytac Sulu,9217.0,Right Center Back,5,Augsburg,172,"['0bbbccc2-1fa7-4efa-b97a-0424c5568332', '128e01b4-959a-44b6-b1f7-4a88e2bc4767', '1c1860fb-4788-41b8-a4bf-ee853cfe6fd6', '711febae-f5ab-4d32-bc65-ec10dac41832']",12,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:03:12.124,Pass,True
,,,,,,,,,,,,,,,,,,,,2.09455,,,,,,,,,,,,,,,9fbff2bd-1ccc-4457-9570-e16cc8eaa427,85,,"[78.1, 26.9]",3890487,3,,,,,-1.0353768,,Right Foot,,,"[88.6, 9.2]",,Ground Pass,,20.580088,,,Ja-Cheol Koo,5627.0,,,,,1,From Goal Kick,Caiuby Francisco da Silva,8303.0,Left Wing,5,Augsburg,172,"['44d6e18c-bc37-4f81-8a6d-82f42fe4e8ad', '6a5bf231-98c9-4505-a67d-78bafe3807ae']",14,,,,,,,,,,,,,,,,,,Augsburg,172,00:03:14.324,Pass,True
,,,,,,,,,,,,,,,,,,,,0.828141,,,,,,,,,,,,,,,c30c6ac2-75fd-4240-9a85-6200b5b84d6c,88,,"[92.2, 10.6]",3890487,3,,,,,0.81030405,,Right Foot,,,"[105.9, 25.0]",,Ground Pass,,19.875864,Incomplete,,Caiuby Francisco da Silva,8303.0,,,,,1,From Goal Kick,Ja-Cheol Koo,5627.0,Center Attacking Midfield,5,Augsburg,172,"['11c6b3a8-5784-4c31-aff2-f93baae0acd4', '166feadb-add1-43c8-9bc9-956ed1ea7b73']",16,,,,,,,,,,,,,,,,,,Augsburg,172,00:03:16.794,Pass,
,,,,,,,,,,,,,,,,,,,,1.825978,,,,,,,,,,,,,,,ad11a61c-bf28-4de6-9153-efdc94243caf,91,,"[120.0, 0.1]",3890487,3,,,,,1.7212402,,Right Foot,,,"[113.8, 41.0]",,High Pass,True,41.367256,Incomplete,,,,,True,Inswinging,Corner,1,From Corner,Daniel Baier,8317.0,Left Defensive Midfield,6,Augsburg,172,['f40d62c1-a652-4f1e-811b-8648af66a7ff'],44,,,,,,,,,,,,,,,,,,Augsburg,172,00:03:44.721,Pass,
,,,,,,,,,,,,,,,,,,,,0.081488,,,,,,,,,,,,,,,9c31a84b-a743-4492-9f89-b332e909046e,93,,"[98.9, 48.1]",3890487,3,,,,True,-0.52807444,,,,,"[100.1, 47.4]",,Low Pass,,1.3892444,Incomplete,,,,,,,Recovery,1,From Corner,Dominik Kohr,8207.0,Right Defensive Midfield,6,Augsburg,172,"['e51596a7-d9e1-41db-995b-de8eb94eea12', 'f4c25f82-5546-4cde-8e5b-ee7e57e91bb6']",48,,,,,,,,,,,,,,,,,,Augsburg,172,00:03:48.315,Pass,True
,,,,,,,,,,,,,,,,,,,,4.348589,,,,,,,,,,,,,,,deaded01-40f9-4fe5-a691-db00706c2630,96,,"[95.7, 40.6]",3890487,3,,,,,-0.57790196,,Right Foot,,,"[116.4, 27.1]",,High Pass,,24.713154,Incomplete,,,,,,,Recovery,1,From Corner,Dominik Kohr,8207.0,Right Defensive Midfield,6,Augsburg,172,['a87ca623-96cb-4766-91cc-2f390f254e3c'],49,,,,,,,,,,,,,,,,,,Augsburg,172,00:03:49.477,Pass,
,,,,,,,,,,,,,,,,,,,,3.686997,,,,,,,,,,,,,,,86b1c820-6246-4db6-9490-b92538757d2a,99,,"[7.5, 53.0]",3890487,4,,,,,0.049441837,,Right Foot,,,"[94.4, 57.3]",,High Pass,,87.006325,Incomplete,,Sandro Wagner,9723.0,,,,,1,Regular Play,Christian Mathenia,8306.0,Goalkeeper,7,Darmstadt 98,872,"['2330dbab-ed7d-4f12-a738-ffbe95ff337f', 'd7144534-2e74-4d62-bc68-5b2b29db7d07']",9,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:04:09.309,Pass,
,,,,,,,,,,,,,,,,,,,,1.542023,,,,,,,,,,,,,,,2330dbab-ed7d-4f12-a738-ffbe95ff337f,101,,"[25.7, 22.8]",3890487,4,,,,True,0.27527243,,,,,"[38.8, 26.5]",,High Pass,,13.612494,Incomplete,,Ja-Cheol Koo,5627.0,,,,Recovery,1,Regular Play,Ragnar Klavan,4174.0,Left Center Back,7,Darmstadt 98,872,"['0c869a15-8fc4-4da5-9e75-e5cf3895bd2b', '86b1c820-6246-4db6-9490-b92538757d2a', '8f8c38e2-daf8-43d2-b082-247e230786d9', 'a38ce2df-fca3-4fbe-b802-b6e5cdba4f16']",12,,,,,,,,,,,,,,,,,,Augsburg,172,00:04:12.996,Pass,True
,,,,,,,,,,,,,,,,,,,,1.031542,,,,,,,,,,,,,,,8f8c38e2-daf8-43d2-b082-247e230786d9,104,,"[81.3, 53.6]",3890487,4,,,,,0.14189705,,Head,,,"[91.8, 55.1]",,High Pass,,10.606602,,,Sandro Wagner,9723.0,,,,Recovery,1,Regular Play,Jérôme Gondorf,8388.0,Left Defensive Midfield,7,Darmstadt 98,872,"['04f4cb0c-76b5-4ec2-a46a-8bf8b425b7d7', '2330dbab-ed7d-4f12-a738-ffbe95ff337f']",14,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:04:14.538,Pass,
,,,,,,,,,,,,,,,,,,,,1.916378,,,,,,,,,,,,,,,c18583bf-317a-4205-871e-997fe9d22141,106,,"[91.8, 55.1]",3890487,4,,,,,-1.0731812,,Head,,,"[100.6, 38.9]",,High Pass,,18.435835,Incomplete,,Mario Vrančić,13675.0,,,,,1,Regular Play,Sandro Wagner,9723.0,Center Forward,7,Darmstadt 98,872,"['5840dc85-0837-4fd6-8fad-edbb3994594e', 'a1b3e449-fb84-4db5-9fca-35446dd5bebe']",15,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:04:15.640,Pass,
,,,,,,,,,,,,,,,,,,,,1.516232,,,,,,,,,,,,,,,5840dc85-0837-4fd6-8fad-edbb3994594e,108,,"[19.5, 41.2]",3890487,4,,,,,0.2239568,,Right Foot,,,"[37.5, 45.3]",,High Pass,,18.46104,,,Alexander Esswein,8574.0,,,,Recovery,1,Regular Play,Jeong-Ho Hong,40543.0,Right Center Back,7,Darmstadt 98,872,"['047833c2-2671-474a-8d89-5a2da15bf7b9', 'c18583bf-317a-4205-871e-997fe9d22141']",17,,,,,,,,,,,,,,,,,,Augsburg,172,00:04:17.556,Pass,
