50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.245591,,,,,,,,,,,,,,,dec735ac-6029-47d6-8629-5ed486344bf8,15,,"[55.9, 80.0]",3890523,0,,,,,-0.6240231,,,,,"[63.4, 74.6]",,Low Pass,,9.241753,,,Bas Dost,10594.0,,,,,Throw-in,1,From Throw In,Adelino André Vieira Freitas,10790.0,Right Back,3,Wolfsburg,179,['e5c3c4b7-9fa5-4a4d-ab35-c7d0554e04fa'],23,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:23.464,Pass,
,,,,,,,,,,,,,,,,,0.818778,,,,,,,,,,,,,,,5fe7c5d6-8dd1-4e89-9cf4-0bf4fa8d5afc,20,,"[62.5, 73.1]",3890523,0,,,,,2.6146495,,Right Foot,,,"[57.0, 76.3]",,Ground Pass,,6.3631754,,,Adelino André Vieira Freitas,10790.0,,,,,,1,From Throw In,Bas Dost,10594.0,Center Forward,3,Wolfsburg,179,"['72e14b9a-7e71-42da-ad0d-731f88df8c83', '845b1ce5-303a-4856-a71e-3efc5f822ac5']",25,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:25.470,Pass,True
,,,,,,,,,,,,,,,,,2.040726,,,,,,,,,,,,,,,89e37b17-bd34-4fce-b905-18bc933309c6,22,,"[57.0, 76.3]",3890523,0,,,,,-0.2837941,,Right Foot,,,"[64.2, 74.2]",,High Pass,,7.5,Incomplete,,Bruno Henrique Pinto,25152.0,,,,,,1,From Throw In,Adelino André Vieira Freitas,10790.0,Right Back,3,Wolfsburg,179,"['6e01eb5f-6c15-483c-8a26-e99884ee0935', 'a8aafb73-637e-43b9-8ee0-313d80b0cbb0']",26,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:26.289,Pass,
,,,,,,,,,,,,,,,,,0.536622,,,,,,,,,,,,,,,ea1cd3aa-3a68-4295-8699-d131e00c1188,25,,"[51.8, 7.0]",3890523,0,,,,,-0.06241881,,Head,,,"[58.2, 6.6]",,Low Pass,,6.412488,,,Zlatko Junuzović,8762.0,,,,,Recovery,1,From Throw In,Santiago García,26359.0,Left Back,3,Wolfsburg,179,['4fb4a9c7-db20-41cf-85f2-d371fbaa1789'],31,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:31.098,Pass,
,,,,,,,,,,,,,,,,,0.523013,,,,,,,,,,,,,,,5c4dc8ab-8e03-473f-9ce1-729e7ed4ad34,28,,"[58.2, 6.6]",3890523,0,,,,,0.7428706,,Right Foot,,,"[63.1, 11.1]",,Low Pass,,6.652819,Incomplete,,Claudio Miguel Pizarro Bossio,11132.0,,,,,,1,From Throw In,Zlatko Junuzović,8762.0,Center Attacking Midfield,3,Wolfsburg,179,"['8e90fdb8-eccc-4479-90a7-3835fb8ded75', 'd32b2ad2-f964-460a-866b-e52edcc95d4c']",31,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:31.708,Pass,
,,,,,,,,,,,,,,,,,1.510525,,,,,,,,,,,,,,,65e9a1d1-2d7a-4af8-825d-d2510fcb831b,33,,"[57.2, 60.7]",3890523,0,,,,,-1.6675804,,Right Foot,,,"[55.2, 40.1]",,Ground Pass,,20.69686,,,Josuha Guilavogui,8230.0,,,,,,1,From Throw In,Luiz Gustavo Dias,3545.0,Left Defensive Midfield,3,Wolfsburg,179,"['5b045b63-4e9f-4883-a43c-4ffbc48b9762', 'b029c752-1450-4d25-89d5-5584fb02a343']",33,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:33.391,Pass,True
,,,,,,,,,,,,,,,,,0.775713,,,,,,,,,,,,,,,6d76f8f1-f26c-4f28-8573-46dd59314841,37,,"[55.9, 38.0]",3890523,0,,,,,-0.5191461,,Right Foot,,,"[65.7, 32.4]",,Ground Pass,,11.287161,,,André Schürrle,10281.0,,,,,,1,From Throw In,Josuha Guilavogui,8230.0,Right Defensive Midfield,3,Wolfsburg,179,"['56037351-0ab0-4733-b5e7-05a1918c2561', 'f79a3ff2-860b-401e-8085-21326429f484']",36,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:36.500,Pass,True
,,,,,,,,,,,,,,,,,0.893493,,,,,,,,,,,,,,,857b6820-2bf5-47b8-9e65-644c3e972d25,43,,"[63.2, 34.6]",3890523,0,,,,,-1.0079281,,Left Foot,,,"[68.5, 26.2]",,Ground Pass,,9.932271,,,André Schürrle,10281.0,,,,,Free Kick,1,From Free Kick,Luiz Gustavo Dias,3545.0,Left Defensive Midfield,4,Wolfsburg,179,['744e8a3f-59f2-4d20-baa8-77d7d1cf108e'],50,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:50.339,Pass,
,,,,,,,,,,,,,,,,,1.841718,,,,,,,,,,,,,,,ce9249d0-4bf4-4389-919b-7bf051994e58,46,,"[68.5, 26.5]",3890523,0,,,,,2.9259884,,Right Foot,,,"[44.3, 31.8]",,Ground Pass,,24.773575,,,Robin Knoche,8239.0,,,,,,1,From Free Kick,André Schürrle,10281.0,Left Wing,4,Wolfsburg,179,['e377cf88-4a09-4906-818d-1ec3d7ac1421'],51,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:51.473,Pass,
,,,,,,,,,,,,,,,,,1.674111,,,,,,,,,,,,,,,329d1e92-ce0b-4306-985a-b00674aa25fc,51,,"[57.4, 24.3]",3890523,0,,,,,-0.8746342,,Right Foot,,,"[74.7, 3.6]",,Ground Pass,,26.977398,,,Maximilian Arnold,8235.0,,,,,,1,From Free Kick,Robin Knoche,8239.0,Left Center Back,4,Wolfsburg,179,"['508aaf2c-aef9-4dde-8db8-08bbcf65b3fd', 'e5604588-8b93-4519-9ce7-cb9d953dad30']",55,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:55.859,Pass,True
,,,,,,,,,,,,,,,,,0.902928,,,,,,,,,,,,,,,330ddf2f-9c6d-4542-9183-99944bc5c522,55,,"[74.1, 1.4]",3890523,0,,,,,-3.0932434,,Right Foot,,,"[61.7, 0.8]",,Ground Pass,,12.414508,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,1,From Free Kick,Maximilian Arnold,8235.0,Center Attacking Midfield,4,Wolfsburg,179,"['56473d5a-31fe-4ea6-92d9-4e7d4ad0aeee', 'c8c5ce20-b423-498c-84bc-682c95a66f9b']",58,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:58.127,Pass,True
,,,,,,,,,,,,,,,,,1.395621,,,,,,,,,,,,,,,f58ae4e2-af2b-40d6-86c0-20b9d4a0dbdc,59,,"[51.2, 7.0]",3890523,1,,,,,3.0440311,,Left Foot,,,"[27.7, 9.3]",,Ground Pass,,23.612286,,,Robin Knoche,8239.0,,,,,,1,From Free Kick,Ricardo Iván Rodríguez Araya,5544.0,Left Back,4,Wolfsburg,179,"['7480d1ec-208f-4bb8-8962-31384ec6b4e1', 'a810c4d2-6134-400b-84f6-f0a1faa0efcc']",2,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:02.044,Pass,True
,,,,,,,,,,,,,,,,,2.336379,,,,,,,,,,,,,,,b5848044-5847-44b5-9fbb-8ef2d33083bd,62,,"[27.7, 9.3]",3890523,1,,,,,2.0552742,,Right Foot,,,"[13.7, 35.9]",,Ground Pass,,30.059275,,,Diego Orlando Benaglio,4600.0,,,,,,1,From Free Kick,Robin Knoche,8239.0,Left Center Back,4,Wolfsburg,179,['05675cb5-c947-4e56-ac8a-1f9e04e327c7'],4,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:04.392,Pass,
,,,,,,,,,,,,,,,,,1.088511,,,,,,,,,,,,,,,6a590a24-86f8-46cf-9cd9-b2d1ca224c46,65,,"[14.6, 44.2]",3890523,1,,,,,0.63274884,,Right Foot,,,"[26.6, 53.0]",,Ground Pass,,14.88086,,,Ronaldo Aparecido Rodrigues,8516.0,,,,,,1,From Free Kick,Diego Orlando Benaglio,4600.0,Goalkeeper,4,Wolfsburg,179,['5ea13c07-87e0-41dc-bae2-4aa2728dfa2c'],8,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:08.780,Pass,
,,,,,,,,,,,,,,,,,1.227775,,,,,,,,,,,,,,,acd097ce-b129-4d48-9ce9-0ad2d68ef691,68,,"[29.2, 56.4]",3890523,1,,,,,-0.1008472,,Right Foot,,,"[46.0, 54.7]",,Ground Pass,,16.885794,,,Josuha Guilavogui,8230.0,,,,,,1,From Free Kick,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,4,Wolfsburg,179,['335f81bf-797d-403e-bb0e-83831955de17'],11,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:11.632,Pass,
,,,,,,,,,,,,,,,,,1.133815,,,,,,,,,,,,,,,ffb1fcb1-7256-40f7-8629-e2dad28df9db,72,,"[43.7, 53.6]",3890523,1,,,,,-1.2490457,,Right Foot,,,"[45.4, 48.5]",,Ground Pass,,5.375872,,,Luiz Gustavo Dias,3545.0,,,,,,1,From Free Kick,Josuha Guilavogui,8230.0,Right Defensive Midfield,4,Wolfsburg,179,"['54b20253-ae0f-4dbc-bcd8-a25b213c96cc', 'b9a88816-eb42-4095-881e-16b26de66e23']",13,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:13.622,Pass,True
,,,,,,,,,,,,,,,,,1.065224,,,,,,,,,,,,,,,93bb5474-9476-46bb-9a0d-06c2209442b1,77,,"[60.4, 55.1]",3890523,1,,,,,-2.3446343,,Left Foot,,,"[43.3, 37.6]",,Ground Pass,,24.46753,,,Robin Knoche,8239.0,,,,,,1,From Free Kick,Luiz Gustavo Dias,3545.0,Left Defensive Midfield,4,Wolfsburg,179,"['e3b58b0e-0b51-4505-a497-df792b9f863b', 'ff716ba2-f616-4962-9db0-4d820d3fc236']",19,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:19.051,Pass,True
,,,,,,,,,,,,,,,,,1.962375,,,,,,,,,,,,,,,4658bd03-b931-4922-9e70-b0a992d16a13,81,,"[39.2, 50.6]",3890523,1,,,,,0.164684,,Right Foot,,,"[74.1, 56.4]",,High Pass,,35.378666,,,Bas Dost,10594.0,,,,,,1,From Free Kick,Robin Knoche,8239.0,Left Center Back,4,Wolfsburg,179,"['1550f680-2ced-4ffa-b29e-c39bbf9f3789', 'fb3feae4-2f9b-4781-bd41-50f30bd60703']",24,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:24.299,Pass,True
,,,,,,,,,,,,,,,,,1.999997,,,,,,,,,,,,,,,2fb1ff6e-ff39-442b-a2a0-af9d790e38b5,83,,"[74.1, 56.4]",3890523,1,,,,,0.86217004,,Head,,,"[87.3, 71.8]",,High Pass,,20.282997,Incomplete,,Bruno Henrique Pinto,25152.0,,,,,,1,From Free Kick,Bas Dost,10594.0,Center Forward,4,Wolfsburg,179,"['188b707c-38b4-48b9-8287-ce27d67e2415', '839d1c8b-e9e8-4447-86fb-bedb4567c6b0']",26,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:26.261,Pass,
,,,,,,,,,,,,,,,,,4.609905,,,,,,,,,,,,,,,e4c587ec-74c2-4ca6-bcfb-2748a70c98c9,90,,"[32.6, 9.2]",3890523,1,,,,,0.19709553,,Right Foot,,,"[96.7, 22.0]",,High Pass,,65.36551,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Felix Wiedwald,23269.0,Goalkeeper,5,Werder Bremen,176,['820b084d-1e7b-44c8-8df6-1bd988967f3a'],56,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:56.231,Pass,
,,,,,,,,,,,,,,,,,1.789449,,,,,,,,,,,,,,,820b084d-1e7b-44c8-8df6-1bd988967f3a,92,,"[23.4, 58.1]",3890523,2,,,,,1.344523,,Head,,,"[26.6, 72.0]",,High Pass,,14.26359,,,Adelino André Vieira Freitas,10790.0,,,,,Recovery,1,Regular Play,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,6,Wolfsburg,179,"['180a3fc2-91ec-4d68-a516-b166e8e2b2ef', 'e4c587ec-74c2-4ca6-bcfb-2748a70c98c9']",0,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:00.841,Pass,
,,,,,,,,,,,,,,,,,1.077844,,,,,,,,,,,,,,,cc0708bc-c9fc-4f01-8236-d5f8b0a5a561,95,,"[26.4, 73.5]",3890523,2,,,,,-0.08134186,,Right Foot,,,"[44.8, 72.0]",,High Pass,,18.46104,,,Maximilian Arnold,8235.0,,,,,,1,Regular Play,Adelino André Vieira Freitas,10790.0,Right Back,6,Wolfsburg,179,['a23012a7-f884-4316-8142-989a3f93af5a'],2,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:02.875,Pass,
,,,,,,,,,,,,,,,,,1.046265,,,,,,,,,,,,,,,f4d54d7a-ae9f-4e0f-b558-d0df715b5e6d,99,,"[45.0, 72.0]",3890523,2,,,,,-2.888517,,Right Foot,,,"[33.4, 69.0]",,Ground Pass,,11.981652,,,Josuha Guilavogui,8230.0,,,,,,1,Regular Play,Maximilian Arnold,8235.0,Center Attacking Midfield,6,Wolfsburg,179,"['3ffbe6f0-4608-46c7-90e0-d26bb1729eeb', '69e38da4-ae89-47a7-a39d-1aa211b6b340']",3,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:03.992,Pass,True
,,,,,,,,,,,,,,,,,0.119997,,,,,,,,,,,,,,,f8a3803c-3d2b-40b0-8cde-0207af5f922b,103,,"[38.1, 68.4]",3890523,2,,,,,-1.1341692,,Right Foot,,,"[38.8, 66.9]",,Low Pass,,1.6552945,Incomplete,,,,,,,,,1,Regular Play,Josuha Guilavogui,8230.0,Right Defensive Midfield,6,Wolfsburg,179,"['3911772f-273b-4ec0-81b3-27e7e402647f', 'fd6f8d51-58fb-4d5f-80c9-3b900fed5785']",5,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:05.972,Pass,True
,,,,,,,,,,,,,,,,,2.016806,,,,,,,,,,,,,,,a031cfc8-4743-4e11-a4ab-505de1b946ae,105,,"[39.0, 24.5]",3890523,2,,,,,0.5028432,,Head,,,"[57.0, 34.4]",,High Pass,,20.542883,,,André Schürrle,10281.0,,,,,Recovery,1,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Back,6,Wolfsburg,179,['ab17e9e9-353e-4d33-a18a-14def01633c1'],7,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:07.986,Pass,
,,,,,,,,,,,,,,,,,1.734814,,,,,,,,,,,,,,,0d43e644-8332-4034-960f-7de23691cbf0,110,,"[56.7, 62.0]",3890523,2,,,,,-2.2122164,,Left Foot,,,"[45.2, 46.6]",,Ground Pass,,19.220041,,,Alejandro Gálvez Jimena,6924.0,,,,,Recovery,1,Regular Play,Sambou Yatabaré,23660.0,Right Wing,7,Werder Bremen,176,['c06b1005-14a7-43a3-a465-1943cc8d9b9b'],13,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:13.157,Pass,
,,,,,,,,,,,,,,,,,2.508106,,,,,,,,,,,,,,,3a7eb9d8-5b9f-4e43-8f47-1411519165de,113,,"[50.1, 49.4]",3890523,2,,,,,-0.42257482,,Right Foot,,,"[94.8, 29.3]",,High Pass,,49.011223,Incomplete,,Fin Bartels,8389.0,,,Through Ball,True,,1,Regular Play,Alejandro Gálvez Jimena,6924.0,Right Center Back,7,Werder Bremen,176,"['28b789e1-62f9-453c-a852-d26233663c20', 'c23ed5a5-ca71-4eff-90d5-a130b3b81b61']",16,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:16.784,Pass,
,,,,,,,,,,,,,,,,,2.480509,,,,,,,,,,,,,,,c6c935b9-3c00-4f1f-94cd-e4cf932f68b4,122,,"[81.3, 8.7]",3890523,2,,,,,0.8064329,,Right Foot,,,"[116.2, 45.1]",,High Pass,,50.427868,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Zlatko Junuzović,8762.0,Center Attacking Midfield,8,Werder Bremen,176,['a678664d-5143-4354-a3e3-bd3d8209333a'],57,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:57.303,Pass,
,,,,,,,,,,,,,,,,,3.949148,,,,,,,,,,,,,,,9fa59f7d-050d-4bf7-81f8-faed8d416cc4,125,,"[13.7, 34.6]",3890523,3,,,,,-0.46773875,,Drop Kick,,,"[82.0, 0.1]",,High Pass,,76.51888,Out,,,,,,,,,1,From Keeper,Diego Orlando Benaglio,4600.0,Goalkeeper,9,Wolfsburg,179,,1,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:03:01.965,Pass,
,,,,,,,,,,,,,,,,,0.599433,,,,,,,,,,,,,,,bcbe4642-9669-40bd-8e17-751beef3a41d,126,,"[46.2, 80.0]",3890523,3,,,,,-1.8925469,,,,,"[45.6, 78.2]",,Low Pass,,1.8973666,,,Florian Grillitsch,11396.0,,,,,Throw-in,1,From Throw In,Theodor Gebre Selassie,8396.0,Right Back,10,Werder Bremen,176,['4554a75f-7a6b-43e3-b61f-f2517d5d5cda'],22,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:03:22.127,Pass,
,,,,,,,,,,,,,,,,,0.514317,,,,,,,,,,,,,,,90e3cd12-a2b9-41a9-91d5-9e4011d9dc2b,129,,"[45.0, 77.8]",3890523,3,,,,,1.5707964,,Right Foot,,,"[45.0, 79.5]",,Ground Pass,,1.7,,,Theodor Gebre Selassie,8396.0,,,,,,1,From Throw In,Florian Grillitsch,11396.0,Left Defensive Midfield,10,Werder Bremen,176,['f09676a4-3a78-44cb-ac16-907f17fef6f1'],23,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:03:23.101,Pass,
