bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,61d46b86-8273-4133-9527-0a387c6bde4d,1,,,3890409,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 10483, 'name': 'Ørjan Håskjold Nyland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 8676, 'name': 'Danny Vieira da Costa'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 34}, {'player': {'id': 13332, 'name': 'Romain Brégerie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 9088, 'name': 'Danilo Teodoro Soares'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 40459, 'name': 'Roger de Oliveira Bernardo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 20485, 'name': 'Almog Cohen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 36}, {'player': {'id': 40463, 'name': 'Stefan Lex'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 12304, 'name': 'Alfredo Morales'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 6}, {'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Ingolstadt,189,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2bd48da4-7491-4178-a047-4d2c7e784a1c,2,,,3890409,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8549, 'name': 'Giulio Donati'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8573, 'name': 'Ömer Toprak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8222, 'name': 'Kevin Kampl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 44}, {'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 38}, {'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 11394, 'name': 'Stefan Kießling'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5d8d51b6-4f24-4360-9307-36e1fec3ead4,3,,,3890409,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,['ccea3a3c-813c-4fe8-a60e-451466086dac'],0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ccea3a3c-813c-4fe8-a60e-451466086dac,4,,,3890409,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,['5d8d51b6-4f24-4360-9307-36e1fec3ead4'],0,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bf6bf02b-bb32-4b2c-9124-fd2013c2638d,1500,,,3890409,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,106,Bayer Leverkusen,904,['7b44f123-a0bc-4649-9182-91bb7de907af'],0,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7b44f123-a0bc-4649-9182-91bb7de907af,1501,,,3890409,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,106,Bayer Leverkusen,904,['bf6bf02b-bb32-4b2c-9124-fd2013c2638d'],0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.107748,,,,,,,,,,,,,edd1846b-7e4f-4c1e-85e6-4c5255eb57f9,5,,"[60.0, 40.0]",3890409,0,,True,,,1.6207547,,Right Foot,,,,"[59.9, 42.0]",,Ground Pass,,2.0024984,,,Javier Hernández Balcázar,3058.0,,,,,,Kick Off,1,From Kick Off,Stefan Kießling,11394.0,Left Center Forward,2,Bayer Leverkusen,904,['f7619ed6-af9b-4c61-8145-4d9bf7042106'],0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.377,Pass,
,,,,,,,,,,,,,,,1.054322,,,,,,,,,,,,,d62fbd76-90b0-4330-a29b-20a3ae966e5f,7,,"[59.1, 41.2]",3890409,0,,,,,-2.6861415,,Right Foot,,,,"[39.5, 31.6]",,Ground Pass,,21.824757,,,Jonathan Tah,8221.0,,,,,,,1,From Kick Off,Javier Hernández Balcázar,3058.0,Right Center Forward,2,Bayer Leverkusen,904,['85921775-f0bc-4fa3-aafa-1579590ea8ac'],1,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:01.771,Pass,
,,,,,,,,,,,,,,,2.569675,,,,,,,,,,,,,993f5f1e-8628-4a7e-b07e-312b26b11133,10,,"[39.5, 31.6]",3890409,0,,,,,-0.006465427,,Right Foot,,,,"[85.9, 31.3]",,High Pass,,46.40097,,,Stefan Kießling,11394.0,,,,,,,1,From Kick Off,Jonathan Tah,8221.0,Right Center Back,2,Bayer Leverkusen,904,['b19c38a4-c17e-4002-acd4-2984d74fc796'],4,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:04.677,Pass,
,,,,,,,,,,,,,,,1.087993,,,,,,,,,,,,,1c06132c-1fb2-4183-b91a-879ac305a7a7,15,,"[71.9, 36.4]",3890409,0,,,,,-0.3726449,,Head,,,,"[82.9, 32.1]",,Low Pass,,11.810589,Incomplete,,Javier Hernández Balcázar,3058.0,,,,,,Recovery,1,From Kick Off,Christoph Kramer,8805.0,Right Defensive Midfield,2,Bayer Leverkusen,904,"['c1775529-8c44-476c-a5ea-e41d2b461b92', 'e9e25bc7-9886-4cab-9dad-2829d95f1467']",13,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:13.057,Pass,
,,,,,,,,,,,,,,,1.266174,,,,,,,,,,,,,e8d54008-94fb-46e2-9def-f8995182ef48,22,,"[57.1, 80.0]",3890409,0,,,,,-0.96994096,,,,,,"[69.3, 62.2]",,High Pass,,21.57962,,,Hakan Çalhanoğlu,7039.0,,,,,,Throw-in,1,From Throw In,Giulio Donati,8549.0,Right Back,3,Bayer Leverkusen,904,['19a0fe52-faa8-479e-aea3-e1b7e53ce311'],35,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:35.976,Pass,
,,,,,,,,,,,,,,,0.879751,,,,,,,,,,,,,a9f66550-8ab8-43b4-86ec-fffbd298f1d2,25,,"[70.8, 61.2]",3890409,0,,,,,0.021502063,,Right Foot,,,,"[80.1, 61.4]",,Ground Pass,,9.302151,Incomplete,,Stefan Kießling,11394.0,,,,,,,1,From Throw In,Hakan Çalhanoğlu,7039.0,Left Midfield,3,Bayer Leverkusen,904,"['136d3e11-ebc5-4eaa-a442-13819b2f31ea', 'c639d148-3aed-482b-b09c-708b78cf72ed']",37,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:37.320,Pass,
,,,,,,,,,,,,,,,2.707279,,,,,,,,,,,,,06b12591-b2e5-4678-b745-202c4b3ee5f6,32,,"[82.4, 51.9]",3890409,0,,,,,0.6355104,,Right Foot,,,,"[110.6, 72.7]",,Ground Pass,,35.04112,,,Karim Bellarabi,8213.0,,,,,,Recovery,1,From Throw In,Javier Hernández Balcázar,3058.0,Right Center Forward,3,Bayer Leverkusen,904,['183c36fb-b36f-4339-8ff6-c63aad8b4392'],40,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:40.201,Pass,
,,,,,,,,,,,,,,,1.203311,,,,,,,,,,,,,de4b750a-3f75-48b0-a9a7-0006d291770b,35,,"[110.9, 73.3]",3890409,0,,,,,-1.5707964,,Right Foot,True,,,"[110.9, 46.3]",,High Pass,,27.0,Incomplete,,Hakan Çalhanoğlu,7039.0,,,,,,,1,From Throw In,Karim Bellarabi,8213.0,Right Midfield,3,Bayer Leverkusen,904,"['47b4ed89-edaf-4563-9f95-5cbe7bf2e180', 'dc0d41cb-e210-4ee0-b99e-7f0cc102515e']",42,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:42.997,Pass,
,,,,,,,,,,,,,,,3.878825,,,,,,,,,,,,,6a746f2c-1100-4186-8e25-bfb24c777251,47,,"[46.2, 30.3]",3890409,2,,,,,-0.07481749,,Right Foot,,,,"[104.9, 25.9]",,High Pass,,58.864674,Injury Clearance,,,,,,,,,,1,Other,Almog Cohen,20485.0,Left Center Midfield,5,Ingolstadt,189,,2,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:02.082,Pass,
,,,,,,,,,,,,,,,1.44754,,,,,,,,,,,,,1d9cbdf2-5842-430d-ae92-f23491aec6fa,50,,"[22.3, 56.2]",3890409,2,,,,,0.24667071,,Left Foot,,,,"[36.2, 59.7]",,Ground Pass,,14.333876,,,Jonathan Tah,8221.0,,,,,,,1,Regular Play,Bernd Leno,15581.0,Goalkeeper,6,Bayer Leverkusen,904,['9c74770a-a292-4b59-acb1-5a2b1878cd94'],7,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:07.592,Pass,
,,,,,,,,,,,,,,,2.091747,,,,,,,,,,,,,3487c023-de94-4649-933e-76c9294ac485,54,,"[37.0, 63.3]",3890409,2,,,,,-0.71770513,,Right Foot,,,,"[68.5, 35.8]",,High Pass,,41.815067,,,Javier Hernández Balcázar,3058.0,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Right Center Back,6,Bayer Leverkusen,904,['5d6037b6-68c8-4a9a-8b3d-6c49c79d9ad8'],11,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:11.611,Pass,
,,,,,,,,,,,,,,,1.190271,,,,,,,,,,,,,c851b7f2-3238-4a38-a529-37c12ff76ff3,57,,"[68.5, 35.8]",3890409,2,,,,,-2.7187388,,Right Foot,,,,"[62.5, 33.1]",,Ground Pass,,6.5795135,,,Kevin Kampl,8222.0,,,,,,,1,Regular Play,Javier Hernández Balcázar,3058.0,Right Center Forward,6,Bayer Leverkusen,904,['6eb9af45-9839-4ab8-8b29-ca2687ac9dbf'],13,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:13.743,Pass,
,,,,,,,,,,,,,,,1.039756,,,,,,,,,,,,,a3ffacd2-c07b-4d34-aee1-0e3c17a0f096,60,,"[63.0, 33.0]",3890409,2,,,,,-1.264259,,Right Foot,,,,"[69.9, 11.2]",,Ground Pass,,22.865913,,,Hakan Çalhanoğlu,7039.0,,,,,,,1,Regular Play,Kevin Kampl,8222.0,Left Defensive Midfield,6,Bayer Leverkusen,904,['6a26a751-1384-42ff-ab3e-41686842245a'],15,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:15.612,Pass,
,,,,,,,,,,,,,,,0.879172,,,,,,,,,,,,,7a87faeb-e9f7-49c1-921b-5eece336a1da,64,,"[62.5, 10.9]",3890409,2,,,,,0.5611634,,Right Foot,,,,"[73.0, 17.5]",,Ground Pass,,12.402016,,,Kevin Kampl,8222.0,,,,,,,1,Regular Play,Hakan Çalhanoğlu,7039.0,Left Midfield,6,Bayer Leverkusen,904,"['abed0cbf-7dba-403b-9876-1f1ae14b4178', 'f97c4fb7-a3a0-49e8-8d4e-a97f012df42f']",21,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:21.920,Pass,True
,,,,,,,,,,,,,,,1.154658,,,,,,,,,,,,,4869f905-51c6-4cdb-ae7b-3a22aaccc4a2,68,,"[78.9, 15.4]",3890409,2,,,,,-1.4947528,,Right Foot,,,,"[79.7, 4.9]",,Ground Pass,,10.530432,,,Hakan Çalhanoğlu,7039.0,,,,,,,1,Regular Play,Kevin Kampl,8222.0,Left Defensive Midfield,6,Bayer Leverkusen,904,"['428d05dd-54e9-4f32-a90d-7d99116b8592', 'a5f0b4d9-b344-4932-9a31-c04470617d43']",24,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:24.321,Pass,True
,,,,,,,,,,,,,,,1.915916,,,,,,,,,,,,,95ace627-0229-4c07-a0fa-5076eb7ae564,71,,"[88.9, 6.7]",3890409,2,,,,,-0.11564333,,Right Foot,,,,"[108.7, 4.4]",,Ground Pass,,19.933138,,,Wendell Nascimento Borges,8212.0,,,,,,,1,Regular Play,Hakan Çalhanoğlu,7039.0,Left Midfield,6,Bayer Leverkusen,904,['46a1de5e-32bb-4eb4-87bb-3b81efcf7117'],26,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:26.590,Pass,
,,,,,,,,,,,,,,,0.836653,,,,,,,,,,,,,50ef91aa-cf43-4609-9f38-e2ad9825e706,75,,"[112.7, 4.9]",3890409,2,,,,,1.6365927,,Left Foot,True,,,"[111.0, 30.7]",,Low Pass,,25.855947,Incomplete,,Javier Hernández Balcázar,3058.0,,,,,,,1,Regular Play,Wendell Nascimento Borges,8212.0,Left Back,6,Bayer Leverkusen,904,"['1bc625b6-5d07-4678-a5df-186f471a0d05', '87bc7f7c-ace5-4562-958c-7f0e20550816', 'd7e1c505-9fea-4b05-8d91-89a335d2b588']",28,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:28.724,Pass,True
,,,,,,,,,,,,,,,0.930595,,,,,,,,,,,,,8732479e-cf15-40c9-ad40-a4b70dca88aa,78,,"[120.0, 0.1]",3890409,2,,,,,1.6903646,,Right Foot,,,,"[116.6, 28.4]",,Low Pass,True,28.503508,Incomplete,,,,,,,Inswinging,,Corner,1,From Corner,Hakan Çalhanoğlu,7039.0,Left Midfield,7,Bayer Leverkusen,904,['a40dcb5c-8ef4-4d52-83fa-12a1aaf178b3'],56,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:56.487,Pass,
,,,,,,,,,,,,,,,0.77889,,,,,,,,,,,,,f3345f8b-1463-4e6b-9a64-dc2a2564e54a,80,,"[9.2, 41.2]",3890409,2,,,,,0.68231654,,Head,,,,"[18.8, 49.0]",,High Pass,,12.369317,,,Mathew Leckie,5481.0,,,,,,Recovery,1,From Corner,Alfredo Morales,12304.0,Left Wing,7,Bayer Leverkusen,904,['98d3ab04-fed0-43b6-97c7-2c532144cd28'],58,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:58.830,Pass,
,,,,,,,,,,,,,,,1.995087,,,,,,,,,,,,,7aecff6f-0ab9-4dd5-bf00-7af14ea7a4f5,82,,"[18.8, 49.0]",3890409,2,,,,,0.9332475,,Head,,,,"[26.8, 59.8]",,High Pass,,13.440238,Incomplete,,,,,,,,,,1,From Corner,Mathew Leckie,5481.0,Center Forward,7,Bayer Leverkusen,904,['8dc40819-6e52-4c80-b38e-87cbe0db66f2'],59,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:59.609,Pass,
,,,,,,,,,,,,,,,1.346301,,,,,,,,,,,,,a5fbc335-0ded-4562-bab1-71cfb0700ebd,86,,"[92.0, 17.1]",3890409,3,,,,,-1.6110431,,Right Foot,,,,"[91.4, 2.2]",,Ground Pass,,14.912076,,,Hakan Çalhanoğlu,7039.0,,,,,,,1,From Corner,Kevin Kampl,8222.0,Left Defensive Midfield,7,Bayer Leverkusen,904,"['509d7182-c589-4d4e-8a7a-947928eaba14', '923031e9-9f6d-43ca-8479-afd74ca31ae3']",2,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:03:02.499,Pass,True
