ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,68d7a520-7aa4-4e36-bcb4-cb46ec225052,1,,,3890484,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 8570, 'name': 'Niklas Stark'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 8578, 'name': 'Per Ciljan Skjelbred'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 30439, 'name': 'Tolga Ciğerci'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 8571, 'name': 'Vedad Ibišević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Hertha Berlin,173,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,73a0ea05-1446-435e-a832-8a8bbddc6af3,2,,,3890484,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 33}, {'player': {'id': 8958, 'name': 'Dennis Aogo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 11281, 'name': 'Alessandro Schöpf'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 21}, {'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]}",Schalke 04,181,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7d19b01a-87f2-4d29-9282-3f74a7195c57,3,,,3890484,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,['5051ca0f-273e-4349-a6e0-b3f99bb01777'],0,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5051ca0f-273e-4349-a6e0-b3f99bb01777,4,,,3890484,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,['7d19b01a-87f2-4d29-9282-3f74a7195c57'],0,,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0064cef4-cd54-4f11-b721-5214e60f8a8c,1840,,,3890484,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,77,Schalke 04,181,['d1a0d71f-41d0-487b-b7d7-b1548e6948b8'],0,,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d1a0d71f-41d0-487b-b7d7-b1548e6948b8,1841,,,3890484,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,77,Schalke 04,181,['0064cef4-cd54-4f11-b721-5214e60f8a8c'],0,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.482854,,,,,,,,,,,,,,,7212dbbb-63fd-4cac-96cf-b4714d307ee8,5,,"[61.0, 40.1]",3890484,0,,,,1.69142,,Right Foot,,,,"[60.6, 43.4]",,Ground Pass,,3.3241541,,,,Vedad Ibišević,8571.0,,,,,,Kick Off,1,From Kick Off,Vladimír Darida,8579.0,Center Attacking Midfield,2,Hertha Berlin,173,['9c6ae0e3-8b16-4c58-8b95-159ef63702db'],1,,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:01.083,Pass,
,,,,,,,,,,,,,,,,1.027899,,,,,,,,,,,,,,,f7a81005-7c24-43fd-be90-fc13e34cb06d,7,,"[60.8, 42.9]",3890484,0,,,,-3.010124,,Right Foot,,,,"[36.6, 39.7]",,Ground Pass,,24.410654,,,,John Anthony Brooks,12327.0,,,,,,,1,From Kick Off,Vedad Ibišević,8571.0,Center Forward,2,Hertha Berlin,173,['ad3f837f-3ca7-4d39-93ae-46344d8f65ce'],1,,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:01.566,Pass,
,,,,,,,,,,,,,,,,5.707918,,,,,,,,,,,,,,,05e88cd3-63da-49ee-afae-957d9ecd8b25,11,,"[38.3, 41.5]",3890484,0,,,,0.53272736,,Right Foot,,,,"[103.6, 80.0]",,High Pass,,75.80462,,Out,,Genki Haraguchi,5697.0,,,,,,,1,From Kick Off,John Anthony Brooks,12327.0,Left Center Back,2,Hertha Berlin,173,"['7887c7f3-26da-499c-ba2e-92fd75ca84bf', 'ff63453c-b6de-43b2-a991-e4dc07df57e9']",4,,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:04.386,Pass,True
,,,,,,,,,,,,,,,,1.424687,,,,,,,,,,,,,,,9f73c117-6f49-47ba-bf85-174a5fa7b7f3,13,,"[26.4, 0.1]",3890484,0,,,,0.14037499,,,,,,"[44.8, 2.7]",,High Pass,,18.582788,,Incomplete,,Younès Belhanda,5242.0,,,,,,Throw-in,1,From Throw In,Dennis Aogo,8958.0,Left Back,3,Schalke 04,181,"['b63085f5-27ea-4c71-a2a3-b1bafe0aa145', 'baefeb56-46ac-4b5e-9fe0-a1644580d491']",20,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:20.290,Pass,
,,,,,,,,,,,,,,,,2.661134,,,,,,,,,,,,,,,9e0feaf9-7dbb-453b-a3d4-e523480e8eb8,16,,"[41.8, 0.1]",3890484,0,True,,,2.8059542,,,,,,"[33.2, 3.1]",,Low Pass,,9.108238,,,,Roman Neustädter,16534.0,,,,,,Throw-in,1,From Throw In,Dennis Aogo,8958.0,Left Back,4,Schalke 04,181,['54f93101-5b68-4a0a-a66a-021178d0376c'],32,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:32.883,Pass,
,,,,,,,,,,,,,,,,1.984243,,,,,,,,,,,,,,,531c41d4-fa88-438b-bf73-7f515e742986,18,,"[32.6, 3.1]",3890484,0,,,,1.7484694,,Right Foot,,,,"[26.8, 35.4]",,Ground Pass,,32.816612,,,,Joël Andre Job Matip,3502.0,,,,,,,1,From Throw In,Roman Neustädter,16534.0,Left Center Back,4,Schalke 04,181,['979102bf-befd-4d1f-a53e-fb778873552b'],35,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:35.544,Pass,
,,,,,,,,,,,,,,,,0.733788,,,,,,,,,,,,,,,250de333-d357-489a-b90b-58fee54b2d19,22,,"[45.6, 72.2]",3890484,0,,,,-0.18290383,,Right Foot,,,,"[62.9, 69.0]",,Low Pass,,17.593464,,,,Pierre-Emile Højbjerg,3570.0,,,,,,,1,From Throw In,Joël Andre Job Matip,3502.0,Right Center Back,4,Schalke 04,181,"['8b8a9cba-477e-4469-b1d1-8492de05340a', 'a39ac2ce-f65f-4a55-a4f3-7da71acd3967']",43,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:43.994,Pass,True
,,,,,,,,,,,,,,,,1.075942,,,,,,,,,,,,,,,31eb8c09-35ba-48f1-810a-ea8b0f706c35,27,,"[68.7, 68.2]",3890484,0,,,,0.7162019,,Left Foot,,,,"[74.1, 72.9]",,Ground Pass,,7.1589108,,,,Uilson de Souza Paula Júnior,30312.0,,,,,,,1,From Throw In,Pierre-Emile Højbjerg,3570.0,Left Defensive Midfield,4,Schalke 04,181,"['c879dc7b-eea6-4ef8-9766-545523b565ed', 'f1ac94dc-bb70-41af-baed-32aa4cbbf8a8']",46,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:46.232,Pass,True
,,,,,,,,,,,,,,,,2.109526,,,,,,,,,,,,,,,eec8042e-852e-45b4-b8e6-f67c7aa1c6ca,32,,"[74.3, 72.4]",3890484,0,,,,-1.4737,,Right Foot,,,,"[75.8, 57.0]",,Ground Pass,,15.472879,,Incomplete,,Max Meyer,8508.0,,,,,,,1,From Throw In,Uilson de Souza Paula Júnior,30312.0,Right Back,4,Schalke 04,181,"['04bbb46d-b227-4aef-9e05-bf58782d6173', '1d218ae8-e747-4fd2-aead-fe48634a0807', '56507f7d-d439-488c-ac52-323c4a2f82c9']",47,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:47.396,Pass,True
