ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d442ed21-07d4-42f7-ad50-96df57300d75,1,,,,3890347,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Dortmund,180,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 38}, {'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 11458, 'name': 'Marcel Schmelzer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Borussia Dortmund,180,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,81b349b8-e56e-40f1-8274-4445f36c540b,2,,,,3890347,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Dortmund,180,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 35}, {'player': {'id': 40480, 'name': 'Markus Feulner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 22826, 'name': 'Jan-Ingwer Callsen-Bracker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 26790, 'name': 'Piotr Trochowski'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 15}, {'player': {'id': 8574, 'name': 'Alexander Esswein'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 8807, 'name': 'Raúl Marcelo Bobadilla'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]}",Augsburg,172,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e3c60a31-f6e3-4af2-9725-73217f9afdaa,3,,,,3890347,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Dortmund,180,['df5305a3-ffa9-465f-943b-b2253c24e3b4'],0,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,df5305a3-ffa9-465f-943b-b2253c24e3b4,4,,,,3890347,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Dortmund,180,['e3c60a31-f6e3-4af2-9725-73217f9afdaa'],0,,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,51148807-6999-453f-88a9-5357de6db4ed,1911,,,,3890347,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,87,Borussia Dortmund,180,['c490f13c-3ac6-4c33-a0cc-26c33e87a0bc'],0,,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c490f13c-3ac6-4c33-a0cc-26c33e87a0bc,1912,,,,3890347,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,87,Borussia Dortmund,180,['51148807-6999-453f-88a9-5357de6db4ed'],0,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.315312,,,,,,,,,,,,78c52afd-fa7c-4109-a8ca-8bac78d67583,5,,,"[61.0, 40.1]",3890347,0,,,,1.6794575,,Right Foot,,,,"[60.4, 45.6]",,Ground Pass,,5.5326304,,,,Raúl Marcelo Bobadilla,8807.0,,,,,Kick Off,1,From Kick Off,Piotr Trochowski,26790.0,Center Attacking Midfield,2,Augsburg,172,['3e63a170-1946-4de6-b52e-cede3e426c6c'],1,,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:01.952,Pass,
,,,,,,,,,,,,,,1.119084,,,,,,,,,,,,b2e69cd3-441e-4213-9d2b-c7ad7411792a,8,,,"[57.8, 43.6]",3890347,0,,,,-2.8043394,,Right Foot,,,,"[42.4, 38.2]",,Ground Pass,,16.319313,,,,Daniel Baier,8317.0,,,,,,1,From Kick Off,Raúl Marcelo Bobadilla,8807.0,Center Forward,2,Augsburg,172,['44b0c75c-8b72-4703-a918-375bdde9d234'],2,,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:02.594,Pass,
,,,,,,,,,,,,,,1.406116,,,,,,,,,,,,c13db63f-a6f8-487b-8c60-14efbce2b9f8,11,,,"[42.5, 37.0]",3890347,0,,,,-2.1089327,,Right Foot,,,,"[34.8, 24.1]",,Ground Pass,,15.023315,,,,Ragnar Klavan,4174.0,,,,,,1,From Kick Off,Daniel Baier,8317.0,Left Defensive Midfield,2,Augsburg,172,['12556e57-2b92-4e36-86f3-6b36eca0880b'],4,,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:04.898,Pass,
,,,,,,,,,,,,,,3.692886,,,,,,,,,,,,80083b29-a7ed-4167-ad64-3455c43cdeb5,14,,,"[35.0, 24.0]",3890347,0,,,,0.60163414,,Left Foot,,,,"[87.0, 59.7]",,High Pass,,63.07527,,Incomplete,,Raúl Marcelo Bobadilla,8807.0,,,,,,1,From Kick Off,Ragnar Klavan,4174.0,Left Center Back,2,Augsburg,172,"['91bc0ef9-282b-4079-9994-7e743c7cc917', 'd3bcce33-fea1-49cb-bf68-9ad91a6412cf']",6,,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:06.384,Pass,
,,,,,,,,,,,,,,1.251249,,,,,,,,,,,,91bc0ef9-282b-4079-9994-7e743c7cc917,16,,,"[33.1, 20.4]",3890347,0,,,,1.2753555,,Other,,,,"[35.9, 29.6]",,Low Pass,,9.6166525,,,,Sven Bender,8216.0,,,,,Recovery,1,Regular Play,Marcel Schmelzer,11458.0,Left Back,3,Borussia Dortmund,180,"['80083b29-a7ed-4167-ad64-3455c43cdeb5', 'ed05adf5-7500-4b05-854e-b9d3463508d2']",10,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:10.077,Pass,
,,,,,,,,,,,,,,0.974928,,,,,,,,,,,,87297982-af2d-4683-ba22-52d90dbbf6c2,19,,,"[31.3, 22.9]",3890347,0,,,,-1.3391799,,Right Foot,,,,"[33.8, 12.3]",,Ground Pass,,10.890821,,,,Marcel Schmelzer,11458.0,,,,,,1,Regular Play,Sven Bender,8216.0,Center Defensive Midfield,3,Borussia Dortmund,180,['7ebac6d0-8a2e-44ac-bf7d-82a7f26663c0'],12,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:12.450,Pass,
,,,,,,,,,,,,,,0.983476,,,,,,,,,,,,841f3d76-833e-42e3-995d-33849a89c296,23,,,"[34.0, 12.3]",3890347,0,,,,0.72297937,,Left Foot,,,,"[42.5, 19.8]",,Ground Pass,,11.335784,,,,Shinji Kagawa,5684.0,,,,,,1,Regular Play,Marcel Schmelzer,11458.0,Left Back,3,Borussia Dortmund,180,"['2a2db0eb-0dc2-4926-82df-22c426664b9b', '77892329-0879-46f1-9f74-d39e4379d84e']",13,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:13.585,Pass,True
,,,,,,,,,,,,,,2.067803,,,,,,,,,,,,c7a920d3-e048-40c9-bf85-134c901cb39a,26,,,"[43.3, 31.0]",3890347,0,,,,1.5823232,,Left Foot,,,,"[42.9, 65.7]",,High Pass,,34.702305,,,,Matthias Ginter,8808.0,,,,,,1,Regular Play,Shinji Kagawa,5684.0,Left Center Midfield,3,Borussia Dortmund,180,['90da0e34-9a75-4e99-bb94-cfcc7aad05d4'],16,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:16.421,Pass,
,,,,,,,,,,,,,,1.440457,,,,,,,,,,,,500b2dd6-0d58-47de-b8ce-600eed7ab4d3,29,,,"[42.5, 66.1]",3890347,0,,,,-2.3145518,,Right Foot,,,,"[35.6, 58.6]",,Ground Pass,,10.191173,,,,Sokratis Papastathopoulos,8244.0,,,,,,1,Regular Play,Matthias Ginter,8808.0,Right Back,3,Borussia Dortmund,180,['406850e6-abcf-4212-a590-8277c40f1006'],19,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:19.767,Pass,
,,,,,,,,,,,,,,0.773262,,,,,,,,,,,,7682c5ad-5c3f-4561-bc1a-5a7e1f45cf79,32,,,"[35.7, 57.6]",3890347,0,,,,-0.8572741,,Right Foot,,,,"[41.5, 50.9]",,Ground Pass,,8.861715,,,,Sven Bender,8216.0,,,,,,1,Regular Play,Sokratis Papastathopoulos,8244.0,Right Center Back,3,Borussia Dortmund,180,['1f2beceb-7ac7-4bbb-85b3-0e6789452aa0'],21,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:21.950,Pass,
,,,,,,,,,,,,,,1.278548,,,,,,,,,,,,a6cf4cbc-2c90-46a5-aba9-991422906b8e,35,,,"[52.1, 41.3]",3890347,0,,,,1.4679002,,Right Foot,,,,"[54.0, 59.7]",,Ground Pass,,18.497837,,,,İlkay Gündoğan,10287.0,,,,,,1,Regular Play,Sven Bender,8216.0,Center Defensive Midfield,3,Borussia Dortmund,180,['73f3649c-1eb7-4626-8d46-669c20c6fa2a'],27,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:27.179,Pass,
,,,,,,,,,,,,,,1.239897,,,,,,,,,,,,9c98290e-5ff1-458a-af6f-f03ffc19be8b,39,,,"[52.5, 57.2]",3890347,0,,,,-2.5195606,,Right Foot,,,,"[41.9, 49.6]",,Ground Pass,,13.043006,,,,Sokratis Papastathopoulos,8244.0,,,,,,1,Regular Play,İlkay Gündoğan,10287.0,Right Center Midfield,3,Borussia Dortmund,180,"['51067f59-6197-4c4f-ab29-076fdd5dde2e', '5adcb3c1-5117-4190-b3f3-52a4c0b205fe']",29,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:29.919,Pass,True
,,,,,,,,,,,,,,0.800316,,,,,,,,,,,,09d8cc05-6b3a-44f0-9250-3de6b4e2ff8c,42,,,"[41.5, 47.9]",3890347,0,,,,-0.20052055,,Right Foot,,,,"[53.8, 45.4]",,Ground Pass,,12.551494,,,,Sven Bender,8216.0,,,,,,1,Regular Play,Sokratis Papastathopoulos,8244.0,Right Center Back,3,Borussia Dortmund,180,['2f51bd75-1b4f-4778-9af1-1c575186e889'],32,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:32.103,Pass,
,,,,,,,,,,,,,,0.754831,,,,,,,,,,,,c7dacd89-6b7b-4197-9dce-33176334447c,45,,,"[66.1, 40.3]",3890347,0,,,,-0.13010205,,Right Foot,,,,"[76.8, 38.9]",,Ground Pass,,10.7912,,,,Pierre-Emerick Aubameyang,3712.0,,,,,,1,Regular Play,Sven Bender,8216.0,Center Defensive Midfield,3,Borussia Dortmund,180,['99346f37-3aa2-48cb-b914-82c714d06581'],35,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:35.255,Pass,
,,,,,,,,,,,,,,3.327911,,,,,,,,,,,,ecd2cd1f-2302-4e68-9907-7f88e4f815e4,48,,,"[76.8, 38.9]",3890347,0,,,,0.7366563,,Right Foot,,,,"[98.3, 58.4]",,Low Pass,,29.02585,,,,Gonzalo Castro Randon,8233.0,,,,,,1,Regular Play,Pierre-Emerick Aubameyang,3712.0,Center Forward,3,Borussia Dortmund,180,['4e7ab1e4-ea7c-4c9a-85b0-d7b3acab12a5'],36,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:36.049,Pass,
,,,,,,,,,,,,,,1.211827,,,,,,,,,,,,b279cfec-ca64-4df0-ba8f-c503e2e9f52b,51,,,"[99.8, 58.8]",3890347,0,,,,-0.9731601,,Right Foot,,,,"[107.9, 46.9]",,Ground Pass,,14.395138,,Incomplete,,Pierre-Emerick Aubameyang,3712.0,,,,,,1,Regular Play,Gonzalo Castro Randon,8233.0,Right Wing,3,Borussia Dortmund,180,"['7ab116de-b17f-4ac6-af3b-8c3415c67f05', 'b53301ee-43e6-4c9b-9c45-3a5258f0f38f']",39,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:39.417,Pass,
,,,,,,,,,,,,,,1.556412,,,,,,,,,,,,fc8bc2fe-98a1-464e-b054-8777e946e202,54,,,"[120.0, 80.0]",3890347,1,,,,-1.8456441,e7eaee07-8c96-451e-b17e-9e6929d17367,Right Foot,,,,"[109.2, 41.7]",,High Pass,,39.79359,,,True,Sokratis Papastathopoulos,8244.0,True,,Outswinging,,Corner,1,From Corner,Marco Reus,5559.0,Left Wing,4,Borussia Dortmund,180,['b3903179-05a7-4e04-a103-dedbaaac9245'],19,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:19.033,Pass,
,,,,,,,,,,,,,,1.149608,,,,,,,,,,,,ab8cadb0-719f-4663-a673-1757689f37d7,62,,,"[109.1, 2.0]",3890347,1,,,,2.9133189,,Right Foot,,,,"[99.2, 4.3]",,Low Pass,,10.163661,,Incomplete,,Sven Bender,8216.0,,,,,,1,From Corner,Pierre-Emerick Aubameyang,3712.0,Center Forward,4,Borussia Dortmund,180,"['786aea1c-cde0-4bfe-95d3-fc8d95ef6f7b', 'ec574651-b331-4176-9010-59027e20eeed']",27,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:27.309,Pass,
,,,,,,,,,,,,,,2.408726,,,,,,,,,,,,aa5aca02-a420-47a8-83a8-4c71799f4727,66,,,"[84.3, 2.8]",3890347,1,,,,3.0765955,,Right Foot,,,,"[67.4, 3.9]",,Ground Pass,,16.93576,,,,Marcel Schmelzer,11458.0,,,,,Recovery,1,From Corner,Sven Bender,8216.0,Center Defensive Midfield,4,Borussia Dortmund,180,"['65d205ec-dc79-41b5-878f-9ff11fb3056e', '8f1095e9-ea56-49c8-88c0-9de4097a3430']",29,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:29.901,Pass,True
,,,,,,,,,,,,,,2.580805,,,,,,,,,,,,35057976-ddde-46f3-babc-589458692210,69,,,"[63.6, 4.5]",3890347,1,,,,2.4242294,,Left Foot,,,,"[34.6, 29.8]",,Ground Pass,,38.484932,,,,Roman Bürki,8225.0,,,,,,1,From Corner,Marcel Schmelzer,11458.0,Left Back,4,Borussia Dortmund,180,['bc4f1539-ddf9-494b-b767-05ff2d00abd0'],32,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:32.566,Pass,
,,,,,,,,,,,,,,2.076956,,,,,,,,,,,,35b37679-81a0-4e3a-a1c4-882bd2535f6a,72,,,"[36.7, 31.7]",3890347,1,,,,1.0903906,,Right Foot,,,,"[55.2, 67.2]",,Ground Pass,,40.03124,,,,Shinji Kagawa,5684.0,,,,,,1,From Corner,Roman Bürki,8225.0,Goalkeeper,4,Borussia Dortmund,180,['54bf076c-2c4d-475d-95ce-4a321e47989a'],36,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:36.487,Pass,
,,,,,,,,,,,,,,1.224905,,,,,,,,,,,,8adb0904-84e1-4003-b7c3-fea0a0d02163,75,,,"[55.2, 68.9]",3890347,1,,,,0.4813972,,Left Foot,,,,"[68.6, 75.9]",,Ground Pass,,15.118201,,,,Matthias Ginter,8808.0,,,,,,1,From Corner,Shinji Kagawa,5684.0,Left Center Midfield,4,Borussia Dortmund,180,['4692dae3-c3f7-4867-905a-d8add013d354'],39,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:39.829,Pass,
,,,,,,,,,,,,,,0.863119,,,,,,,,,,,,14af5997-f746-49c3-960b-b41da93e81e5,80,,,"[61.4, 0.1]",3890347,1,,,,1.2776095,,,,,,"[63.0, 5.4]",,Low Pass,,5.5362444,,,,Piotr Trochowski,26790.0,,,,,Throw-in,1,From Throw In,Philipp Max,8319.0,Left Back,5,Augsburg,172,['6899a013-224b-4b7a-b72a-ce93dda3310b'],55,,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:55.927,Pass,
,,,,,,,,,,,,,,1.237706,,,,,,,,,,,,0e38ef10-20da-42c8-b77e-ee9291b945b6,84,,,"[63.8, 4.6]",3890347,1,,,,-2.7455113,,Right Foot,,,,"[58.3, 2.3]",,Ground Pass,,5.9615436,,,,Philipp Max,8319.0,,,,,,1,From Throw In,Piotr Trochowski,26790.0,Center Attacking Midfield,5,Augsburg,172,"['839343a3-35bd-47ae-991a-dc08c0a49b69', 'aefc0b9f-b984-455f-bd33-555575958343']",56,,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:56.910,Pass,True
,,,,,,,,,,,,,,0.869369,,,,,,,,,,,,4ebb1df7-7b20-404b-85d8-43562d61736f,87,,,"[56.3, 4.8]",3890347,1,,,,3.0252974,,Left Foot,,,,"[34.9, 7.3]",,Ground Pass,,21.545532,,,,Ragnar Klavan,4174.0,,,,,,1,From Throw In,Philipp Max,8319.0,Left Back,5,Augsburg,172,['48411e68-e1cd-4a68-8d48-6704d41768e3'],58,,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:58.148,Pass,
,,,,,,,,,,,,,,3.222002,,,,,,,,,,,,4c88c381-2370-416c-9ac5-8190c3ed089a,90,,,"[28.9, 9.2]",3890347,2,,,,2.0094492,,Right Foot,,,,"[13.7, 41.6]",,Ground Pass,,35.788265,,,,Marwin Hitz,8314.0,,,,,,1,From Throw In,Ragnar Klavan,4174.0,Left Center Back,5,Augsburg,172,['0f95e13d-8a57-4bd2-8e24-e3078b777ed2'],0,,,,,,,,,,,,,,,,,,,Augsburg,172,00:02:00.496,Pass,
,,,,,,,,,,,,,,2.850543,,,,,,,,,,,,979cf83b-30c0-4974-9aa0-f1b503c7216d,93,,,"[16.3, 50.5]",3890347,2,,,,0.07025456,,Right Foot,,,,"[70.3, 54.3]",,High Pass,,54.133537,,,,Ja-Cheol Koo,5627.0,,,,,,1,From Throw In,Marwin Hitz,8314.0,Goalkeeper,5,Augsburg,172,['c982eb31-1bbd-49b5-9a3a-7cfe15e69d22'],6,,,,,,,,,,,,,,,,,,,Augsburg,172,00:02:06.711,Pass,
,,,,,,,,,,,,,,1.773449,,,,,,,,,,,,cc124e3c-e62a-4c19-9b8b-1efbc025f0ba,95,,,"[70.2, 54.3]",3890347,2,,,,-0.5947593,,Head,,,,"[77.0, 49.7]",,High Pass,,8.20975,,Incomplete,,Raúl Marcelo Bobadilla,8807.0,,,,,,1,From Throw In,Ja-Cheol Koo,5627.0,Right Wing,5,Augsburg,172,"['557a65fa-aa1d-40d2-8ad9-d5a762caa7b4', 'ff9c3354-1440-4ef0-abe9-fa5e40cd580f']",9,,,,,,,,,,,,,,,,,,,Augsburg,172,00:02:09.602,Pass,
,,,,,,,,,,,,,,1.240557,,,,,,,,,,,,557a65fa-aa1d-40d2-8ad9-d5a762caa7b4,97,,,"[43.1, 30.4]",3890347,2,,,,-0.87377495,,Head,,,,"[50.3, 21.8]",,High Pass,,11.21606,,,,İlkay Gündoğan,10287.0,,,,,Recovery,1,From Throw In,Mats Hummels,5572.0,Left Center Back,5,Augsburg,172,"['33294df6-61e0-424a-a3ab-7982dc6c8998', 'cc124e3c-e62a-4c19-9b8b-1efbc025f0ba']",11,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:11.375,Pass,
,,,,,,,,,,,,,,2.724876,,,,,,,,,,,,f6869abf-4ee8-4f70-b5e1-cb9242e14e7f,99,,,"[51.7, 22.0]",3890347,2,,,True,0.08194171,,,,,,"[72.4, 23.7]",,High Pass,,20.76969,,Incomplete,,Pierre-Emerick Aubameyang,3712.0,,,,,,1,From Throw In,İlkay Gündoğan,10287.0,Right Center Midfield,5,Augsburg,172,"['04024c7f-489e-4d09-bb09-3f21b1830d6f', '151d60cb-3b29-4e83-9d6b-2a30fba07f68', '921f50fc-549f-4262-bad8-27e6963a90d9']",12,,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:12.656,Pass,True
