50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.474429,,,,,,,,,,,cb254a5c-0cd3-4f10-9255-eac0ee9856d8,17,,"[29.7, 23.6]",3890478,0,,,,,-1.3707435,,Left Foot,,,,"[34.1, 1.9]",,Ground Pass,,22.14159,,,,Oliver Sorg,12316.0,,,,,,1,From Kick Off,Christian Schulz,400614.0,Left Center Back,2,Hannover 96,178,['e917dafa-38ee-4cda-9993-0f54faf6c4aa'],8,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:08.866,Pass,
,,,,,,,,,,,,,,,,,0.351721,,,,,,,,,,,303457c5-08de-4436-9241-8b9fc7019c8e,25,,"[116.6, 76.9]",3890478,0,,,,,-1.957672,,Right Foot,,,,"[113.3, 68.8]",,Ground Pass,,8.746428,,Incomplete,,Levin Mete Öztunali,8554.0,,,,,,1,Regular Play,Claudio Miguel Pizarro Bossio,11132.0,Center Forward,3,Werder Bremen,176,"['16f7d57d-e0fb-479b-870e-236ad842661d', '7ce060e4-1b72-44bf-a8f9-4af6f63ae4a5']",17,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:17.254,Pass,
,,,,,,,,,,,,,,,,,0.316796,,,,,,,,,,,6231274f-50a6-4531-975f-0558e9ca6e2a,36,,"[2.8, 15.2]",3890478,0,,,,,-0.61320734,,Left Foot,,,,"[5.5, 13.3]",,Low Pass,,3.3015149,,Incomplete,,,,,,,,,1,Regular Play,Ceyhun Gülselam,30287.0,Left Defensive Midfield,4,Hannover 96,178,['76673998-38ae-4515-b050-177fb5ddb081'],21,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:21.659,Pass,
,,,,,,,,,,,,,,,,,0.624907,,,,,,,,,,,7a77f6aa-6374-4bd5-948c-0601e39fb724,38,,"[10.3, 0.1]",3890478,0,,,,,0.75366277,,,,,,"[16.8, 6.2]",,High Pass,,8.914034,,,,Salif Sané,5664.0,,,,,Throw-in,1,From Throw In,Oliver Sorg,12316.0,Left Back,5,Hannover 96,178,['26547e9b-0461-4b65-95ff-4517a4411155'],34,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:34.115,Pass,
,,,,,,,,,,,,,,,,,1.141837,,,,,,,,,,,4848907e-db1a-43f0-99ab-4a0b444a460f,44,,"[19.4, 11.3]",3890478,0,,,,,-0.03729613,,Right Foot,,,,"[32.8, 10.8]",,Ground Pass,,13.409325,,,,Ceyhun Gülselam,30287.0,,,,,Free Kick,1,From Free Kick,Christian Schulz,400614.0,Left Center Back,6,Hannover 96,178,['dadc6812-25c3-4790-8801-5e6ec1107437'],52,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:52.254,Pass,
,,,,,,,,,,,,,,,,,1.768465,,,,,,,,,,,2e6ad659-1baf-4627-a067-f613658a141e,48,,"[31.5, 12.0]",3890478,0,,,,,-2.702069,,Left Foot,,,,"[16.4, 4.9]",,Ground Pass,,16.685923,,,,Christian Schulz,400614.0,,,,,,1,From Free Kick,Ceyhun Gülselam,30287.0,Left Defensive Midfield,6,Hannover 96,178,"['080a6f16-a20d-4c06-8e6c-f9d2fc30484e', 'fe22067d-b99e-420f-910e-46a02b484426']",54,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:54.411,Pass,True
,,,,,,,,,,,,,,,,,2.464602,,,,,,,,,,,44470247-0f5f-409d-86bc-96c8e477f555,52,,"[21.3, 4.5]",3890478,0,,,,,0.04401301,,Left Foot,,,,"[59.9, 6.2]",,High Pass,,38.637417,,Incomplete,,Salif Sané,5664.0,,,,,,1,From Free Kick,Christian Schulz,400614.0,Left Center Back,6,Hannover 96,178,"['1118ab69-1c1a-42f2-9864-40c28807b420', 'c9aec3e6-9bab-400c-b7fc-3653238cece1', 'd6baf56c-77f7-4e2c-8c09-a09e0e5933f5']",56,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:56.982,Pass,True
,,,,,,,,,,,,,,,,,1.171909,,,,,,,,,,,8a7f171f-99ea-4d14-b3d3-0d587910fc47,55,,"[53.5, 0.1]",3890478,1,,,,,0.1024967,,,,,,"[71.0, 1.9]",,Low Pass,,17.592327,,,,Iver Tobias Rørvik Fossum,13125.0,,,,,Throw-in,1,From Throw In,Oliver Sorg,12316.0,Left Back,7,Hannover 96,178,['f02e9bc9-749f-4b82-9743-127958a3932b'],7,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:07.880,Pass,
,,,,,,,,,,,,,,,,,1.643731,,,,,,,,,,,d7966051-7d2b-4665-b9e2-888dd27ae208,58,,"[71.0, 2.4]",3890478,1,,,,,0.95282996,,Right Foot,,,,"[76.9, 10.7]",,Low Pass,,10.18332,,Incomplete,,Hotaru Yamaguchi,5694.0,,,,,,1,From Throw In,Iver Tobias Rørvik Fossum,13125.0,Left Wing,7,Hannover 96,178,"['c0b0885d-9ace-47f1-8405-c02266ef58b6', 'd0a665bc-d5e4-4945-af0d-f63529de270a', 'e7edfa28-f9fb-4792-a2db-988312e7c268']",9,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:09.052,Pass,True
,,,,,,,,,,,,,,,,,1.960988,,,,,,,,,,,e76fc3ed-a8d1-4488-a5f0-8663e9abe3eb,67,,"[46.6, 67.3]",3890478,1,,,,,-2.2158797,,Left Foot,,,,"[39.0, 57.2]",,Ground Pass,,12.640016,,,,Papiss Mison Djilobodji,3774.0,,,,,,1,Regular Play,Jannik Vestergaard,8815.0,Right Center Back,8,Werder Bremen,176,['2262d78d-daff-43d9-84b5-c27fb7853613'],12,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:12.190,Pass,
,,,,,,,,,,,,,,,,,3.155406,,,,,,,,,,,23f03592-987c-43f0-9d0e-d20a6d57f334,70,,"[35.7, 55.2]",3890478,1,,,,,-1.1845402,,Left Foot,,,,"[50.3, 19.3]",,Ground Pass,,38.755257,,,,Santiago García,26359.0,,,,,,1,Regular Play,Papiss Mison Djilobodji,3774.0,Left Center Back,8,Werder Bremen,176,['0ecda606-3581-4a06-a15a-42538ee2fd54'],14,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:14.849,Pass,
,,,,,,,,,,,,,,,,,1.294189,,,,,,,,,,,0fc33b8e-1a14-4c8f-a8fb-fa3cdcec3edb,73,,"[55.7, 8.1]",3890478,1,,,,,-0.020722423,,Left Foot,,,,"[75.0, 7.7]",,Ground Pass,,19.304144,,,,Fin Bartels,8389.0,,,,,,1,Regular Play,Santiago García,26359.0,Left Back,8,Werder Bremen,176,['cb24a075-1161-4986-8b11-1999bb450735'],19,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:19.482,Pass,
,,,,,,,,,,,,,,,,,0.682189,,,,,,,,,,,9384ebc7-be48-488d-a8c8-be0bc2725d7e,77,,"[75.7, 7.7]",3890478,1,,,,,2.7492526,,Right Foot,,,,"[69.9, 10.1]",,Ground Pass,,6.276942,,,,Santiago García,26359.0,,,,,,1,Regular Play,Fin Bartels,8389.0,Left Wing,8,Werder Bremen,176,"['720b99e3-310a-4b3e-bb95-95d5ae740ea7', 'd1fd00a6-a531-4754-8c81-0aaf211b841d']",20,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:20.904,Pass,True
,,,,,,,,,,,,,,,,,0.88491,,,,,,,,,,,469e35b4-55b2-41d2-96f8-6e4372f88049,84,,"[76.1, 7.7]",3890478,1,,,,,0.5759186,,Left Foot,,,,"[91.5, 17.7]",,Ground Pass,,18.361917,,,,Zlatko Junuzović,8762.0,,,,,,1,Regular Play,Santiago García,26359.0,Left Back,8,Werder Bremen,176,['bc84c554-fa95-4a4a-835c-c4f0660dccb9'],22,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:22.950,Pass,
,,,,,,,,,,,,,,,,,0.972674,,,,,,,,,,,fe7dcdf6-d367-4ce7-b3f5-af8dbe9f70b4,87,,"[89.0, 18.4]",3890478,1,,,,,-1.1071488,,Right Foot,,,,"[96.9, 2.6]",,Ground Pass,,17.664938,,,,Fin Bartels,8389.0,,,,,,1,Regular Play,Zlatko Junuzović,8762.0,Center Attacking Midfield,8,Werder Bremen,176,['be2e41b2-78c0-4eef-8799-929814898322'],23,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:23.875,Pass,
,,,,,,,,,,,,,,,,,0.941914,,,,,,,,,,,0372c873-f224-4242-8aac-c60b5461de46,90,,"[23.9, 80.0]",3890478,1,,,,,-1.0842769,,,,,,"[30.3, 67.9]",,Low Pass,,13.688316,,,,Hiroshi Kiyotake,38524.0,,,,,Throw-in,1,From Throw In,Hiroki Sakai,3530.0,Right Back,9,Hannover 96,178,['a38c347f-2b95-46da-bfe7-ba9ec803ed16'],37,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:37.048,Pass,
,,,,,,,,,,,,,,,,,3.391084,,,,,,,,,,,9051bfb0-c2e7-4243-8879-0d0bed677da4,92,,"[29.8, 69.9]",3890478,1,,,,,0.26625204,,Right Foot,,,,"[65.0, 79.5]",,High Pass,,36.485615,,Out,,,,,,,,,1,From Throw In,Hiroshi Kiyotake,38524.0,Center Forward,9,Hannover 96,178,,37,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:37.989,Pass,
,,,,,,,,,,,,,,,,,1.358946,,,,,,,,,,,527e6c32-6b9c-4e59-b65e-1b94a24e74ea,93,,"[61.9, 0.1]",3890478,1,,,,,2.750681,,,,,,"[45.4, 6.9]",,Low Pass,,17.846289,,,,Papiss Mison Djilobodji,3774.0,,,,,Throw-in,1,From Throw In,Santiago García,26359.0,Left Back,10,Werder Bremen,176,['971ae83a-eea4-4a4f-90e2-fda87d2e8edc'],45,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:45.523,Pass,
,,,,,,,,,,,,,,,,,0.911183,,,,,,,,,,,1c6ada77-3801-4a3a-b922-5aae3839a7bc,96,,"[48.6, 8.1]",3890478,1,,,,,1.3973736,,Left Foot,,,,"[51.0, 21.8]",,Ground Pass,,13.90863,,,,Florian Grillitsch,11396.0,,,,,,1,From Throw In,Papiss Mison Djilobodji,3774.0,Left Center Back,10,Werder Bremen,176,['30cfcff4-1aca-4ba3-9499-c7af25bc79e1'],49,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:49.222,Pass,
,,,,,,,,,,,,,,,,,1.746461,,,,,,,,,,,ef13ff7c-9457-4dac-9bad-dfb8a3d50c47,100,,"[50.3, 25.6]",3890478,1,,,,,1.9938159,,Right Foot,,,,"[39.0, 50.7]",,Ground Pass,,27.526352,,,,Jannik Vestergaard,8815.0,,,,,,1,From Throw In,Florian Grillitsch,11396.0,Left Defensive Midfield,10,Werder Bremen,176,"['7c91b151-dbd9-497a-b9d2-ae46e5e1225e', '7e5555c5-63e4-4677-b06e-a1e5619f6694']",51,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:51.108,Pass,True
,,,,,,,,,,,,,,,,,1.917937,,,,,,,,,,,7948ec67-d5e0-422b-b2e5-57bd0339ec96,103,,"[39.6, 51.4]",3890478,1,,,,,1.1577591,,Right Foot,,,,"[50.6, 76.5]",,Ground Pass,,27.404562,,,,Theodor Gebre Selassie,8396.0,,,,,,1,From Throw In,Jannik Vestergaard,8815.0,Right Center Back,10,Werder Bremen,176,['3b321f25-1ae1-4cd2-b183-188e618dc9c2'],54,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:54.999,Pass,
,,,,,,,,,,,,,,,,,1.326983,,,,,,,,,,,edbe1e46-5fc0-4317-91a3-55748e16b357,106,,"[50.6, 73.6]",3890478,1,,,,,-2.067765,,Right Foot,,,,"[41.0, 55.9]",,Ground Pass,,20.13579,,,,Jannik Vestergaard,8815.0,,,,,,1,From Throw In,Theodor Gebre Selassie,8396.0,Right Back,10,Werder Bremen,176,['a05b5ebe-96da-428a-b120-09f8337e609f'],59,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:59.947,Pass,
,,,,,,,,,,,,,,,,,1.68747,,,,,,,,,,,b41e30c4-1f25-4b49-90ef-9615fe9a30c1,109,,"[41.5, 51.4]",3890478,2,,,,,-1.1980921,,Right Foot,,,,"[51.9, 24.8]",,Ground Pass,,28.560812,,,,Papiss Mison Djilobodji,3774.0,,,,,,1,From Throw In,Jannik Vestergaard,8815.0,Right Center Back,10,Werder Bremen,176,['21fb85f4-8c99-4634-ae32-3320887cc99f'],1,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:01.889,Pass,
,,,,,,,,,,,,,,,,,1.340602,,,,,,,,,,,6a28aad3-9f71-4fac-93f8-424c36f5a0af,112,,"[55.6, 22.4]",3890478,2,,,,,-0.68350786,,Left Foot,,,,"[77.7, 4.4]",,Ground Pass,,28.502808,,,,Santiago García,26359.0,,,,,,1,From Throw In,Papiss Mison Djilobodji,3774.0,Left Center Back,10,Werder Bremen,176,['a2e52edf-53bd-4af1-a5f0-7530034a1bea'],4,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:04.852,Pass,
,,,,,,,,,,,,,,,,,1.933518,,,,,,,,,,,57c0654d-0631-4adf-9e65-6372047cfee9,114,,"[79.5, 4.4]",3890478,2,,,,,0.31607953,,Left Foot,,,,"[95.4, 9.6]",,High Pass,,16.728718,,Incomplete,,Fin Bartels,8389.0,,,,,,1,From Throw In,Santiago García,26359.0,Left Back,10,Werder Bremen,176,"['698935d2-d390-43f7-9ee5-d99831a8bbed', 'b3fcfaaa-bac0-4222-95d6-13b33368eed3']",6,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:06.193,Pass,
,,,,,,,,,,,,,,,,,0.599843,,,,,,,,,,,7ec75449-704f-43bf-a640-d8122192f196,118,,"[21.3, 64.9]",3890478,2,,,,,1.4154321,,Right Foot,,,,"[22.6, 73.2]",,Low Pass,,8.401191,,,,Hiroki Sakai,3530.0,,,,,Recovery,1,Regular Play,Kenan Karaman,8541.0,Right Wing,11,Hannover 96,178,['b8215a1d-d8fd-4820-bdf5-a651643d385b'],9,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:09.861,Pass,
,,,,,,,,,,,,,,,,,0.642544,,,,,,,,,,,6d623708-13cc-41bb-87c6-16260e1b4ff7,121,,"[22.8, 73.3]",3890478,2,,,,,-0.7996829,,Right Foot,,,,"[29.7, 66.2]",,Low Pass,,9.900505,,,,Kenan Karaman,8541.0,,,,,,1,Regular Play,Hiroki Sakai,3530.0,Right Back,11,Hannover 96,178,['11ffbb63-91cf-442c-8e8d-b59b790f7e2c'],11,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:11.436,Pass,
,,,,,,,,,,,,,,,,,0.754256,,,,,,,,,,,af401477-6a9a-4e5e-85a2-ec3dcacb96c9,126,,"[84.6, 19.3]",3890478,2,,,,,0.83535653,,Right Foot,,,,"[90.3, 25.6]",,Ground Pass,,8.495881,,,,Zlatko Junuzović,8762.0,,,,,,1,Regular Play,Claudio Miguel Pizarro Bossio,11132.0,Center Forward,11,Hannover 96,178,['a320ec3a-d2f3-46c4-91df-5bc7e05fd4cd'],14,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:14.377,Pass,
,,,,,,,,,,,,,,,,,1.137452,,,,,,,,,,,34ccd4b3-f1d7-49bf-b4bb-54e7e64f7ebd,131,,"[38.2, 59.8]",3890478,2,,,,,-0.6071849,,Right Foot,,,,"[47.7, 53.2]",,Ground Pass,,11.567627,,,,Kenan Karaman,8541.0,,,,,,1,Regular Play,Oliver Sorg,12316.0,Left Back,11,Hannover 96,178,['a526c35a-2d21-4274-a9c7-ae003314c5a0'],20,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:20.097,Pass,
,,,,,,,,,,,,,,,,,0.882511,,,,,,,,,,,f21b3363-81bf-414f-842c-b41d50dc52e2,134,,"[49.0, 54.0]",3890478,2,,,,,-1.8643854,,Right Foot,,,,"[46.4, 45.4]",,Ground Pass,,8.984431,,,,Ceyhun Gülselam,30287.0,,,,,,1,Regular Play,Kenan Karaman,8541.0,Right Wing,11,Hannover 96,178,"['2db384c0-bc69-4b41-b012-5cadc1d3a1d7', 'e65c9a93-813c-4d00-ac7a-a3ef2a977b3f']",21,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:21.235,Pass,True
,,,,,,,,,,,,,,,,,0.742664,,,,,,,,,,,5426e4ad-daa1-496f-8183-9709e21b7489,136,,"[49.0, 47.9]",3890478,2,,,,,0.37032342,,Right Foot,,,,"[57.5, 51.2]",,Ground Pass,,9.1181135,,,,Hiroshi Kiyotake,38524.0,,,,,,1,Regular Play,Ceyhun Gülselam,30287.0,Left Defensive Midfield,11,Hannover 96,178,['1a7c44a1-2bff-4a53-9c01-fdc45417e23e'],22,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:22.117,Pass,
,,,,,,,,,,,,,,,,,1.011011,,,,,,,,,,,af24193b-233c-424b-b517-0f13bb9199f9,139,,"[57.3, 52.5]",3890478,2,,,,,-2.0344439,,Right Foot,,,,"[54.8, 47.5]",,Ground Pass,,5.59017,,,,Ceyhun Gülselam,30287.0,,,,,,1,Regular Play,Hiroshi Kiyotake,38524.0,Center Forward,11,Hannover 96,178,"['4cbeac46-d149-4e12-b1ef-95726bab8ce0', 'b84968aa-5137-4e36-b3f5-648605701d1e']",22,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:22.860,Pass,True
