50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.240585,,,,,,,,,,,,,bfdc736a-ec00-4a7e-9e67-4b3fa699b67f,2583,,,"[70.0, 80.0]",3890525,90,,,,,-0.32988045,,,,,,"[88.4, 73.7]",,High Pass,,19.44865,,,Stefan Lex,40463.0,,,,,Throw-in,2,From Throw In,Danny Vieira da Costa,8676.0,Right Back,183,Ingolstadt,189,['1d10ab39-8717-4ea9-958a-9a6f038cac0d'],56,,,,,,,,,,,,,,,,Ingolstadt,189,00:45:56.413,Pass,
,,,,,,,,,,,,,,,,,,,1.281693,,,,,,,,,,,,,a64540f9-7e74-4135-b715-83ee57d25eeb,2589,,,"[91.8, 80.0]",3890525,91,,,,,-0.5247958,,,,,,"[107.0, 71.2]",,High Pass,,17.563599,,,Mathew Leckie,5481.0,,,,,Throw-in,2,From Throw In,Danny Vieira da Costa,8676.0,Right Back,184,Ingolstadt,189,['8fd3b254-3c86-4b19-95a3-9c569e9dd9d7'],3,,,,,,,,,,,,,,,,Ingolstadt,189,00:46:03.147,Pass,
,,,,,,,,,,,,,,,,,,,1.709006,,,,,,,,,,,,,ef1569bc-0647-41ac-86bc-669910f755fa,2600,,,"[22.3, 0.1]",3890525,91,,,,,0.29736516,,,,,,"[47.1, 7.7]",,High Pass,,25.938389,,,Felix Platte,22017.0,,,,,Throw-in,2,From Throw In,Fabian Holland,9222.0,Left Back,186,Darmstadt 98,872,['a8541e76-1f79-4192-90f4-119ef2f8e1f5'],24,,,,,,,,,,,,,,,,Darmstadt 98,872,00:46:24.493,Pass,
,,,,,,,,,,,,,,,,,,,0.680841,,,,,,,,,,,,,2c9931bb-63f1-4289-af29-9b395aee42f7,2602,,,"[47.1, 7.7]",3890525,91,,,,,0.15074638,,Head,,,,"[55.0, 8.9]",,Low Pass,,7.9906197,Incomplete,,Tobias Kempe,9219.0,,,,,,2,From Throw In,Felix Platte,22017.0,Center Forward,186,Darmstadt 98,872,"['38c51304-3f64-4587-9120-c58c4ca4c79f', 'f7a41919-164d-45bd-ae75-847c15e74ebe']",26,,,,,,,,,,,,,,,,Darmstadt 98,872,00:46:26.242,Pass,
,,,,,,,,,,,,,,,,,,,1.778415,,,,,,,,,,,,,e2464b50-d7d9-472c-a466-9d416068b8bd,2605,,,"[65.1, 0.1]",3890525,91,,,,,0.27147847,,,,,,"[84.5, 5.5]",,High Pass,,20.137527,,,Felix Platte,22017.0,,,,,Throw-in,2,From Throw In,Fabian Holland,9222.0,Left Back,187,Darmstadt 98,872,['6a8176af-e9b2-46a4-8748-1b95891ebbfb'],48,,,,,,,,,,,,,,,,Darmstadt 98,872,00:46:48.160,Pass,
,,,,,,,,,,,,,,,,,,,1.852061,,,,,,,,,,,,,a7b5b4e5-024e-4824-8497-34473ba68609,2608,,,"[84.5, 7.4]",3890525,91,,,,True,0.043450896,,,,,,"[91.4, 7.7]",,High Pass,,6.9065185,Incomplete,,Tobias Kempe,9219.0,,,,,,2,From Throw In,Felix Platte,22017.0,Center Forward,187,Darmstadt 98,872,"['22c7ee81-3a46-4f10-a899-f819700cb9fc', '253772d3-d7eb-4b79-9301-6b7c0439b7d8', '7b8ad7e4-2552-4954-bf35-03b870666027']",50,,,,,,,,,,,,,,,,Darmstadt 98,872,00:46:50.022,Pass,True
,,,,,,,,,,,,,,,,,,,0.953219,,,,,,,,,,,,,b35119b3-ccaf-4477-992d-1b556009b96a,2611,,,"[91.4, 0.1]",3890525,92,,,,,0.63057774,,,,,,"[101.4, 7.4]",,Low Pass,,12.381034,Incomplete,,Tobias Kempe,9219.0,,,,,Throw-in,2,From Throw In,Konstantin Rausch,11134.0,Left Wing,188,Darmstadt 98,872,"['a0b5f498-72b5-4827-af1d-b5dc7b3ac285', 'd9f4f92d-fc09-4b55-8c27-9d99f23c4517']",12,,,,,,,,,,,,,,,,Darmstadt 98,872,00:47:12.008,Pass,
,,,,,,,,,,,,,,,,,,,0.608325,,,,,,,,,,,,,a0b5f498-72b5-4827-af1d-b5dc7b3ac285,2614,,,"[18.7, 72.7]",3890525,92,,,,,0.58075637,,Right Foot,,,,"[21.9, 74.8]",,Low Pass,,3.8275318,,,Pascal Groß,3097.0,,,,,Interception,2,Regular Play,Almog Cohen,20485.0,Center Defensive Midfield,189,Ingolstadt,189,"['3aa884ff-8590-457c-9de4-5d669bef9e52', 'a4be7e5d-4c5d-4d8a-a444-6121d5dfea1e', 'b35119b3-ccaf-4477-992d-1b556009b96a']",12,,,,,,,,,,,,,,,,Ingolstadt,189,00:47:12.961,Pass,True
,,,,,,,,,,,,,,,,,,,1.710589,,,,,,,,,,,,,93fdc77b-404d-4fc3-bc9f-ee869d5d9c99,2617,,,"[21.9, 74.6]",3890525,92,,,,,-0.43833655,,Right Foot,,,,"[41.1, 65.6]",,High Pass,,21.204716,,,Mathew Leckie,5481.0,,,,,,2,Regular Play,Pascal Groß,3097.0,Right Center Midfield,189,Ingolstadt,189,['0562c093-f08f-4bd8-ab18-9b4e92c306d0'],14,,,,,,,,,,,,,,,,Ingolstadt,189,00:47:14.108,Pass,
,,,,,,,,,,,,,,,,,,,0.984056,,,,,,,,,,,,,f9b2f916-3047-48d3-83bd-b278035c8dbe,2619,,,"[41.1, 65.6]",3890525,92,,,,,-0.7204011,,Head,,,,"[50.1, 57.7]",,Low Pass,,11.975391,Incomplete,,Dario Lezcano,9113.0,,,,,,2,Regular Play,Mathew Leckie,5481.0,Left Wing,189,Ingolstadt,189,"['e1102f10-0655-4888-a39f-0675811f7714', 'e66675c5-60a3-409b-9417-32219eda715a']",15,,,,,,,,,,,,,,,,Ingolstadt,189,00:47:15.858,Pass,
,,,,,,,,,,,,,,,,,,,1.377819,,,,,,,,,,,,,1bd33195-60a0-494f-9f8c-2a47620c6290,2625,,,"[42.2, 26.0]",3890525,92,,,,,-0.77101064,,Right Foot,,,,"[56.3, 12.3]",,Ground Pass,,19.659603,,,Robert Bauer,8394.0,,,,,,2,Regular Play,Almog Cohen,20485.0,Center Defensive Midfield,189,Ingolstadt,189,['7e6fa23c-09c9-460e-9b83-7794e67d856d'],22,,,,,,,,,,,,,,,,Ingolstadt,189,00:47:22.596,Pass,
,,,,,,,,,,,,,,,,,,,2.874531,,,,,,,,,,,,,6d0c68c2-f0b7-429b-8f6b-41b42f0f73a4,2628,,,"[54.2, 31.8]",3890525,92,,,,,1.3302205,,Right Foot,,,,"[64.7, 74.6]",,Ground Pass,,44.06915,,,Danny Vieira da Costa,8676.0,,True,,,,2,Regular Play,Robert Bauer,8394.0,Left Back,189,Ingolstadt,189,['b699c6ee-7f96-4c86-891a-aeb7986414e7'],27,,,,,,,,,,,,,,,,Ingolstadt,189,00:47:27.231,Pass,
,,,,,,,,,,,,,,,,,,,1.368006,,,,,,,,,,,,,4d41ed5b-f1df-4fe8-9e19-d2142686757c,2631,,,"[64.0, 74.4]",3890525,92,,,,,-0.09743485,,Right Foot,,,,"[77.3, 73.1]",,Ground Pass,,13.363382,,,Pascal Groß,3097.0,,,,,,2,Regular Play,Danny Vieira da Costa,8676.0,Right Back,189,Ingolstadt,189,['bc3901e2-226a-4953-b2cb-09b5dc8dc6bb'],30,,,,,,,,,,,,,,,,Ingolstadt,189,00:47:30.146,Pass,
,,,,,,,,,,,,,,,,,,,1.785724,,,,,,,,,,,,,b97780ad-28e8-4782-bfeb-bbb436a4c2c1,2635,,,"[69.6, 74.2]",3890525,92,,,,,-2.5743842,,Left Foot,,,,"[56.1, 65.6]",,Ground Pass,,16.006561,,,Marvin Matip,9106.0,,,,,,2,Regular Play,Pascal Groß,3097.0,Right Center Midfield,189,Ingolstadt,189,"['0533497e-563f-4392-a45c-4676e79811fe', 'c6e58f36-342d-451a-965e-045c4213ed18']",34,,,,,,,,,,,,,,,,Ingolstadt,189,00:47:34.269,Pass,True
,,,,,,,,,,,,,,,,,,,1.647671,,,,,,,,,,,,,fb9d3360-c676-40bc-bc35-143fdf06554a,2639,,,"[56.1, 65.8]",3890525,92,,,,,-1.3016288,,Right Foot,,,,"[61.7, 45.5]",,Ground Pass,,21.058252,,,Robert Bauer,8394.0,,,,,,2,Regular Play,Marvin Matip,9106.0,Right Center Back,189,Ingolstadt,189,['ba36ca6b-4d04-47aa-a334-2dc0e833cc94'],36,,,,,,,,,,,,,,,,Ingolstadt,189,00:47:36.055,Pass,
,,,,,,,,,,,,,,,,,,,2.031712,,,,,,,,,,,,,688cc0cb-8789-4cb1-b96b-3d4118494286,2642,,,"[61.9, 44.0]",3890525,92,,,,,-1.2254062,,Right Foot,,,,"[69.6, 22.6]",,Ground Pass,,22.743132,,,Benjamin Hübner,8405.0,,,,,,2,Regular Play,Robert Bauer,8394.0,Left Back,189,Ingolstadt,189,['018d12f4-9311-4135-9b92-5e80c92b1345'],38,,,,,,,,,,,,,,,,Ingolstadt,189,00:47:38.935,Pass,
,,,,,,,,,,,,,,,,,,,2.944343,,,,,,,,,,,,,63f457ef-df03-4295-ae62-efd75ab1b1ae,2645,,,"[69.4, 20.0]",3890525,92,,,,,0.5395641,,Left Foot,,,,"[103.8, 40.6]",,High Pass,,40.096382,Incomplete,,,,,,,,,2,Regular Play,Benjamin Hübner,8405.0,Left Center Back,189,Ingolstadt,189,['c786ae85-de36-4eb4-b7d8-f8ba96bc07c2'],42,,,,,,,,,,,,,,,,Ingolstadt,189,00:47:42.053,Pass,
,,,,,,,,,,,,,,,,,,,1.823653,,,,,,,,,,,,,a28138b3-09f3-4805-b230-bb9a07b0ca76,2647,,,"[65.7, 33.7]",3890525,92,,,,True,2.1910458,,,,,,"[61.7, 39.3]",,High Pass,,6.8818603,Incomplete,,Marvin Matip,9106.0,,,,,Recovery,2,Regular Play,Robert Bauer,8394.0,Left Back,189,Ingolstadt,189,"['26c67b90-f683-4cd1-8806-6e4dc63f8d5c', '2e08efb5-9bc3-467c-ae17-10758d3569bf', '3384a1cd-117e-432f-817b-e261f058c4f2']",48,,,,,,,,,,,,,,,,Ingolstadt,189,00:47:48.861,Pass,True
,,,,,,,,,,,,,,,,,,,4.118784,,,,,,,,,,,,,2e08efb5-9bc3-467c-ae17-10758d3569bf,2650,,,"[58.4, 40.8]",3890525,92,,,,,-0.21667027,,Right Foot,,,,"[106.1, 30.3]",,High Pass,,48.84199,Incomplete,,,,,,,,Recovery,2,Regular Play,Felix Platte,22017.0,Center Forward,189,Ingolstadt,189,"['364d3541-4625-4639-ab82-bac4fd57adb3', 'a28138b3-09f3-4805-b230-bb9a07b0ca76']",50,,,,,,,,,,,,,,,,Darmstadt 98,872,00:47:50.685,Pass,
,,,,,,,,,,,,,,,,,,,1.417596,,,,,,,,,,,,,65e122f9-95f6-4831-8d81-4680c7398227,2653,,,"[20.4, 51.9]",3890525,92,,,,,-1.1145151,,Left Foot,,,,"[31.1, 30.1]",,Ground Pass,,24.284357,Unknown,,Benjamin Hübner,8405.0,,,,,,2,Regular Play,Ramazan Özcan,12319.0,Goalkeeper,189,Ingolstadt,189,,57,,,,,,,,,,,,,,,,Ingolstadt,189,00:47:57.055,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a8f9745-9f7d-4269-9de8-e10773e111da,6,,,"[60.5, 41.0]",3890525,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Pascal Groß,3097.0,Right Center Midfield,2,Ingolstadt,189,['00b50d9a-3ea5-4138-a646-025f5cdae365'],1,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:01.143,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4ddd461-7786-46ba-9340-e3623acd08ab,9,,,"[47.2, 8.3]",3890525,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Robert Bauer,8394.0,Left Back,2,Ingolstadt,189,['58560abd-d7bf-4cc9-92b6-0ae1bfe8604f'],5,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:05.013,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1645f450-9391-44be-af26-60b324fe8d9d,12,,,"[35.1, 47.9]",3890525,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Marvin Matip,9106.0,Right Center Back,2,Ingolstadt,189,['2f0dc12e-3208-48df-9e8c-9c8806ca8c9f'],8,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:08.007,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67343afb-6bc7-4ed0-9813-1573a26497ae,15,,,"[47.9, 71.5]",3890525,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Danny Vieira da Costa,8676.0,Right Back,2,Ingolstadt,189,['ecb72b73-efff-4cda-9bb0-921ebf030ecc'],12,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:12.768,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10036688-0f41-469f-8197-6b51fd7b4823,18,,,"[34.1, 58.0]",3890525,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Marvin Matip,9106.0,Right Center Back,2,Ingolstadt,189,['c09cbae4-bde6-43f8-bfad-f9cda02cbc08'],14,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:14.840,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a26b6366-73d4-44a3-b226-4410edb72dc6,21,,,"[43.4, 60.2]",3890525,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Pascal Groß,3097.0,Right Center Midfield,2,Ingolstadt,189,['0b479d12-c8a1-4bb1-b314-a086f359ea06'],18,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:18.422,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6a864de-a2a5-466e-b687-74a62de6901b,25,,,"[93.2, 64.1]",3890525,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Dario Lezcano,9113.0,Center Forward,2,Ingolstadt,189,['009ef224-e3f8-4971-a634-22b595007d50'],24,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:24.923,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0cf787c6-7145-4e0d-a464-56dd6af28663,29,,,"[86.3, 59.2]",3890525,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Dario Lezcano,9113.0,Center Forward,2,Ingolstadt,189,['9a7d20c2-75b3-494d-ad50-4d7b342a4cb0'],28,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:28.227,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0f8af68-750a-46b5-8117-78610b479894,33,,,"[86.4, 20.4]",3890525,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sandro Wagner,9723.0,Center Forward,3,Darmstadt 98,872,['62f77daa-813e-466d-89db-6c315a50c05b'],0,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:00.100,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3560416c-ef12-4240-9604-c806d75a20b9,35,,,"[91.6, 27.0]",3890525,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mario Vrančić,13675.0,Center Attacking Midfield,3,Darmstadt 98,872,['8f794ead-fea8-4e3a-8f34-cb7a924d6be7'],0,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:00.862,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea888cc2-07c3-427d-ab7b-f4ea5af4c7df,38,,,"[99.3, 22.6]",3890525,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Konstantin Rausch,11134.0,Left Wing,3,Darmstadt 98,872,['39092c10-d392-41ec-b546-b96919fc7a6c'],1,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:01.248,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66d43ffc-f514-43d3-8c83-34e078b9b90d,44,,,"[40.8, 36.6]",3890525,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Moritz Hartmann,40464.0,Left Wing,4,Ingolstadt,189,['ee2ae7c3-6203-462f-a607-dd1acfd050be'],4,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:04.031,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c2c3818-b471-462a-93fb-4d3817844662,47,,,"[53.1, 67.4]",3890525,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pascal Groß,3097.0,Right Center Midfield,4,Ingolstadt,189,['adcca89c-7498-4199-ad4a-7ab1b29c178c'],8,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:08.517,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c00c928-26f7-4dd0-a665-bd157429e309,51,,,"[107.0, 42.3]",3890525,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Moritz Hartmann,40464.0,Left Wing,4,Ingolstadt,189,['475624a9-3939-409e-94c4-557b466f9b72'],16,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:16.033,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899fbffa-9c2b-418e-a1c1-6a567ecc80ab,56,,,"[80.3, 5.5]",3890525,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sandro Wagner,9723.0,Center Forward,4,Ingolstadt,189,"['714dc802-1928-4e20-94d7-eb5244be00ca', '7af6c6ca-2e98-4883-9474-26d8cbe6d59b']",33,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:33.638,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2238ec5-97a6-4c77-b2db-d7b8bae6bb94,61,,,"[83.6, 37.8]",3890525,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Moritz Hartmann,40464.0,Left Wing,5,Ingolstadt,189,['a485377b-6857-4b65-a4c7-685dfef486d2'],50,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:50.692,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41c5343c-f65e-480c-9b39-6fb75b013634,69,,,"[94.9, 44.6]",3890525,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Pascal Groß,3097.0,Right Center Midfield,5,Ingolstadt,189,['a4093733-8e15-4f26-b6b8-e1472c1c25b7'],52,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:52.935,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7956e142-01d4-40a7-810a-5ba9c5f0bde3,76,,,"[15.3, 24.8]",3890525,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Ramazan Özcan,12319.0,Goalkeeper,5,Ingolstadt,189,['69d25c00-a283-4e81-9738-5c3368b63360'],2,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:02.453,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e06b30a-3529-4f76-8373-a9c230921b59,80,,,"[89.1, 73.8]",3890525,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sandro Wagner,9723.0,Center Forward,6,Darmstadt 98,872,"['b376cc82-afd6-4f66-904f-8ce23e04d6c7', 'fef9b7e0-0930-4fd5-8429-ba6a14d21dc0']",7,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:07.407,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc142553-c0db-48eb-8218-b56ea1967887,83,,,"[79.8, 75.5]",3890525,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Florian Jungwirth,12383.0,Right Back,6,Darmstadt 98,872,['319f1e8f-3bc8-4b94-a840-e399e6e5e963'],9,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:09.510,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0121c3e-4547-4a54-b746-760159116c08,86,,,"[110.0, 77.4]",3890525,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcel Heller,9401.0,Right Wing,6,Darmstadt 98,872,['3bd30069-49b1-43d0-8906-e4f23f66136d'],12,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:12.649,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d526aca9-7932-4dfc-8a6e-2a38b5ff5171,92,,,"[96.8, 49.9]",3890525,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Peter Niemeyer,40467.0,Right Defensive Midfield,6,Darmstadt 98,872,['4406a7d4-377b-48d8-8cd8-888e650250bc'],18,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:18.756,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776c8c9a-dd0c-4030-88cd-f7e0d182bf31,96,,,"[67.0, 28.1]",3890525,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabian Holland,9222.0,Left Back,6,Darmstadt 98,872,['ad5c12f2-aecf-4669-8b03-da1849bb1ce3'],23,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:23.205,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b7b0d09-f3dd-4dc7-b7c3-b5bdd22d6b10,100,,,"[44.7, 50.1]",3890525,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pascal Groß,3097.0,Right Center Midfield,6,Darmstadt 98,872,['7aae3079-f677-4bb9-97a2-fbb737b153f6'],29,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:29.228,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321d8632-5abc-4dad-8e48-96f23066776a,103,,,"[77.7, 13.5]",3890525,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dario Lezcano,9113.0,Center Forward,6,Darmstadt 98,872,['9e37dde9-bb30-4792-93f3-2a122f0f04c6'],36,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:36.095,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ccfc886-7a5b-4293-a6e9-42237d8396d6,105,,,"[65.1, 73.8]",3890525,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sandro Wagner,9723.0,Center Forward,7,Darmstadt 98,872,['293c9e71-84fc-48d7-84e6-db951c20b83f'],52,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:52.921,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7aed0147-83b3-472f-a1c8-70a8bcae7e41,109,,,"[86.6, 6.1]",3890525,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dario Lezcano,9113.0,Center Forward,7,Darmstadt 98,872,['6ae943f0-283a-425e-a47e-be0d026b67d5'],56,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:56.555,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,079f99fb-3be1-4f96-ab8f-38e67fe2af47,113,,,"[42.4, 77.2]",3890525,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Florian Jungwirth,12383.0,Right Back,7,Darmstadt 98,872,['2bf061a5-49d0-4b7f-87f3-e5d3a2a6e686'],57,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:57.898,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6ed4a515-0df5-49f5-8893-2c243fc8eaa4,116,,,"[14.2, 32.2]",3890525,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Christian Mathenia,8306.0,Goalkeeper,7,Darmstadt 98,872,['dbf458f2-b55d-4fa1-bdaf-6aa7175030e3'],3,,,,,,,,,,,,,,,,Darmstadt 98,872,00:03:03.645,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3130d474-7368-4661-b131-180c85ae0dae,122,,,"[21.9, 38.3]",3890525,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ramazan Özcan,12319.0,Goalkeeper,8,Ingolstadt,189,['a7958921-364c-4bd4-a670-510705aeebde'],27,,,,,,,,,,,,,,,,Ingolstadt,189,00:03:27.159,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c230050e-ee1d-47a4-9c12-69890e8d2afe,124,,,"[32.1, 43.7]",3890525,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Marvin Matip,9106.0,Right Center Back,8,Ingolstadt,189,['f476006a-cfec-4182-b4b6-6cd9fea056f2'],28,,,,,,,,,,,,,,,,Ingolstadt,189,00:03:28.664,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d445bfb-ef9a-460c-889f-ad496460c62d,127,,,"[47.7, 75.2]",3890525,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pascal Groß,3097.0,Right Center Midfield,8,Ingolstadt,189,['5957d97d-ddd6-499e-8c85-9069da204445'],32,,,,,,,,,,,,,,,,Ingolstadt,189,00:03:32.377,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2432dc45-3b09-4b1e-b834-651c1c15337e,129,,,"[36.6, 61.7]",3890525,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Marvin Matip,9106.0,Right Center Back,8,Ingolstadt,189,['9bd15797-3a8d-4dde-8b04-e541de7ff126'],34,,,,,,,,,,,,,,,,Ingolstadt,189,00:03:34.019,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4b5205d-d214-497d-aebc-ffb34e3dc52b,132,,,"[68.5, 65.8]",3890525,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lukas Hinterseer,9103.0,Right Wing,8,Ingolstadt,189,['648db031-7490-4b93-bb1a-b31f797a36b5'],40,,,,,,,,,,,,,,,,Ingolstadt,189,00:03:40.012,Ball Receipt*,
