50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1fbd9378-9066-40bc-8ca2-9c0029436671,1,,,3890313,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 8821, 'name': 'Timo Horn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 8829, 'name': 'Frederik Hillesborg Sørensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 8231, 'name': 'Yannick Gerhardt'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 8822, 'name': 'Simon Zoller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 5679, 'name': 'Yūya Ōsako'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 13}, {'player': {'id': 23486, 'name': 'Anthony Modeste'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",FC Köln,186,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e11c87e2-4219-46e0-bcfe-6161e96ef0fa,2,,,3890313,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40460, 'name': 'Tobias Levels'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 34}, {'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 40459, 'name': 'Roger de Oliveira Bernardo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 12304, 'name': 'Alfredo Morales'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 40463, 'name': 'Stefan Lex'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 9103, 'name': 'Lukas Hinterseer'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 16}]}",Ingolstadt,189,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c348bc5f-e010-4b5d-a749-89233008a03a,3,,,3890313,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,['fae7d768-abca-45ec-9b1a-23fd7f303444'],0,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,fae7d768-abca-45ec-9b1a-23fd7f303444,4,,,3890313,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,['c348bc5f-e010-4b5d-a749-89233008a03a'],0,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7f3c1f5a-a8b2-486f-8f15-0b1939b35b63,1602,,,3890313,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,91,FC Köln,186,['4d11902e-7b41-4ed2-8f2b-4df0bf874846'],0,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4d11902e-7b41-4ed2-8f2b-4df0bf874846,1603,,,3890313,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,91,FC Köln,186,['7f3c1f5a-a8b2-486f-8f15-0b1939b35b63'],0,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.302339,,,,,,,,,,,,,,73940808-d1e8-4eda-b73a-44dfb43f711d,5,,"[60.0, 40.0]",3890313,0,,,,,-0.08550529,,Right Foot,,,"[63.5, 39.7]",,Ground Pass,,3.5128336,,,Pascal Groß,3097.0,,,,Kick Off,1,From Kick Off,Lukas Hinterseer,9103.0,Center Forward,2,Ingolstadt,189,['68e298c5-6f8f-49c0-9e5a-55e89cceb025'],0,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.420,Pass,
,,,,,,,,,,,,,,,,,1.172652,,,,,,,,,,,,,,26c1da20-7a08-4b60-93eb-9a24c1e89d59,8,,"[64.7, 41.5]",3890313,0,,,,,0.15955172,,Right Foot,,,"[82.1, 44.3]",,Ground Pass,,17.623848,,,Stefan Lex,40463.0,,,,,1,From Kick Off,Pascal Groß,3097.0,Right Center Midfield,2,Ingolstadt,189,['69433bc8-1d91-4eb8-aa59-ea7c1a7371b2'],2,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:02.938,Pass,
,,,,,,,,,,,,,,,,,1.695706,,,,,,,,,,,,,,ca3521bc-22fe-4845-9722-903c9f164bf1,14,,"[72.9, 52.9]",3890313,0,,,,,-0.35830426,,Right Foot,,,"[96.4, 44.1]",,High Pass,,25.093624,Incomplete,,Lukas Hinterseer,9103.0,,,,Recovery,1,From Kick Off,Pascal Groß,3097.0,Right Center Midfield,2,Ingolstadt,189,"['205d6429-ab51-4594-b864-22d8df542a74', '4d5593c1-259c-4fb4-a22f-f9b56e95563e']",6,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:06.017,Pass,
,,,,,,,,,,,,,,,,,2.733526,,,,,,,,,,,,,,4d5593c1-259c-4fb4-a22f-f9b56e95563e,17,,"[23.7, 36.0]",3890313,0,,,,True,-1.562566,,,,,"[23.9, 11.7]",,Low Pass,,24.300823,,,Jonas Hector,6040.0,,,,Recovery,1,From Kick Off,Frederik Hillesborg Sørensen,8829.0,Right Center Back,2,Ingolstadt,189,"['161f3b9f-4717-42d5-8227-3b6cf693f4ed', 'ca3521bc-22fe-4845-9722-903c9f164bf1', 'eeeda828-77fc-4870-a6b8-92a90e11df0c']",7,,,,,,,,,,,,,,,,,FC Köln,186,00:00:07.712,Pass,True
