50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0d69425e-c4a1-45f7-9998-156b6be5a9eb,1,,,3890543,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 8538, 'name': 'Waldemar Anton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 31}, {'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 8543, 'name': 'Manuel Schmiedebach'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 13125, 'name': 'Iver Tobias Rørvik Fossum'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 21311, 'name': 'Noah-Joel Sarenren-Bazee'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 37}, {'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 8551, 'name': 'Felix Klaus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Hannover 96,178,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,feb87bf3-9439-43d1-a0db-a084d55b88bf,2,,,3890543,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 33}, {'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 13}, {'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]}",Schalke 04,181,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a9d0a7f0-1f46-44c6-8da7-d7eb27fdda7e,3,,,3890543,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,['cdfc7a9d-0fc8-435e-a8c2-1cdc48a31495'],0,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cdfc7a9d-0fc8-435e-a8c2-1cdc48a31495,4,,,3890543,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,['a9d0a7f0-1f46-44c6-8da7-d7eb27fdda7e'],0,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,71f996d3-66c3-4476-bf43-a825167e0565,1580,,,3890543,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,101,Hannover 96,178,['7c59eedd-7eed-495f-8aff-1c977d678719'],0,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7c59eedd-7eed-495f-8aff-1c977d678719,1581,,,3890543,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,101,Hannover 96,178,['71f996d3-66c3-4476-bf43-a825167e0565'],0,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.851487,,,,,,,,,,,,,69d0f788-407a-40a2-8d6a-b60f28f9cf98,5,,"[60.0, 40.0]",3890543,0,,,,,-3.0356083,,Right Foot,,,"[50.6, 39.0]",,Ground Pass,,9.453042,,,,,Manuel Schmiedebach,8543.0,,,,,Kick Off,1,From Kick Off,Hiroshi Kiyotake,38524.0,Center Attacking Midfield,2,Hannover 96,178,['181acf04-c414-4676-b19b-8602a8edc76b'],1,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:01.012,Pass,
,,,,,,,,,,,,,,,1.08955,,,,,,,,,,,,,7eb1d0c6-3941-49dc-9a66-4a94fccae78b,8,,"[49.6, 39.7]",3890543,0,,,,,1.8807827,,Right Foot,,,"[45.5, 52.5]",,Ground Pass,,13.44061,,,,,Waldemar Anton,8538.0,,,,,,1,From Kick Off,Manuel Schmiedebach,8543.0,Right Defensive Midfield,2,Hannover 96,178,['f18941af-6533-4fb9-8794-2b285ee891cd'],2,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:02.665,Pass,
,,,,,,,,,,,,,,,2.386855,,,,,,,,,,,,,a89e2975-ca10-4453-96e2-c18cf790c7b1,12,,"[45.7, 65.2]",3890543,0,,,,,0.24497867,,Right Foot,,,"[103.7, 79.7]",,High Pass,,59.78503,,,Out,,Noah-Joel Sarenren-Bazee,21311.0,,,,,,1,From Kick Off,Waldemar Anton,8538.0,Right Center Back,2,Hannover 96,178,['ae18bf46-b3bf-4ebf-a099-b4038ed00ea5'],4,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:04.971,Pass,
,,,,,,,,,,,,,,,1.062168,,,,,,,,,,,,,b0f87e29-f28f-4a9e-af8c-3582cddafda0,14,,"[28.7, 0.1]",3890543,0,,,,,2.4007509,,,,,"[20.5, 7.6]",,Low Pass,,11.112605,,,,,Roman Neustädter,16534.0,,,,,Throw-in,1,From Throw In,Sead Kolašinac,3510.0,Left Back,3,Schalke 04,181,['baa3c62b-9787-4bea-b80e-4f2846a14cdd'],12,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:12.063,Pass,
