50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.085109,,,,,,,,,,,,,,69c70ef7-1cb5-4a9b-a59d-f1f508d0e2d3,17,,"[32.0, 74.5]",3890287,0,,,,,-1.2690431,,Right Foot,,"[36.7, 59.4]",,Ground Pass,,15.81455,,,,Dominik Kohr,8207.0,,,,,,,1,From Kick Off,Paul Verhaegh,8237.0,Right Back,2,Augsburg,172,['ad649551-0c4b-454d-a669-10e6678ef91f'],9,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:09.650,Pass,
,,,,,,,,,,,,,,,1.261374,,,,,,,,,,,,,,9358ae50-52f1-4267-9948-1de712b0cccc,20,,"[37.2, 59.5]",3890287,0,,,,,0.45614305,,Right Foot,,"[58.6, 70.0]",,High Pass,,23.837156,,,,Alexander Esswein,8574.0,,,,,,,1,From Kick Off,Dominik Kohr,8207.0,Right Defensive Midfield,2,Augsburg,172,['38c709fe-d064-4fe0-9f44-7c5d991a6a99'],10,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:10.775,Pass,
,,,,,,,,,,,,,,,1.918867,,,,,,,,,,,,,,264a14ca-0d0f-4c09-9a51-5a31c31ef074,23,,"[58.6, 70.0]",3890287,0,,,,,0.21506813,,Right Foot,,"[79.2, 74.5]",,Low Pass,,21.085777,,Incomplete,,Raúl Marcelo Bobadilla,8807.0,,,,,,,1,From Kick Off,Alexander Esswein,8574.0,Right Wing,2,Augsburg,172,"['3aaa794d-d79b-467e-aa57-584788ee3411', 'afcd32bb-e978-48a4-b7f7-d8d23ec637a3']",12,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:12.077,Pass,
,,,,,,,,,,,,,,,1.249077,,,,,,,,,,,,,,463ce735-ef1b-48a6-a897-179a4f46b409,27,,"[86.1, 80.0]",3890287,0,,,,,-1.1431442,,,,"[92.8, 65.3]",,Low Pass,,16.154875,,,,Raúl Marcelo Bobadilla,8807.0,,,,,,Throw-in,1,From Throw In,Paul Verhaegh,8237.0,Right Back,3,Augsburg,172,['e10b6fce-2364-4827-943c-499f98542186'],34,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:34.500,Pass,
,,,,,,,,,,,,,,,1.522575,,,,,,,,,,,,,,dc69a443-d093-4057-a71b-cd4d106c5154,30,,"[92.8, 65.3]",3890287,0,,,,,2.168159,,Left Foot,,"[82.8, 80.0]",,Low Pass,,17.77892,,Out,,Markus Feulner,40480.0,,,,,,,1,From Throw In,Raúl Marcelo Bobadilla,8807.0,Center Forward,3,Augsburg,172,['b09b89d5-0a6b-4212-903d-dd81202dab00'],36,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:36.066,Pass,
,,,,,,,,,,,,,,,2.105946,,,,,,,,,,,,,,51307cad-b3eb-4bbc-822c-d4a2f640e750,32,,"[30.0, 0.1]",3890287,0,,True,,,2.0280063,,,,"[20.8, 18.8]",,Low Pass,,20.840586,,,,Jérôme Boateng,5578.0,,,,,,Throw-in,1,From Throw In,David Olatukunbo Alaba,8220.0,Left Center Back,4,Bayern Munich,169,['524bf782-edd1-4b9f-8d65-a385e720fe03'],42,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:42.925,Pass,
,,,,,,,,,,,,,,,1.377477,,,,,,,,,,,,,,809ce915-59da-41c4-af5b-17c4815c1aac,34,,"[29.0, 24.1]",3890287,0,,,,,-0.3980143,,Right Foot,,"[46.6, 16.7]",,Ground Pass,,19.092407,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,From Throw In,Jérôme Boateng,5578.0,Center Back,4,Bayern Munich,169,['a5ce2720-912d-4090-ac6e-ef055951391e'],48,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:48.630,Pass,
,,,,,,,,,,,,,,,1.880724,,,,,,,,,,,,,,25edfb7b-9ce6-4a9f-bdf5-2f6a4b2aa3e9,37,,"[50.4, 15.4]",3890287,0,,,,,1.8034616,,Right Foot,,"[39.5, 61.4]",,Ground Pass,,47.273777,,,,Márcio Rafael Ferreira de Souza,8209.0,,,True,,,,1,From Throw In,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,4,Bayern Munich,169,['43cbc1fb-d8f0-4eb2-9528-602aa9234f6e'],52,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:52.769,Pass,
,,,,,,,,,,,,,,,0.927507,,,,,,,,,,,,,,7aefe056-90bd-4dc4-8280-6809f745e9e7,40,,"[50.6, 70.4]",3890287,0,,,,,-0.47469687,,Right Foot,,"[57.8, 66.7]",,Ground Pass,,8.09506,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,1,From Throw In,Márcio Rafael Ferreira de Souza,8209.0,Right Center Back,4,Bayern Munich,169,['76be7ca5-b376-43f2-a31b-f25504dc6a03'],58,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:58.900,Pass,
,,,,,,,,,,,,,,,0.841744,,,,,,,,,,,,,,ca4bd077-07b8-453d-b9ab-8a687dea5100,42,,"[57.8, 66.6]",3890287,0,,,,,2.55359,,Right Foot,,"[49.4, 72.2]",,Ground Pass,,10.095544,,,,Márcio Rafael Ferreira de Souza,8209.0,,,,,,,1,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,4,Bayern Munich,169,['04adfd5e-7049-436a-9d1c-957218a2b6af'],59,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:59.828,Pass,
,,,,,,,,,,,,,,,1.603737,,,,,,,,,,,,,,f2971339-ffa1-476a-b87c-84a197ad1936,45,,"[48.8, 71.5]",3890287,1,,,,,-1.8313987,,Right Foot,,"[40.8, 41.5]",,Ground Pass,,31.04835,,,,Jérôme Boateng,5578.0,,,,,,,1,From Throw In,Márcio Rafael Ferreira de Souza,8209.0,Right Center Back,4,Bayern Munich,169,['7d6ef810-6a67-49fe-a6cb-487ecdce05ce'],1,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:01.975,Pass,
,,,,,,,,,,,,,,,1.627947,,,,,,,,,,,,,,90e45020-29dd-40a5-b4db-9fd597d1f98c,48,,"[42.7, 39.8]",3890287,1,,,,,-1.2906287,,Right Foot,,"[48.8, 18.6]",,Ground Pass,,22.060144,,,,David Olatukunbo Alaba,8220.0,,,,,,,1,From Throw In,Jérôme Boateng,5578.0,Center Back,4,Bayern Munich,169,['d74bb6bb-6082-4d83-897f-f32b3a6c5e56'],4,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:04.719,Pass,
,,,,,,,,,,,,,,,3.808521,,,,,,,,,,,,,,17cf341c-f854-4291-95a0-5417e2ecdcbc,51,,"[65.7, 14.6]",3890287,1,,,,,-0.3346438,,Left Foot,,"[107.4, 0.1]",,Ground Pass,,44.149067,,Out,,Douglas Costa de Souza,5837.0,,,,,,,1,From Throw In,David Olatukunbo Alaba,8220.0,Left Center Back,4,Bayern Munich,169,['4756a3f2-d67b-4447-8760-55a7b86380e6'],9,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:09.526,Pass,
,,,,,,,,,,,,,,,1.749576,,,,,,,,,,,,,,dfded3a7-3d7d-404f-9a38-dd0fa199d7b7,53,,"[21.8, 80.0]",3890287,1,,,,,-0.5028432,,,,"[47.8, 65.7]",,High Pass,,29.673052,,,,Ja-Cheol Koo,5627.0,,,,,,Throw-in,1,From Throw In,Paul Verhaegh,8237.0,Right Back,5,Augsburg,172,['88d2e78e-f3df-4bb0-a5b0-630d12e2d756'],26,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:26.844,Pass,
,,,,,,,,,,,,,,,1.289776,,,,,,,,,,,,,,98052118-9afc-4ec7-93ba-8910c3c408b2,56,,"[47.0, 64.7]",3890287,1,,,,,-1.3233424,,Head,,"[49.4, 55.2]",,High Pass,,9.79847,,,,Raúl Marcelo Bobadilla,8807.0,,,,,,,1,From Throw In,Ja-Cheol Koo,5627.0,Center Attacking Midfield,5,Augsburg,172,"['d7c4c601-1926-4eba-af93-c5cd1e183dad', 'dfc63ba6-48a2-4f51-a498-68d855d72c3c']",29,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:29.631,Pass,True
,,,,,,,,,,,,,,,0.969992,,,,,,,,,,,,,,33387f82-fe38-457c-92b0-c4eecc243f7b,61,,"[69.1, 35.2]",3890287,1,,,,,2.1375256,,Right Foot,,"[63.5, 44.0]",,Ground Pass,,10.430724,,,,Philipp Lahm,19295.0,,,,,,,1,Regular Play,Xabier Alonso Olano,20133.0,Center Defensive Midfield,6,Bayern Munich,169,['dfa5ec75-f6e1-4337-84ec-23f430634d24'],32,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:32.222,Pass,
,,,,,,,,,,,,,,,1.473084,,,,,,,,,,,,,,269553fd-a71c-4e48-bc45-f501e670a3bd,65,,"[63.1, 49.0]",3890287,1,,,,,2.6082053,,Left Foot,,"[42.1, 61.4]",,Ground Pass,,24.387701,,,,Márcio Rafael Ferreira de Souza,8209.0,,,,,,,1,Regular Play,Philipp Lahm,19295.0,Right Wing Back,6,Bayern Munich,169,"['0fd8f002-f418-478d-a135-93ddde9a1a3d', '41e90838-81e4-4e16-a220-1c8961c94eb3']",34,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:34.301,Pass,True
,,,,,,,,,,,,,,,1.816753,,,,,,,,,,,,,,d4cd7511-64ae-4ae5-8331-b7234170a3a3,68,,"[41.9, 61.4]",3890287,1,,,,,-2.7371244,,Left Foot,,"[13.4, 49.2]",,Ground Pass,,31.001451,,,,Manuel Neuer,5570.0,,,,,,,1,Regular Play,Márcio Rafael Ferreira de Souza,8209.0,Right Center Back,6,Bayern Munich,169,['47540259-05f1-4145-90a5-3937fb43d4fc'],36,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:36.517,Pass,
,,,,,,,,,,,,,,,1.187985,,,,,,,,,,,,,,0e33095a-15b1-4f28-a069-fc8ee7e4c46b,71,,"[14.2, 43.2]",3890287,1,,,,,-0.603983,,Right Foot,,"[24.2, 36.3]",,Ground Pass,,12.149486,,,,Jérôme Boateng,5578.0,,,,,,,1,Regular Play,Manuel Neuer,5570.0,Goalkeeper,6,Bayern Munich,169,['67300941-dfdd-4d49-b3d9-5380fe9bcf24'],40,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:40.996,Pass,
,,,,,,,,,,,,,,,1.519687,,,,,,,,,,,,,,6ac58c1f-0412-484d-a933-fd70f4b4ffde,74,,"[30.8, 34.4]",3890287,1,,,,,-1.1935472,,Right Foot,,"[37.1, 18.5]",,Ground Pass,,17.10263,,,,David Olatukunbo Alaba,8220.0,,,,,,,1,Regular Play,Jérôme Boateng,5578.0,Center Back,6,Bayern Munich,169,['035982b6-ca47-4707-9704-71e9111a646a'],44,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:44.374,Pass,
,,,,,,,,,,,,,,,1.382854,,,,,,,,,,,,,,a23adb4c-26d3-4068-9465-c1fc8f4d923a,77,,"[42.5, 17.3]",3890287,1,,,,,-0.5758753,,Left Foot,,"[63.6, 3.6]",,Ground Pass,,25.157503,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,Regular Play,David Olatukunbo Alaba,8220.0,Left Center Back,6,Bayern Munich,169,['568e5cfe-8e37-4b9d-ae6e-fe2c281768ff'],47,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:47.030,Pass,
,,,,,,,,,,,,,,,4.727191,,,,,,,,,,,,,,fc55cf97-d670-4963-b436-759dc941c6ac,83,,"[65.6, 0.1]",3890287,1,,,,,0.16578704,,,,"[116.4, 8.6]",,High Pass,,51.506214,,Incomplete,,Robert Lewandowski,5668.0,,,,,,Throw-in,1,From Throw In,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,7,Bayern Munich,169,"['59ccb416-de34-420d-b24f-d55bc1fe0ec9', '9e05ef38-875b-435f-9209-32b7eff78f6a']",57,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:57.841,Pass,
,,,,,,,,,,,,,,,3.86802,,,,,,,,,,,,,,319725b4-89ef-41e0-8caf-4d4446a86bde,90,,"[6.0, 73.4]",3890287,2,,,,,-0.17629433,,Right Foot,,"[72.8, 61.5]",,High Pass,,67.85168,,Incomplete,,Raúl Marcelo Bobadilla,8807.0,,,,,,,1,From Throw In,Jan-Ingwer Callsen-Bracker,22826.0,Right Center Back,7,Bayern Munich,169,"['063ee341-460d-4323-a095-9380dac472ee', '1ba1437f-15bd-48c9-977f-bcd4dc341ee7']",6,,,,,,,,,,,,,,,,,,Augsburg,172,00:02:06.803,Pass,
,,,,,,,,,,,,,,,1.843541,,,,,,,,,,,,,,1ba1437f-15bd-48c9-977f-bcd4dc341ee7,92,,"[47.3, 18.6]",3890287,2,,,,,0.17137912,,Head,,"[57.7, 20.4]",,High Pass,,10.55462,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,Recovery,1,From Throw In,Jérôme Boateng,5578.0,Center Back,7,Bayern Munich,169,"['2cdd1303-53a5-488f-9726-2f9871a9d3cc', '319725b4-89ef-41e0-8caf-4d4446a86bde']",10,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:10.671,Pass,
,,,,,,,,,,,,,,,2.033973,,,,,,,,,,,,,,5c153cc6-6028-4cd6-ba31-849df258071c,96,,"[64.5, 56.7]",3890287,2,,,,,-0.8080572,,Right Foot,,"[99.0, 20.6]",,High Pass,,49.93456,,,,Tobias Werner,400620.0,,,,,,Free Kick,1,From Free Kick,Daniel Baier,8317.0,Left Defensive Midfield,8,Augsburg,172,['d666964f-7177-47c1-9312-a8630e692a33'],29,,,,,,,,,,,,,,,,,,Augsburg,172,00:02:29.887,Pass,
,,,,,,,,,,,,,,,2.082117,,,,,,,,,,,,,,4c3073a5-7358-4f69-88ff-467793336241,99,,"[99.0, 20.6]",3890287,2,,,,True,1.0341887,,,,"[112.8, 43.8]",,High Pass,,26.994074,,Incomplete,,Raúl Marcelo Bobadilla,8807.0,,,,,,,1,From Free Kick,Tobias Werner,400620.0,Left Wing,8,Augsburg,172,"['11e38cef-4b26-465a-8deb-9481a8ae1064', 'b1328179-e2d8-446f-a6fe-4de1c6c8d804', 'b202aeeb-fb9f-4770-9250-a7ea53d1a724']",31,,,,,,,,,,,,,,,,,,Augsburg,172,00:02:31.921,Pass,True
,,,,,,,,,,,,,,,2.011054,,,,,,,,,,,,,,4c0653c6-d8ab-41c5-8587-fc7508b6fe65,103,,"[13.6, 39.8]",3890287,2,,,,,1.4879822,,Keeper Arm,,"[15.7, 65.1]",,Ground Pass,,25.387005,,,,Márcio Rafael Ferreira de Souza,8209.0,,,,,,,1,Regular Play,Manuel Neuer,5570.0,Goalkeeper,9,Bayern Munich,169,['af31705a-322e-46b4-a624-4ac321ba47d6'],36,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:36.249,Pass,
,,,,,,,,,,,,,,,0.872371,,,,,,,,,,,,,,5033560d-f300-48ac-a492-eb2b58f2ed80,106,,"[26.9, 70.6]",3890287,2,,,,,-1.7740569,,Right Foot,,"[24.2, 57.5]",,Ground Pass,,13.37535,,,,Xabier Alonso Olano,20133.0,,,,,,,1,Regular Play,Márcio Rafael Ferreira de Souza,8209.0,Right Center Back,9,Bayern Munich,169,['2a592484-b4ff-4262-90d4-7e8f48a8bdd0'],40,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:40.952,Pass,
,,,,,,,,,,,,,,,1.15443,,,,,,,,,,,,,,d4d13296-0cf1-4402-a0db-fcfa72a6e664,108,,"[24.2, 56.9]",3890287,2,,,,,1.2370942,,Left Foot,,"[29.4, 71.9]",,Ground Pass,,15.875768,,,,Márcio Rafael Ferreira de Souza,8209.0,,,,,,,1,Regular Play,Xabier Alonso Olano,20133.0,Center Defensive Midfield,9,Bayern Munich,169,['0954309d-01a1-4c0e-ba74-3b29dc63a6db'],41,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:41.825,Pass,
,,,,,,,,,,,,,,,1.106963,,,,,,,,,,,,,,89a97ef8-3c53-4ddd-8ba4-e62e4ebce775,111,,"[29.4, 71.9]",3890287,2,,,,,-1.9040406,,Right Foot,,"[24.0, 56.3]",,Ground Pass,,16.50818,,,,Xabier Alonso Olano,20133.0,,,,,,,1,Regular Play,Márcio Rafael Ferreira de Souza,8209.0,Right Center Back,9,Bayern Munich,169,['298e31d4-59ae-42c8-b2f0-7cc800ff7f7c'],44,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:44.088,Pass,
,,,,,,,,,,,,,,,1.725271,,,,,,,,,,,,,,11d19e67-b771-4aa6-b5ca-487919c778ed,114,,"[28.7, 60.0]",3890287,2,,,,,0.71445143,,Right Foot,,"[49.8, 78.3]",,Ground Pass,,27.930271,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,1,Regular Play,Xabier Alonso Olano,20133.0,Center Defensive Midfield,9,Bayern Munich,169,['9f566e54-b0d7-4145-b88c-06340d8b00ac'],47,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:47.645,Pass,
,,,,,,,,,,,,,,,1.579598,,,,,,,,,,,,,,0abb95a2-1119-44cf-888a-12880f10cc9f,118,,"[50.2, 78.6]",3890287,2,,,,,-2.992033,,Right Foot,,"[42.9, 77.5]",,Low Pass,,7.3824115,,,,Márcio Rafael Ferreira de Souza,8209.0,,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,9,Bayern Munich,169,"['120d2610-d45a-4db3-bb1d-e798fbf16758', '797dc068-8e11-47aa-bcb7-5f09dee35e7d']",49,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:49.459,Pass,True
