50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,d597cb6f-6b5b-4e84-a065-538d1407c996,1,,,3890275,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 10483, 'name': 'Ørjan Håskjold Nyland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 40460, 'name': 'Tobias Levels'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 13332, 'name': 'Romain Brégerie'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 36641, 'name': 'Konstantin Engel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 40459, 'name': 'Roger de Oliveira Bernardo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 9}, {'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 12304, 'name': 'Alfredo Morales'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 9103, 'name': 'Lukas Hinterseer'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 16}]}",Ingolstadt,189,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,4f1aabba-ee7f-478e-96fc-eeeaff0f0c32,2,,,3890275,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 38}, {'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 4430, 'name': 'Neven Subotić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 11458, 'name': 'Marcel Schmelzer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Borussia Dortmund,180,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,9cfe390e-d529-4647-b37a-77ef91cb652b,3,,,3890275,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,['659f659e-0505-455f-89ea-64ab76d013c2'],0,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,659f659e-0505-455f-89ea-64ab76d013c2,4,,,3890275,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,['9cfe390e-d529-4647-b37a-77ef91cb652b'],0,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0511b97e-d0d0-444e-aeb7-a60b0c7975d0,1582,,,3890275,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Borussia Dortmund,180,['b10c7fa9-5d35-4e27-9bc8-9508125b6b00'],0,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,b10c7fa9-5d35-4e27-9bc8-9508125b6b00,1583,,,3890275,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Borussia Dortmund,180,['0511b97e-d0d0-444e-aeb7-a60b0c7975d0'],0,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.475062,,,,,,,,,,,,,,,,05a4efc0-90da-495d-a364-f59386c176bf,5,,"[60.0, 40.0]",3890275,0,,True,,,2.070143,,Right Foot,,,"[59.4, 41.1]",,Ground Pass,,1.2529964,,,,,Marco Reus,5559.0,,,,,Kick Off,1,From Kick Off,Pierre-Emerick Aubameyang,3712.0,Center Forward,2,Borussia Dortmund,180,['08fe2154-21a9-4125-bb3d-4fb38d0d75f1'],0,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.777,Pass,
,,,,,,,,,,,,,,,,,,,0.862024,,,,,,,,,,,,,,,,75d93c49-57c6-487b-8150-057f80762ffb,7,,"[59.5, 40.4]",3890275,0,,True,,,3.0911305,,Right Foot,,,"[49.6, 40.9]",,Ground Pass,,9.912619,,,,,İlkay Gündoğan,10287.0,,,,,,1,From Kick Off,Marco Reus,5559.0,Right Wing,2,Borussia Dortmund,180,['619faa75-0d15-4be0-a9a6-63bfc3b938d5'],1,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:01.414,Pass,
,,,,,,,,,,,,,,,,,,,1.815389,,,,,,,,,,,,,,,,870c1e31-c39a-4157-acba-26f2348435df,9,,"[48.2, 42.6]",3890275,0,,,,,1.481528,,Right Foot,,,"[51.1, 75.0]",,Ground Pass,,32.529526,,,,,Matthias Ginter,8808.0,,,,,,1,From Kick Off,İlkay Gündoğan,10287.0,Right Center Midfield,2,Borussia Dortmund,180,['7a1e1aa7-d54b-414d-a06c-316c9a0372b6'],3,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:03.044,Pass,
,,,,,,,,,,,,,,,,,,,0.093188,,,,,,,,,,,,,,,,db3e51ab-a805-4eb5-a207-085abbbb8bb1,12,,"[51.1, 77.0]",3890275,0,,,,,-0.33029735,,Right Foot,,,"[54.6, 75.8]",,Low Pass,,3.7,,,Incomplete,,,,,,,,,1,From Kick Off,Matthias Ginter,8808.0,Right Back,2,Borussia Dortmund,180,['5581b0c5-1dba-459b-881e-159f42eeeb3f'],6,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:06.090,Pass,
