50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.562106,,,,,,,,,,,,,,4ce034c9-471e-4ffa-92ba-924e8adda8fe,17,,,"[22.3, 26.3]",3890317,0,,,,-1.3201424,,Right Foot,,,"[27.6, 5.6]",,Ground Pass,,21.367733,,,,Matthias Ostrzolek,8547.0,,,,,,1,From Kick Off,Emir Spahić,26791.0,Left Center Back,2,Hamburger SV,171,['0a8c6847-e5a0-4228-870a-c9dc9b530dd5'],14,,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:14.295,Pass,
,,,,,,,,,,,,,,,,,,,1.120651,,,,,,,,,,,,,,e9db14be-a222-44d0-b9ea-34135e4230f4,20,,,"[33.8, 9.1]",3890317,0,,,,2.2122164,,Left Foot,,,"[22.3, 24.5]",,Ground Pass,,19.220041,,,,Emir Spahić,26791.0,,,,,,1,From Kick Off,Matthias Ostrzolek,8547.0,Left Back,2,Hamburger SV,171,['2018af61-0aee-4977-8cef-1b6b65182c8c'],18,,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:18.216,Pass,
,,,,,,,,,,,,,,,,,,,1.737387,,,,,,,,,,,,,,0ce61821-2a0e-47a6-8150-bc926b60d49a,23,,,"[29.8, 37.5]",3890317,0,,,,-0.32067874,,Right Foot,,,"[57.8, 28.2]",,Ground Pass,,29.504068,,,,Albin Ekdal,5624.0,,,,,,1,From Kick Off,Emir Spahić,26791.0,Left Center Back,2,Hamburger SV,171,['77b5a017-42e5-4702-8fd8-83dea3fe9898'],24,,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:24.424,Pass,
,,,,,,,,,,,,,,,,,,,0.871817,,,,,,,,,,,,,,8d42fffa-b1e6-4f80-af7d-497d0975643d,32,,,"[71.4, 55.2]",3890317,0,,,,1.8045396,,Right Foot,,,"[69.9, 61.5]",,Ground Pass,,6.47611,,,,Leon Goretzka,6324.0,,,,,,1,Regular Play,Marco Höger,8824.0,Left Defensive Midfield,3,Schalke 04,181,"['385317ac-5147-4f37-86ed-691d8dc96519', 'bd954e37-807c-4839-a807-8fc79125bcbc']",29,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:29.581,Pass,True
,,,,,,,,,,,,,,,,,,,0.871122,,,,,,,,,,,,,,f2c4b3eb-609f-40eb-80a8-32afb89a1a6e,36,,,"[85.8, 61.2]",3890317,0,,,,-0.8562471,,Right Foot,,,"[93.0, 52.9]",,Ground Pass,,10.9877205,,Incomplete,,Marco Höger,8824.0,,,,,,1,Regular Play,Leon Goretzka,6324.0,Right Wing,3,Schalke 04,181,"['07bbca97-7669-46cb-a64f-f3acce540302', '3e41af45-923d-4603-ab59-ab40b676805b', 'c3cd0534-c3f1-4472-93be-07398b3a225d']",32,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:32.453,Pass,True
,,,,,,,,,,,,,,,,,,,1.664848,,,,,,,,,,,,,,a3f44f20-89d5-44c1-be68-78d21dccc912,39,,,"[93.6, 80.0]",3890317,0,,,,-0.73955876,,,,,"[105.0, 69.6]",,High Pass,,15.431137,,Incomplete,,Max Meyer,8508.0,,,,,Throw-in,1,From Throw In,Uilson de Souza Paula Júnior,30312.0,Right Back,4,Schalke 04,181,"['26806629-8669-4791-8c5a-5adcf93fd967', '439f28c4-a3c3-49f2-8bbb-8a84ac7a8e31']",42,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:42.959,Pass,
,,,,,,,,,,,,,,,,,,,1.540519,,,,,,,,,,,,,,e0b6094b-4dca-4a87-aa66-19fe6bd824c4,42,,,"[104.0, 80.0]",3890317,0,,,,-1.6479158,,,,,"[102.3, 58.0]",,High Pass,,22.065584,,,,Jean-Eric Maxim Choupo-Moting,3499.0,,,,,Throw-in,1,From Throw In,Uilson de Souza Paula Júnior,30312.0,Right Back,5,Schalke 04,181,['017a4fbf-20f4-4b04-83fb-7286aecfe53f'],52,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:52.271,Pass,
,,,,,,,,,,,,,,,,,,,2.510714,,,,,,,,,,,,,,f91b6bc9-653c-4d8e-b33f-29e272de333f,44,,,"[102.3, 58.3]",3890317,0,,,,3.0172377,,Right Foot,,,"[90.3, 59.8]",,High Pass,,12.093387,,Incomplete,,Max Meyer,8508.0,,,,,,1,From Throw In,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,5,Schalke 04,181,"['23c650f1-bfd5-4d50-b85e-84448dc02969', 'a396e7ac-1848-4fc1-85d3-d18a3a8a58ea']",53,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:53.811,Pass,
,,,,,,,,,,,,,,,,,,,1.718744,,,,,,,,,,,,,,a396e7ac-1848-4fc1-85d3-d18a3a8a58ea,46,,,"[29.8, 20.3]",3890317,0,,,,-2.4980915,,Head,,,"[23.0, 15.2]",,Low Pass,,8.5,,Incomplete,,,,,,,,Recovery,1,From Throw In,Lewis Harry Holtby,8891.0,Center Attacking Midfield,5,Schalke 04,181,"['17090123-426a-44f7-9292-3f79d357f30b', 'f91b6bc9-653c-4d8e-b33f-29e272de333f']",56,,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:56.322,Pass,
,,,,,,,,,,,,,,,,,,,1.162464,,,,,,,,,,,,,,ac53be79-12c0-4e8b-9907-571370a2b5de,54,,,"[120.0, 0.1]",3890317,1,,,,1.7806246,,Right Foot,,,"[113.1, 32.5]",,High Pass,True,33.126575,,,,Roman Neustädter,16534.0,,,Inswinging,,Corner,1,From Corner,Johannes Geis,6717.0,Right Defensive Midfield,6,Schalke 04,181,['a89e6a7c-afce-4eb5-888a-f48071651309'],36,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:36.795,Pass,
,,,,,,,,,,,,,,,,,,,1.444411,,,,,,,,,,,,,,6ff8b40a-092f-4d98-b760-592cc69e8882,57,,,"[113.9, 33.3]",3890317,1,,,,1.6575347,07a0cb24-8db8-4378-9d63-cb2582303390,Right Foot,,,"[112.7, 47.1]",,High Pass,,13.852076,,,,Franco Matías Di Santo,8512.0,True,,,,,1,From Corner,Roman Neustädter,16534.0,Left Center Back,6,Schalke 04,181,"['07f0c81f-a1e3-4d02-b1fb-5a28e8f5ed09', '7e823655-3822-4734-a0a7-747b4fe49cdf']",37,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:37.958,Pass,True
,,,,,,,,,,,,,,,,,,,1.86098,,,,,,,,,,,,,,237a8f6e-21a9-44c3-a10b-1bbd3b4bf2ee,63,,,"[98.5, 36.3]",3890317,1,,,,3.0890095,,Right Foot,,,"[75.7, 37.5]",,High Pass,,22.831556,,,,Uilson de Souza Paula Júnior,30312.0,,,,,Recovery,1,From Corner,Roman Neustädter,16534.0,Left Center Back,6,Schalke 04,181,['e85db400-633e-45a4-a714-9e142060998a'],46,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:46.209,Pass,
,,,,,,,,,,,,,,,,,,,2.590479,,,,,,,,,,,,,,2f155f65-377c-4a15-80c2-d07ad92096c0,65,,,"[76.0, 37.5]",3890317,1,,,,-1.3708606,,Head,,,"[80.6, 14.8]",,High Pass,,23.16139,,,,Johannes Geis,6717.0,,,,,,1,From Corner,Uilson de Souza Paula Júnior,30312.0,Right Back,6,Schalke 04,181,['6e03603e-ea2c-460c-97a1-bdae456829ec'],48,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:48.070,Pass,
,,,,,,,,,,,,,,,,,,,1.6142,,,,,,,,,,,,,,3c6e4600-daff-4389-af45-1757e17cc5d7,68,,,"[81.0, 16.2]",3890317,1,,,,1.0101093,,Head,,,"[91.8, 33.4]",,High Pass,,20.309603,,Incomplete,,Roman Neustädter,16534.0,,,,,,1,From Corner,Johannes Geis,6717.0,Right Defensive Midfield,6,Schalke 04,181,"['8ae313fc-f41e-41b7-b4e2-0b661cdb2977', 'ff666c15-8c29-478b-a785-774598dc344f']",50,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:50.660,Pass,
,,,,,,,,,,,,,,,,,,,1.271601,,,,,,,,,,,,,,a637ab5e-10e5-484b-91d3-32010ac037b3,73,,,"[77.4, 42.6]",3890317,1,,,,-0.28067777,,Left Foot,,,"[88.5, 39.4]",,Low Pass,,11.552056,,Incomplete,,Jean-Eric Maxim Choupo-Moting,3499.0,,,,,Interception,1,From Corner,Marco Höger,8824.0,Left Defensive Midfield,6,Schalke 04,181,"['83638827-a772-4ae6-9b9a-c4ca037ab14b', 'c7ec43ec-d0d8-4c59-8fe8-54ccc5e2d34f']",54,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:54.102,Pass,
,,,,,,,,,,,,,,,,,,,2.665678,,,,,,,,,,,,,,2600cd62-b5ae-4d71-b18b-725301557c87,79,,,"[62.1, 23.0]",3890317,1,,,,0.26997346,,Left Foot,,,"[93.9, 31.8]",,Ground Pass,,32.99515,,Incomplete,,Pierre-Michel Lasogga,8895.0,,,,,,1,From Corner,Lewis Harry Holtby,8891.0,Center Attacking Midfield,6,Schalke 04,181,"['2db766b2-5fee-4439-b235-5308e046a153', 'c33a369e-aa1d-47e7-8aac-83283834e602']",59,,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:59.805,Pass,
,,,,,,,,,,,,,,,,,,,1.781974,,,,,,,,,,,,,,c33a369e-aa1d-47e7-8aac-83283834e602,82,,,"[26.2, 48.3]",3890317,2,,,,-2.6931944,,Right Foot,,,"[7.7, 39.4]",,Ground Pass,,20.529491,,,,Ralf Fährmann,8517.0,,,,,Recovery,1,From Corner,Roman Neustädter,16534.0,Left Center Back,6,Schalke 04,181,"['0d55c6ca-3636-4d95-96ab-aae7ac97cb3d', '2600cd62-b5ae-4d71-b18b-725301557c87', '8ac0ff09-8e0c-42ce-b71d-c4456edaed0a']",2,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:02.471,Pass,True
,,,,,,,,,,,,,,,,,,,3.618274,,,,,,,,,,,,,,9a46a190-0a26-45b0-a241-aaf6eef35b8d,85,,,"[9.9, 41.2]",3890317,2,,,,-0.05442774,,Right Foot,,,"[66.8, 38.1]",,High Pass,,56.984383,,Incomplete,,Leon Goretzka,6324.0,,,,,,1,From Corner,Ralf Fährmann,8517.0,Goalkeeper,6,Schalke 04,181,"['253ac184-6f95-45c0-a014-c46b6d17bccb', 'b16020e0-0e2d-46ce-8ac7-71198af86f88', 'f65860a5-17c1-4330-bb9f-b46d6fb12c4c']",4,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:04.253,Pass,True
,,,,,,,,,,,,,,,,,,,1.54117,,,,,,,,,,,,,,be68e854-d025-422b-bce3-dae183d80645,92,,,"[63.4, 22.0]",3890317,2,,,,-1.1712809,,Left Foot,,,"[67.2, 13.0]",,Ground Pass,,9.76934,,,,Dennis Aogo,8958.0,,,,,,1,From Corner,Max Meyer,8508.0,Center Attacking Midfield,6,Schalke 04,181,"['4850390e-5238-4a85-9fd4-165101b83c59', 'e0f68b6a-bb26-44c4-be91-4a577f8d1876']",10,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:10.757,Pass,True
,,,,,,,,,,,,,,,,,,,0.835104,,,,,,,,,,,,,,dda584ae-9651-4f6b-9e6b-535a7643a34e,95,,,"[69.6, 15.5]",3890317,2,,,,1.7483925,,Left Foot,,,"[68.2, 23.3]",,Ground Pass,,7.924645,,,,Max Meyer,8508.0,,,,,,1,From Corner,Dennis Aogo,8958.0,Left Back,6,Schalke 04,181,"['57f2e2d6-5ec1-407e-8954-746f19f0b16a', 'f0e8004c-8475-4878-973c-336ab130c5c9']",12,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:12.299,Pass,True
,,,,,,,,,,,,,,,,,,,1.67645,,,,,,,,,,,,,,78fcf3c8-282a-41f1-9e1c-0f004ab5e5af,99,,,"[67.6, 22.0]",3890317,2,,,,2.3001783,,Right Foot,,,"[57.5, 33.3]",,Ground Pass,,15.155857,,,,Johannes Geis,6717.0,,,,,,1,From Corner,Max Meyer,8508.0,Center Attacking Midfield,6,Schalke 04,181,"['226039d5-3422-45b0-a9ab-5e4aae37cfe2', 'cd20ed46-63be-4338-8a06-59efe15cae47']",14,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:14.989,Pass,True
,,,,,,,,,,,,,,,,,,,1.107721,,,,,,,,,,,,,,17ae1023-6fd1-48e6-8559-8b7bd9f163a7,101,,,"[58.0, 31.6]",3890317,2,,,,-2.1381598,,Right Foot,,,"[51.5, 21.4]",,Ground Pass,,12.09504,,,,Roman Neustädter,16534.0,,,,,,1,From Corner,Johannes Geis,6717.0,Right Defensive Midfield,6,Schalke 04,181,['d3cf146a-7a7a-47c2-bc4f-52e94f5831ac'],16,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:16.666,Pass,
,,,,,,,,,,,,,,,,,,,1.901561,,,,,,,,,,,,,,59326d8c-0d88-458b-9a7a-067eca4ae062,108,,,"[14.6, 39.4]",3890317,3,,,,-1.0129164,,Right Foot,,,"[30.2, 14.4]",,Ground Pass,,29.467949,,,,Roman Neustädter,16534.0,,,,,,1,Regular Play,Ralf Fährmann,8517.0,Goalkeeper,8,Schalke 04,181,['2e44b787-d883-4688-9458-1f5a6d385889'],10,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:03:10.891,Pass,
,,,,,,,,,,,,,,,,,,,1.29465,,,,,,,,,,,,,,a471f659-87fc-41bb-9b19-4a0d2caf9c9d,112,,,"[38.6, 8.2]",3890317,3,,,,-0.27510136,,Left Foot,,,"[51.0, 4.7]",,Ground Pass,,12.884487,,,,Dennis Aogo,8958.0,,,,,,1,Regular Play,Roman Neustädter,16534.0,Left Center Back,8,Schalke 04,181,"['55ce7edb-5324-4161-941e-9b5d1d5d2a4e', '8b7070b3-2559-4888-8257-fbb798841fc4']",14,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:03:14.847,Pass,True
,,,,,,,,,,,,,,,,,,,0.286631,,,,,,,,,,,,,,b97d6013-6b11-4a93-a6e5-28159333dc52,116,,,"[50.7, 4.7]",3890317,3,,,,0.51048833,,Left Foot,,,"[53.2, 6.1]",,Low Pass,,2.8653097,,Incomplete,,Jean-Eric Maxim Choupo-Moting,3499.0,,,,,,1,Regular Play,Dennis Aogo,8958.0,Left Back,8,Schalke 04,181,"['20e56059-1e81-400b-b421-9f0058994635', '8a35aaa2-ab9b-4f5b-8b50-fc074c1f2a3d', 'f5e47007-5234-45e6-9126-24d4010ab4e3']",16,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:03:16.254,Pass,True
,,,,,,,,,,,,,,,,,,,1.690075,,,,,,,,,,,,,,fec54339-da91-4f95-88e5-f174f66140b9,119,,,"[51.4, 0.1]",3890317,3,,,,0.8237069,,,,,"[65.2, 15.0]",,High Pass,,20.308865,,,,Jean-Eric Maxim Choupo-Moting,3499.0,,,,,Throw-in,1,From Throw In,Dennis Aogo,8958.0,Left Back,9,Schalke 04,181,['f0ffe212-4266-4d89-a15a-68fb3b1874de'],26,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:03:26.074,Pass,
,,,,,,,,,,,,,,,,,,,1.576429,,,,,,,,,,,,,,151d4bfe-ab4b-40eb-8eff-c9f6cbaec6a7,128,,,"[53.0, 19.9]",3890317,3,,,,-2.5930433,,Right Foot,,,"[35.0, 8.9]",,Low Pass,,21.095022,,,,Roman Neustädter,16534.0,,,,,,1,From Throw In,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,9,Schalke 04,181,"['eecf75fb-ac20-476d-9de1-b9920c1ee879', 'ffbbda45-056c-4ae5-9392-e05a518d653c']",30,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:03:30.487,Pass,True
,,,,,,,,,,,,,,,,,,,2.772378,,,,,,,,,,,,,,28069199-304a-4cba-a2b7-f2e1420e37aa,132,,,"[31.2, 14.0]",3890317,3,,,,1.4865277,,Right Foot,,,"[34.3, 50.7]",,Ground Pass,,36.830692,,,,Joël Andre Job Matip,3502.0,,,,,,1,From Throw In,Roman Neustädter,16534.0,Left Center Back,9,Schalke 04,181,"['a1203525-6f8f-434c-bcd3-9a812705b105', 'e0f7bb6d-a51f-4972-b1e5-98e8c6b44d90']",33,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:03:33.076,Pass,True
,,,,,,,,,,,,,,,,,,,1.199554,,,,,,,,,,,,,,30a4c9ea-2f60-400b-8774-f2463abd7fad,136,,,"[43.2, 63.9]",3890317,3,,,,-0.27500838,,Right Foot,,,"[67.3, 57.1]",,Ground Pass,,25.040966,,,,Max Meyer,8508.0,,,,,,1,From Throw In,Joël Andre Job Matip,3502.0,Right Center Back,9,Schalke 04,181,"['1b3acbfa-0a8a-43ea-96c3-7920c1617f20', '6bc3268d-99aa-4e8f-b80d-9c96e24db51e']",38,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:03:38.075,Pass,True
,,,,,,,,,,,,,,,,,,,0.065073,,,,,,,,,,,,,,26bd2327-195b-4a60-9cd2-c77dcd2dd8b3,140,,,"[68.6, 57.9]",3890317,3,,,,2.8890383,,Right Foot,,,"[65.5, 58.7]",,Ground Pass,,3.2015622,,Incomplete,,Joël Andre Job Matip,3502.0,,,,,,1,From Throw In,Max Meyer,8508.0,Center Attacking Midfield,9,Schalke 04,181,"['42f06923-eaa3-4e82-9966-be7ce03e8523', 'c6ed13d9-f057-4803-b4fd-e42d12a3cb1f']",40,,,,,,,,,,,,,,,,,,,Schalke 04,181,00:03:40.795,Pass,
