ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6eb1d4a1-b40d-4c15-a6e7-13340343933b,1,,,,3890385,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25003, 'name': 'Sascha Riether'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 7016, 'name': 'Benedikt Höwedes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 32}, {'player': {'id': 8958, 'name': 'Dennis Aogo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 13}, {'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]}",Schalke 04,181,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6ef39c02-b5b2-4cbb-a595-ca6b994b825e,2,,,,3890385,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 12316, 'name': 'Oliver Sorg'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 8543, 'name': 'Manuel Schmiedebach'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 2}, {'player': {'id': 8541, 'name': 'Kenan Karaman'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 26}, {'player': {'id': 30287, 'name': 'Ceyhun Gülselam'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 6}, {'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Hannover 96,178,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b9f75eeb-a774-488d-9b90-ce6f40f94134,3,,,,3890385,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,['7d1cd897-1515-4393-b695-b31cadd7b954'],0,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7d1cd897-1515-4393-b695-b31cadd7b954,4,,,,3890385,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,['b9f75eeb-a774-488d-9b90-ce6f40f94134'],0,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,aa83285d-7a96-4027-90c5-630114a95fb7,1624,,,,3890385,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,98,Hannover 96,178,['7a715f63-196f-423a-b159-fed10f808402'],0,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7a715f63-196f-423a-b159-fed10f808402,1625,,,,3890385,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,98,Hannover 96,178,['aa83285d-7a96-4027-90c5-630114a95fb7'],0,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.62796,,,,,,,,,,,,,,0e3c2881-dae8-4eb0-a203-5919827b7ab4,5,,,"[61.0, 40.1]",3890385,0,,,,,-3.041924,,Right Foot,,,,"[60.0, 40.0]",,Ground Pass,,1.0049876,,,,Max Meyer,8508.0,,,,,Kick Off,1,From Kick Off,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,2,Schalke 04,181,['98f85a3b-76b9-4259-a434-fd06cdeda02e'],0,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.100,Pass,
,,,,,,,,,,,,,,1.299516,,,,,,,,,,,,,,86dcd63f-f2e3-4cb8-acc1-5565095c4b23,8,,,"[60.0, 39.6]",3890385,0,,,,,-2.987144,,Right Foot,,,,"[43.3, 37.0]",,Ground Pass,,16.901184,,,,Joël Andre Job Matip,3502.0,,,,,,1,From Kick Off,Max Meyer,8508.0,Center Attacking Midfield,2,Schalke 04,181,['0a7b051b-8b07-41b4-8ae0-648a25a2f35d'],0,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.783,Pass,
,,,,,,,,,,,,,,0.644265,,,,,,,,,,,,,,026468f2-4027-4cbe-8a6c-01fa4fce670c,11,,,"[43.3, 37.0]",3890385,0,,,,,-2.3774679,,Right Foot,,,,"[40.9, 34.7]",,Ground Pass,,3.3241541,,,,Johannes Geis,6717.0,,,,,,1,From Kick Off,Joël Andre Job Matip,3502.0,Left Center Back,2,Schalke 04,181,['d0ef85d1-e864-4259-b0ff-6ec73a8443fd'],2,,,,,,,,,,,,,,,,Schalke 04,181,00:00:02.427,Pass,
,,,,,,,,,,,,,,2.580714,,,,,,,,,,,,,,91f7f307-26de-4800-94f2-fe735c5cf572,13,,,"[40.7, 34.6]",3890385,0,,,,,2.8209255,,Right Foot,,,,"[13.0, 43.8]",,Ground Pass,,29.18784,,,,Ralf Fährmann,8517.0,,,,,,1,From Kick Off,Johannes Geis,6717.0,Right Defensive Midfield,2,Schalke 04,181,['aae87a7d-faea-4b5a-80fd-dee9c535597a'],3,,,,,,,,,,,,,,,,Schalke 04,181,00:00:03.071,Pass,
