bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.574959,,,,,,,,,,,,,63229128-db01-425b-bd25-a630beee3f8c,17,,"[21.7, 25.3]",3890372,0,,,,,1.4965835,,Left Foot,,,"[23.7, 52.2]",,Ground Pass,,26.974247,,,Jan-Ingwer Callsen-Bracker,22826.0,,,,,,1,From Throw In,Ragnar Klavan,4174.0,Left Center Back,3,Augsburg,172,['d01c65ce-f4d9-49bf-a807-32adc3e1e64a'],22,,,,,,,,,,,,,,,,,Augsburg,172,00:00:22.613,Pass,
,,,,,,,,,,,,,,,,1.833445,,,,,,,,,,,,,2692865f-ff1f-4f36-8bc9-da4f55156931,20,,"[24.1, 55.4]",3890372,0,,,,,1.2585996,,Right Foot,,,"[30.2, 74.3]",,Ground Pass,,19.86001,,,Paul Verhaegh,8237.0,,,,,,1,From Throw In,Jan-Ingwer Callsen-Bracker,22826.0,Right Center Back,3,Augsburg,172,['14fa12aa-28eb-4328-8f5d-2747d303416e'],25,,,,,,,,,,,,,,,,,Augsburg,172,00:00:25.105,Pass,
,,,,,,,,,,,,,,,,1.606062,,,,,,,,,,,,,b2f15670-9209-4fd8-8443-ddd9052d2bf1,23,,"[35.1, 71.2]",3890372,0,,,,,-1.874492,,Right Foot,,,"[24.1, 36.1]",,Ground Pass,,36.783283,,,Ragnar Klavan,4174.0,,,,,,1,From Throw In,Paul Verhaegh,8237.0,Right Back,3,Augsburg,172,['85445760-a43f-4589-a632-40bf8b78ff1a'],28,,,,,,,,,,,,,,,,,Augsburg,172,00:00:28.217,Pass,
,,,,,,,,,,,,,,,,1.743551,,,,,,,,,,,,,d5bdfdef-92c1-4942-9620-17074dd2caed,26,,"[26.5, 31.6]",3890372,0,,,,,-1.1015308,,Left Foot,,,"[37.3, 10.3]",,Ground Pass,,23.881582,,,Daniel Baier,8317.0,,,,,,1,From Throw In,Ragnar Klavan,4174.0,Left Center Back,3,Augsburg,172,['c7cade94-bead-4117-a9c7-f62900283452'],31,,,,,,,,,,,,,,,,,Augsburg,172,00:00:31.211,Pass,
,,,,,,,,,,,,,,,,1.297357,,,,,,,,,,,,,746f6da9-723f-4dbd-9486-1e4b6596b154,30,,"[37.3, 10.5]",3890372,0,,,,,2.4990737,,Right Foot,,,"[21.0, 22.7]",,Ground Pass,,20.36001,,,Ragnar Klavan,4174.0,,,,,,1,From Throw In,Daniel Baier,8317.0,Left Defensive Midfield,3,Augsburg,172,"['06abad79-b791-4eb1-bae7-3b7002e1ec6c', 'a8e2b8bb-d9f8-422a-b697-961192fa3a91']",34,,,,,,,,,,,,,,,,,Augsburg,172,00:00:34.092,Pass,True
,,,,,,,,,,,,,,,,2.472863,,,,,,,,,,,,,f39dd6ce-6f76-4c5e-8c10-ae203054acd9,33,,"[21.0, 22.8]",3890372,0,,,,,0.3547754,,Left Foot,,,"[67.7, 40.1]",,High Pass,,49.801407,Incomplete,,Raúl Marcelo Bobadilla,8807.0,,,,,,1,From Throw In,Ragnar Klavan,4174.0,Left Center Back,3,Augsburg,172,"['2b6daed9-d6e6-4701-a8e2-68b85bd3cdef', 'b8634853-f170-41d6-a4d2-32bd87240cfc']",35,,,,,,,,,,,,,,,,,Augsburg,172,00:00:35.469,Pass,
,,,,,,,,,,,,,,,,0.995692,,,,,,,,,,,,,b8634853-f170-41d6-a4d2-32bd87240cfc,35,,"[52.4, 40.0]",3890372,0,,,,,-0.1440338,,Head,,,"[65.5, 38.1]",,High Pass,,13.237069,,,Christian Gentner,8959.0,,,,,Recovery,1,From Throw In,Timo Baumgartl,8956.0,Left Center Back,3,Augsburg,172,"['640b0a4b-7cc5-4dd3-9334-f5993a471e79', 'f39dd6ce-6f76-4c5e-8c10-ae203054acd9']",37,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:37.942,Pass,
,,,,,,,,,,,,,,,,2.209991,,,,,,,,,,,,,28288683-0321-42bd-8b8c-ac86c6a67814,39,,"[50.7, 52.5]",3890372,0,,,,,0.026929514,,Right Foot,,,"[80.4, 53.3]",,High Pass,,29.710772,Incomplete,,Raúl Marcelo Bobadilla,8807.0,,,,,Recovery,1,From Throw In,Paul Verhaegh,8237.0,Right Back,3,Augsburg,172,"['511ade7e-4092-487f-b326-ecf65e21a406', 'e63d9406-abc1-4f65-af7d-5d2094ef9b75']",39,,,,,,,,,,,,,,,,,Augsburg,172,00:00:39.902,Pass,
,,,,,,,,,,,,,,,,0.854013,,,,,,,,,,,,,e63d9406-abc1-4f65-af7d-5d2094ef9b75,41,,"[39.7, 26.8]",3890372,0,,,,,-2.1486983,,Right Foot,,,"[35.2, 19.9]",,Low Pass,,8.237719,,,Emiliano Adrián Insúa Zapata,12626.0,,,,,Recovery,1,From Throw In,Timo Baumgartl,8956.0,Left Center Back,3,Augsburg,172,"['28288683-0321-42bd-8b8c-ac86c6a67814', '6396658c-915c-4c6e-8b19-2233648cd2b9']",42,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:42.112,Pass,
,,,,,,,,,,,,,,,,2.705638,,,,,,,,,,,,,644cb407-71b5-49f2-a58a-1793c8252341,44,,"[33.9, 19.4]",3890372,0,,,,,0.59752613,,Right Foot,,,"[65.2, 40.7]",,High Pass,,37.860004,Incomplete,,Daniel Didavi,8243.0,,,,,,1,From Throw In,Emiliano Adrián Insúa Zapata,12626.0,Left Back,3,Augsburg,172,"['3c0f2703-ae19-4a94-a5ba-d2657b1e7f93', 'dd524290-5c10-4e6b-9b6f-2889f66cb146']",43,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:43.040,Pass,
,,,,,,,,,,,,,,,,1.371769,,,,,,,,,,,,,3c0f2703-ae19-4a94-a5ba-d2657b1e7f93,46,,"[54.9, 39.4]",3890372,0,,,,,1.380808,,Right Foot,,,"[56.4, 47.2]",,Low Pass,,7.942921,,,Dominik Kohr,8207.0,,,,,Recovery,1,From Throw In,Daniel Baier,8317.0,Left Defensive Midfield,3,Augsburg,172,"['0f9f0447-6053-4d5d-9072-c797f561eb73', '644cb407-71b5-49f2-a58a-1793c8252341']",45,,,,,,,,,,,,,,,,,Augsburg,172,00:00:45.746,Pass,
,,,,,,,,,,,,,,,,0.709812,,,,,,,,,,,,,7c4135e0-cce7-4974-8509-2c174570ed84,48,,"[56.0, 45.8]",3890372,0,,,,,-2.4884233,,Head,,,"[44.5, 37.0]",,Low Pass,,14.480677,,,Daniel Baier,8317.0,,,,,,1,From Throw In,Dominik Kohr,8207.0,Right Defensive Midfield,3,Augsburg,172,['77fe8fb4-286b-48ae-9762-60323b79a596'],47,,,,,,,,,,,,,,,,,Augsburg,172,00:00:47.310,Pass,
,,,,,,,,,,,,,,,,2.162177,,,,,,,,,,,,,e1e57a99-a120-4c0d-ab0f-104c5bce5366,52,,"[42.5, 37.3]",3890372,0,,,,,2.0636954,,Right Foot,,,"[30.2, 60.2]",,Low Pass,,25.99423,,,Jan-Ingwer Callsen-Bracker,22826.0,,,,,,1,From Throw In,Daniel Baier,8317.0,Left Defensive Midfield,3,Augsburg,172,"['25678e99-ef08-4e3f-9a35-1ea46a30df80', 'b35353f3-e36c-4512-a5b0-cb2b3c8bca27']",48,,,,,,,,,,,,,,,,,Augsburg,172,00:00:48.861,Pass,True
,,,,,,,,,,,,,,,,1.887171,,,,,,,,,,,,,ffefcc75-ba68-4477-881f-0f964c58e8dc,56,,"[32.0, 60.4]",3890372,0,,,,,-0.43151173,,Right Foot,,,"[67.4, 44.1]",,High Pass,,38.972427,Incomplete,,Ja-Cheol Koo,5627.0,,,,,,1,From Throw In,Jan-Ingwer Callsen-Bracker,22826.0,Right Center Back,3,Augsburg,172,"['163d0b8a-5e2f-4762-8770-89cbfa5efbb2', '77147a44-74ff-491b-81f1-0f7602754e7c', 'd0d00b9f-3f3e-4ca4-ac70-1d50900cc593']",51,,,,,,,,,,,,,,,,,Augsburg,172,00:00:51.109,Pass,True
,,,,,,,,,,,,,,,,1.129645,,,,,,,,,,,,,d0d00b9f-3f3e-4ca4-ac70-1d50900cc593,58,,"[52.7, 36.0]",3890372,0,,,,,-0.98990595,,Head,,,"[63.4, 19.7]",,High Pass,,19.498205,,,Christian Gentner,8959.0,,,,,Recovery,1,Regular Play,Sereso Geoffroy Gonzaroua Dié,34558.0,Right Defensive Midfield,4,VfB Stuttgart,174,"['7e1ca444-8997-4dcd-a431-10514aa38b7f', 'ffefcc75-ba68-4477-881f-0f964c58e8dc']",52,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:52.996,Pass,
,,,,,,,,,,,,,,,,1.425478,,,,,,,,,,,,,03c34fb1-6c30-4d1b-bb95-c85bb48677c4,61,,"[63.4, 18.2]",3890372,0,,,,,-2.458063,,Right Foot,,,"[51.0, 8.1]",,High Pass,,15.992811,,,Emiliano Adrián Insúa Zapata,12626.0,,,,,,1,Regular Play,Christian Gentner,8959.0,Left Defensive Midfield,4,VfB Stuttgart,174,['80db6bb8-00a0-4d83-ae87-640796eba459'],55,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:55.156,Pass,
,,,,,,,,,,,,,,,,1.347019,,,,,,,,,,,,,8f45a215-be7b-4178-94ee-52d4ea8574b3,69,,"[52.1, 23.0]",3890372,0,,,,,0.18937005,,Left Foot,,,"[64.1, 25.3]",,Ground Pass,,12.218429,,,Christian Gentner,8959.0,,,,,,1,Regular Play,Emiliano Adrián Insúa Zapata,12626.0,Left Back,4,VfB Stuttgart,174,"['44371c13-dc8b-4c1b-9385-feb0dd135aa9', 'a6c701df-3572-49d9-a134-02e5c8a575d2']",58,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:58.837,Pass,True
,,,,,,,,,,,,,,,,1.74011,,,,,,,,,,,,,b6932a7a-ddca-4322-bfed-20809a8a5e8b,72,,"[63.7, 27.3]",3890372,1,,,,,0.46076578,,Right Foot,,,"[91.5, 41.1]",,High Pass,,31.036753,Incomplete,,Timo Werner,5557.0,,,,,,1,Regular Play,Christian Gentner,8959.0,Left Defensive Midfield,4,VfB Stuttgart,174,"['54da329e-9953-4ab7-a038-b3fc6cc39dbc', 'e392a302-2b66-4a0e-b663-533410f11e00']",0,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:00.934,Pass,
,,,,,,,,,,,,,,,,2.337751,,,,,,,,,,,,,e392a302-2b66-4a0e-b663-533410f11e00,74,,"[28.6, 39.0]",3890372,1,,,,,0.3386981,,Right Foot,,,"[46.2, 45.2]",,High Pass,,18.660118,,,Dominik Kohr,8207.0,,,,,Recovery,1,Regular Play,Philipp Max,8319.0,Left Back,5,Augsburg,172,"['72f0be77-d136-48f2-be4c-2c92568f9f37', 'b6932a7a-ddca-4322-bfed-20809a8a5e8b']",2,,,,,,,,,,,,,,,,,Augsburg,172,00:01:02.674,Pass,
,,,,,,,,,,,,,,,,1.151205,,,,,,,,,,,,,75adfe3a-a9d0-45e3-ae4c-bcffa8f626aa,78,,"[43.3, 49.2]",3890372,1,,,,,-0.5971767,,Left Foot,,,"[53.3, 42.4]",,High Pass,,12.092973,,,Ja-Cheol Koo,5627.0,,,,,,1,Regular Play,Dominik Kohr,8207.0,Right Defensive Midfield,5,Augsburg,172,['f2c7e53f-d46b-4eb1-92c2-faf7fb375813'],5,,,,,,,,,,,,,,,,,Augsburg,172,00:01:05.636,Pass,
,,,,,,,,,,,,,,,,2.613367,,,,,,,,,,,,,002e0b8c-f85c-4956-8319-3ebdbf7f0512,81,,"[47.5, 51.6]",3890372,1,,,,,1.2802856,,Right Foot,,,"[53.3, 71.0]",,Ground Pass,,20.248457,,,Paul Verhaegh,8237.0,,,,,,1,Regular Play,Ja-Cheol Koo,5627.0,Center Attacking Midfield,5,Augsburg,172,['d63beb10-e10d-432e-96c6-b4ee771b8253'],8,,,,,,,,,,,,,,,,,Augsburg,172,00:01:08.795,Pass,
,,,,,,,,,,,,,,,,1.300992,,,,,,,,,,,,,90365297-9189-4d31-a4c6-606d4e6cccac,84,,"[80.4, 74.9]",3890372,1,,,,,-2.5447667,,Right Foot,,,"[72.6, 69.6]",,Ground Pass,,9.43027,,,Dominik Kohr,8207.0,,,,,,1,Regular Play,Paul Verhaegh,8237.0,Right Back,5,Augsburg,172,['f8cb5ed4-e72e-4e16-963f-cca552e79c78'],15,,,,,,,,,,,,,,,,,Augsburg,172,00:01:15.426,Pass,
,,,,,,,,,,,,,,,,1.947937,,,,,,,,,,,,,032e9c98-dbb1-4377-a5a9-fa731f116bbf,90,,"[86.9, 80.0]",3890372,1,,,,,-0.76114416,,,,,"[105.9, 61.9]",,High Pass,,26.241379,,,Raúl Marcelo Bobadilla,8807.0,,,,,Throw-in,1,From Throw In,Paul Verhaegh,8237.0,Right Back,6,Augsburg,172,['c4f15fb1-1160-4c8a-a314-b95078a92bc1'],31,,,,,,,,,,,,,,,,,Augsburg,172,00:01:31.288,Pass,
,,,,,,,,,,,,,,,,0.83584,,,,,,,,,,,,,e1c2ab7f-3add-4812-a1b7-95086958a1a6,94,,"[99.8, 65.9]",3890372,1,,,,,0.24207169,,Right Foot,,,"[107.9, 67.9]",,Low Pass,,8.343261,Incomplete,,Alexander Esswein,8574.0,,,,,,1,From Throw In,Raúl Marcelo Bobadilla,8807.0,Center Forward,6,Augsburg,172,"['b558ba50-d0ad-4b2c-ab9c-4fad5faa8666', 'b5a2b81e-166f-4d3a-ac26-de6bffd5d913']",34,,,,,,,,,,,,,,,,,Augsburg,172,00:01:34.200,Pass,
,,,,,,,,,,,,,,,,2.279605,,,,,,,,,,,,,edb11826-b093-409f-bb38-90d8b49e2371,98,,"[10.7, 6.3]",3890372,1,,,,,0.0075375456,,Left Foot,,,"[50.5, 6.6]",,High Pass,,39.801132,Incomplete,,Daniel Didavi,8243.0,,,,,,1,From Throw In,Emiliano Adrián Insúa Zapata,12626.0,Left Back,6,Augsburg,172,"['355de66a-6a1c-4d54-81f4-4274bc8a14a3', 'e683f12d-438e-4449-ae07-e5169f0e674f']",36,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:36.995,Pass,
,,,,,,,,,,,,,,,,1.089409,,,,,,,,,,,,,355de66a-6a1c-4d54-81f4-4274bc8a14a3,100,,"[69.6, 73.5]",3890372,1,,,,,-0.45430207,,Head,,,"[82.5, 67.2]",,High Pass,,14.356183,,,Dominik Kohr,8207.0,,,,,Recovery,1,From Throw In,Paul Verhaegh,8237.0,Right Back,6,Augsburg,172,"['b2aeb76f-b597-4d90-9414-1893616cb75a', 'edb11826-b093-409f-bb38-90d8b49e2371']",39,,,,,,,,,,,,,,,,,Augsburg,172,00:01:39.275,Pass,
,,,,,,,,,,,,,,,,0.893962,,,,,,,,,,,,,bc97a006-d8a3-4b76-b0d0-da27afa8c0c5,102,,"[82.2, 67.6]",3890372,1,,,,,2.0125895,,Head,,,"[78.7, 75.0]",,Low Pass,,8.185964,,,Paul Verhaegh,8237.0,,,,,,1,From Throw In,Dominik Kohr,8207.0,Right Defensive Midfield,6,Augsburg,172,['4efe586b-ec7c-4efd-9bfa-e7c54085a5f4'],40,,,,,,,,,,,,,,,,,Augsburg,172,00:01:40.364,Pass,
,,,,,,,,,,,,,,,,0.405774,,,,,,,,,,,,,c963a038-515c-44dc-98b6-bab68ddb19f5,106,,"[77.3, 78.1]",3890372,1,,,,,-0.83988965,,Right Foot,,,"[79.9, 75.2]",,Low Pass,,3.8948684,Incomplete,,Ja-Cheol Koo,5627.0,,,,,,1,From Throw In,Paul Verhaegh,8237.0,Right Back,6,Augsburg,172,"['66937ae9-f1ca-4d65-b21a-8bef6c0d9525', 'b8193843-72bc-454b-be3d-2f5145ecd2be', 'd872c921-1783-4f68-87c9-610585a213ab']",41,,,,,,,,,,,,,,,,,Augsburg,172,00:01:41.917,Pass,True
,,,,,,,,,,,,,,,,0.267484,,,,,,,,,,,,,0be844cb-ca4f-472f-91f2-141e31df7051,111,,"[32.3, 4.9]",3890372,1,,,,,0.0,,Left Foot,,,"[35.2, 4.9]",,Low Pass,,2.9,Incomplete,,Daniel Didavi,8243.0,,,,,Recovery,1,From Throw In,Christian Gentner,8959.0,Left Defensive Midfield,6,Augsburg,172,"['3d186318-d551-4504-ab37-be8654113dd8', 'aeedb61e-4356-43fb-8d4a-f5afe18a9bf6', 'ece25575-f4c5-4797-b519-f3c0dee57732']",43,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:43.797,Pass,True
,,,,,,,,,,,,,,,,1.657907,,,,,,,,,,,,,5bfcddae-6721-4db7-8a35-894142ad597d,114,,"[45.9, 0.1]",3890372,2,,,,,0.14888994,,,,,"[71.9, 4.0]",,High Pass,,26.290873,,,Timo Werner,5557.0,,,,,Throw-in,1,From Throw In,Emiliano Adrián Insúa Zapata,12626.0,Left Back,7,VfB Stuttgart,174,['a5421545-c018-4d26-95e2-e2734eddb150'],3,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:03.465,Pass,
,,,,,,,,,,,,,,,,2.897813,,,,,,,,,,,,,6597d096-8c38-4e51-85fb-fd0a63fe10cb,117,,"[70.8, 4.0]",3890372,2,,,,True,0.41822433,,,,,"[93.3, 14.0]",,Low Pass,,24.622145,Incomplete,,Daniel Didavi,8243.0,,,,,,1,From Throw In,Timo Werner,5557.0,Center Forward,7,VfB Stuttgart,174,"['1654a215-cd08-4356-8566-31f8a8aa22a2', '20b85f6c-81c8-43d1-80fe-06399ed57e67', '5e444039-a075-4721-bd9a-c2027b63c862']",5,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:05.451,Pass,True
