ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.667351,,,,,,,,,,,,,,e2ff7853-729b-4b98-a02e-5aaea95d21c0,17,,"[37.9, 32.9]",3890548,0,,,,,2.8402474,,Right Foot,,,"[8.3, 42.1]",,Ground Pass,,30.996775,,,,Manuel Neuer,5570.0,,,,,,,1,From Kick Off,Xabier Alonso Olano,20133.0,Right Defensive Midfield,2,Bayern Munich,169,['8b06675a-85ea-44a5-8245-ff9b5ed9b0ea'],7,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:07.513,Pass,
,,,,,,,,,,,,,,,,3.608312,,,,,,,,,,,,,,a92a3379-6263-4266-8655-931b755d5fd6,21,,"[9.9, 43.9]",3890548,0,,,,,-0.46097738,,Right Foot,,,"[69.9, 14.1]",,High Pass,,66.992836,,Incomplete,,Thomas Müller,5562.0,,,,,,,1,From Kick Off,Manuel Neuer,5570.0,Goalkeeper,2,Bayern Munich,169,"['6419b3a2-8b94-4d8c-b253-f2135978e1a2', '7d5cf30f-6cb4-4c22-8038-cb675e81c858', '8d3f512e-e697-4936-81a2-15e0babf7056']",10,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:10.751,Pass,True
,,,,,,,,,,,,,,,,1.344997,,,,,,,,,,,,,,7d5cf30f-6cb4-4c22-8038-cb675e81c858,24,,"[50.2, 66.0]",3890548,0,,,,True,0.24859528,,,,,"[63.2, 69.3]",,High Pass,,13.412308,,Incomplete,,Moritz Hartmann,40464.0,,,,,,Recovery,1,From Kick Off,Danny Vieira da Costa,8676.0,Right Back,2,Bayern Munich,169,"['1a5cc226-a2c8-4f95-b8cb-9892732cb6c4', '89eaa9fc-0c37-4fea-a37e-8d4decbd4cfd', 'a92a3379-6263-4266-8655-931b755d5fd6', 'f4a25d63-dc8e-4bf7-93bb-97c88e00e0d7']",14,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:14.359,Pass,True
,,,,,,,,,,,,,,,,1.460052,,,,,,,,,,,,,,1a5cc226-a2c8-4f95-b8cb-9892732cb6c4,26,,"[56.9, 10.8]",3890548,0,,,,,-0.4455773,,Left Foot,,,"[70.3, 4.4]",,Low Pass,,14.8499155,,Incomplete,,Franck Bilal Ribéry,8223.0,,,,,,Recovery,1,From Kick Off,David Olatukunbo Alaba,8220.0,Left Back,2,Bayern Munich,169,"['304db347-024b-47c9-8c61-0c129650529a', '5d36cf6f-0a2e-41a4-b9fd-a39d591b23c4', '7d5cf30f-6cb4-4c22-8038-cb675e81c858']",15,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:15.704,Pass,
,,,,,,,,,,,,,,,,0.796325,,,,,,,,,,,,,,b52c8808-c423-4f56-b07b-0d3d4eb00c60,30,,"[51.1, 0.1]",3890548,0,,,,,2.2455373,,,,,"[45.1, 7.6]",,Low Pass,,9.604687,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,Throw-in,1,From Throw In,David Olatukunbo Alaba,8220.0,Left Back,3,Bayern Munich,169,['169a40f8-98e7-404d-9499-b4f4c47288a8'],25,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:25.485,Pass,
,,,,,,,,,,,,,,,,1.689081,,,,,,,,,,,,,,b4be2fdc-64fc-4941-8d26-6fb13b93680f,33,,"[48.7, 9.3]",3890548,0,,,,,2.082982,,Left Foot,,,"[35.6, 32.6]",,Ground Pass,,26.730133,,,,Javier Martínez Aginaga,9399.0,,,,,,,1,From Throw In,Thiago Alcântara do Nascimento,5208.0,Left Defensive Midfield,3,Bayern Munich,169,['aa46a795-f239-4e55-b3e5-65e2fb773dd7'],28,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:28.176,Pass,
,,,,,,,,,,,,,,,,1.555208,,,,,,,,,,,,,,bff65552-b1f3-462b-a3b0-feec6f968523,36,,"[40.7, 38.5]",3890548,0,,,,,0.71766824,,Right Foot,,,"[65.1, 59.8]",,Ground Pass,,32.38904,,,,Philipp Lahm,19295.0,,,,,,,1,From Throw In,Javier Martínez Aginaga,9399.0,Right Center Back,3,Bayern Munich,169,['0ca595bc-a20c-4368-9dd9-3cbcc312caf0'],31,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:31.430,Pass,
,,,,,,,,,,,,,,,,1.023609,,,,,,,,,,,,,,c4c5989a-b4a9-4fd3-9f43-b857c5fa4d70,40,,"[67.1, 61.1]",3890548,0,,,,,0.67267054,,Right Foot,,,"[84.8, 75.2]",,Ground Pass,,22.629627,,,,Douglas Costa de Souza,5837.0,,,,,,,1,From Throw In,Philipp Lahm,19295.0,Right Back,3,Bayern Munich,169,"['48355b4d-e953-4e10-a807-43c6fee611cb', '710917a4-75a1-479e-b0ce-7359425df81c']",33,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:33.929,Pass,True
,,,,,,,,,,,,,,,,0.84187,,,,,,,,,,,,,,143ccff0-a91d-4258-811d-1938c98f2d16,43,,"[85.9, 73.2]",3890548,0,,,,,-0.6316906,,Left Foot,,,"[94.1, 67.2]",,Ground Pass,,10.160708,,,,Philipp Lahm,19295.0,,,,,,,1,From Throw In,Douglas Costa de Souza,5837.0,Right Wing,3,Bayern Munich,169,['7e63bbb5-e010-49f9-8a6c-e47cb8f11c8f'],35,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:35.588,Pass,
,,,,,,,,,,,,,,,,1.383435,,,,,,,,,,,,,,42d8937c-e36b-4f88-801b-498c8a26d549,46,,"[100.1, 70.2]",3890548,0,,,,,-2.5424173,,Left Foot,,,"[83.7, 59.0]",,Ground Pass,,19.859507,,,,Xabier Alonso Olano,20133.0,,,,,,,1,From Throw In,Philipp Lahm,19295.0,Right Back,3,Bayern Munich,169,['b4a24f78-f0d2-448e-a58a-3b0b2d29615b'],41,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:41.150,Pass,
,,,,,,,,,,,,,,,,1.402425,,,,,,,,,,,,,,cae2bb9a-11a2-48c0-93f8-6c0536978f98,50,,"[87.2, 59.4]",3890548,0,,,,,-1.8778421,,Right Foot,,,"[78.1, 30.7]",,Ground Pass,,30.108139,,,,David Olatukunbo Alaba,8220.0,,,,,,,1,From Throw In,Xabier Alonso Olano,20133.0,Right Defensive Midfield,3,Bayern Munich,169,"['82a779c4-2b85-40d1-a496-386fefbaf499', '9ea15519-8cb3-448f-b1ce-432da26720ac']",43,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:43.365,Pass,True
,,,,,,,,,,,,,,,,1.177398,,,,,,,,,,,,,,f84c5901-91da-44c9-b779-d5a70b152cf8,53,,"[72.3, 21.6]",3890548,0,,,,,2.0948238,,Right Foot,,,"[63.4, 37.0]",,Ground Pass,,17.786793,,,,Joshua Kimmich,5579.0,,,,,,,1,From Throw In,David Olatukunbo Alaba,8220.0,Left Back,3,Bayern Munich,169,['769d35e8-7e54-4631-ba98-860746a309d3'],46,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:46.379,Pass,
,,,,,,,,,,,,,,,,0.739306,,,,,,,,,,,,,,90970a60-ebe6-45d0-a977-2697c3048d0d,56,,"[63.4, 37.0]",3890548,0,,,,,0.9193431,,Right Foot,,,"[69.5, 45.0]",,Ground Pass,,10.060318,,,,Xabier Alonso Olano,20133.0,,,,,,,1,From Throw In,Joshua Kimmich,5579.0,Left Center Back,3,Bayern Munich,169,['62125983-effb-4223-9f52-d03eea25f6cd'],48,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:48.375,Pass,
,,,,,,,,,,,,,,,,0.971701,,,,,,,,,,,,,,11c6f193-0bfc-41f5-a033-a669661d3e85,60,,"[71.0, 49.5]",3890548,0,,,,,0.874902,,Right Foot,,,"[85.2, 66.5]",,Ground Pass,,22.150394,,,,Philipp Lahm,19295.0,,,,,,,1,From Throw In,Xabier Alonso Olano,20133.0,Right Defensive Midfield,3,Bayern Munich,169,['7fc29de2-5624-491d-83f8-393bbea69e38'],51,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:51.264,Pass,
,,,,,,,,,,,,,,,,1.136988,,,,,,,,,,,,,,62ee2646-9eb0-46e6-9ffe-4826a2d93784,63,,"[85.2, 66.5]",3890548,0,,,,,0.47808704,,Right Foot,,,"[96.2, 72.2]",,Ground Pass,,12.389108,,Incomplete,,Douglas Costa de Souza,5837.0,,,,,,,1,From Throw In,Philipp Lahm,19295.0,Right Back,3,Bayern Munich,169,"['23a5e425-aeb4-4f66-ba05-0ced3584012c', 'f6a8895f-f34c-42f0-943d-fb9759cda0b5']",52,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:52.311,Pass,
,,,,,,,,,,,,,,,,4.252534,,,,,,,,,,,,,,55f40192-d151-45d0-8b9c-abfb1ed22820,69,,"[29.9, 5.4]",3890548,0,,,,,0.4649845,,Left Foot,,,"[89.7, 35.4]",,High Pass,,66.90321,,Incomplete,,Dario Lezcano,9113.0,,,,,,,1,From Throw In,Markus Suttner,3221.0,Left Back,3,Bayern Munich,169,"['75b8b4ab-8495-42fc-98e9-3bf30e55789b', '78c9257d-ec64-4152-b6ae-8b01a3c53337', 'cf06ecd6-5009-47d1-beee-5f4547bece66']",55,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:55.184,Pass,True
,,,,,,,,,,,,,,,,1.729237,,,,,,,,,,,,,,75b8b4ab-8495-42fc-98e9-3bf30e55789b,71,,"[30.4, 44.7]",3890548,0,,,,,-2.7392716,,Right Foot,,,"[16.3, 38.7]",,Ground Pass,,15.323511,,,,Manuel Neuer,5570.0,,,,,,Recovery,1,From Throw In,Joshua Kimmich,5579.0,Left Center Back,3,Bayern Munich,169,"['55f40192-d151-45d0-8b9c-abfb1ed22820', 'fef4eabd-10a9-43e2-8081-493f7763f396']",59,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:59.437,Pass,
,,,,,,,,,,,,,,,,1.417416,,,,,,,,,,,,,,ce47898f-6b60-4827-bcab-d11ca5937e71,74,,"[16.8, 37.8]",3890548,1,,,,,-0.8943401,,Right Foot,,,"[28.2, 23.6]",,Ground Pass,,18.209887,,,,Joshua Kimmich,5579.0,,,,,,,1,From Throw In,Manuel Neuer,5570.0,Goalkeeper,3,Bayern Munich,169,['f50388b1-74e4-419d-8d26-921401f3d892'],2,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:02.221,Pass,
,,,,,,,,,,,,,,,,3.184493,,,,,,,,,,,,,,88c672b9-65f7-41f0-ac7c-10542360d77a,78,,"[41.0, 6.9]",3890548,1,,,,,0.5388195,,Left Foot,,,"[68.6, 23.4]",,Ground Pass,,32.156025,,Incomplete,,Franck Bilal Ribéry,8223.0,,,,,,,1,From Throw In,Joshua Kimmich,5579.0,Left Center Back,3,Bayern Munich,169,"['16a4caff-b418-4797-b4f8-319a58b2d58a', '5abd50d8-0334-416d-a38d-b57a2526e8ac', 'b9f9ae95-5b5f-4c94-bf2b-2710619ab423']",7,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:07.120,Pass,True
,,,,,,,,,,,,,,,,2.123763,,,,,,,,,,,,,,d6272538-a2d3-428d-8527-b645c2371caf,86,,"[58.0, 45.3]",3890548,1,,,,,-2.4676707,,Right Foot,,,"[43.1, 33.4]",,Ground Pass,,19.068823,,,,Benjamin Hübner,8405.0,,,,,,Free Kick,1,From Free Kick,Roger de Oliveira Bernardo,40459.0,Center Defensive Midfield,5,Ingolstadt,189,['88882d27-c32e-48c4-b844-8ff2d9a5e197'],23,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:23.195,Pass,
,,,,,,,,,,,,,,,,2.005018,,,,,,,,,,,,,,28513438-b9f2-40ab-a725-1fdb4cfd7131,90,,"[40.5, 33.9]",3890548,1,,,,,2.7691045,,Left Foot,,,"[10.3, 45.7]",,Ground Pass,,32.423447,,,,Ramazan Özcan,12319.0,,,,,,,1,From Free Kick,Benjamin Hübner,8405.0,Left Center Back,5,Ingolstadt,189,"['e7e099f4-f26c-47a7-8ffc-b47dc9c19450', 'f641711c-1ffe-494d-ae4d-d2f2be8d3374']",26,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:26.316,Pass,True
,,,,,,,,,,,,,,,,3.513557,,,,,,,,,,,,,,fef7dc80-e1ae-440e-ad08-80a740f69f09,94,,"[9.2, 45.1]",3890548,1,,,,,-0.8131047,,Left Foot,,,"[51.3, 0.6]",,High Pass,,61.258957,,Out,,Markus Suttner,3221.0,,,True,,,,1,From Free Kick,Ramazan Özcan,12319.0,Goalkeeper,5,Ingolstadt,189,"['bed4c70d-79bf-4f20-bf54-0ddfbae9dc63', 'dde5ffd7-2805-4e9f-b0bf-97b45075b0b7']",30,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:30.515,Pass,True
,,,,,,,,,,,,,,,,1.766461,,,,,,,,,,,,,,7ed04dd2-a14e-4a8b-9fa1-90dc524d720e,96,,"[69.2, 80.0]",3890548,1,,,,,-1.0547326,,,,,"[83.1, 55.5]",,Low Pass,,28.168423,,,,Robert Lewandowski,5668.0,,,,,,Throw-in,1,From Throw In,Philipp Lahm,19295.0,Right Back,6,Bayern Munich,169,['94ca34d9-7205-40e0-bb95-c6ddec460a95'],45,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:45.305,Pass,
,,,,,,,,,,,,,,,,1.078833,,,,,,,,,,,,,,871562c7-ffa1-483c-862b-0df1c6dad488,101,,"[82.6, 55.5]",3890548,1,,,,,-1.9933279,,Right Foot,,,"[76.8, 42.6]",,Low Pass,,14.143904,,,,Franck Bilal Ribéry,8223.0,,,,,,,1,From Throw In,Robert Lewandowski,5668.0,Center Forward,6,Bayern Munich,169,"['b3482ab6-623e-4612-93d2-3bc19e3b1186', 'dd2df7ed-30b6-42a6-a2e6-5b1b3b873f90']",48,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:48.576,Pass,True
,,,,,,,,,,,,,,,,1.886467,,,,,,,,,,,,,,b0230a4a-c70f-4f50-9d16-1c5a53cdd0f8,104,,"[75.9, 42.4]",3890548,1,,,,,-2.5992277,,Right Foot,,,"[60.8, 33.3]",,Ground Pass,,17.630089,,,,Joshua Kimmich,5579.0,,,,,,,1,From Throw In,Franck Bilal Ribéry,8223.0,Left Wing,6,Bayern Munich,169,['b419be62-78c7-4c9d-b8be-644a8e3dac10'],50,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:50.051,Pass,
,,,,,,,,,,,,,,,,1.552236,,,,,,,,,,,,,,7691800e-9d86-445b-81e2-7a6a0ac85a3b,107,,"[60.8, 33.3]",3890548,1,,,,,-0.95460737,,Right Foot,,,"[79.0, 7.6]",,Ground Pass,,31.491745,,,,David Olatukunbo Alaba,8220.0,,,,,,,1,From Throw In,Joshua Kimmich,5579.0,Left Center Back,6,Bayern Munich,169,['8f6ddc5f-f13a-46d7-a890-54b5bac90308'],52,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:52.017,Pass,
,,,,,,,,,,,,,,,,0.714531,,,,,,,,,,,,,,17b339e9-62cd-4390-80d0-3ebb16244f91,110,,"[79.8, 7.8]",3890548,1,,,,,1.0255692,,Left Foot,,,"[83.5, 13.9]",,Ground Pass,,7.1344237,,,,Franck Bilal Ribéry,8223.0,,,,,,,1,From Throw In,David Olatukunbo Alaba,8220.0,Left Back,6,Bayern Munich,169,['8af18c66-c607-48ed-b1ed-0e16c8aa3333'],54,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:54.160,Pass,
,,,,,,,,,,,,,,,,1.532994,,,,,,,,,,,,,,8d5bb6ed-37e3-4e20-9c48-cfd1cc5aaaf6,117,,"[82.0, 0.1]",3890548,2,,,,,0.48592806,,,,,"[96.2, 7.6]",,Low Pass,,16.058954,,,,Robert Lewandowski,5668.0,,,,,,Throw-in,1,From Throw In,David Olatukunbo Alaba,8220.0,Left Back,7,Bayern Munich,169,['d2322449-4bee-4015-8051-11d13dafdc45'],5,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:05.099,Pass,
,,,,,,,,,,,,,,,,0.065046,,,,,,,,,,,,,,451181b9-c309-4e02-9f60-412f06dc4a84,126,,"[31.6, 69.7]",3890548,2,,,,,-0.4636476,,Right Foot,,,"[34.2, 68.4]",,Low Pass,,2.9068885,,Incomplete,,,,,,,,,,1,Regular Play,Danny Vieira da Costa,8676.0,Right Back,8,Ingolstadt,189,['237885fb-2633-4336-b035-9a37d2d2c7ac'],11,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:11.943,Pass,
,,,,,,,,,,,,,,,,0.949556,,,,,,,,,,,,,,9004ea0a-0133-4d91-bcc6-7e39a7fac77a,128,,"[23.4, 80.0]",3890548,2,,,,,-0.7938013,,,,,"[29.3, 74.0]",,Low Pass,,8.414867,,,,Pascal Groß,3097.0,,,,,,Throw-in,1,From Throw In,Danny Vieira da Costa,8676.0,Right Back,9,Ingolstadt,189,['78f95135-2efe-4384-aee6-467465da1038'],28,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:28.374,Pass,
,,,,,,,,,,,,,,,,1.121839,,,,,,,,,,,,,,31e78b6c-0cde-441e-86f7-6c2779bdc90e,131,,"[29.9, 73.4]",3890548,2,,,,,2.8414214,,Right Foot,,,"[21.5, 76.0]",,Ground Pass,,8.7931795,,,,Danny Vieira da Costa,8676.0,,,,,,,1,From Throw In,Pascal Groß,3097.0,Right Center Midfield,9,Ingolstadt,189,"['0afd30d7-a789-4d90-887e-30e26d3e720a', 'de1a0910-2c9c-4447-918a-4a2505ad8e05']",29,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:29.324,Pass,True
