50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,57ffc892-a1c4-48a7-a4be-7c759793abae,1,,,3890293,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 33}, {'player': {'id': 8958, 'name': 'Dennis Aogo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 13}, {'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 8512, 'name': 'Franco Matías Di Santo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 25}]}",Schalke 04,181,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,61d823aa-adbf-4dfd-abe6-ab668d9e9ca4,2,,,3890293,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5467, 'name': 'Leon Aderemi Balogun'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 20871, 'name': 'Pierre Bengtsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8539, 'name': 'Danny Latza'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 8548, 'name': 'Daniel Brosinski'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 6337, 'name': 'Yoshinori Muto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",FSV Mainz 05,177,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,862eba5c-0507-467c-8666-882a1727081b,3,,,3890293,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,['7a3f3018-35a3-4aaf-8d20-3020216ddfd7'],0,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7a3f3018-35a3-4aaf-8d20-3020216ddfd7,4,,,3890293,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Schalke 04,181,['862eba5c-0507-467c-8666-882a1727081b'],0,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3f6b3c63-9b16-45fe-8335-eb130984a840,1560,,,3890293,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,FSV Mainz 05,177,['d847747c-3b57-4713-9789-65ee1ab79818'],0,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d847747c-3b57-4713-9789-65ee1ab79818,1561,,,3890293,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,FSV Mainz 05,177,['3f6b3c63-9b16-45fe-8335-eb130984a840'],0,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.19131,,,,,,,,,,,,,,d180b1bf-613b-4309-a721-c268f8e0fd6c,5,,"[60.0, 40.0]",3890293,0,,True,,,1.8736812,,Right Foot,,,"[59.5, 41.6]",,Ground Pass,,1.6763054,,,,Yunus Mallı,8679.0,,,,,,Kick Off,1,From Kick Off,Yoshinori Muto,6337.0,Center Forward,2,FSV Mainz 05,177,['4c13e493-e3a4-4d78-b0b4-b1950a79f97f'],1,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:01.208,Pass,
,,,,,,,,,,,,,,,,,0.734613,,,,,,,,,,,,,,d30e10b1-5987-44a3-9c41-f9c8abd06ad3,7,,"[61.9, 44.0]",3890293,0,,,,,-2.7610862,,Right Foot,,,"[52.9, 40.4]",,Ground Pass,,9.693296,,,,Julian Baumgartlinger,20037.0,,,,,,,1,From Kick Off,Yunus Mallı,8679.0,Center Attacking Midfield,2,FSV Mainz 05,177,['78bf12ea-4a78-42b9-aabe-79a564ad199a'],2,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:02.407,Pass,
,,,,,,,,,,,,,,,,,1.257886,,,,,,,,,,,,,,ae9a5ca2-7a28-4e7b-8f6f-9220fde7eaa5,11,,"[51.4, 41.6]",3890293,0,,,,,3.0102773,,Left Foot,,,"[30.2, 44.4]",,Ground Pass,,21.384106,,,,Niko Bungert,13319.0,,,,,,,1,From Kick Off,Julian Baumgartlinger,20037.0,Right Defensive Midfield,2,FSV Mainz 05,177,"['672f3aa4-9c0d-4b24-9174-5c8692864c33', '7016597b-5ca6-4849-9ee4-8c0d0bfd6171']",4,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:04.175,Pass,True
,,,,,,,,,,,,,,,,,1.463829,,,,,,,,,,,,,,b31b8375-38e6-47ca-b951-5e31ac3101f2,14,,"[31.1, 44.4]",3890293,0,,,,,-2.8729653,,Right Foot,,,"[13.3, 39.5]",,Ground Pass,,18.462124,,,,Loris Karius,3630.0,,,,,,,1,From Kick Off,Niko Bungert,13319.0,Right Center Back,2,FSV Mainz 05,177,['712b672f-8860-42bb-9b38-afc461da82a9'],5,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:05.997,Pass,
