50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c46eb7e6-591f-4dcb-9040-a806e2e9c30a,1,,,3890354,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 35}, {'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 40480, 'name': 'Markus Feulner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 8}, {'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 8807, 'name': 'Raúl Marcelo Bobadilla'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 12302, 'name': 'Dong-Won Ji'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 30}, {'player': {'id': 7852, 'name': 'Tim Matavž'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Augsburg,172,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,59035a7a-f051-4942-a202-c82e844e0429,2,,,3890354,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5467, 'name': 'Leon Aderemi Balogun'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 20871, 'name': 'Pierre Bengtsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 8539, 'name': 'Danny Latza'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 30551, 'name': 'Gonzalo Alejandro Jara Reyes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 8555, 'name': 'Pablo Ezequiel De Blasis'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 32}, {'player': {'id': 6925, 'name': 'Jairo Samperio Bustara'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 6337, 'name': 'Yoshinori Muto'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",FSV Mainz 05,177,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7cae83e3-06f1-4d38-8a61-af1d985e210e,3,,,3890354,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,['e1ef90a6-45dc-4d3f-901c-80585162ed02'],0,,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e1ef90a6-45dc-4d3f-901c-80585162ed02,4,,,3890354,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,['7cae83e3-06f1-4d38-8a61-af1d985e210e'],0,,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,df652f5d-cf2e-4044-8152-ae2e6b16796d,1796,,,3890354,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,FSV Mainz 05,177,['5b2bf014-776c-4166-a7be-53d95013ccd5'],0,,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5b2bf014-776c-4166-a7be-53d95013ccd5,1797,,,3890354,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,FSV Mainz 05,177,['df652f5d-cf2e-4044-8152-ae2e6b16796d'],0,,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.356537,,,,,,,,,,,,,,495f3fe0-3486-4997-b307-5926b445dd3a,5,,"[60.0, 40.0]",3890354,0,,,,,2.1815224,,Right Foot,,,"[59.3, 41.0]",,Ground Pass,,1.2206556,,,,Ja-Cheol Koo,5627.0,,,,,Kick Off,1,From Kick Off,Tim Matavž,7852.0,Center Forward,2,Augsburg,172,['661b5dfb-6218-4153-baaa-186ba7a49942'],0,,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.342,Pass,
,,,,,,,,,,,,,,,,,0.945932,,,,,,,,,,,,,,c68161d2-6c85-4815-8a52-2f8eb939c702,7,,"[59.5, 39.6]",3890354,0,,,,,-3.0436924,,Right Foot,,,"[48.3, 38.5]",,Ground Pass,,11.253888,,,,Daniel Baier,8317.0,,,,,,1,From Kick Off,Ja-Cheol Koo,5627.0,Right Defensive Midfield,2,Augsburg,172,['b9f39094-d21a-4106-b5d9-f61988ac1b0d'],0,,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.698,Pass,
,,,,,,,,,,,,,,,,,2.657195,,,,,,,,,,,,,,69913e84-6ba5-46b9-962d-1e5243578768,10,,"[47.9, 36.7]",3890354,0,,,,,-0.64204496,,Right Foot,,,"[91.9, 3.8]",,High Pass,,54.94006,,Incomplete,,Caiuby Francisco da Silva,8303.0,,,,,,1,From Kick Off,Daniel Baier,8317.0,Left Defensive Midfield,2,Augsburg,172,"['408e806b-481c-49af-805e-62389c23dfa0', 'ea7f0fbd-5213-4bd2-b668-d4a427d738aa']",3,,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:03.013,Pass,
,,,,,,,,,,,,,,,,,1.212786,,,,,,,,,,,,,,a6ea8b55-3b61-4e40-a207-ea33ba54b990,14,,"[91.5, 0.1]",3890354,0,,,,,0.95316124,,,,,"[101.8, 14.6]",,High Pass,,17.78595,,Incomplete,,Tim Matavž,7852.0,,,,,Throw-in,1,From Throw In,Markus Feulner,40480.0,Left Back,3,Augsburg,172,"['6001b64a-891b-4ef7-9ad7-a4e0ca4c1d02', '95fc012c-b929-47c4-9359-5670f77ab921']",18,,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:18.311,Pass,
