50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,1.145006,,,,,,,,,,,,,4cbb98a8-88cd-480e-a510-dd693c240ced,503,,,"[42.3, 74.9]",3890514,14,,,,,0.010988569,,Right Foot,,,"[60.5, 75.1]",,Low Pass,,18.2011,Incomplete,,,,,,,,,1,From Free Kick,Theodor Gebre Selassie,8396.0,Right Back,31,Augsburg,172,"['4af7a824-8917-4c4c-b89a-6ae3477c930c', 'a143fa11-fb76-4f6e-85c9-049bbb884b46']",58,,,,,,,,,,,,,,,,,Werder Bremen,176,00:14:58.301,Pass,True
,,,,,,,,,,,,,,,,,,,,0.496378,,,,,,,,,,,,,82944ebf-db02-47e5-9777-b0f24c6bee4f,506,,,"[61.9, 4.4]",3890514,15,,,,,1.5707964,,Left Foot,,,"[61.9, 12.1]",,Ground Pass,,7.7,,,Daniel Baier,8317.0,,,,,,1,From Free Kick,Philipp Max,8319.0,Left Back,31,Augsburg,172,['5ceac072-9140-4cd5-84b8-2f087fa9831b'],0,,,,,,,,,,,,,,,,,Augsburg,172,00:15:00.403,Pass,
,,,,,,,,,,,,,,,,,,,,1.868922,,,,,,,,,,,,,36c54d9d-547c-40bb-be52-4c6c30b9dc3c,508,,,"[61.9, 12.1]",3890514,15,,,,,-0.5547922,,Left Foot,,,"[69.0, 7.7]",,High Pass,,8.352844,Incomplete,,Caiuby Francisco da Silva,8303.0,,,,,,1,From Free Kick,Daniel Baier,8317.0,Left Defensive Midfield,31,Augsburg,172,"['30728634-b3d1-4ca5-a7d1-fa777a0d3ec6', 'ac2bb55a-36fb-4c19-b6af-b7e2eafba9b1']",0,,,,,,,,,,,,,,,,,Augsburg,172,00:15:00.899,Pass,
,,,,,,,,,,,,,,,,,,,,2.333244,,,,,,,,,,,,,30728634-b3d1-4ca5-a7d1-fa777a0d3ec6,511,,,"[51.1, 72.4]",3890514,15,,,,True,0.30970293,,,,,"[66.1, 77.2]",,Low Pass,,15.749286,Incomplete,,Levin Mete Öztunali,8554.0,,,,,Recovery,1,From Free Kick,Florian Grillitsch,11396.0,Center Defensive Midfield,31,Augsburg,172,"['0cb2a5ce-818b-4048-8767-59abf6c29530', '36c54d9d-547c-40bb-be52-4c6c30b9dc3c', '410756a4-f1d2-422c-9399-27e95f586f9a', 'bee8adad-de71-4736-a3b9-6c3b9a0ed16f']",2,,,,,,,,,,,,,,,,,Werder Bremen,176,00:15:02.768,Pass,True
,,,,,,,,,,,,,,,,,,,,0.583358,,,,,,,,,,,,,0cb2a5ce-818b-4048-8767-59abf6c29530,513,,,"[54.0, 2.9]",3890514,15,,,,,-0.3660565,,Right Foot,,,"[60.0, 0.6]",,High Pass,,6.4257298,Out,,Marwin Hitz,8314.0,,,,,Recovery,1,From Free Kick,Daniel Baier,8317.0,Left Defensive Midfield,31,Augsburg,172,"['30728634-b3d1-4ca5-a7d1-fa777a0d3ec6', 'b9c02554-ad08-486f-9f0a-9397d92bbdc1']",5,,,,,,,,,,,,,,,,,Augsburg,172,00:15:05.101,Pass,
,,,,,,,,,,,,,,,,,,,,1.106264,,,,,,,,,,,,,dae3432e-0d0c-4101-852a-21e732b0c304,515,,,"[68.6, 80.0]",3890514,15,,,,,-2.2178435,,,,,"[61.8, 71.0]",,Low Pass,,11.280071,,,Florian Grillitsch,11396.0,,,,,Throw-in,1,From Throw In,Theodor Gebre Selassie,8396.0,Right Back,32,Werder Bremen,176,['c380de13-978c-4dec-bb6c-ecac78566195'],19,,,,,,,,,,,,,,,,,Werder Bremen,176,00:15:19.034,Pass,
,,,,,,,,,,,,,,,,,,,,0.437105,,,,,,,,,,,,,9c13e896-5fc0-48c5-8962-ef20584d7b54,518,,,"[60.1, 68.4]",3890514,15,,,,,-1.8890133,,Right Foot,,,"[57.3, 59.9]",,Low Pass,,8.949302,Incomplete,,Jannik Vestergaard,8815.0,,,,,,1,From Throw In,Florian Grillitsch,11396.0,Center Defensive Midfield,32,Werder Bremen,176,"['16c0ad2a-8d5e-47fe-b5b1-7348e14b0047', 'c5785faf-775a-4226-9960-d9b915e5923e']",21,,,,,,,,,,,,,,,,,Werder Bremen,176,00:15:21.589,Pass,
,,,,,,,,,,,,,,,,,,,,2.296777,,,,,,,,,,,,,52d8ea16-22c2-4f7a-922c-5d6304d2ef13,522,,,"[69.7, 33.9]",3890514,15,,,,,-1.6781882,,Right Foot,,,"[66.8, 7.0]",,High Pass,,27.055868,,,Santiago García,26359.0,,,,,Recovery,1,From Throw In,Fin Bartels,8389.0,Left Midfield,32,Werder Bremen,176,"['117564d0-3cb1-4a73-8023-cb7753e60fc1', '2f3339c0-ab04-47a8-9201-092c262cb46c']",24,,,,,,,,,,,,,,,,,Werder Bremen,176,00:15:24.973,Pass,True
,,,,,,,,,,,,,,,,,,,,1.863609,,,,,,,,,,,,,14ba59f9-80a0-40fd-9586-253a5210e669,526,,,"[66.7, 4.9]",3890514,15,,,,,0.07170008,,Left Foot,,,"[84.8, 6.2]",,Ground Pass,,18.146626,,,Fin Bartels,8389.0,,,,,,1,From Throw In,Santiago García,26359.0,Left Back,32,Werder Bremen,176,"['8094b156-4b0f-4acf-bc6f-ad15bf05eb53', '83097eac-1f9f-49bb-9aed-df0e63cf0832']",29,,,,,,,,,,,,,,,,,Werder Bremen,176,00:15:29.172,Pass,True
,,,,,,,,,,,,,,,,,,,,2.205749,,,,,,,,,,,,,e8a3a7d5-54c3-40fd-ad88-1f8c41c16dbb,529,,,"[85.0, 12.7]",3890514,15,,,,,1.3780956,,Right Foot,,,"[92.2, 49.6]",,Ground Pass,,37.59588,,,Anthony Ujah,12624.0,,,,,,1,From Throw In,Fin Bartels,8389.0,Left Midfield,32,Werder Bremen,176,['7c66d997-23bb-4534-b31f-5dd26a2aa6ca'],34,,,,,,,,,,,,,,,,,Werder Bremen,176,00:15:34.124,Pass,
,,,,,,,,,,,,,,,,,,,,1.137459,,,,,,,,,,,,,fdf1b4fe-7ccb-40c1-822b-6688af124e3e,533,,,"[87.0, 43.6]",3890514,15,,,,,-1.9944652,,Right Foot,,,"[80.1, 28.3]",,Ground Pass,,16.78392,,,Clemens Fritz,20010.0,,,,,,1,From Throw In,Anthony Ujah,12624.0,Center Forward,32,Werder Bremen,176,"['840bb200-e3a7-4e08-9ee3-e08c9a137472', 'ea3b5dcb-4f16-46a9-ab5c-898d8181e731']",38,,,,,,,,,,,,,,,,,Werder Bremen,176,00:15:38.119,Pass,True
,,,,,,,,,,,,,,,,,,,,1.897659,,,,,,,,,,,,,716d1a0b-5298-4d03-aa4f-7591a410f564,536,,,"[81.2, 27.1]",3890514,15,,,,,0.8183152,,Right Foot,,,"[109.1, 56.9]",,High Pass,,40.822174,,,Levin Mete Öztunali,8554.0,,,,,,1,From Throw In,Clemens Fritz,20010.0,Right Center Midfield,32,Werder Bremen,176,['6582fbcc-7b15-4ba3-8181-e1d815e3fa76'],40,,,,,,,,,,,,,,,,,Werder Bremen,176,00:15:40.120,Pass,
,,,,,,,,,,,,,,,,,,,,1.366947,,,,,,,,,,,,,3f9ef3eb-688a-4d47-803a-e6520fc4f32c,541,,,"[110.0, 58.6]",3890514,15,,,,,2.5302932,99bf6959-e306-4f4f-a9b2-e68f586c5e6a,Left Foot,,,"[98.3, 66.8]",,Ground Pass,,14.287407,,,Theodor Gebre Selassie,8396.0,True,,,,,1,From Throw In,Levin Mete Öztunali,8554.0,Right Midfield,32,Werder Bremen,176,"['0822e782-f893-46b2-8cfb-2fbe6a573331', '171951d4-ea87-4719-a0e5-db3ca028a5bc', 'a387fe20-b331-4de1-9c08-bcfcea67cc78']",42,,,,,,,,,,,,,,,,,Werder Bremen,176,00:15:42.878,Pass,True
,,,,,,,,,,,,,,,,,,,,1.434624,,,,,,,,,,,,,a953f5e2-d5e9-47d7-b202-55fedce72ea3,558,,,"[108.7, 5.5]",3890514,16,,,,,1.2874883,,Right Foot,True,,"[117.9, 37.1]",,High Pass,,32.912003,Incomplete,,Jannik Vestergaard,8815.0,,,,,Free Kick,1,From Free Kick,Zlatko Junuzović,8762.0,Left Center Midfield,33,Werder Bremen,176,"['2ef9eda1-823f-4164-bcd8-156f976f9c5c', '4a588cee-7d62-4cda-876f-a09c154096bb']",37,,,,,,,,,,,,,,,,,Werder Bremen,176,00:16:37.702,Pass,
,,,,,,,,,,,,,,,,,,,,7.229493,,,,,,,,,,,,,ddd0540c-68a2-4e0d-9585-9041196a2868,569,,,"[7.0, 36.1]",3890514,17,,,,,0.4860142,,Right Foot,,,"[90.1, 80.0]",,High Pass,,93.983086,Unknown,,Alexander Esswein,8574.0,,True,,,Goal Kick,1,From Goal Kick,Marwin Hitz,8314.0,Goalkeeper,34,Augsburg,172,['bbf2c66d-7ca1-44f4-978c-33fde7055e29'],1,,,,,,,,,,,,,,,,,Augsburg,172,00:17:01.995,Pass,
,,,,,,,,,,,,,,,,,,,,3.587555,,,,,,,,,,,,,49b43821-8192-4431-bfe4-b0df91618041,574,,,"[32.1, 2.0]",3890514,17,,,,,0.6063829,,Right Foot,,,"[94.1, 45.0]",,High Pass,,75.45197,Incomplete,,Anthony Ujah,12624.0,,True,,,Free Kick,1,From Free Kick,Jannik Vestergaard,8815.0,Left Center Back,35,Werder Bremen,176,"['6a434834-6bca-4c3d-ba9b-30eae01d7717', 'b4bd1f2d-1985-47f0-9763-04bc57f38aae']",36,,,,,,,,,,,,,,,,,Werder Bremen,176,00:17:36.508,Pass,
,,,,,,,,,,,,,,,,,,,,2.006698,,,,,,,,,,,,,f1e653a9-6e05-4790-9de4-b49ae147d130,578,,,"[93.9, 62.2]",3890514,17,,,,,2.9755068,,Head,,,"[76.6, 65.1]",,Low Pass,,17.54138,,,Theodor Gebre Selassie,8396.0,,,,,Recovery,1,From Free Kick,Zlatko Junuzović,8762.0,Left Center Midfield,35,Werder Bremen,176,['a1a9e4f6-a6d7-4977-91eb-aad0a85e7c49'],42,,,,,,,,,,,,,,,,,Werder Bremen,176,00:17:42.100,Pass,
,,,,,,,,,,,,,,,,,,,,1.361199,,,,,,,,,,,,,3101357e-80df-46fd-ba6a-837389ab6ab9,581,,,"[79.1, 64.6]",3890514,17,,,,,-1.1288844,,Right Foot,,,"[83.5, 55.3]",,Ground Pass,,10.288342,Incomplete,,Clemens Fritz,20010.0,,,,,,1,From Free Kick,Theodor Gebre Selassie,8396.0,Right Back,35,Werder Bremen,176,"['9b3b1f67-1a26-4ce5-bc28-e6021a58a5f7', 'e5c01e26-6648-41b6-9a18-9538277e96ae']",45,,,,,,,,,,,,,,,,,Werder Bremen,176,00:17:45.306,Pass,
,,,,,,,,,,,,,,True,,,,,,0.695479,,,,,,,,,,,,,e5c01e26-6648-41b6-9a18-9538277e96ae,583,,,"[36.6, 24.8]",3890514,17,,,,,-2.7346218,,Left Foot,,,"[30.8, 22.3]",,Ground Pass,,6.315853,,,Daniel Baier,8317.0,,,,,Interception,1,Regular Play,Halil Altıntop,40462.0,Center Attacking Midfield,36,Augsburg,172,"['3101357e-80df-46fd-ba6a-837389ab6ab9', '397b6370-e972-46c2-b982-71172dae4f0b']",46,,,,,,,,,,,,,,,,,Augsburg,172,00:17:46.667,Pass,
,,,,,,,,,,,,,,,,,,,,1.370755,,,,,,,,,,,,,7a891793-4e9e-436d-a901-e0162af876d4,586,,,"[31.2, 22.7]",3890514,17,,,,,1.1476992,,Right Foot,,,"[38.9, 39.8]",,Ground Pass,,18.753666,,,Christoph Janker,24117.0,,,,,,1,Regular Play,Daniel Baier,8317.0,Left Defensive Midfield,36,Augsburg,172,['c71fbab8-6af8-40a4-babc-fd566b7de783'],47,,,,,,,,,,,,,,,,,Augsburg,172,00:17:47.465,Pass,
,,,,,,,,,,,,,,,,,,,,1.92762,,,,,,,,,,,,,6735ad24-edb9-486e-bed1-1185dce20ef7,589,,,"[46.8, 47.4]",3890514,17,,,,,1.7285651,,Right Foot,,,"[43.3, 69.4]",,Ground Pass,,22.276669,,,Daniel Tawiah Opare,9400.0,,,,,,1,Regular Play,Christoph Janker,24117.0,Right Defensive Midfield,36,Augsburg,172,['04be6ed0-6b51-4858-9b5b-72c17734433b'],50,,,,,,,,,,,,,,,,,Augsburg,172,00:17:50.933,Pass,
,,,,,,,,,,,,,,,,,,,,1.037917,,,,,,,,,,,,,e88648e7-9004-4348-9926-09d7f618b20a,592,,,"[45.8, 70.0]",3890514,17,,,,,-1.1441689,,Left Foot,,,"[48.3, 64.5]",,Ground Pass,,6.041523,,,Christoph Janker,24117.0,,,,,,1,Regular Play,Daniel Tawiah Opare,9400.0,Right Back,36,Augsburg,172,['35a6e829-73d9-4b9f-888c-6941eef5d5f0'],54,,,,,,,,,,,,,,,,,Augsburg,172,00:17:54.357,Pass,
,,,,,,,,,,,,,,,,,,,,2.721061,,,,,,,,,,,,,4a478cbe-f88b-44d7-bd49-9c95b4500ce8,595,,,"[57.3, 55.0]",3890514,17,,,,,-1.0570116,,Right Foot,,,"[88.0, 0.6]",,High Pass,,62.46479,Out,,Caiuby Francisco da Silva,8303.0,,True,,,,1,Regular Play,Christoph Janker,24117.0,Right Defensive Midfield,36,Augsburg,172,['d5688fe5-959c-4c5b-92a5-e22ede7c9a97'],57,,,,,,,,,,,,,,,,,Augsburg,172,00:17:57.249,Pass,
,,,,,,,,,,,,,,,,,,,,1.288459,,,,,,,,,,,,,43fe73f9-7bfc-48fd-84d9-c6c653ec5e59,597,,,"[41.7, 80.0]",3890514,18,,,,,-0.34555557,,,,,"[54.2, 75.5]",,High Pass,,13.28533,Unknown,,Clemens Fritz,20010.0,,,,,Throw-in,1,From Throw In,Theodor Gebre Selassie,8396.0,Right Back,37,Werder Bremen,176,['117f2995-b115-42a2-8782-af0fb691663f'],10,,,,,,,,,,,,,,,,,Werder Bremen,176,00:18:10.109,Pass,
,,,,,,,,,,,,,,,,,,,,2.900594,,,,,,,,,,,,,239597ce-c540-43bd-96eb-081ae2cde495,601,,,"[55.2, 75.1]",3890514,18,,,,,-0.9807579,,Right Foot,,,"[93.1, 18.5]",,High Pass,,68.117325,Incomplete,,Fin Bartels,8389.0,,True,,,Free Kick,1,From Free Kick,Alejandro Gálvez Jimena,6924.0,Right Center Back,38,Werder Bremen,176,"['13c7106c-861e-4719-99ea-c171ca085a31', 'fba148f2-28c9-404d-9c7a-d21181b617e0']",24,,,,,,,,,,,,,,,,,Werder Bremen,176,00:18:24.074,Pass,
,,,,,,,,,,,,,,,,,,,,1.285255,,,,,,,,,,,,,f7af3e7a-8294-4236-9c02-8fe5784143e5,605,,,"[28.5, 61.6]",3890514,18,,,,,-1.9936502,,Right Foot,,,"[24.9, 53.6]",,Ground Pass,,8.772685,,,Jeffrey Gouweleeuw,8318.0,,,,,,1,Regular Play,Daniel Tawiah Opare,9400.0,Right Back,39,Augsburg,172,['a01dee1c-0d02-453d-a606-5d83c824971e'],28,,,,,,,,,,,,,,,,,Augsburg,172,00:18:28.195,Pass,
,,,,,,,,,,,,,,,,,,,,1.323445,,,,,,,,,,,,,cf4e01aa-eef1-44f9-a93c-76bdfe254489,608,,,"[27.8, 56.8]",3890514,18,,,,,0.035141777,,Right Foot,,,"[53.4, 57.7]",,Ground Pass,,25.615816,,,Alfreð Finnbogason,5514.0,,,,,,1,Regular Play,Jeffrey Gouweleeuw,8318.0,Right Center Back,39,Augsburg,172,['6ee64130-488c-4586-8406-efec4265a56d'],32,,,,,,,,,,,,,,,,,Augsburg,172,00:18:32.525,Pass,
,,,,,,,,,,,,,,,,,,,,1.258592,,,,,,,,,,,,,68981feb-fdb3-4247-9299-fbe15385247e,612,,,"[52.1, 57.0]",3890514,18,,,,,-3.0883098,,Left Foot,,,"[44.6, 56.6]",,Ground Pass,,7.510659,,,Christoph Janker,24117.0,,,,,,1,Regular Play,Alfreð Finnbogason,5514.0,Center Forward,39,Augsburg,172,"['27b26e7f-f1fe-4902-9825-79246d27e370', '2d725e69-30a9-420f-a2f3-2413a3d33a82']",34,,,,,,,,,,,,,,,,,Augsburg,172,00:18:34.943,Pass,True
,,,,,,,,,,,,,,,,,,,,1.980852,,,,,,,,,,,,,fd14504a-92de-49e8-b917-d653bab4ea3b,615,,,"[47.3, 51.5]",3890514,18,,,,,-1.3884017,,Right Foot,,,"[55.6, 6.5]",,Low Pass,,45.759045,,,Philipp Max,8319.0,,True,,,,1,Regular Play,Christoph Janker,24117.0,Right Defensive Midfield,39,Augsburg,172,['63695da7-4c62-4972-a2bf-3398e48a5044'],37,,,,,,,,,,,,,,,,,Augsburg,172,00:18:37.601,Pass,
,,,,,,,,,,,,,,,,,,,,2.465174,,,,,,,,,,,,,b06818a4-4add-4cec-9309-8b4ceadbb974,618,,,"[81.1, 2.9]",3890514,18,,,,,0.35905236,,Left Foot,,,"[120.0, 17.5]",,Low Pass,,41.54961,Out,,Caiuby Francisco da Silva,8303.0,,,,,,1,Regular Play,Philipp Max,8319.0,Left Back,39,Augsburg,172,['ed76b4ad-ab39-4b80-bfac-c036fd46ef4d'],44,,,,,,,,,,,,,,,,,Augsburg,172,00:18:44.051,Pass,
,,,,,,,,,,,,,,,,,,,,3.545735,,,,,,,,,,,,,8d3ceee3-196e-40c0-bd2f-4b1f795ec16c,620,,,"[6.0, 44.0]",3890514,19,,,,,0.097783774,,Right Foot,,,"[74.3, 50.7]",,High Pass,,68.62784,Incomplete,,Anthony Ujah,12624.0,,,,,Goal Kick,1,From Goal Kick,Felix Wiedwald,23269.0,Goalkeeper,40,Werder Bremen,176,"['4fefe6ca-d9f7-4f88-b2be-d1163ff3e721', 'bc12099d-3d5f-4f07-a1df-c2d11e342115']",19,,,,,,,,,,,,,,,,,Werder Bremen,176,00:19:19.496,Pass,
,,,,,,,,,,,,,,,,,,,,1.062557,,,,,,,,,,,,,4fefe6ca-d9f7-4f88-b2be-d1163ff3e721,622,,,"[45.8, 29.4]",3890514,19,,,,,-0.2547583,,Head,,,"[55.4, 26.9]",,Low Pass,,9.920181,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Ragnar Klavan,4174.0,Left Center Back,40,Werder Bremen,176,"['8d3ceee3-196e-40c0-bd2f-4b1f795ec16c', 'acb2aa67-2cc9-4d25-8219-583cd614584e']",23,,,,,,,,,,,,,,,,,Augsburg,172,00:19:23.042,Pass,
,,,,,,,,,,,,,,,,,,,,2.713264,,,,,,,,,,,,,3fc3a9e0-0006-4bf8-90c1-def3a4fac5ce,629,,,"[51.9, 27.6]",3890514,19,,,,,-0.7411792,,Right Foot,,,"[69.6, 11.4]",,Ground Pass,,23.994375,Incomplete,,Caiuby Francisco da Silva,8303.0,,,,,Recovery,1,From Goal Kick,Daniel Baier,8317.0,Left Defensive Midfield,40,Werder Bremen,176,"['0222a502-2c75-4669-a3c6-08f9041e7db1', 'b128bc34-12e8-4016-a50a-8787014b32cc']",25,,,,,,,,,,,,,,,,,Augsburg,172,00:19:25.621,Pass,
,,,,,,,,,,,,,,,,,,,,1.102069,,,,,,,,,,,,,570e3f69-8387-4365-8776-a0a865d57466,633,,,"[54.4, 71.2]",3890514,19,,,,,-1.5707964,,Right Foot,,,"[54.4, 53.8]",,Ground Pass,,17.4,,,Florian Grillitsch,11396.0,,,,,,1,From Goal Kick,Alejandro Gálvez Jimena,6924.0,Right Center Back,40,Werder Bremen,176,['ce935d23-2fa9-4cc1-afe7-cb95e3c1d79a'],28,,,,,,,,,,,,,,,,,Werder Bremen,176,00:19:28.994,Pass,
,,,,,,,,,,,,,,,,,,,,2.49622,,,,,,,,,,,,,4d4c2046-b3e6-4da2-a216-988e2efb2a25,637,,,"[53.8, 51.7]",3890514,19,,,,,-2.974559,,Right Foot,,,"[19.4, 45.9]",,Ground Pass,,34.88553,,,Felix Wiedwald,23269.0,,,,,,1,From Goal Kick,Florian Grillitsch,11396.0,Center Defensive Midfield,40,Werder Bremen,176,['734cae98-e88a-4d83-8af9-7cbc939a97c9'],31,,,,,,,,,,,,,,,,,Werder Bremen,176,00:19:31.521,Pass,
,,,,,,,,,,,,,,,,,,,,2.01161,,,,,,,,,,,,,3e1e055f-04d9-4f34-90e4-62bfcf29d0c5,640,,,"[25.4, 48.8]",3890514,19,,,,,1.1506723,,Right Foot,,,"[36.3, 73.2]",,Ground Pass,,26.723959,,,Alejandro Gálvez Jimena,6924.0,,,,,,1,From Goal Kick,Felix Wiedwald,23269.0,Goalkeeper,40,Werder Bremen,176,['e97e81ca-a7d5-4a48-a999-ae590f39f794'],34,,,,,,,,,,,,,,,,,Werder Bremen,176,00:19:34.861,Pass,
,,,,,,,,,,,,,,,,,,,,1.3373,,,,,,,,,,,,,5530c214-c589-4117-9be8-6c6f9b96ba42,643,,,"[40.4, 70.9]",3890514,19,,,,,-1.7200838,,Right Foot,,,"[36.7, 46.3]",,Ground Pass,,24.876696,,,Florian Grillitsch,11396.0,,,,,,1,From Goal Kick,Alejandro Gálvez Jimena,6924.0,Right Center Back,40,Werder Bremen,176,['73871e18-4916-450b-9e5b-2f5057553c62'],38,,,,,,,,,,,,,,,,,Werder Bremen,176,00:19:38.138,Pass,
,,,,,,,,,,,,,,,,,,,,2.161573,,,,,,,,,,,,,297d8f98-93f8-48af-86f2-5e0b5b05b3f1,647,,,"[27.7, 44.2]",3890514,19,,,,,-1.2390188,,Left Foot,,,"[39.0, 11.4]",,Ground Pass,,34.69193,,,Jannik Vestergaard,8815.0,,,,,,1,From Goal Kick,Florian Grillitsch,11396.0,Center Defensive Midfield,40,Werder Bremen,176,['8055a744-9dcd-417a-8a0b-c8736ef93223'],41,,,,,,,,,,,,,,,,,Werder Bremen,176,00:19:41.949,Pass,
,,,,,,,,,,,,,,,,,,,,0.980928,,,,,,,,,,,,,48d77154-fb1b-40d4-b784-a7c8246229aa,651,,,"[51.3, 10.5]",3890514,19,,,,,0.010988569,,Left Foot,,,"[69.5, 10.7]",,Ground Pass,,18.2011,,,Fin Bartels,8389.0,,,,,,1,From Goal Kick,Jannik Vestergaard,8815.0,Left Center Back,40,Werder Bremen,176,"['91bc6b92-35a8-4ccb-b364-f4f570c9621d', 'dd13eba7-63cf-4484-a9b8-f0e17a42779c']",47,,,,,,,,,,,,,,,,,Werder Bremen,176,00:19:47.883,Pass,True
,,,,,,,,,,,,,,,,,,,,1.170944,,,,,,,,,,,,,fcdb51c2-e018-47e1-a1b7-0d3c95733ec1,655,,,"[70.1, 9.3]",3890514,19,,,,,-0.84941316,,Right Foot,,,"[77.4, 1.0]",,Ground Pass,,11.053506,,,Santiago García,26359.0,,,,,,1,From Goal Kick,Fin Bartels,8389.0,Left Midfield,40,Werder Bremen,176,"['2fa6a13c-f722-48b6-acfb-f85478e8b364', 'cd2fb982-5710-4ea2-b0d7-e84741db1104']",49,,,,,,,,,,,,,,,,,Werder Bremen,176,00:19:49.919,Pass,True
,,,,,,,,,,,,,,,,,,,,1.247328,,,,,,,,,,,,,c9cfcb92-6d31-454b-952d-36507d6410ce,658,,,"[81.8, 0.8]",3890514,19,,,,,0.32719514,,Left Foot,,,"[98.3, 6.4]",,Ground Pass,,17.424408,Incomplete,,Zlatko Junuzović,8762.0,,,,,,1,From Goal Kick,Santiago García,26359.0,Left Back,40,Werder Bremen,176,"['749bb11e-ddf8-4cac-9230-5e49a62c76fc', '9caa9eca-93c6-409b-a9a8-ab9af368c172']",51,,,,,,,,,,,,,,,,,Werder Bremen,176,00:19:51.489,Pass,
,,,,,,,,,,,,,,,,,,,,1.021715,,,,,,,,,,,,,0665e93a-6bed-4991-8396-ff985f214178,661,,,"[91.0, 0.1]",3890514,19,,True,,,2.1823933,,,,,"[85.6, 7.8]",,Low Pass,,9.404786,,,Fin Bartels,8389.0,,,,,Throw-in,1,From Throw In,Santiago García,26359.0,Left Back,41,Werder Bremen,176,['ba5eb7a1-7c4d-4a92-a76f-6b9a25cac900'],57,,,,,,,,,,,,,,,,,Werder Bremen,176,00:19:57.459,Pass,
,,,,,,,,,,,,,,,,,,,,1.272917,,,,,,,,,,,,,e009e70a-8002-4f38-85bd-b1c4878df718,663,,,"[85.4, 8.5]",3890514,19,,,,,1.7404776,,Right Foot,,,"[80.5, 37.1]",,Ground Pass,,29.01672,,,Clemens Fritz,20010.0,,,,,,1,From Throw In,Fin Bartels,8389.0,Left Midfield,41,Werder Bremen,176,['4ebe5468-e4b4-4774-a766-a74720277b04'],59,,,,,,,,,,,,,,,,,Werder Bremen,176,00:19:59.630,Pass,
,,,,,,,,,,,,,,,,,,,,2.846682,,,,,,,,,,,,,0aaccdf0-d508-45a7-b89c-611c0ee6e794,666,,,"[80.1, 36.9]",3890514,20,,,,,0.3895931,,Right Foot,,,"[119.8, 53.2]",,High Pass,,42.915966,Out,,Theodor Gebre Selassie,8396.0,,,,,,1,From Throw In,Clemens Fritz,20010.0,Right Center Midfield,41,Werder Bremen,176,['6646ee4a-d03a-4d56-806a-31ef4984d3a0'],2,,,,,,,,,,,,,,,,,Werder Bremen,176,00:20:02.180,Pass,
,,,,,,,,,,,,,,,,,,,,1.367126,,,,,,,,,,,,,e690004d-75bc-4f75-891c-8d2af4a3f931,668,,,"[7.0, 36.1]",3890514,20,,,,,-1.2606925,,Right Foot,,,"[12.8, 18.0]",,Ground Pass,,19.006578,,,Ragnar Klavan,4174.0,,,,,Goal Kick,1,From Goal Kick,Marwin Hitz,8314.0,Goalkeeper,42,Augsburg,172,['897495f6-8d5c-4e52-b03a-673d5cdcc849'],19,,,,,,,,,,,,,,,,,Augsburg,172,00:20:19.111,Pass,
,,,,,,,,,,,,,,,,,,,,2.389423,,,,,,,,,,,,,93542c1d-786d-41cc-8080-45d543379600,671,,,"[17.8, 12.9]",3890514,20,,,,,0.098815046,,Left Foot,,,"[64.2, 17.5]",,High Pass,,46.62746,Incomplete,,Halil Altıntop,40462.0,,,,,,1,From Goal Kick,Ragnar Klavan,4174.0,Left Center Back,42,Augsburg,172,"['214eae21-85a0-4c82-855b-4a20f83c0533', 'b484a4db-8bec-4d52-9f39-bfd3e82a30b5']",22,,,,,,,,,,,,,,,,,Augsburg,172,00:20:22.261,Pass,
