50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d68f12c7-858a-4f9e-86f8-69064cbfe95e,1,,,,3890519,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 8821, 'name': 'Timo Horn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 11286, 'name': 'Dominik Maroh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 8822, 'name': 'Simon Zoller'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 8231, 'name': 'Yannick Gerhardt'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 31}, {'player': {'id': 8397, 'name': 'Kevin Vogt'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 21}, {'player': {'id': 23486, 'name': 'Anthony Modeste'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",FC Köln,186,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,947750a2-165a-444a-96d8-12bb2eaa9615,2,,,,3890519,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,,0,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6309, 'name': 'Tin Jedvaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 9363, 'name': 'André Ramalho Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 24428, 'name': 'Vladlen Yurchenko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 35}, {'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 38}, {'player': {'id': 5555, 'name': 'Julian Brandt'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bdd3460f-4a7c-4956-a231-4aa2569a75b0,3,,,,3890519,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,['d408e31f-f108-4173-9a61-d15a1f312811'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d408e31f-f108-4173-9a61-d15a1f312811,4,,,,3890519,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,['bdd3460f-4a7c-4956-a231-4aa2569a75b0'],0,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5b8e36c1-e9b7-46c6-a200-7d42a692c264,1761,,,,3890519,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,FC Köln,186,['a594df00-6dad-4901-95e2-09ff7a50f55a'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a594df00-6dad-4901-95e2-09ff7a50f55a,1762,,,,3890519,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,FC Köln,186,['5b8e36c1-e9b7-46c6-a200-7d42a692c264'],0,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.584299,,,,,,,,,,,,,,484fcbca-64c7-44ea-a162-0499d27ffd4e,5,,,"[60.0, 40.0]",3890519,0,,,,,2.2730532,,Right Foot,,,"[58.9, 41.3]",,Ground Pass,,1.7029387,,,Javier Hernández Balcázar,3058.0,,,,,Kick Off,1,From Kick Off,Hakan Çalhanoğlu,7039.0,Center Attacking Midfield,2,Bayer Leverkusen,904,['53dd4234-cd73-4531-b030-0f56d8862e8e'],1,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:01.036,Pass,
,,,,,,,,,,,,,,,1.727829,,,,,,,,,,,,,,09716c58-499b-4ec6-93c1-c76bc4c9ad42,12,,,"[56.0, 33.2]",3890519,0,,,,,2.0971887,,Right Foot,,,"[38.8, 62.8]",,Ground Pass,,34.234486,,,Jonathan Tah,8221.0,,,,,Recovery,1,From Kick Off,Hakan Çalhanoğlu,7039.0,Center Attacking Midfield,2,Bayer Leverkusen,904,"['a9094e4f-3e32-4c4b-a0fc-9fdc6c63fabe', 'd93327f6-8132-4370-939f-d09ee30a1fbb']",4,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:04.823,Pass,True
,,,,,,,,,,,,,,,1.37747,,,,,,,,,,,,,,019dc50a-fe6f-411c-bbc2-12c60666dcfa,15,,,"[39.9, 64.3]",3890519,0,,,,,-1.5068169,,Right Foot,,,"[42.2, 28.4]",,Ground Pass,,35.973602,,,Vladlen Yurchenko,24428.0,,,,,,1,From Kick Off,Jonathan Tah,8221.0,Right Center Back,2,Bayer Leverkusen,904,['a2f52b02-9715-453f-82d8-1ea2c56b7aac'],8,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:08.423,Pass,
,,,,,,,,,,,,,,,1.317823,,,,,,,,,,,,,,1cb55f12-ff05-44cb-ac84-514b4b7af583,18,,,"[44.2, 29.8]",3890519,0,,,,,-1.3557281,,Right Foot,,,"[48.7, 9.2]",,Ground Pass,,21.085777,,,Wendell Nascimento Borges,8212.0,,,,,,1,From Kick Off,Vladlen Yurchenko,24428.0,Left Defensive Midfield,2,Bayer Leverkusen,904,['5c8db927-fbbc-4cb4-bac4-f8620b8955f7'],12,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:12.446,Pass,
