50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.710508,,,,,,,,,,,,,ac18e3d4-8d25-48d6-9e35-3410ecdede3d,1962,,,"[15.3, 22.4]",3890283,63,,,,-0.29106966,,Left Foot,,,"[39.0, 15.3]",Ground Pass,,24.740654,,,,,Jin-Su Kim,40538.0,,,,,,,2,From Counter,Eugen Polanski,8404.0,Right Defensive Midfield,125,Hoffenheim,175,['e25fac44-3c25-4bc3-aa45-1df5cc53df41'],46,,,,,,,,,,,,,,,Hoffenheim,175,00:18:46.720,Pass,
,,,,,,,,,,,,,,,,,,,1.236648,,,,,,,,,,,,,f622e1c1-ff38-4598-a01b-9b2caa0d90b8,1965,,,"[47.5, 14.4]",3890283,63,,,,1.6373645,,Left Foot,,,"[47.0, 21.9]",Ground Pass,,7.5166483,,,,,Eugen Polanski,8404.0,,,,,,,2,From Counter,Jin-Su Kim,40538.0,Left Back,125,Hoffenheim,175,['135e2bff-d1b1-4fcb-a23d-7844b11393a4'],50,,,,,,,,,,,,,,,Hoffenheim,175,00:18:50.783,Pass,
,,,,,,,,,,,,,,,,,,,1.349744,,,,,,,,,,,,,3a9c12a0-2491-4fda-b31e-484669af3182,1969,,,"[59.1, 19.6]",3890283,63,,,,0.45126435,,Left Foot,,,"[72.1, 25.9]",Ground Pass,,14.446107,,,,,Steven Zuber,5548.0,,,,,,,2,From Counter,Eugen Polanski,8404.0,Right Defensive Midfield,125,Hoffenheim,175,"['283600bc-7e04-4e47-9fd0-1ec7bac839b7', 'ff6f23c9-97eb-40ac-a427-a19ac6f54920']",54,,,,,,,,,,,,,,,Hoffenheim,175,00:18:54.860,Pass,True
,,,,,,,,,,,,,,,,,,,1.932314,,,,,,,,,,,,,fe0c7274-99f7-46a2-a41e-386fe85e2294,1977,,,"[21.0, 29.4]",3890283,65,,,,-0.5043774,,Right Foot,,,"[33.5, 22.5]",Ground Pass,,14.277955,,,,,Niklas Süle,6322.0,,,,,,,2,From Counter,Oliver Baumann,8393.0,Goalkeeper,128,Hoffenheim,175,['dfe09109-68ab-4c11-a475-81328646954d'],41,,,,,,,,,,,,,,,Hoffenheim,175,00:20:41.495,Pass,
,,,,,,,,,,,,,,,,,,,1.130319,,,,,,,,,,,,,a350698e-a4eb-4100-9865-e66e6958d8d0,1980,,,"[34.0, 23.8]",3890283,65,,,,0.5512416,,Right Foot,,,"[47.5, 32.1]",Ground Pass,,15.847397,,,,,Eugen Polanski,8404.0,,,,,,,2,From Counter,Niklas Süle,6322.0,Left Center Back,128,Hoffenheim,175,['f027eb44-671e-4012-a102-f3f7dd5255d2'],50,,,,,,,,,,,,,,,Hoffenheim,175,00:20:50.233,Pass,
,,,,,,,,,,,,,,,,,,,1.01619,,,,,,,,,,,,,2b22b8f2-ee3a-41bc-a3e0-502088e03395,1984,,,"[50.4, 29.2]",3890283,65,,,,-0.05690054,,Left Foot,,,"[66.2, 28.3]",Ground Pass,,15.825612,,,,,Steven Zuber,5548.0,,,,,,,2,From Counter,Eugen Polanski,8404.0,Right Defensive Midfield,128,Hoffenheim,175,"['283ab99d-522b-4b0d-a127-b0af060d9fbf', '7df52bd4-d19c-4734-bba5-c03304cf6c07']",53,,,,,,,,,,,,,,,Hoffenheim,175,00:20:53.158,Pass,True
,,,,,,,,,,,,,,,,,,,2.324617,,,,,,,,,,,,,51eeb54e-0569-427a-b14e-c51a22349bb3,1988,,,"[68.1, 27.1]",3890283,65,,,,0.72989964,,Right Foot,,,"[79.5, 37.3]",Ground Pass,,15.297058,,,Incomplete,,Kevin Kuranyi,19836.0,,,,,,,2,From Counter,Steven Zuber,5548.0,Left Midfield,128,Hoffenheim,175,"['7a0c3300-d8ac-4455-95d5-ed566151acae', 'dfafc6e2-414f-4154-83c1-3cd4cd52ccc2']",54,,,,,,,,,,,,,,,Hoffenheim,175,00:20:54.254,Pass,
,,,,,,,,,,,,,,,,,,,1.535476,,,,,,,,,,,,,7a0c3300-d8ac-4455-95d5-ed566151acae,1990,,,"[40.6, 42.8]",3890283,65,,,,1.6413313,,Left Foot,,,"[39.3, 61.2]",Ground Pass,,18.445868,,,,,Marcel Heller,9401.0,,,,,,Recovery,2,Regular Play,Luca Caldirola,9404.0,Left Center Back,129,Darmstadt 98,872,"['4852c07f-55c0-4d99-a821-88a646c269fb', '51eeb54e-0569-427a-b14e-c51a22349bb3']",56,,,,,,,,,,,,,,,Darmstadt 98,872,00:20:56.579,Pass,
,,,,,,,,,,,,,,,,,,,0.821613,,,,,,,,,,,,,fc5e3577-9d02-4cde-b83a-ee657efcf95d,1994,,,"[39.3, 61.9]",3890283,65,,,,-0.37904438,,Right Foot,,,"[51.1, 57.2]",Ground Pass,,12.701574,,,,,Jérôme Gondorf,8388.0,,,,,,,2,Regular Play,Marcel Heller,9401.0,Right Midfield,129,Darmstadt 98,872,"['0ed2f630-3f44-4453-ac3e-28bcd984fc3d', 'fed8b4da-fcc4-4219-acfc-7a01093b193d']",58,,,,,,,,,,,,,,,Darmstadt 98,872,00:20:58.513,Pass,True
,,,,,,,,,,,,,,,,,,,0.53428,,,,,,,,,,,,,40d126df-07c8-4948-b073-7c1ea7399272,1998,,,"[52.0, 56.1]",3890283,66,,,,-2.290867,,Left Foot,,,"[47.0, 50.4]",Ground Pass,,7.5822163,,,,,Peter Niemeyer,40467.0,,,,,,,2,Regular Play,Jérôme Gondorf,8388.0,Left Defensive Midfield,129,Darmstadt 98,872,['fa9b4927-4bf3-4091-937e-e36c5106b4e1'],0,,,,,,,,,,,,,,,Darmstadt 98,872,00:21:00.694,Pass,
,,,,,,,,,,,,,,,,,,,1.237201,,,,,,,,,,,,,7d3d871a-e4e4-43a4-bfaa-6967baf57d2e,2001,,,"[45.1, 50.4]",3890283,66,,,,0.6463022,,Right Foot,,,"[67.9, 67.6]",Ground Pass,,28.560112,,,,,Marco Sailer,400612.0,,,,,,,2,Regular Play,Peter Niemeyer,40467.0,Right Defensive Midfield,129,Darmstadt 98,872,['0b0a0825-2c85-48f6-b5ed-20ee255eceeb'],1,,,,,,,,,,,,,,,Darmstadt 98,872,00:21:01.268,Pass,
,,,,,,,,,,,,,,,,,,,2.193499,,,,,,,,,,,,,4f64791f-069d-4ee4-ae4c-6058244f1694,2005,,,"[69.3, 74.0]",3890283,66,,,,-0.11732935,,Right Foot,,,"[95.6, 70.9]",Ground Pass,,26.482069,,,Incomplete,,Marcel Heller,9401.0,,,,,,,2,Regular Play,Marco Sailer,400612.0,Center Attacking Midfield,129,Darmstadt 98,872,"['7e7f4fe5-9542-49ea-9dd9-752daf6ffac5', '90f63208-b73a-4ffb-9d0e-ee446cf15fe8', 'cc07edc2-a6f2-4048-a15d-5a004aa62466']",3,,,,,,,,,,,,,,,Darmstadt 98,872,00:21:03.761,Pass,True
,,,,,,,,,,,,,,,,,,,2.092104,,,,,,,,,,,,,3c34f462-1c4c-4d55-a87f-09b3314231eb,2010,,,"[104.0, 80.0]",3890283,66,,,,-1.307932,,,,,"[111.4, 52.5]",High Pass,,28.478237,,,Incomplete,,Dominik Stroh-Engel,40481.0,,,,,,Throw-in,2,From Throw In,György Garics,20522.0,Right Back,130,Darmstadt 98,872,"['2b4f71bc-5a59-460b-90e1-bd37b816a65d', '47f2c197-cade-4c28-b7cf-cb41a793a1f2']",43,,,,,,,,,,,,,,,Darmstadt 98,872,00:21:43.436,Pass,
,,,,,,,,,,,,,,,,,,,1.041398,,,,,,,,,,,,,d5b40d2e-261a-431a-98b2-116f9a796af1,2013,,,"[100.5, 70.5]",3890283,66,,,,-1.2635375,,Right Foot,,,"[103.8, 60.1]",Low Pass,,10.911004,,,,,Jérôme Gondorf,8388.0,,,,,,Recovery,2,From Throw In,György Garics,20522.0,Right Back,130,Darmstadt 98,872,['c67750b4-3628-43b1-a5e8-b1719758b148'],48,,,,,,,,,,,,,,,Darmstadt 98,872,00:21:48.070,Pass,
,,,,,,,,,,,,,,,,,,,3.588262,,,,,,,,,,,,,9b74da62-f569-4258-a717-95375b75707d,2020,,,"[7.0, 44.1]",3890283,67,,,,-0.20690842,,Right Foot,,,"[75.6, 29.7]",High Pass,,70.09508,,,Incomplete,,Kevin Kuranyi,19836.0,,,,,,Goal Kick,2,From Goal Kick,Oliver Baumann,8393.0,Goalkeeper,131,Hoffenheim,175,"['819d47fb-123b-47b0-bd78-eab52ec64be4', 'bee1952c-bbc5-4de9-bbb7-1d468ba6ee76']",39,,,,,,,,,,,,,,,Hoffenheim,175,00:22:39.466,Pass,
,,,,,,,,,,,,,,,,,,,2.044102,,,,,,,,,,,,,bee1952c-bbc5-4de9-bbb7-1d468ba6ee76,2022,,,"[44.5, 50.4]",3890283,67,,,,-0.72425,,Head,,,"[62.7, 34.3]",High Pass,,24.299177,,,Incomplete,,Dominik Stroh-Engel,40481.0,,,,,,Recovery,2,From Goal Kick,Jérôme Gondorf,8388.0,Left Defensive Midfield,131,Hoffenheim,175,"['9388cc15-2e08-45e9-a737-649a76eceb23', '9b74da62-f569-4258-a717-95375b75707d', 'bc2daa33-bc2e-4d4c-ab75-86ab42ac4eee']",43,,,,,,,,,,,,,,,Darmstadt 98,872,00:22:43.054,Pass,
,,,,,,,,,,,,,,,,,,,1.602197,,,,,,,,,,,,,9388cc15-2e08-45e9-a737-649a76eceb23,2024,,,"[57.4, 45.8]",3890283,67,,,,0.2611389,,Head,,,"[69.0, 48.9]",High Pass,,12.007081,,,,,Kevin Kuranyi,19836.0,,,,,,Recovery,2,From Goal Kick,Pavel Kadeřábek,9397.0,Right Back,131,Hoffenheim,175,"['747c4cc8-2784-4bfc-ae78-ba46eb710ae6', 'bee1952c-bbc5-4de9-bbb7-1d468ba6ee76']",45,,,,,,,,,,,,,,,Hoffenheim,175,00:22:45.098,Pass,
,,,,,,,,,,,,,,,,,,,0.733288,,,,,,,,,,,,,deef9e0b-18b7-4820-9716-4ca7cb6c6f52,2027,,,"[70.0, 51.0]",3890283,67,,,,0.61401904,,Other,,,"[76.1, 55.3]",Low Pass,,7.4632435,,,,,Mark Uth,8387.0,,,,,,,2,From Goal Kick,Kevin Kuranyi,19836.0,Center Forward,131,Hoffenheim,175,"['20edc596-b1c4-4a6e-80d7-26ecf8dc9b26', 'a8987633-80fc-496c-a2f8-b6afba9ac82c']",46,,,,,,,,,,,,,,,Hoffenheim,175,00:22:46.700,Pass,True
,,,,,,,,,,,,,,,,,,,1.911059,,,,,,,,,,,,,fe7160fb-fa23-4bc4-9f21-c6fcca087734,2035,,,"[46.1, 34.5]",3890283,67,,,,0.20644054,,Right Foot,,,"[65.2, 38.5]",High Pass,,19.514353,,,Incomplete,,Dominik Stroh-Engel,40481.0,,,,,,,2,From Goal Kick,Peter Niemeyer,40467.0,Right Defensive Midfield,131,Hoffenheim,175,"['1343546a-3be1-4470-b818-9cf0eece6ac9', '3fd61299-c8b4-48b2-b10a-c52260ce8483', 'ecc36f28-bb40-4989-aef2-fc6b352dc6aa']",51,,,,,,,,,,,,,,,Darmstadt 98,872,00:22:51.314,Pass,True
,,,,,,,,,,,,,,,,,,,1.808711,,,,,,,,,,,,,1492fc84-26fe-4f42-892c-828dbafe7cbc,2040,,,"[54.3, 41.5]",3890283,67,,,,-0.30731112,,Right Foot,,,"[87.7, 30.9]",High Pass,,35.04169,,,Incomplete,,Kevin Volland,8215.0,,,,,,,2,From Goal Kick,Fabian Lukas Schär,5537.0,Right Center Back,131,Hoffenheim,175,"['d3d1a3f1-5b9a-487a-9dad-7363113a9e7c', 'e1c24f90-507b-4d93-a09a-c58ea4604412']",54,,,,,,,,,,,,,,,Hoffenheim,175,00:22:54.367,Pass,
,,,,,,,,,,,,,,,,,,,2.798487,,,,,,,,,,,,,e1c24f90-507b-4d93-a09a-c58ea4604412,2042,,,"[32.4, 49.2]",3890283,67,,,,-0.50416595,,Head,,,"[67.2, 30.0]",High Pass,,39.74519,,,Incomplete,,Konstantin Rausch,11134.0,,,,,,Recovery,2,From Goal Kick,György Garics,20522.0,Right Back,131,Hoffenheim,175,"['1492fc84-26fe-4f42-892c-828dbafe7cbc', '2049988b-7f97-4a31-9a3b-5b7f3b3d3d46', 'b7a0b70f-c06b-4e23-b254-af3983bcade3']",56,,,,,,,,,,,,,,,Darmstadt 98,872,00:22:56.176,Pass,
,,,,,,,,,,,,,,,,,,,1.446292,,,,,,,,,,,,,b7a0b70f-c06b-4e23-b254-af3983bcade3,2045,,,"[52.9, 50.1]",3890283,67,,,True,-0.03029376,,,,,"[59.5, 49.9]",Low Pass,,6.6030297,,,,,Eugen Polanski,8404.0,,,,,,Recovery,2,From Goal Kick,Pavel Kadeřábek,9397.0,Right Back,131,Hoffenheim,175,"['2223e10b-fc03-4192-bec8-bcc32c237892', '8f0149b0-a6c0-4c91-96b0-d450833ae577', 'e1c24f90-507b-4d93-a09a-c58ea4604412']",58,,,,,,,,,,,,,,,Hoffenheim,175,00:22:58.974,Pass,True
,,,,,,,,,,,,,,,,,,,1.473401,,,,,,,,,,,,,17f8b4d0-f5ec-4018-8008-2a284d64d301,2049,,,"[67.4, 54.8]",3890283,68,,,,-0.4666733,,Right Foot,,,"[93.8, 41.5]",Ground Pass,,29.560953,,,Incomplete,,Kevin Volland,8215.0,,,,,,,2,From Goal Kick,Eugen Polanski,8404.0,Right Defensive Midfield,131,Hoffenheim,175,"['6e4bfaca-4840-4c98-83c9-14d551a8996e', '864745ef-64d6-4981-b704-395a9abba5a3']",2,,,,,,,,,,,,,,,Hoffenheim,175,00:23:02.254,Pass,
,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,6e4bfaca-4840-4c98-83c9-14d551a8996e,2051,,,"[26.3, 38.6]",3890283,68,,,,2.581837,,Left Foot,,,"[3.0, 53.2]",Ground Pass,,27.496363,,,,,Christian Mathenia,8306.0,,,,,,Recovery,2,Regular Play,Aytac Sulu,9217.0,Right Center Back,132,Darmstadt 98,872,"['17f8b4d0-f5ec-4018-8008-2a284d64d301', 'cbfff495-4d60-4891-b82c-6d68de2d3ad0']",3,,,,,,,,,,,,,,,Darmstadt 98,872,00:23:03.727,Pass,
,,,,,,,,,,,,,,,,,,,3.59595,,,,,,,,,,,,,000f5d16-7945-4958-9b9c-be9e8506d1b1,2054,,,"[4.2, 54.4]",3890283,68,,,,0.1539188,,Right Foot,,,"[69.3, 64.5]",High Pass,,65.87883,,,Incomplete,,Marcel Heller,9401.0,,,,,,,2,Regular Play,Christian Mathenia,8306.0,Goalkeeper,132,Darmstadt 98,872,"['52690e1e-7a99-435c-9aff-034e0d8ab58a', 'b62ecfd2-93f4-43bc-b183-11545e3ba7d6']",6,,,,,,,,,,,,,,,Darmstadt 98,872,00:23:06.743,Pass,
,,,,,,,,,,,,,,,,,,,1.096796,,,,,,,,,,,,,52690e1e-7a99-435c-9aff-034e0d8ab58a,2057,,,"[50.8, 15.6]",3890283,68,,,True,0.087027945,,,,,"[65.7, 16.9]",Low Pass,,14.956604,,,Incomplete,,Jin-Su Kim,40538.0,,,,,,Recovery,2,Regular Play,Niklas Süle,6322.0,Left Center Back,132,Darmstadt 98,872,"['000f5d16-7945-4958-9b9c-be9e8506d1b1', '40ae8f0a-400f-4d92-bc7d-442e836e9a0d', '45f1e98a-dc51-41ab-a7ca-cbeb32d80b23', 'bc42006d-6d1c-4d14-9ae2-485d569eb77e']",10,,,,,,,,,,,,,,,Hoffenheim,175,00:23:10.339,Pass,True
,,,,,,,,,,,,,,,,,,,0.908395,,,,,,,,,,,,,9da633f6-fc34-4af6-a8d5-045abc5d766d,2065,,,"[40.7, 31.4]",3890283,68,,,,-0.7906891,,Head,,,"[50.1, 21.9]",Low Pass,,13.364505,,,,,Jin-Su Kim,40538.0,,,,,,Recovery,2,Regular Play,Fabian Lukas Schär,5537.0,Right Center Back,133,Hoffenheim,175,"['656ad8da-220f-4a1f-a2b8-959188af8abb', 'acda0aaa-f1c6-4f08-afce-690b23db260b']",14,,,,,,,,,,,,,,,Hoffenheim,175,00:23:14.682,Pass,True
,,,,,,,,,,,,,,,,,,,1.287815,,,,,,,,,,,,,cc409408-b25d-422e-bd7c-af3532695cb5,2067,,,"[48.5, 21.0]",3890283,68,,,,1.0255692,,Left Foot,,,"[52.2, 27.1]",High Pass,,7.1344237,,,,,Sebastian Rudy,6039.0,,,,,,,2,Regular Play,Jin-Su Kim,40538.0,Left Back,133,Hoffenheim,175,['a890cf47-27ac-42a5-a2e8-d7e6308bfe70'],15,,,,,,,,,,,,,,,Hoffenheim,175,00:23:15.590,Pass,
,,,,,,,,,,,,,,,,,,,2.284957,,,,,,,,,,,,,b9513a6b-6b9a-428c-a12f-138eea887a64,2069,,,"[53.2, 26.6]",3890283,68,,,,-0.3702162,,Right Foot,,,"[81.8, 15.5]",High Pass,,30.678493,,,Incomplete,,Kevin Volland,8215.0,,,,,,,2,Regular Play,Sebastian Rudy,6039.0,Left Defensive Midfield,133,Hoffenheim,175,"['a164d1d8-569b-49f7-a710-510d881d0368', 'a88d681d-6dbb-4d57-8f63-9a367bc73bef']",16,,,,,,,,,,,,,,,Hoffenheim,175,00:23:16.878,Pass,
,,,,,,,,,,,,,,,,,,,1.542353,,,,,,,,,,,,,8ec4e434-1326-42f3-9971-e3f5407e8e70,2073,,,"[39.3, 65.0]",3890283,68,,,,-0.5052902,,Right Foot,,,"[44.0, 62.4]",High Pass,,5.3712196,,,,,Peter Niemeyer,40467.0,,,,,,,2,Regular Play,György Garics,20522.0,Right Back,134,Darmstadt 98,872,['6e060d86-4b98-44bb-8a18-9dad22f13559'],19,,,,,,,,,,,,,,,Darmstadt 98,872,00:23:19.975,Pass,
,,,,,,,,,,,,,,,,,,,1.810563,,,,,,,,,,,,,888941be-503f-4628-a604-636a49145c01,2078,,,"[45.4, 65.3]",3890283,68,,,,-0.17005862,,Right Foot,,,"[55.3, 63.6]",Ground Pass,,10.044899,,,Unknown,,Jérôme Gondorf,8388.0,,,,,,,2,Regular Play,Peter Niemeyer,40467.0,Right Defensive Midfield,134,Darmstadt 98,872,"['da420f2f-cf00-4f65-b742-3b92a7b1f3b3', 'dacaf343-0d78-46af-9cb3-07bff5ad8ac3', 'eb446555-50ec-40aa-be7b-ed7979f208c6']",22,,,,,,,,,,,,,,,Darmstadt 98,872,00:23:22.067,Pass,True
,,,,,,,,,,,,,,,,,,,3.598759,,,,,,,,,,,,,b7c4cb73-7c05-4592-860f-61331e82f8b7,2083,,,"[54.9, 64.3]",3890283,68,True,,,-1.2788383,,Left Foot,,,"[71.4, 9.4]",High Pass,,57.32591,,,,,Fabian Holland,9222.0,,,True,,,Free Kick,2,From Free Kick,Aytac Sulu,9217.0,Right Center Back,135,Darmstadt 98,872,['518d3915-4dbf-4443-9505-9c84e6b53594'],31,,,,,,,,,,,,,,,Darmstadt 98,872,00:23:31.321,Pass,
,,,,,,,,,,,,,,,,,,,3.339674,,,,,,,,,,,,,e924ad1b-97f8-4e33-add1-f189aaa5b1b6,2085,,,"[76.2, 9.2]",3890283,68,,,,0.058429237,,Left Foot,,,"[112.1, 11.3]",Ground Pass,,35.96137,,,,,Konstantin Rausch,11134.0,,,,,,,2,From Free Kick,Fabian Holland,9222.0,Left Back,135,Darmstadt 98,872,['ec6126c9-aa51-46c7-bb2a-b427bf2ad957'],37,,,,,,,,,,,,,,,Darmstadt 98,872,00:23:37.113,Pass,
,,,,,,,,,,,,,,,,,,,0.735518,,,,,,,,,,,,,4748f5a7-8c5c-408e-b020-dd029f96b438,2088,,,"[112.5, 12.5]",3890283,68,,,,1.524957,,Left Foot,True,,"[113.5, 34.3]",Low Pass,,21.822924,,,Incomplete,,Dominik Stroh-Engel,40481.0,,,,,,,2,From Free Kick,Konstantin Rausch,11134.0,Left Midfield,135,Darmstadt 98,872,"['cf8524c2-34aa-4a10-8063-d29c2445aae6', 'fb0023e3-d5c8-4850-b3b9-b240bded213f']",40,,,,,,,,,,,,,,,Darmstadt 98,872,00:23:40.515,Pass,
,,,,,,,,,,,,,,,,,,,1.794964,,,,,,,,,,,,,7fa71b79-48f6-4d82-a153-bb6d41575be9,2091,,,"[120.0, 0.1]",3890283,69,,,,1.7741798,,Left Foot,,,"[111.4, 41.8]",High Pass,,42.577576,,,Incomplete,True,,,,,True,Outswinging,,Corner,2,From Corner,Konstantin Rausch,11134.0,Left Midfield,136,Darmstadt 98,872,['1ebe68ab-79a7-4fdd-8c6e-ce89eb4e7745'],10,,,,,,,,,,,,,,,Darmstadt 98,872,00:24:10.459,Pass,
,,,,,,,,,,,,,,,,,,,2.46819,,,,,,,,,,,,,c539b7b1-35c2-4742-acd6-e2e3637d8dbb,2093,,,"[93.9, 25.5]",3890283,69,,,,0.6202495,,Right Foot,,,"[117.7, 42.5]",High Pass,,29.247906,,,Incomplete,,Marco Sailer,400612.0,,,,,,Recovery,2,From Corner,Marcel Heller,9401.0,Right Midfield,136,Darmstadt 98,872,"['09926502-5858-43f7-9ba3-7484c455dbd0', '17711174-a87b-4fb8-a832-e7827c194ccc']",13,,,,,,,,,,,,,,,Darmstadt 98,872,00:24:13.947,Pass,
,,,,,,,,,,,,,,,,,,,2.501445,,,,,,,,,,,,,7472f306-0bcb-463e-9b14-f09baf883c7c,2097,,,"[9.6, 31.8]",3890283,69,,,,-0.5997866,,Keeper Arm,,,"[36.8, 13.2]",Ground Pass,,32.95148,,,,,Jin-Su Kim,40538.0,,,,,,,2,From Corner,Oliver Baumann,8393.0,Goalkeeper,136,Darmstadt 98,872,['33b63fd6-5b86-4a50-9694-5b9eabc5da87'],18,,,,,,,,,,,,,,,Hoffenheim,175,00:24:18.569,Pass,
,,,,,,,,,,,,,,,,,,,1.41046,,,,,,,,,,,,,3c167b3c-7e6b-4fb6-9649-e571e748fa16,2101,,,"[50.4, 11.0]",3890283,69,,,,0.5607676,,Right Foot,,,"[71.1, 24.0]",Ground Pass,,24.44361,,,Incomplete,,Kevin Volland,8215.0,,,,,,,2,From Corner,Jin-Su Kim,40538.0,Left Back,136,Darmstadt 98,872,"['31eaae5b-957a-4678-837d-c51e4a85ff75', '4e925538-0d26-4c74-a0cd-b18ca3da60a0', '80e63110-c31c-416d-9e3f-4829001f7a52']",22,,,,,,,,,,,,,,,Hoffenheim,175,00:24:22.939,Pass,True
,,,,,,,,,,,,,,,,,,,0.670464,,,,,,,,,,,,,d4bf6869-8241-4ac5-bce5-51c0a9b1db4f,2106,,,"[50.9, 66.0]",3890283,69,,,,2.2416537,,Right Foot,,,"[45.9, 72.3]",Ground Pass,,8.04301,,,,,György Garics,20522.0,,,,,,,2,From Corner,Marcel Heller,9401.0,Right Midfield,136,Darmstadt 98,872,['586adf99-149b-4994-bf32-6fd994ed3d25'],26,,,,,,,,,,,,,,,Darmstadt 98,872,00:24:26.923,Pass,
,,,,,,,,,,,,,,,,,,,1.648973,,,,,,,,,,,,,cbd7a45c-4244-4913-bcf3-e8a653dbf43c,2110,,,"[45.7, 73.3]",3890283,69,,,,0.24309543,,Right Foot,,,"[70.7, 79.5]",High Pass,,25.75733,,,Out,,Marcel Heller,9401.0,,,,,,,2,From Corner,György Garics,20522.0,Right Back,136,Darmstadt 98,872,['7a5cf273-9180-47fb-aba1-c4bc0d8e05e8'],28,,,,,,,,,,,,,,,Darmstadt 98,872,00:24:28.739,Pass,
,,,,,,,,,,,,,,,,,,,2.531764,,,,,,,,,,,,,58d90cf1-4125-44bd-bfc8-e478b2ad12c8,2112,,,"[63.1, 0.1]",3890283,69,,,,2.6829367,,,,,"[39.0, 12.0]",Low Pass,,26.877872,,,,,Niklas Süle,6322.0,,,,,,Throw-in,2,From Throw In,Jin-Su Kim,40538.0,Left Back,137,Hoffenheim,175,['72ac9ab9-357a-4d17-a789-0a0e354d2fc7'],33,,,,,,,,,,,,,,,Hoffenheim,175,00:24:33.169,Pass,
,,,,,,,,,,,,,,,,,,,1.783392,,,,,,,,,,,,,f824f793-4ab4-4422-ad96-ec12a31320e3,2115,,,"[39.0, 12.7]",3890283,69,,,,1.4988866,,Right Foot,,,"[40.7, 36.3]",Ground Pass,,23.66115,,,,,Fabian Lukas Schär,5537.0,,,,,,,2,From Throw In,Niklas Süle,6322.0,Left Center Back,137,Hoffenheim,175,['0c8985c1-07a9-4a52-8e81-fa88d0b35898'],36,,,,,,,,,,,,,,,Hoffenheim,175,00:24:36.224,Pass,
,,,,,,,,,,,,,,,,,,,1.189831,,,,,,,,,,,,,08c8632c-92b1-4283-91f4-7df728bf3640,2118,,,"[40.9, 41.6]",3890283,69,,,,-0.89397424,,Right Foot,,,"[50.3, 29.9]",Ground Pass,,15.008331,,,,,Sebastian Rudy,6039.0,,,,,,,2,From Throw In,Fabian Lukas Schär,5537.0,Right Center Back,137,Hoffenheim,175,['75147b5c-39c2-43da-b8b7-4f7e6f758804'],40,,,,,,,,,,,,,,,Hoffenheim,175,00:24:40.586,Pass,
,,,,,,,,,,,,,,,,,,,1.91701,,,,,,,,,,,,,8ac4fa00-6606-4b81-8b23-d2d9dceabfe3,2122,,,"[44.0, 29.3]",3890283,69,,,,2.899075,,Right Foot,,,"[15.3, 36.4]",Ground Pass,,29.565182,,,,,Oliver Baumann,8393.0,,,,,,,2,From Throw In,Sebastian Rudy,6039.0,Left Defensive Midfield,137,Hoffenheim,175,['18955dde-b7a8-48b3-b35a-b5cbf1f38bca'],42,,,,,,,,,,,,,,,Hoffenheim,175,00:24:42.747,Pass,
,,,,,,,,,,,,,,,,,,,1.576415,,,,,,,,,,,,,c7c4935f-327a-4b36-ab4b-18668adb7466,2125,,,"[21.5, 33.3]",3890283,69,,,,0.26774904,,Right Foot,,,"[32.8, 36.4]",Ground Pass,,11.717508,,,,,Sebastian Rudy,6039.0,,,,,,,2,From Throw In,Oliver Baumann,8393.0,Goalkeeper,137,Hoffenheim,175,['69a14fb8-d5a6-4b26-8d9b-118876da664c'],50,,,,,,,,,,,,,,,Hoffenheim,175,00:24:50.221,Pass,
,,,,,,,,,,,,,,,,,,,1.810674,,,,,,,,,,,,,adba2ed6-321f-4161-9e6b-16f59897323f,2128,,,"[32.6, 37.5]",3890283,69,,,,1.833791,,Right Foot,,,"[28.4, 53.1]",Ground Pass,,16.155495,,,,,Fabian Lukas Schär,5537.0,,,,,,,2,From Throw In,Sebastian Rudy,6039.0,Left Defensive Midfield,137,Hoffenheim,175,['17680833-78e6-4e48-bbc7-6fd0baf37727'],52,,,,,,,,,,,,,,,Hoffenheim,175,00:24:52.984,Pass,
