50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c4503075-cf15-4a37-ad95-2516432994f2,1,,,3890420,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8678, 'name': 'David Ángel Abraham'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 8504, 'name': 'Bastian Oczipka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 8812, 'name': 'Marco Russ'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 10896, 'name': 'Marc Stendera'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 21156, 'name': 'Stefan Aigner'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 16}, {'player': {'id': 18888, 'name': 'Szabolcs Huszti'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 5543, 'name': 'Haris Seferović'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 23268, 'name': 'Alexander Meier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Eintracht Frankfurt,184,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,93ee588e-09fe-4a23-b150-17ce52cb29b3,2,,,3890420,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 4600, 'name': 'Diego Orlando Benaglio'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 8516, 'name': 'Ronaldo Aparecido Rodrigues'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 34}, {'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8521, 'name': 'Daniel Caligiuri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 3186, 'name': 'Julian Draxler'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",Wolfsburg,179,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,da70dfc8-db13-4376-8d17-eea82a54c2c7,3,,,3890420,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,['67a7e5c9-775a-4e29-a25c-597009afa856'],0,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,67a7e5c9-775a-4e29-a25c-597009afa856,4,,,3890420,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,['da70dfc8-db13-4376-8d17-eea82a54c2c7'],0,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b7e6842e-6e81-4ec4-84bc-f24a64f6a3f0,1942,,,3890420,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,92,Eintracht Frankfurt,184,['07807fa1-a80f-4781-96a5-25cafd1e5639'],0,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,07807fa1-a80f-4781-96a5-25cafd1e5639,1943,,,3890420,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,92,Eintracht Frankfurt,184,['b7e6842e-6e81-4ec4-84bc-f24a64f6a3f0'],0,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.420729,,,,,,,,,,,,,17c9e47f-3421-4062-a60d-8bee781325c9,5,,"[60.0, 40.0]",3890420,0,,,,,1.4219064,,Right Foot,,,,"[60.3, 42.0]",,Ground Pass,,2.0223749,,,Max Kruse,8386.0,,,,Kick Off,1,From Kick Off,André Schürrle,10281.0,Left Center Forward,2,Wolfsburg,179,['e3a583f6-3ed4-4690-bcde-06d5d8ba5ffa'],0,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.105,Pass,
,,,,,,,,,,,,,,,,,,0.948671,,,,,,,,,,,,,9cc1ac0a-d8a7-4a04-9104-cbda54e19020,8,,"[60.5, 41.5]",3890420,0,,,,,-3.0397563,,Left Foot,,,,"[46.8, 40.1]",,Ground Pass,,13.771347,,,Christian Träsch,23266.0,,,,,1,From Kick Off,Max Kruse,8386.0,Right Center Forward,2,Wolfsburg,179,['2e8b8399-a77d-4872-a902-e1312e27f36c'],0,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.599,Pass,
,,,,,,,,,,,,,,,,,,1.392801,,,,,,,,,,,,,87fa8d18-8ef1-4b58-a36e-8340bcf36174,11,,"[47.5, 42.5]",3890420,0,,,,,1.8601508,,Left Foot,,,,"[39.7, 68.7]",,Ground Pass,,27.336422,,,Adelino André Vieira Freitas,10790.0,,,,,1,From Kick Off,Christian Träsch,23266.0,Right Defensive Midfield,2,Wolfsburg,179,['33b01f69-eddb-4fef-aa88-79bae2e9adc0'],2,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:02.823,Pass,
,,,,,,,,,,,,,,,,,,1.121861,,,,,,,,,,,,,8a97bf59-9293-4a9a-aa4c-a986f4af3ac8,14,,"[38.1, 69.3]",3890420,0,,,,,-0.25484028,,Right Foot,,,,"[50.0, 66.2]",,Ground Pass,,12.297154,,,Christian Träsch,23266.0,,,,,1,From Kick Off,Adelino André Vieira Freitas,10790.0,Right Back,2,Wolfsburg,179,['65992ebf-4591-4123-b43e-09da32259fbe'],5,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:05.123,Pass,
