50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,ea60491a-cf15-43a9-b585-747b4c7bb3ee,1,,,,3890343,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40460, 'name': 'Tobias Levels'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 34}, {'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 13332, 'name': 'Romain Brégerie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 12551, 'name': 'Max Christiansen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 12304, 'name': 'Alfredo Morales'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 9103, 'name': 'Lukas Hinterseer'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 16}, {'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Ingolstadt,189,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,f461ac73-9ccc-44d3-bfb4-e758668e71ec,2,,,,3890343,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 8965, 'name': 'Fabian Lustenberger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 8578, 'name': 'Per Ciljan Skjelbred'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 33459, 'name': 'Alexander Baumjohann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 9721, 'name': 'Valentin Stocker'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Hertha Berlin,173,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,716c30da-9d79-4998-a2c2-4c15f1e55f11,3,,,,3890343,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,['b49ee784-fc86-4bdc-adf8-646ca5f0d12c'],0,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,b49ee784-fc86-4bdc-adf8-646ca5f0d12c,4,,,,3890343,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,['716c30da-9d79-4998-a2c2-4c15f1e55f11'],0,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,04f70beb-e6ff-4b09-9eb6-1885bb81ca0b,1913,,,,3890343,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Hertha Berlin,173,['80f26c88-aaa8-4472-a663-0db879651c31'],0,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,80f26c88-aaa8-4472-a663-0db879651c31,1914,,,,3890343,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Hertha Berlin,173,['04f70beb-e6ff-4b09-9eb6-1885bb81ca0b'],0,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.336841,,,,,,,,,,46bf2986-3e4a-4091-b17a-581a810d4a20,5,,,"[60.0, 40.0]",3890343,0,,,,,0.9707461,,Right Foot,,,,"[61.3, 41.9]",Ground Pass,2.302173,,,,,Alexander Baumjohann,33459.0,,,,,Kick Off,1,From Kick Off,Genki Haraguchi,5697.0,Center Forward,2,Hertha Berlin,173,['e0f98244-52a0-4995-95a0-e4b6079de672'],0,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.644,Pass,
,,,,,,,,,,,,,,,,,1.008924,,,,,,,,,,834b0850-db5e-4cd0-be17-d7bc1ba28bc2,8,,,"[61.1, 41.7]",3890343,0,,,,,-2.9096243,,Right Foot,,,,"[48.4, 38.7]",Ground Pass,13.049521,,,,,Vladimír Darida,8579.0,,,,,,1,From Kick Off,Alexander Baumjohann,33459.0,Center Attacking Midfield,2,Hertha Berlin,173,['1e89eee6-35af-4ee4-93b2-54b18c7e3c8c'],1,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:01.048,Pass,
,,,,,,,,,,,,,,,,,1.162626,,,,,,,,,,3940610f-e050-43b5-9ead-7869c8a3ca1f,11,,,"[47.3, 32.5]",3890343,0,,,,,-2.4866707,,Right Foot,,,,"[34.8, 22.9]",Ground Pass,15.761028,,,,,Fabian Lustenberger,8965.0,,,,,,1,From Kick Off,Vladimír Darida,8579.0,Left Defensive Midfield,2,Hertha Berlin,173,['d4e44f33-3fc8-4f05-8871-bb0e265f11e0'],3,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:03.155,Pass,
,,,,,,,,,,,,,,,,,1.670942,,,,,,,,,,34d30702-3a80-4d15-978e-ce5b93762066,13,,,"[34.8, 22.9]",3890343,0,,,,,-1.4584509,,Right Foot,,,,"[37.0, 3.4]",Ground Pass,19.62371,,,,,Marvin Plattenhardt,5569.0,,,,,,1,From Kick Off,Fabian Lustenberger,8965.0,Left Center Back,2,Hertha Berlin,173,['798f1c68-8412-4605-a206-450541c31170'],4,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:04.317,Pass,
