50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,99f0d608-738b-4d05-a643-49fd6a7f2deb,1,,,,3890368,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wolfsburg,179,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4600, 'name': 'Diego Orlando Benaglio'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 8516, 'name': 'Ronaldo Aparecido Rodrigues'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 40469, 'name': 'Marcel Schäfer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 3545, 'name': 'Luiz Gustavo Dias'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 8521, 'name': 'Daniel Caligiuri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 10594, 'name': 'Bas Dost'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Wolfsburg,179,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,7585ddf1-bdd9-4dd8-91e4-18ad7cb3d168,2,,,,3890368,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wolfsburg,179,,0,,,,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 42}, {'player': {'id': 9140, 'name': 'Luca-Milan Zander'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 6924, 'name': 'Alejandro Gálvez Jimena'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 7}, {'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 8390, 'name': 'Philipp Bargfrede'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 44}, {'player': {'id': 8389, 'name': 'Fin Bartels'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 20010, 'name': 'Clemens Fritz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 8762, 'name': 'Zlatko Junuzović'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 16}, {'player': {'id': 12624, 'name': 'Anthony Ujah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Werder Bremen,176,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,7f45d6f7-749a-4f93-88ef-d9592d32d986,3,,,,3890368,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wolfsburg,179,['de4b8694-1629-46fc-84ee-2620a4df6cc3'],0,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,de4b8694-1629-46fc-84ee-2620a4df6cc3,4,,,,3890368,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wolfsburg,179,['7f45d6f7-749a-4f93-88ef-d9592d32d986'],0,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,95e328fb-fa88-4c10-8e31-b707e8dc01dd,1823,,,,3890368,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,84,Wolfsburg,179,['65db397d-cdd5-4fa5-b332-5efbe4ca8c7c'],0,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,65db397d-cdd5-4fa5-b332-5efbe4ca8c7c,1824,,,,3890368,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,84,Wolfsburg,179,['95e328fb-fa88-4c10-8e31-b707e8dc01dd'],0,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.523542,,,,,,,,,,eea0bce6-e228-4cab-a07f-f8a6798adf4b,5,,,"[60.0, 40.0]",3890368,0,,,,,0.86217004,,Right Foot,,,,"[61.2, 41.4]",,Ground Pass,,1.8439089,,,,Florian Grillitsch,11396.0,,,,,Kick Off,1,From Kick Off,Anthony Ujah,12624.0,Center Forward,2,Werder Bremen,176,['187ba073-ee42-41b2-ae31-b771044f1521'],0,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.655,Pass,
,,,,,,,,,,,,,,,,,1.39603,,,,,,,,,,d2c345bb-f3e5-4345-88b8-6b0177f84651,7,,,"[60.7, 38.7]",3890368,0,,,,,-2.7198055,,Right Foot,,,,"[45.1, 31.7]",,Ground Pass,,17.098537,,,,Philipp Bargfrede,8390.0,,,,,,1,From Kick Off,Florian Grillitsch,11396.0,Left Center Midfield,2,Werder Bremen,176,['511e2162-df47-446c-8d93-b004468e8545'],1,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:01.178,Pass,
,,,,,,,,,,,,,,,,,1.414566,,,,,,,,,,8570f947-24c5-483c-8a1e-8f5aef2fa667,10,,,"[44.9, 32.6]",3890368,0,,,,,2.0136616,,Right Foot,,,,"[36.6, 50.1]",,Ground Pass,,19.36853,,,,Alejandro Gálvez Jimena,6924.0,,,,,,1,From Kick Off,Philipp Bargfrede,8390.0,Center Defensive Midfield,2,Werder Bremen,176,['937194df-b7fe-44a8-bc4c-4cb7a88c37c7'],3,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:03.437,Pass,
,,,,,,,,,,,,,,,,,6.30299,,,,,,,,,,2369b1e3-bd98-43e6-8a86-5cd6a440fd24,13,,,"[36.3, 53.8]",3890368,0,,,,,-0.5442553,,Right Foot,,,,"[112.8, 7.5]",,High Pass,,89.42002,,Incomplete,,,,,True,,,,1,From Kick Off,Alejandro Gálvez Jimena,6924.0,Right Center Back,2,Werder Bremen,176,['b76b6615-c1cf-4e6a-9ce7-9e94ba2e9472'],5,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:05.963,Pass,
