50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.584318,,,,,,,,,,,,,f78fb2f6-7a74-4306-a8ed-dc6e5997c1f4,17,,,"[32.0, 13.9]",3890456,0,,,,,-0.6122613,,Head,,,,"[45.1, 4.7]",,High Pass,,16.00781,,,,Karim Bellarabi,8213.0,,,,,,Recovery,1,From Kick Off,Ömer Toprak,8573.0,Left Center Back,2,Borussia Dortmund,180,"['2cd921e5-41ab-4f4d-8db8-93b47d5f7efa', 'b05d48ae-ef87-4403-a1a3-1259abc11484']",9,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:09.697,Pass,
,,,,,,,,,,,,,,,,,,,1.397735,,,,,,,,,,,,,5f83100a-c798-40e0-a39f-b536c41aea49,23,,,"[75.0, 80.0]",3890456,0,,,,,-0.12921944,,,,,,"[92.7, 77.7]",,High Pass,,17.84881,,,,Pierre-Emerick Aubameyang,3712.0,,,,,,Throw-in,1,From Throw In,Łukasz Piszczek,5658.0,Right Back,3,Borussia Dortmund,180,['daf92547-e5f0-4f5e-b0e7-50f2c7b5cc4e'],29,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:29.874,Pass,
,,,,,,,,,,,,,,,,,,,0.56936,,,,,,,,,,,,,b51ce188-c6fc-4c71-9383-4ff53dc8cea6,26,,,"[92.5, 75.4]",3890456,0,,,,,-2.9441972,,Right Foot,,,,"[85.0, 73.9]",,Low Pass,,7.648529,,,,Matthias Ginter,8808.0,,,,,,,1,From Throw In,Pierre-Emerick Aubameyang,3712.0,Center Forward,3,Borussia Dortmund,180,"['10f93608-5162-4382-8d37-5239bd30e70e', '7dd039b4-55eb-4f4a-aa40-1618e4598b45']",31,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:31.272,Pass,True
,,,,,,,,,,,,,,,,,,,0.803967,,,,,,,,,,,,,75841b20-0593-40ca-ba5c-8f9954d2252c,29,,,"[84.9, 72.9]",3890456,0,,,,,1.5246753,,Right Foot,,,,"[85.2, 79.4]",,Low Pass,,6.5069194,,,,Henrikh Mkhitaryan,3275.0,,,,,,,1,From Throw In,Matthias Ginter,8808.0,Right Center Midfield,3,Borussia Dortmund,180,['7f7d2945-34b4-466b-826a-a0ba3d0ab776'],31,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:31.897,Pass,
,,,,,,,,,,,,,,,,,,,0.629395,,,,,,,,,,,,,8626b1b6-de0b-4631-abbe-08734a40c1c7,32,,,"[86.2, 77.1]",3890456,0,,,,,-1.6350641,,Right Foot,,,,"[84.9, 56.9]",,Ground Pass,,20.241789,,,,Moritz Leitner,9475.0,,,,,,,1,From Throw In,Henrikh Mkhitaryan,3275.0,Right Wing,3,Borussia Dortmund,180,['c36155dc-6913-4e9d-9f90-ad4030d8c24b'],32,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:32.911,Pass,
,,,,,,,,,,,,,,,,,,,1.628349,,,,,,,,,,,,,06ef7575-66fb-4ea5-b5bf-26d4fecdd019,39,,,"[46.2, 35.3]",3890456,0,,,,,1.274488,,Right Foot,,,,"[56.0, 67.4]",,Ground Pass,,33.56263,,,,Tin Jedvaj,6309.0,,,,,,,1,From Throw In,Stefan Kießling,11394.0,Right Center Forward,3,Borussia Dortmund,180,['c145831c-5274-4d84-8479-30d11036181c'],38,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:38.514,Pass,
,,,,,,,,,,,,,,,,,,,1.543685,,,,,,,,,,,,,c3cb2305-b9b5-4b30-8678-086fbb60c980,43,,,"[55.1, 74.7]",3890456,0,,,,,0.16514868,,Right Foot,,,,"[63.5, 76.1]",,Ground Pass,,8.515867,,Incomplete,,,,,,,,,,1,From Throw In,Tin Jedvaj,6309.0,Right Back,3,Borussia Dortmund,180,"['91344992-c3be-432b-a1d1-37cb233dbd13', 'bd9decd0-94dd-4d8d-bfcc-0dc96ca04bd7']",43,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:43.564,Pass,True
,,,,,,,,,,,,,,,,,,,0.486702,,,,,,,,,,,,,671992fb-2e7f-46ae-a9f9-16e7c3c8a66c,47,,,"[57.5, 6.3]",3890456,0,,,,,0.06053202,,Right Foot,,,,"[64.1, 6.7]",,Ground Pass,,6.61211,,Incomplete,,Moritz Leitner,9475.0,,,,,,,1,From Throw In,Erik Durm,13206.0,Left Back,3,Borussia Dortmund,180,"['49ad2ada-8a35-4b9c-90fb-b51f2d34e915', '57865b8e-2a77-47ab-b7ac-67c4741850c1', 'f80f49ac-ed57-4db3-9ca0-e03614ac76e0']",45,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:45.958,Pass,True
,,,,,,,,,,,,,,,,,,,1.384524,,,,,,,,,,,,,0fed206c-821b-4082-b56e-1ca2d066678b,51,,,"[54.7, 68.2]",3890456,0,,,,,-0.5340704,,Left Foot,,,,"[73.3, 57.2]",,Ground Pass,,21.609257,,,,Javier Hernández Balcázar,3058.0,,,,,,,1,Regular Play,Tin Jedvaj,6309.0,Right Back,4,Bayer Leverkusen,904,['cca9acaf-7c73-46e8-8257-f1874aa9ffcb'],48,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:48.195,Pass,
,,,,,,,,,,,,,,,,,,,0.965151,,,,,,,,,,,,,aec1ca73-2de5-4c97-8022-0ea74bd28ac6,55,,,"[76.0, 60.3]",3890456,0,,,,,-2.9451308,,Right Foot,,,,"[55.4, 56.2]",,Ground Pass,,21.004047,,,,Jonathan Tah,8221.0,,,,,,,1,Regular Play,Javier Hernández Balcázar,3058.0,Left Center Forward,4,Bayer Leverkusen,904,['7331a090-df3a-466b-988e-849c316839d6'],51,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:51.905,Pass,
,,,,,,,,,,,,,,,,,,,2.540942,,,,,,,,,,,,,38a3004c-489d-4516-b357-6b99b957b246,58,,,"[61.8, 56.6]",3890456,0,,,,,-1.3998727,,Right Foot,,,,"[71.0, 3.3]",,High Pass,,54.08817,,,,Wendell Nascimento Borges,8212.0,,,True,,,,1,Regular Play,Jonathan Tah,8221.0,Right Center Back,4,Bayer Leverkusen,904,['e820e755-8171-4dd3-8003-79db1e280cb4'],54,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:54.914,Pass,
,,,,,,,,,,,,,,,,,,,1.39104,,,,,,,,,,,,,73297407-9f69-462f-bc4d-513aa53ad978,61,,,"[76.0, 4.1]",3890456,1,,,,,0.21109334,,Left Foot,,,,"[91.4, 7.4]",,Ground Pass,,15.749603,,Unknown,,Karim Bellarabi,8213.0,,,,,,,1,Regular Play,Wendell Nascimento Borges,8212.0,Left Back,4,Bayer Leverkusen,904,['90c96faf-4e71-430f-8e2e-f3fae7b7b587'],1,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:01.032,Pass,
,,,,,,,,,,,,,,,,,,,2.517741,,,,,,,,,,,,,19a67cad-05c7-433a-84ef-e3a32d8f741c,65,,,"[24.5, 73.5]",3890456,1,,,,,-2.0782115,,Right Foot,,,,"[9.6, 46.7]",,Ground Pass,,30.663496,,,,Roman Bürki,8225.0,,,,,,Free Kick,1,From Free Kick,Sokratis Papastathopoulos,8244.0,Right Center Back,5,Borussia Dortmund,180,['3bdf4d3b-a1d8-44cc-b24c-e831cd5ae3ae'],15,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:15.233,Pass,
,,,,,,,,,,,,,,,,,,,1.895927,,,,,,,,,,,,,db5245a0-8ecc-482c-a82f-1e387ac376e2,68,,,"[15.0, 45.2]",3890456,1,,,,,-1.1796995,,Right Foot,,,,"[27.7, 14.4]",,Ground Pass,,33.315613,,,,Mats Hummels,5572.0,,,,,,,1,From Free Kick,Roman Bürki,8225.0,Goalkeeper,5,Borussia Dortmund,180,['f5027898-95f0-4894-82fe-e1ade27de395'],19,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:19.417,Pass,
,,,,,,,,,,,,,,,,,,,1.691664,,,,,,,,,,,,,8e3e1fd0-edf2-460f-946b-05c44e2b4cf7,71,,,"[28.3, 12.1]",3890456,1,,,,,2.2086794,,Right Foot,,,,"[17.7, 26.4]",,Ground Pass,,17.800282,,,,Sven Bender,8216.0,,,,,,,1,From Free Kick,Mats Hummels,5572.0,Left Center Back,5,Borussia Dortmund,180,['a5bef148-f286-41ff-a9ba-621c050a18b7'],23,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:23.089,Pass,
,,,,,,,,,,,,,,,,,,,2.226537,,,,,,,,,,,,,b745eb41-2dfa-4ed2-935c-515cfe55014a,74,,,"[21.2, 30.0]",3890456,1,,,,,2.3082314,,Left Foot,,,,"[9.3, 43.1]",,Ground Pass,,17.698023,,,,Roman Bürki,8225.0,,,,,,,1,From Free Kick,Sven Bender,8216.0,Center Defensive Midfield,5,Borussia Dortmund,180,['cea2e5f2-6c4d-4a73-8d47-db818990c7a2'],26,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:26.469,Pass,
,,,,,,,,,,,,,,,,,,,1.065387,,,,,,,,,,,,,4611e277-4539-4221-9cab-835062a9ca1b,77,,,"[12.3, 36.7]",3890456,1,,,,,0.29936624,,Left Foot,,,,"[20.4, 39.2]",,Ground Pass,,8.477028,,,,Sven Bender,8216.0,,,,,,,1,From Free Kick,Roman Bürki,8225.0,Goalkeeper,5,Borussia Dortmund,180,['03001022-2e9d-4e24-9ced-90870b713981'],31,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:31.067,Pass,
,,,,,,,,,,,,,,,,,,,3.480086,,,,,,,,,,,,,157f059b-8358-499b-bbe6-c2c2848e64ca,80,,,"[27.0, 45.6]",3890456,1,,,,,-0.6186653,,Right Foot,,,,"[80.8, 7.3]",,High Pass,,66.04037,,Incomplete,,Erik Durm,13206.0,,,,,,,1,From Free Kick,Sven Bender,8216.0,Center Defensive Midfield,5,Borussia Dortmund,180,"['0785e95e-21e0-45a9-82ff-ac76282f7e1d', 'd83591ff-9abc-4252-acc0-80b0363bad7d']",36,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:36.443,Pass,
,,,,,,,,,,,,,,,,,,,1.772774,,,,,,,,,,,,,0785e95e-21e0-45a9-82ff-ac76282f7e1d,82,,,"[39.3, 72.8]",3890456,1,,,,,-2.5899377,,Head,,,,"[28.9, 66.4]",,High Pass,,12.21147,,,,Jonathan Tah,8221.0,,,,,,Recovery,1,Regular Play,Tin Jedvaj,6309.0,Right Back,6,Bayer Leverkusen,904,"['157f059b-8358-499b-bbe6-c2c2848e64ca', '79b10e74-9df1-4347-8d38-86b6e680e168']",39,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:39.923,Pass,
,,,,,,,,,,,,,,,,,,,2.613242,,,,,,,,,,,,,2021ec40-15af-4228-be3f-ca2529b03b86,85,,,"[28.9, 67.0]",3890456,1,,,,,0.13985763,,Right Foot,,,,"[70.1, 72.8]",,High Pass,,41.60625,,Incomplete,,,,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Right Center Back,6,Bayer Leverkusen,904,['75dd41c5-65d4-4a00-affa-e9e132705334'],43,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:43.067,Pass,
,,,,,,,,,,,,,,,,,,,1.893737,,,,,,,,,,,,,75dd41c5-65d4-4a00-affa-e9e132705334,86,,,"[50.0, 7.3]",3890456,1,,,,,0.802119,,Head,,,,"[64.7, 22.5]",,High Pass,,21.145449,,Incomplete,,Matthias Ginter,8808.0,,,,,,Recovery,1,Regular Play,Mats Hummels,5572.0,Left Center Back,6,Bayer Leverkusen,904,"['1a7b7e91-7a6c-45dd-8cb9-3815a20bfc72', '2021ec40-15af-4228-be3f-ca2529b03b86', '866d3e2b-7c67-46d4-92b7-3249baf00f14']",45,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:45.680,Pass,
,,,,,,,,,,,,,,,,,,,0.991467,,,,,,,,,,,,,1a7b7e91-7a6c-45dd-8cb9-3815a20bfc72,89,,,"[55.4, 57.6]",3890456,1,,,,True,0.0344691,,,,,,"[67.0, 58.0]",,Low Pass,,11.6068945,,,,Javier Hernández Balcázar,3058.0,,,,,,Recovery,1,Regular Play,Kevin Kampl,8222.0,Left Defensive Midfield,6,Bayer Leverkusen,904,"['4cc37c8d-0590-4ef8-9979-448e9f7aaedc', '75dd41c5-65d4-4a00-affa-e9e132705334', 'fcd33d44-d55e-4471-ae55-5be8abecc76a']",47,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:47.574,Pass,True
,,,,,,,,,,,,,,,,,,,2.227893,,,,,,,,,,,,,c398ba91-eaf4-4531-bf1e-0d0ee2801a69,95,,,"[65.8, 57.2]",3890456,2,,,,,-0.26027736,,Right Foot,,,,"[104.1, 47.0]",,High Pass,,39.63496,,Incomplete,,Stefan Kießling,11394.0,,,,,,Free Kick,1,From Free Kick,Christoph Kramer,8805.0,Right Defensive Midfield,7,Bayer Leverkusen,904,"['96a2c55f-ee2d-45ff-973d-edf2e31b1fa1', 'a44d12c6-61a8-46b8-aada-b90463d22739']",10,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:10.846,Pass,
,,,,,,,,,,,,,,,,,,,1.805901,,,,,,,,,,,,,5664661e-35ac-4995-9013-aa5fc43759a0,106,,,"[18.1, 42.3]",3890456,4,,True,,,0.02666035,,Right Foot,,,,"[25.6, 42.5]",,Ground Pass,,7.502666,,,,Sven Bender,8216.0,,,,,,,1,Regular Play,Roman Bürki,8225.0,Goalkeeper,10,Borussia Dortmund,180,['6906e173-0513-4d35-85a9-effcd70bfe55'],40,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:04:40.506,Pass,
,,,,,,,,,,,,,,,,,,,1.283343,,,,,,,,,,,,,00e13fcf-32a3-470a-9715-b2d91216b3eb,108,,,"[25.0, 43.1]",3890456,4,,True,,,1.6737369,,Right Foot,,,,"[22.5, 67.3]",,Ground Pass,,24.328789,,,,Sokratis Papastathopoulos,8244.0,,,,,,,1,Regular Play,Sven Bender,8216.0,Center Defensive Midfield,10,Borussia Dortmund,180,['e6e0f4a7-183c-4d45-b48e-ff86b4012a66'],42,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:04:42.348,Pass,
,,,,,,,,,,,,,,,,,,,1.406924,,,,,,,,,,,,,ecf890b1-3007-4aa8-8a85-9cafbc2c6d48,110,,,"[27.7, 67.5]",3890456,4,,,,,-1.5707964,,Right Foot,,,,"[27.7, 47.1]",,Ground Pass,,20.4,,,,Sven Bender,8216.0,,,,,,,1,Regular Play,Sokratis Papastathopoulos,8244.0,Right Center Back,10,Borussia Dortmund,180,['0212a899-806e-447f-ac49-2955a6cf90f5'],45,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:04:45.385,Pass,
,,,,,,,,,,,,,,,,,,,1.239,,,,,,,,,,,,,acea93b2-206c-401f-8e86-9159fc6b9a18,113,,,"[42.0, 51.7]",3890456,4,,,,,1.8899014,,Right Foot,,,,"[34.5, 74.4]",,Ground Pass,,23.906902,,,,Sokratis Papastathopoulos,8244.0,,,,,,,1,Regular Play,Sven Bender,8216.0,Center Defensive Midfield,10,Borussia Dortmund,180,['d33e3d84-9136-406d-81d1-4cbc579f460e'],51,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:04:51.253,Pass,
,,,,,,,,,,,,,,,,,,,1.504339,,,,,,,,,,,,,f75b5a26-c4ae-4bd3-b459-4f6e80f25580,116,,,"[34.8, 74.4]",3890456,4,,,,,-1.608657,,Right Foot,,,,"[34.3, 61.2]",,Ground Pass,,13.209466,,,,Sven Bender,8216.0,,,,,,,1,Regular Play,Sokratis Papastathopoulos,8244.0,Right Center Back,10,Borussia Dortmund,180,['138d6a38-f4cd-47e3-8591-153e0b948037'],53,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:04:53.509,Pass,
,,,,,,,,,,,,,,,,,,,5.095553,,,,,,,,,,,,,3778e4cd-e7d3-4900-b49d-6dca2ee5a544,120,,,"[36.0, 61.2]",3890456,4,,,,,0.049834017,,Right Foot,,,,"[116.2, 65.2]",,High Pass,,80.29969,,Incomplete,,Henrikh Mkhitaryan,3275.0,,,,,,,1,Regular Play,Sven Bender,8216.0,Center Defensive Midfield,10,Borussia Dortmund,180,"['0a90ac19-4eb7-4ba6-aad0-7cd0570f71f0', '178bcf55-3c5e-4d41-b36d-1da5f591eb22', '74819862-8d87-4cdb-999c-53813687d383']",58,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:04:58.171,Pass,True
,,,,,,,,,,,,,,,,,,,5.747559,,,,,,,,,,,,,593442fb-c281-4738-af65-411173165e11,124,,,"[15.4, 33.0]",3890456,5,,,,,0.29977608,,Drop Kick,,,,"[92.4, 56.8]",,High Pass,,80.59429,,Incomplete,,Javier Hernández Balcázar,3058.0,,,,,,,1,Regular Play,Bernd Leno,15581.0,Goalkeeper,10,Borussia Dortmund,180,"['37b8d0d6-88ed-470b-9ced-23c8d8defc8d', '394e3b0b-417a-4b25-adc4-066c9b2ed25c']",19,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:05:19.579,Pass,
