50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.301896,,,,,,,,,,,,,82bc9514-012c-4848-ac7d-07a4aec51a32,16,,,"[26.9, 2.2]",3890439,0,,,,0.954281,,Left Foot,,,,"[35.9, 14.9]",,Low Pass,,15.565667,,,,,Leon Goretzka,6324.0,,,,,,1,Regular Play,Sead Kolašinac,3510.0,Left Back,3,Schalke 04,181,['38f4296a-1601-481e-90a3-682b7e31e1c5'],9,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:09.935,Pass,
,,,,,,,,,,,,,,,,,,1.704067,,,,,,,,,,,,,bb0a72a3-93d9-422f-9e63-88282fe72ab3,21,,,"[41.8, 29.0]",3890439,0,,,,1.5707964,,Right Foot,,,,"[41.8, 62.1]",,Ground Pass,,33.1,,,,,Uilson de Souza Paula Júnior,30312.0,,,,,,1,Regular Play,Leon Goretzka,6324.0,Left Defensive Midfield,3,Schalke 04,181,['03702edb-bbda-4824-a8af-0bde93620251'],14,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:14.605,Pass,
,,,,,,,,,,,,,,,,,,1.30392,,,,,,,,,,,,,32e61af5-07a8-4efe-b080-e238e311e11a,24,,,"[41.8, 62.1]",3890439,0,,,,0.6816058,,Right Foot,,,,"[57.7, 75.0]",,Ground Pass,,20.474863,,,,,Leroy Sané,3053.0,,,,,,1,Regular Play,Uilson de Souza Paula Júnior,30312.0,Right Back,3,Schalke 04,181,['7760d4e7-ee2e-444c-a384-0b5c44539283'],17,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:17.048,Pass,
,,,,,,,,,,,,,,,,,,1.020426,,,,,,,,,,,,,7606cb28-30a8-4789-b64d-1d44d0e82797,27,,,"[55.1, 75.3]",3890439,0,,,,-1.8385453,,Left Foot,,,,"[48.9, 52.7]",,Ground Pass,,23.435017,,,,,Johannes Geis,6717.0,,,,,,1,Regular Play,Leroy Sané,3053.0,Right Wing,3,Schalke 04,181,['761068dd-a08e-4cb8-8b74-04176ed20161'],20,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:20.415,Pass,
,,,,,,,,,,,,,,,,,,4.508575,,,,,,,,,,,,,7b300795-7944-4ba3-a202-f031700a65e7,31,,,"[48.9, 52.4]",3890439,0,,,,-0.2178166,,Right Foot,,,,"[98.6, 41.4]",,High Pass,,50.902752,,,Incomplete,,Klaas-Jan Huntelaar,8060.0,,,,,,1,Regular Play,Johannes Geis,6717.0,Right Defensive Midfield,3,Schalke 04,181,"['93ca96f5-a074-4d70-bbe0-41d27d315071', 'ba0d8b63-b1ae-47ee-869c-d62ca8062226', 'f5682b89-30a1-4ce8-a827-a03a67b7f273']",22,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:22.225,Pass,True
,,,,,,,,,,,,,,,,,,1.672648,,,,,,,,,,,,,a9e6277d-38a2-4b6b-b0e2-e2f9320695a9,35,,,"[22.3, 36.2]",3890439,0,,,,-1.1866269,,Right Foot,,,,"[28.0, 22.1]",,Ground Pass,,15.20855,,,,,Stefan Bell,8559.0,,,,,,1,Regular Play,Loris Karius,3630.0,Goalkeeper,4,FSV Mainz 05,177,['69fd8f2e-b3ca-46c8-9917-837f6e8f0f54'],28,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:28.266,Pass,
,,,,,,,,,,,,,,,,,,1.766869,,,,,,,,,,,,,6a508279-18b1-4970-94cc-13d923c485d6,38,,,"[27.8, 22.1]",3890439,0,,,,1.5930148,,Right Foot,,,,"[26.9, 62.6]",,Ground Pass,,40.51,,,,,Leon Aderemi Balogun,5467.0,,True,,,,1,Regular Play,Stefan Bell,8559.0,Left Center Back,4,FSV Mainz 05,177,['7015bfe5-9f3d-4175-8dc4-91551f5d1f2d'],33,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:33.136,Pass,
,,,,,,,,,,,,,,,,,,2.33869,,,,,,,,,,,,,cf5fbe35-e60c-40af-b6c3-ea85e8efcd1f,41,,,"[30.0, 62.4]",3890439,0,,,,-1.483166,,Right Foot,,,,"[33.4, 23.7]",,Ground Pass,,38.849068,,,,,Stefan Bell,8559.0,,,,,,1,Regular Play,Leon Aderemi Balogun,5467.0,Right Center Back,4,FSV Mainz 05,177,['9141baf4-4264-4ed0-9b94-579c5db75a3c'],36,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:36.620,Pass,
,,,,,,,,,,,,,,,,,,1.393881,,,,,,,,,,,,,0ee24534-9929-4c74-8d87-29cffcbb42d8,44,,,"[35.6, 23.4]",3890439,0,,,,-1.0143503,,Right Foot,,,,"[48.6, 2.5]",,Ground Pass,,24.613209,,,,,Gaëtan Bussmann,18399.0,,,,,,1,Regular Play,Stefan Bell,8559.0,Left Center Back,4,FSV Mainz 05,177,['0a45a86c-7840-43cc-accf-e87796fa8829'],40,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:40.536,Pass,
,,,,,,,,,,,,,,,,,,0.044055,,,,,,,,,,,,,561d8395-18c1-4d31-8532-34a604dd9f03,48,,,"[48.6, 2.3]",3890439,0,,,,0.09966865,,Left Foot,,,,"[50.6, 2.5]",,Ground Pass,,2.0099752,,,Incomplete,,Jairo Samperio Bustara,6925.0,,,,,,1,Regular Play,Gaëtan Bussmann,18399.0,Left Back,4,FSV Mainz 05,177,"['20ef231b-17dc-492c-b4f5-76f802e54ec6', '4887d0a1-a222-4266-bff6-bb6e162ebb7e', 'fc4e0012-6c0d-4cb5-bb3b-a5a88da0a155']",42,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:42.925,Pass,True
,,,,,,,,,,,,,,,,,,1.304685,,,,,,,,,,,,,0f2fd14a-5262-4c3f-a2a8-66e80fbccbbf,51,,,"[57.6, 0.1]",3890439,0,,,,0.15053785,,,,,,"[75.4, 2.8]",,High Pass,,18.00361,,,,,Jairo Samperio Bustara,6925.0,,,,,Throw-in,1,From Throw In,Gaëtan Bussmann,18399.0,Left Back,5,FSV Mainz 05,177,['c5e41360-6986-4e80-b171-f1a323b66fe1'],51,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:51.368,Pass,
,,,,,,,,,,,,,,,,,,1.161723,,,,,,,,,,,,,603853d6-da7f-40d8-a992-2ed77c3926af,55,,,"[75.4, 3.7]",3890439,0,,,,-0.09251862,,Left Foot,,,,"[85.1, 2.8]",,High Pass,,9.741663,,,,,Jhon Andrés Córdoba Copete,8817.0,,,,,,1,From Throw In,Jairo Samperio Bustara,6925.0,Left Wing,5,FSV Mainz 05,177,['602d3f00-994d-4674-a1eb-559b294699dc'],53,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:53.721,Pass,
,,,,,,,,,,,,,,,,,,0.806643,,,,,,,,,,,,,9cedc905-9de1-4f98-8ae7-972c53d2cbc1,61,,,"[90.1, 0.1]",3890439,1,,,,1.1120992,,,,,,"[94.1, 8.2]",,Low Pass,,9.033825,,,,,Yunus Mallı,8679.0,,,,,Throw-in,1,From Throw In,Gaëtan Bussmann,18399.0,Left Back,6,FSV Mainz 05,177,['9d8e0c22-e5a0-402c-8c29-fac17f0d00c2'],0,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:00.991,Pass,
,,,,,,,,,,,,,,,,,,2.615918,,,,,,,,,,,,,da6b6445-9b1d-4193-a27d-a82cca84ecaa,66,,,"[98.9, 10.7]",3890439,1,,,,-0.33001482,,Right Foot,,,,"[117.0, 4.5]",,Low Pass,,19.132433,,,,,Jhon Andrés Córdoba Copete,8817.0,,,,,Recovery,1,From Throw In,Jairo Samperio Bustara,6925.0,Left Wing,6,FSV Mainz 05,177,['0fd400c8-a8f5-4294-ab9a-ffdf00758fbd'],2,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:02.975,Pass,
,,,,,,,,,,,,,,,,,,1.691992,,,,,,,,,,,,,ae873870-09f8-4155-9bfa-cd1ae45e6967,70,,,"[117.8, 3.4]",3890439,1,,,,1.9756881,,Right Foot,,,,"[112.7, 15.3]",,Low Pass,,12.946815,,,Incomplete,,Yunus Mallı,8679.0,,,,,,1,From Throw In,Jhon Andrés Córdoba Copete,8817.0,Center Forward,6,FSV Mainz 05,177,"['90e37f0a-e083-4e0a-a2fa-7409f8be54b7', 'a8b3485c-519a-45d1-a18f-2a3c708e087f', 'c217ce96-ab12-47c3-8be9-23e5186eb7f3']",6,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:06.220,Pass,True
,,,,,,,,,,,,,,,,,,1.338675,,,,,,,,,,,,,c3324bdc-5b57-4bd7-9150-1edbcddd1f36,75,,,"[7.9, 65.7]",3890439,1,,,,1.5707964,,Right Foot,,,,"[7.9, 73.0]",,Ground Pass,,7.3,,,,,Uilson de Souza Paula Júnior,30312.0,,,,,,1,From Throw In,Joël Andre Job Matip,3502.0,Right Center Back,6,FSV Mainz 05,177,"['3affb980-0e46-41ab-b20a-1b52d4765288', 'f9282f8f-0129-4ab3-bc31-c89e862e886e']",9,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:09.147,Pass,True
,,,,,,,,,,,,,,,,,,1.233789,,,,,,,,,,,,,3d0d9516-b573-466c-8bdb-41d003c05bda,78,,,"[7.6, 73.9]",3890439,1,,,,-0.31739643,,Left Foot,,,,"[28.3, 67.1]",,Ground Pass,,21.7883,,,Incomplete,,Leroy Sané,3053.0,,,,,,1,From Throw In,Uilson de Souza Paula Júnior,30312.0,Right Back,6,FSV Mainz 05,177,"['8834e5fb-22ca-4724-9086-083063a1147c', 'bc00f4b8-2290-45f4-8ed1-dcc26f014771']",10,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:10.630,Pass,
,,,,,,,,,,,,,,,,,,1.506844,,,,,,,,,,,,,36c3dbf7-ad7c-4375-ba04-16849deb6b9f,84,,,"[6.0, 36.0]",3890439,1,,,,1.5450785,,Left Foot,,,,"[6.8, 67.1]",,Ground Pass,,31.110289,,,,,Joël Andre Job Matip,3502.0,,,,,Goal Kick,1,From Goal Kick,Ralf Fährmann,8517.0,Goalkeeper,7,Schalke 04,181,['4d082e8b-1356-4b14-a477-2164d7ab5925'],26,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:26.064,Pass,
,,,,,,,,,,,,,,,,,,0.117228,,,,,,,,,,,,,4b8c665c-1054-47fb-9569-0b932c2a68d7,92,,,"[117.8, 24.3]",3890439,1,,,,1.5707964,,Left Foot,True,,,"[117.8, 33.3]",,Ground Pass,,9.0,,,Incomplete,,Christian Clemens,9098.0,,,,,,1,Regular Play,Jairo Samperio Bustara,6925.0,Left Wing,8,FSV Mainz 05,177,"['22004fa1-6209-4450-8476-b5089778b8c2', '332e661c-b41c-4ea5-8014-1ec52805c6b4', '4205d2c9-98ea-47b2-a174-7a80ef41bf67']",35,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:35.590,Pass,True
,,,,,,,,,,,,,,,,,,0.939021,,,,,,,,,,,,,d37c8b08-dc42-4ae1-b677-1b13c3372998,100,,,"[120.0, 80.0]",3890439,2,,,,-1.7902269,,Right Foot,,,,"[113.8, 52.2]",,High Pass,,28.482977,,,Incomplete,True,,,,,Outswinging,,Corner,1,From Corner,Yunus Mallı,8679.0,Center Attacking Midfield,9,FSV Mainz 05,177,['4c34d262-5915-4b09-a142-22f639b8999d'],14,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:14.019,Pass,
,,,,,,,,,,,,,,,,,,2.374714,,,,,,,,,,,,,52a3d41a-4d2e-4153-a161-607504c24d4b,109,,,"[66.4, 21.9]",3890439,2,,,,1.0915625,,Right Foot,,,,"[83.6, 55.0]",,Ground Pass,,37.302143,,,,,Leroy Sané,3053.0,,,,,,1,Regular Play,Younès Belhanda,5242.0,Left Wing,10,Schalke 04,181,['d55e9263-59c3-468e-8b28-18fa3013a1a8'],24,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:24.893,Pass,
,,,,,,,,,,,,,,,,,,1.444196,,,,,,,,,,,,,48ba1f56-3835-4a9d-b473-25c179d3c430,120,,,"[82.2, 58.4]",3890439,2,,,,0.77001476,,Right Foot,,,,"[92.1, 68.0]",,Ground Pass,,13.790214,,,Incomplete,,Klaas-Jan Huntelaar,8060.0,,,,,,1,Regular Play,Uilson de Souza Paula Júnior,30312.0,Right Back,10,Schalke 04,181,"['693a4692-1055-4d1e-81bb-cd96a3889d3b', 'ee827db9-2e24-48dd-ae6c-fd94deb58e57']",36,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:36.866,Pass,
,,,,,,,,,,,,,,,,,,0.653348,,,,,,,,,,,,,44299f6e-33d1-48f6-bf81-2a03afde2634,123,,,"[24.9, 20.6]",3890439,2,,,,-0.66206044,,Right Foot,,,,"[31.7, 15.3]",,Ground Pass,,8.621485,,,,,Jairo Samperio Bustara,6925.0,,,,,Recovery,1,Regular Play,Julian Baumgartlinger,20037.0,Right Defensive Midfield,10,Schalke 04,181,['781d1436-023c-4716-a045-a4a3f3946b5a'],39,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:39.137,Pass,
,,,,,,,,,,,,,,,,,,0.854834,,,,,,,,,,,,,a7cab595-0a33-45a1-b38d-a5fb86d0f50a,130,,,"[85.0, 52.4]",3890439,2,,,,-1.146788,02de425b-4bd7-4839-a55b-b8429199545c,Right Foot,,,,"[91.5, 38.0]",,Ground Pass,,15.79905,,,,,Max Meyer,8508.0,True,,,,,1,Regular Play,Uilson de Souza Paula Júnior,30312.0,Right Back,10,Schalke 04,181,['6cc07305-1824-42f7-bd5b-dd634ce96f5c'],44,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:44.601,Pass,
,,,,,,,,,,,,,,,,,,3.293903,,,,,,,,,,,,,3639cf04-51af-41a4-a8d3-ccb92e710b77,135,,,"[7.0, 44.1]",3890439,3,True,,,-0.2956857,,Right Foot,,,,"[72.0, 24.3]",,High Pass,,67.94881,,,Incomplete,,Yunus Mallı,8679.0,,,,,Goal Kick,1,From Goal Kick,Loris Karius,3630.0,Goalkeeper,11,FSV Mainz 05,177,"['69c5aa30-0d35-4486-bfa8-12e1a0ac59b9', 'ff2597c9-8475-4c78-94ae-0a57b8bb804e']",13,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:03:13.760,Pass,
,,,,,,,,,,,,,,,,,,0.993577,,,,,,,,,,,,,ff2597c9-8475-4c78-94ae-0a57b8bb804e,137,,,"[48.1, 55.8]",3890439,3,,,,0.38633722,,Head,,,,"[59.9, 60.6]",,High Pass,,12.738916,,,,,Klaas-Jan Huntelaar,8060.0,,,,,Recovery,1,Regular Play,Johannes Geis,6717.0,Right Defensive Midfield,12,Schalke 04,181,"['3639cf04-51af-41a4-a8d3-ccb92e710b77', '8fe2a116-9ee9-4085-a804-1ebd0e589f39']",17,,,,,,,,,,,,,,,,,,Schalke 04,181,00:03:17.054,Pass,
,,,,,,,,,,,,,,,,,,0.749565,,,,,,,,,,,,,87b163ec-3f64-4c17-8d8c-9117c528c5a5,139,,,"[59.9, 60.6]",3890439,3,,,,-1.1937088,,Head,,,,"[63.9, 50.5]",,High Pass,,10.863241,,,,,Max Meyer,8508.0,,,,,,1,Regular Play,Klaas-Jan Huntelaar,8060.0,Center Forward,12,Schalke 04,181,['35fb8638-64c3-4f8e-a036-f1984e5f49bd'],18,,,,,,,,,,,,,,,,,,Schalke 04,181,00:03:18.047,Pass,
,,,,,,,,,,,,,,,,,,0.609404,,,,,,,,,,,,,ea7744e8-c528-4385-acdc-2aaeb68422fa,142,,,"[63.9, 50.5]",3890439,3,,,,2.8691294,,Left Foot,,,,"[57.1, 52.4]",,Low Pass,,7.0604534,,,,,Klaas-Jan Huntelaar,8060.0,,,,,,1,Regular Play,Max Meyer,8508.0,Center Attacking Midfield,12,Schalke 04,181,"['ea4b030d-0866-4eef-97ec-d650ce5d8a9a', 'f7782b8d-aecb-4c84-a768-0b022a66897a']",18,,,,,,,,,,,,,,,,,,Schalke 04,181,00:03:18.797,Pass,True
,,,,,,,,,,,,,,,,,,0.922728,,,,,,,,,,,,,cd3482d5-0460-4a0c-82a6-797b39f151f9,145,,,"[60.7, 46.5]",3890439,3,,,,-1.2197654,,Right Foot,,,,"[63.3, 39.4]",,Ground Pass,,7.5610847,,,,,Younès Belhanda,5242.0,,,,,,1,Regular Play,Klaas-Jan Huntelaar,8060.0,Center Forward,12,Schalke 04,181,['cb016941-086c-43cf-a985-6dacc79b6c74'],20,,,,,,,,,,,,,,,,,,Schalke 04,181,00:03:20.385,Pass,
,,,,,,,,,,,,,,,,,,1.354421,,,,,,,,,,,,,37256d3f-1b4a-4e24-9847-67a0d667a05e,154,,,"[45.5, 37.3]",3890439,3,,,,1.71214,,Right Foot,,,,"[41.9, 62.6]",,Ground Pass,,25.554844,,,,,Giulio Donati,8549.0,,,,,,1,Regular Play,Danny Latza,8539.0,Left Defensive Midfield,12,Schalke 04,181,['e368dad2-6d75-4be7-bfbc-8ad7fab02ddb'],25,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:03:25.674,Pass,
