50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8be66440-b176-4f3b-b7ad-1252bfa3969a,1,,,,3890318,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 9728, 'name': 'Florian Klein'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 9409, 'name': 'Daniel Ginczek'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 33}]}",VfB Stuttgart,174,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,650b05b0-7ebc-416a-bf8b-95af5e4fe82a,2,,,,3890318,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8545, 'name': 'Julian Korb'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 8813, 'name': 'Patrick Herrmann'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 11283, 'name': 'Fabian Johnson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 8806, 'name': 'Lars Edi Stindl'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 13}, {'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Borussia Mönchengladbach,185,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,31f78b73-3008-46d9-906c-a8e2ec103bf4,3,,,,3890318,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,['99466225-ac47-4f77-9061-bb049180aba6'],0,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,99466225-ac47-4f77-9061-bb049180aba6,4,,,,3890318,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,['31f78b73-3008-46d9-906c-a8e2ec103bf4'],0,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,92f8207a-cb81-4b6a-ab75-fa6c27660a21,1850,,,,3890318,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,95,VfB Stuttgart,174,['db5d6c90-55b9-4bd7-9416-d677142b5af1'],0,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,db5d6c90-55b9-4bd7-9416-d677142b5af1,1851,,,,3890318,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,95,VfB Stuttgart,174,['92f8207a-cb81-4b6a-ab75-fa6c27660a21'],0,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.725387,,,,,,,,,,,,,,4206b68e-40d1-4dde-aaa8-7d7bb87fef7b,5,,,"[61.0, 40.1]",3890318,0,,,,1.6756732,,Right Foot,,,,"[60.8, 42.0]",,Ground Pass,,1.9104973,,,,Raffael Caetano de Araújo,8810.0,,,,,,Kick Off,1,From Kick Off,Patrick Herrmann,8813.0,Right Midfield,2,Borussia Mönchengladbach,185,['cd183131-7fd9-4fa7-b4fd-aab6546aa3ce'],0,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.675,Pass,
,,,,,,,,,,,,,,,,,,1.858574,,,,,,,,,,,,,,ac55f61c-2c1a-4654-917c-2e50b6e29ea7,8,,,"[60.4, 42.5]",3890318,0,,,,-2.8859036,,Right Foot,,,,"[36.3, 36.2]",,Ground Pass,,24.909838,,,,Håvard Nordtveit,8395.0,,,,,,,1,From Kick Off,Raffael Caetano de Araújo,8810.0,Left Center Forward,2,Borussia Mönchengladbach,185,['1ce610b8-96bf-410e-818b-3a2658df9643'],1,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:01.555,Pass,
,,,,,,,,,,,,,,,,,,2.538324,,,,,,,,,,,,,,e23f7f0a-9ffa-4932-a011-ad44e3086fed,11,,,"[35.8, 36.5]",3890318,0,,,,-0.1535213,,Right Foot,,,,"[87.5, 28.5]",,High Pass,,52.315292,,Incomplete,,Fabian Johnson,11283.0,,,,,,,1,From Kick Off,Håvard Nordtveit,8395.0,Left Center Back,2,Borussia Mönchengladbach,185,"['1a17dc5c-b972-4a85-bdae-47b8dd3518a4', 'fee63702-e3f0-4e7d-b681-1a82f77fdb93']",4,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:04.512,Pass,
,,,,,,,,,,,,,,,,,,0.515011,,,,,,,,,,,,,,1a17dc5c-b972-4a85-bdae-47b8dd3518a4,14,,,"[32.6, 51.6]",3890318,0,,,True,-0.14707835,,,,,,"[38.0, 50.8]",,Low Pass,,5.4589376,,Incomplete,,Daniel Didavi,8243.0,,,,,,Recovery,1,From Kick Off,Florian Klein,9728.0,Right Back,2,Borussia Mönchengladbach,185,"['0b043f96-d6a9-4fcc-a121-08a33064f174', '8eea269b-1a53-4c4d-b1ba-58a1d7f81469', 'e23f7f0a-9ffa-4932-a011-ad44e3086fed', 'fef91b33-612d-432a-8e1f-50f930c1094f']",7,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:07.050,Pass,True
