50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,3a897255-1227-4c20-9a2f-616447ff29da,1,,,3890488,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,,0,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8814, 'name': 'Nico Elvedi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 30}, {'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 11283, 'name': 'Fabian Johnson'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 19}, {'player': {'id': 8307, 'name': 'Martin Hinteregger'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 5}, {'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 5632, 'name': 'Thorgan Hazard'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 8806, 'name': 'Lars Edi Stindl'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",Borussia Mönchengladbach,185,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,467e62f1-ced9-44c3-a831-ac4746f0d259,2,,,3890488,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20950, 'name': 'Yanni Regäsel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8678, 'name': 'David Ángel Abraham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 8812, 'name': 'Marco Russ'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 400621, 'name': 'Tohouri Zahoui Constant Djakpa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 400619, 'name': 'Stefan Reinartz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 9216, 'name': 'Slobodan Medojević'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 5543, 'name': 'Haris Seferović'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 21156, 'name': 'Stefan Aigner'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 16}, {'player': {'id': 6317, 'name': 'Marco Jhonfai Fabián De La Mora'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Eintracht Frankfurt,184,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e0105303-01d8-4588-abd9-d68ecebf0e33,3,,,3890488,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,['4e081fef-5f00-47b7-babd-480b455363fd'],0,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,4e081fef-5f00-47b7-babd-480b455363fd,4,,,3890488,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,['e0105303-01d8-4588-abd9-d68ecebf0e33'],0,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,3b46be13-2a4f-46cb-8a4f-176ea58c13c7,2244,,,3890488,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,111,Borussia Mönchengladbach,185,['163c5300-8633-4aba-a4b0-8f8886bd5960'],0,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,163c5300-8633-4aba-a4b0-8f8886bd5960,2245,,,3890488,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,111,Borussia Mönchengladbach,185,['3b46be13-2a4f-46cb-8a4f-176ea58c13c7'],0,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.380965,,,,,,,,,,,b9145ad2-6355-4ee7-a88a-8567c6046712,5,,"[60.0, 40.0]",3890488,0,,,,,1.0460006,,Right Foot,,,,"[61.1, 41.9]",,Ground Pass,,2.1954498,,,Lars Edi Stindl,8806.0,,,,,Kick Off,1,From Kick Off,Raffael Caetano de Araújo,8810.0,Left Wing,2,Borussia Mönchengladbach,185,['6c12694b-b4eb-4b83-8683-e56584fe0a00'],0,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.380,Pass,
,,,,,,,,,,,,,,,,,,,,1.289367,,,,,,,,,,,7d80a066-19e7-4aa9-be58-aef6e8b3b586,7,,"[61.2, 42.5]",3890488,0,,,,,-2.6602478,,Right Foot,,,,"[38.8, 30.8]",,Ground Pass,,25.271526,,,Håvard Nordtveit,8395.0,,,,,,1,From Kick Off,Lars Edi Stindl,8806.0,Center Forward,2,Borussia Mönchengladbach,185,['39674126-058b-49ab-8ebe-55ed961cd4fc'],0,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.761,Pass,
,,,,,,,,,,,,,,,,,,,,3.459249,,,,,,,,,,,4d33f250-caf1-4320-9606-f65a4c960ac5,11,,"[41.0, 31.7]",3890488,0,,,,,0.9284933,,Right Foot,,,,"[71.0, 71.8]",,High Pass,,50.080036,,,Fabian Johnson,11283.0,,True,,,,1,From Kick Off,Håvard Nordtveit,8395.0,Left Center Back,2,Borussia Mönchengladbach,185,"['174697ec-22b8-4987-a31b-fefb31ba1c08', 'e2926ea0-d092-4dfb-9678-dedad0501288']",4,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:04.141,Pass,True
,,,,,,,,,,,,,,,,,,,,0.077727,,,,,,,,,,,ab2e7161-b8c6-480d-b60f-e3fa9f49c2cc,21,,"[63.2, 75.8]",3890488,0,,,,,-0.19739556,,Right Foot,,,,"[64.2, 75.6]",,Low Pass,,1.0198039,Incomplete,,Fabian Johnson,11283.0,,,,,,1,From Kick Off,Nico Elvedi,8814.0,Right Center Back,2,Borussia Mönchengladbach,185,"['0f11eed9-b880-42d9-9ff4-a4ec4dc41501', '9a7bcf9b-b2a1-4f7f-a3e0-c0d421f94c04']",11,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:11.401,Pass,
